tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,label
Contacts,,role,ontology_array,,,CatalogueOntologies,Contribution types,,,,,Type(s) of contribution or role in the resource,"DataCatalogue,EMA,CohortStaging",
Contacts,,role description,text,,,,,,,,,Description of the role,"DataCatalogue,CohortStaging",
Contacts,,first name,,1,true,,,,,,,First name of the contact person,"DataCatalogue,EMA,CohortStaging",
Contacts,,last name,,1,true,,,,,,,Last name of the contact person,"DataCatalogue,EMA,CohortStaging",
Contacts,,prefix,,,,,,,,,,"Surname prefix, if applicable","DataCatalogue,CohortStaging",
Contacts,,initials,,,,,,,,,,Initials of the contact person,"DataCatalogue,CohortStaging",
Contacts,,title,ontology,,,CatalogueOntologies,Titles,,,,,Title of the contact person,"DataCatalogue,EMA,CohortStaging",
Contacts,,organisation,ref,,,,Organisations,,,,,Affiliated organisation of the contact person,"DataCatalogue,EMA",
Contacts,,organisation,ref,,,SharedStaging,Organisations,,,,,Affiliated organisation of the contact person,CohortStaging,
Contacts,,email,,,,,,,,,,Contact's email address,"DataCatalogue,CohortStaging",
Contacts,,orcid,,,,,,,,,,Orcid of the contact person,"DataCatalogue,CohortStaging",
Contacts,,homepage,,,,,,,,,,Link to contact's homepage,"DataCatalogue,CohortStaging",
Contacts,,photo,file,,,,,,,,,Contact's photograph,"DataCatalogue,CohortStaging",
Contacts,,expertise,,,,,,,,,,Description of contact's expertise,"DataCatalogue,CohortStaging",
Documentation,,,,,,,,,,,,Documentation attached to a resource,"DataCatalogue,CohortStaging",
Documentation,,resource,ref,1,true,,Resources,,,,,The resource this documentation is for,"DataCatalogue,EMA,CohortStaging",
Documentation,,name,,1,true,,,,,,,Document name,"DataCatalogue,EMA,CohortStaging",
Documentation,,type,ontology,,,CatalogueOntologies,Document types,,,,,Type of documentation,"DataCatalogue,EMA,CohortStaging",
Documentation,,description,text,,,,,,,,,Description of the document,"DataCatalogue,CohortStaging",
Documentation,,url,hyperlink,,,,,,,,,Hyperlink to the source of the documentation,"DataCatalogue,EMA,CohortStaging",
Documentation,,file,file,,,,,,,,,Optional file attachment containing the documentation,"DataCatalogue,EMA,CohortStaging",
Linked resources,,,,,,,,,,,,Links between datasource and databank,"DataCatalogue,EMA",
Linked resources,,main resource,ref,1,true,,Resources,,,,,,"DataCatalogue,EMA",
Linked resources,,linked resource,ref,1,true,,Resources,,,,,,"DataCatalogue,EMA",
Linked resources,,other linked resource,,,,,,,,,,"If other linked data source, enter the name of the data source (default = not applicable)","DataCatalogue,EMA",
Linked resources,,linkage strategy,ontology,,,CatalogueOntologies,Linkage strategies,,,,,The linkage method that was used to link data banks. One entry per data bank,"DataCatalogue,EMA",
Linked resources,,linkage variable,text,,,,,,,,,"If a single variable (or linkage key) is used to link a data bank to others, a name and description of the variable is provided. One entry per data bank","DataCatalogue,EMA",
Linked resources,,linkage variable unique,bool,,,,,,,,,"If a single variable is used to link a data bank to others, is the variable a unique identifier? One entry per data bank",DataCatalogue,
Linked resources,,linkage completeness,text,,,,,,,,,Provide a high-level description of the completeness of linkages that are currently available between data banks in the data source (max 100 words),"DataCatalogue,EMA",
Linked resources,,pre linked,bool,,,,,,,,,Does the data source constitute of linked data sources?,"DataCatalogue,EMA",
Quantitative information,,,,,,,,,,,,Quantitative information on the resource,"DataCatalogue,EMA",
Quantitative information,,resource,ref,1,,,Resources,,,,,,"DataCatalogue,EMA",
Quantitative information,,age group,ontology,1,,CatalogueOntologies,Age groups,,,,,Select the relevant age group for this quantitative information,"DataCatalogue,EMA",
Quantitative information,,population size,int,,,,,,,,,"Total number of unique individuals with records captured in the data source (most recent count). In the catalogue, this will accommodate counts per year","DataCatalogue,EMA",
Quantitative information,,active size,int,,,,,,,,,"Number of unique, active, or currently registered individuals with records captured in the data source (most recent count). In the catalogue, this will accommodate counts per year","DataCatalogue,EMA",
Quantitative information,,no individuals with samples,int,,,,,,,,,"Number of unique individuals with records of biological samples (e.g., blood, urine) (most recent count). In the catalogue, this will accommodate counts per year ",DataCatalogue,
Quantitative information,,mean observation years,int,,,,,,,,,Median years for which unique individuals with records captured in the data source are observable (most recent count),"DataCatalogue,EMA",
Quantitative information,,mean years active,int,,,,,,,,,Median time for which unique individuals with records captured in the data source are observable (most recent count),"DataCatalogue,EMA",
Quantitative information,,median age,int,,,,,,,,,Median age of individuals within data source,DataCatalogue,
Quantitative information,,proportion female,int,,,,,,,,,Proportion of females in the data source,DataCatalogue,
Collection events,,,,,,,,,,,,Definition of a data collection event for a resource,"DataCatalogue,CohortStaging",
Collection events,,resource,ref,1,true,,Resources,,,,,Resource this collection event is part of,"DataCatalogue,CohortStaging",
Collection events,,name,,1,true,,,,,,,Name of the collection event,"DataCatalogue,CohortStaging",
Collection events,,description,text,,,,,,,,,Description of the collection event,"DataCatalogue,CohortStaging",
Collection events,,subcohorts,ref_array,,,,Subcohorts,resource,,,,Subcohorts that are targetted by this collection event,"DataCatalogue,CohortStaging",
Collection events,,start year,ontology,,,CatalogueOntologies,Years,,,,,Start year of data collection,"DataCatalogue,CohortStaging",
Collection events,,start month,ontology,,,CatalogueOntologies,Months,,,,,Start month of data collection,"DataCatalogue,CohortStaging",
Collection events,,end year,ontology,,,CatalogueOntologies,Years,,,,,End year of data collection. Leave empty if collection is ongoing,"DataCatalogue,CohortStaging",
Collection events,,end month,ontology,,,CatalogueOntologies,Months,,,,,End month of data collection. Leave empty if collection is ongoing,"DataCatalogue,CohortStaging",
Collection events,,age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Age groups included in this data collection event,"DataCatalogue,CohortStaging",
Collection events,,number of participants,int,,,,,,,,,Number of participants sampled in this data collection event,"DataCatalogue,CohortStaging",
Collection events,,areas of information,ontology_array,,,CatalogueOntologies,Areas of information cohorts,,,,,Areas of information that were extracted in this data collection event,"DataCatalogue,CohortStaging",
Collection events,,data categories,ontology_array,,,CatalogueOntologies,Data categories,,,,,Methods of data collection used in this collection event,"DataCatalogue,CohortStaging",
Collection events,,sample categories,ontology_array,,,CatalogueOntologies,Sample categories,,,,,Samples that were collected in this collection event,"DataCatalogue,CohortStaging",
Collection events,,standardized tools,ontology_array,,,CatalogueOntologies,Standardized tools,,,,,"Standardized tools, e.g. surveys, questionnaires, instruments used to collect data for this collection event","DataCatalogue,CohortStaging",
Collection events,,standardized tools other,,,,,,,,,,"If 'other', please specify","DataCatalogue,CohortStaging",
Collection events,,core variables,string_array,,,,,,,,,Name 10-20 relevant variables that were collected in this collection event,"DataCatalogue,CohortStaging",
Collection events,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this collection event,"DataCatalogue,CohortStaging",
Subcohorts,,,,,,,,,,,,Subcohorts defined for this resource,"DataCatalogue,CohortStaging",
Subcohorts,,resource,ref,1,true,,Resources,,,,,Resource this subcohort is part of,"DataCatalogue,CohortStaging",
Subcohorts,,name,,1,true,,,,,,,"Subcohort name, e.g. 'mothers in first trimester','newborns'","DataCatalogue,CohortStaging",
Subcohorts,,description,text,,,,,,,,,Subcohort description,"DataCatalogue,CohortStaging",
Subcohorts,,number of participants,int,,,,,,,,,Number of participants in this subcohort,"DataCatalogue,CohortStaging",
Subcohorts,,counts,refback,,,,Subcohort counts,,subcohort,,,"Total number of unique individuals per age(group), gender and year","DataCatalogue,CohortStaging",
Subcohorts,,inclusion start,int,,,,,,,,,Year of first included participant,"DataCatalogue,CohortStaging",
Subcohorts,,inclusion end,int,,,,,,,,,Year of last included participant. Leave empty if collection is ongoing,"DataCatalogue,CohortStaging",
Subcohorts,,age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Age groups within this subcohort,"DataCatalogue,CohortStaging",
Subcohorts,,main medical condition,ontology_array,,,CatalogueOntologies,Diseases,,,,,"Disease groups within this subcohort, based on ICD-10 and ORPHA code classifications","DataCatalogue,CohortStaging",
Subcohorts,,comorbidity,ontology_array,,,CatalogueOntologies,Diseases,,,,,"Comorbidity within this subcohort, based on ICD-10 classification","DataCatalogue,CohortStaging",
Subcohorts,,countries,ontology_array,,,CatalogueOntologies,Countries,,,,,Countries where data from this subcohort largely originate from,"DataCatalogue,CohortStaging",
Subcohorts,,regions,ontology_array,,,CatalogueOntologies,Regions,,,,,Geographical regions where data from this subcohort largely originate from,"DataCatalogue,CohortStaging",
Subcohorts,,inclusion criteria,text,,,,,,,,,Inclusion criteria applied to this subcohort,"DataCatalogue,CohortStaging",
Subcohorts,,supplementary information,text,,,,,,,,,Any other information that needs to be disclosed for this subcohort,"DataCatalogue,CohortStaging",
Networks,,data sources,ref_array,,,,Data sources,,,,,,"DataCatalogue,EMA",
Networks,,databanks,ref_array,,,,Databanks,,,,,,DataCatalogue,
Networks,,cohorts,ref_array,,,,Resources,,,,,,DataCatalogue,
Networks,,models,ref_array,,,,Models,,,,,The common data model(s) used by this network,DataCatalogue,
Networks,,studies,refback,,,,Studies,,networks,,,,"DataCatalogue,EMA",
Networks,,networks,ref_array,,,,Networks,,,,,The consortia or networks that are involved in this network,DataCatalogue,
Studies,,study requirements,ontology_array,,,CatalogueOntologies,Study requirements,,,,,Study requirements,"DataCatalogue,EMA",
Studies,,regulatory procedure number,string,,,,,,,,,"Regulatory procedure number, for RMP Category 1 and 2 studies only","DataCatalogue,EMA",
Studies,,date of signing funding contract planned,date,,,,,,,,,"Date when funding contract was signed, planned","DataCatalogue,EMA",
Studies,,date of signing funding contract actual,date,,,,,,,,,"Date when funding contract was signed, actual","DataCatalogue,EMA",
Studies,,collection start planned,date,,,,,,,,,When was the data collection planned to start?,"DataCatalogue,EMA",
Studies,,collection start actual,date,,,,,,,,,When was the data collection actually start?,"DataCatalogue,EMA",
Studies,,analysis start planned,date,,,,,,,,,When was the data analysis planned to start?,"DataCatalogue,EMA",
Studies,,analysis start actual,date,,,,,,,,,When did the data analysis actually start?,"DataCatalogue,EMA",
Studies,,interim report planned,date,,,,,,,,,"Planned date of interim report, if expected","DataCatalogue,EMA",
Studies,,interim report actual,date,,,,,,,,,"Actual date of interim report, if expected","DataCatalogue,EMA",
Studies,,final report planned,date,,,,,,,,,"Date of final study report, planned","DataCatalogue,EMA",
Studies,,final report actual,date,,,,,,,,,"Date of final study report, actual","DataCatalogue,EMA",
Studies,,data,heading,,,,,,,,,Data management,DataCatalogue,
Studies,,data sources,ref_array,,,,Data sources,,,,,Data sources that provided data into this study,"DataCatalogue,EMA",
Studies,,data sources other,text,,,,,,,,,Other not listed data sources that provided data into this study,"DataCatalogue,EMA",
Studies,,databanks,ref_array,,,,Databanks,,,,,Databanks that provided data into this study,DataCatalogue,
Studies,,databanks other,text,,,,,,,,,Other not listed databanks that provided data into this study,DataCatalogue,
Studies,,cohorts,ref_array,,,,Resources,,,,,Cohorts that provided data into this study,DataCatalogue,
Studies,,cdms,refback,,,,Mappings,,source,,,Common data model(s) used in this study,"DataCatalogue,EMA",
Studies,,study features,ontology_array,,,CatalogueOntologies,Study features,,,,,Data features,"DataCatalogue,EMA",
Studies,,data characterisation details,text,,,,,,,,,Provide a summary description of the data characterisation or quality check process,"DataCatalogue,EMA",
Studies,,data source types,ontology_array,,,CatalogueOntologies,Study datasource types,,,,,Types of data sources used,"DataCatalogue,EMA",
Studies,,data source types other,text,,,,,,,,,"Sources of data, if other","DataCatalogue,EMA",
Studies,,quality marks,ontology_array,,,CatalogueOntologies,Study quality marks,,,,,"Quality marks, such as ENCePP seal","DataCatalogue,EMA",
Studies,,number of data sources,,,,,,,,,,Total number of data sources included in the study,"DataCatalogue,EMA",
Studies,,medicines studied INN codes,ontology_array,,,CatalogueOntologies,INN,,,,,INN codes of medicines studied,"DataCatalogue,EMA",
Studies,,medicines studied ATC codes,ontology_array,,,CatalogueOntologies,ATC,,,,,ATC codes of medicines studied,"DataCatalogue,EMA",
Studies,,medicines studies brands,ontology_array,,,CatalogueOntologies,Medicine brand names,,,,,Brand names of the medicines studied,"DataCatalogue,EMA",
Studies,,medicines studied other,text,,,,,,,,,If the medicinal product information (e.g. brand name or active substance or ATC code) does not appear in the available look-ups please enter it here,"DataCatalogue,EMA",
Studies,,medical conditions studied,ontology_array,,,CatalogueOntologies,MedDRA,,,,,Codes of the medical conditions studied,"DataCatalogue,EMA",
Studies,,medical conditions studied other,text,,,,,,,,,Codes of the medical conditions studied,"DataCatalogue,EMA",
Studies,,data extraction date,date,,,,,,,,,Date on which the study data was extracted,DataCatalogue,
Studies,,methods,heading,,,,,,,,,Methodological aspects,DataCatalogue,
Studies,,study setting,text,,,,,,,,,A short description of the study setting,DataCatalogue,
Studies,,analysis plan,text,,,,,,,,,"A brief summary of the analysis method (e.g. risk estimation, measures of risk, internal/external validity)",DataCatalogue,
Studies,,population description,text,,,,,,,,,A short description of the study population,"DataCatalogue,EMA",
Studies,,number of subjects,int,,,,,,,,,Estimated number of subjects,"DataCatalogue,EMA",
Studies,,age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Which population age groups are studied,"DataCatalogue,EMA",
Studies,,objectives,text,,,,,,,,,A short description of the study objective,"DataCatalogue,EMA",
Studies,,interventions,text,,,,,,,,,A short description of the study interventions,"DataCatalogue,EMA",
Studies,,comparators,text,,,,,,,,,A short description of the study comparators,"DataCatalogue,EMA",
Studies,,outcomes,text,,,,,,,,,A short description of the study outcomes,"DataCatalogue,EMA",
Studies,,study design,text,,,,,,,,,A brief summary of the study design,"DataCatalogue,EMA",
Studies,,results,text,,,,,,,,,A brief summary of the results of the study on study completion (from abstract),"DataCatalogue,EMA",
Studies,,topic,ontology_array,,,CatalogueOntologies,Study topics,,,,,An initial classification of the study purpose,"DataCatalogue,EMA",
Studies,,topic other,text,,,,,,,,,"If the study is not concerning any of the proposed categories, please specify the details","DataCatalogue,EMA",
Studies,,trial regulatory scope,ontology_array,,,CatalogueOntologies,Study trial regulatory scopes,,,,,Classification of the clinical trial in relation to the medicines authorisation,"DataCatalogue,EMA",
Studies,,study design classification,ontology_array,,,CatalogueOntologies,Study design classification,,,,,Study design classifications,"DataCatalogue,EMA",
Studies,,study design classification other,text,,,,,,,,,Further details on design,"DataCatalogue,EMA",
Studies,,study scope,ontology_array,,,CatalogueOntologies,Study scopes,,,,,Scope of the study,"DataCatalogue,EMA",
Studies,,study scope other,text,,,,,,,,,If scope 'other',"DataCatalogue,EMA",
Studies,,population of interest,ontology_array,,,CatalogueOntologies,Population of interest,,,,,"If population of interest is 'Other', please specify which other population has been studied","DataCatalogue,EMA",
Studies,,population of interest other,text,,,,,,,,,"If population of interest is 'Other', please specify which other population has been studied","DataCatalogue,EMA",
Datasets,,,,,,,,,,,,Definition of a dataset within a (common) data model,"DataCatalogue,CohortStaging",
Datasets,,resource,ref,1,true,,Resources,,,,,resources that these variables are part of,"DataCatalogue,CohortStaging",
Datasets,,name,,1,true,,,,,,,unique dataset name in the model,"DataCatalogue,CohortStaging",
Datasets,,label,,,,,,,,,,short human readable description,"DataCatalogue,CohortStaging",
Datasets,,unit of observation,ontology,,,CatalogueOntologies,Observation targets,,,,,defines what each record in this table describes,"DataCatalogue,CohortStaging",
Datasets,,keywords,ontology_array,,,CatalogueOntologies,Keywords,,,,,enables grouping of table list into topic and to display tables in a tree,"DataCatalogue,CohortStaging",
Datasets,,description,text,,,,,,,,,description of the role/function of this table,"DataCatalogue,CohortStaging",
Datasets,,number of rows,int,,,,,,,,,count of the numbe of records in this table,"DataCatalogue,CohortStaging",
Datasets,,mapped to,refback,,,,Dataset mappings,,source dataset,,,common dataset models this dataset has been mapped into,DataCatalogue,
Datasets,,mapped from,refback,,,,Dataset mappings,,target dataset,,,source datasets that have been mapped to this harmonised dataset,DataCatalogue,
Datasets,,since version,,,,,,,,,,When this dataset was introduced,"DataCatalogue,CohortStaging",
Datasets,,until version,,,,,,,,,,When this dataset was removed if applicable,"DataCatalogue,CohortStaging",
All variables,,,,,,,,,,,,"Generic listing of all source variables. Should not be used directly, please use SourceVariables or RepeatedSourceVariables instead","DataCatalogue,CohortStaging",
All variables,,resource,ref,1,true,,Resources,,,,,Data source that this variable was collected in,"DataCatalogue,CohortStaging",
All variables,,dataset,ref,1,true,,Datasets,resource,,,,Dataset this variable is part of,"DataCatalogue,CohortStaging",
All variables,,name,,1,true,,,,,,,"name of the variable, unique within a table","DataCatalogue,CohortStaging",
All variables,,label,,,,,,,,,,"Human friendly longer name, if applicable","DataCatalogue,CohortStaging",
All variables,,collection event,ref,,,,Collection events,,,,,in case of protocolised data collection this defines the moment(s) in time this variable is collected on,"DataCatalogue,CohortStaging",
All variables,,since version,,,,,,,,,,When this variable was introduced,"DataCatalogue,CohortStaging",
All variables,,until version,,,,,,,,,,When this variable was removed if applicable,"DataCatalogue,CohortStaging",
Variables,All variables,,,,,,,,,,,"Definition of a non-repeated variable, or of the first variable from a repeated range","DataCatalogue,CohortStaging",
Variables,,format,ontology,,,CatalogueOntologies,Formats,,,,,"Data type, e.g. string,int,decimal,date,datetime etc","DataCatalogue,CohortStaging",
Variables,,unit,ontology,,,CatalogueOntologies,Units,,,,,,"DataCatalogue,CohortStaging",
Variables,,references,ref,,,,All variables,resource,,,,to define foreign key relationships between variables within or across tables,"DataCatalogue,CohortStaging",
Variables,,mandatory,bool,,,,,,,,,whether this variable is required within this collection,"DataCatalogue,CohortStaging",
Variables,,description,text,,,,,,,,,,"DataCatalogue,CohortStaging",
Variables,,order,int,,,,,,,,,to sort variables you can optionally add an order value,"DataCatalogue,CohortStaging",
Variables,,example values,string_array,,,,,,,,,,"DataCatalogue,CohortStaging",
Variables,,permitted values,refback,,,,Variable values,,variable,,,,"DataCatalogue,CohortStaging",
Variables,,keywords,ontology_array,,,CatalogueOntologies,Keywords,,,,,,"DataCatalogue,CohortStaging",
Variables,,repeats,refback,,,,Repeated variables,,is repeat of,,,listing of all repeated variables defined for this variable,"DataCatalogue,CohortStaging",
Variables,,vocabularies,ontology_array,,,CatalogueOntologies,Vocabularies,,,,,,"DataCatalogue,CohortStaging",
Variables,,notes,text,,,,,,,,,Any other information on this variable,"DataCatalogue,CohortStaging",
All variables,,mappings,refback,,,,Variable mappings,,target variable,,,in case of protocolised data collection this defines the moment in time this variable is collected on,DataCatalogue,
Variable values,,,,,,,,,,,,Listing of categorical value+label definition in case of a categorical variable,"DataCatalogue,CohortStaging",
Variable values,,resource,ref,1,true,,Resources,,,,,,"DataCatalogue,CohortStaging",
Variable values,,variable,ref,1,true,,Variables,resource,,,,e.g. PATO,"DataCatalogue,CohortStaging",
Variable values,,value,,1,true,,,,,,,e.g. '1',"DataCatalogue,CohortStaging",
Variable values,,label,,,true,,,,,,,,"DataCatalogue,CohortStaging",
Variable values,,order,int,,,,,,,,,,"DataCatalogue,CohortStaging",
Variable values,,is missing,bool,,,,,,,,,,"DataCatalogue,CohortStaging",
Variable values,,ontology term URI,,,,,,,,,,reference to ontology term that defines this categorical value,"DataCatalogue,CohortStaging",
Variable values,,since version,,,,,,,,,,When this variable value was introduced if applicable,"DataCatalogue,CohortStaging",
Variable values,,until version,,,,,,,,,,When this variable value was removed if applicable,"DataCatalogue,CohortStaging",
Repeated variables,All variables,,,,,,,,,,,Definition of a repeated sourceVariable. Refers to another variable for its definition,"DataCatalogue,CohortStaging",
Repeated variables,,is repeat of,ref,,true,,Variables,resource,,,,reference to the definition of the sourceVariable that is being repeated,"DataCatalogue,CohortStaging",
Mappings,,,,,,,,,,,,"Mapping from collected datasets to standard/harmonised datasets, optionally including ETL syntaxes","DataCatalogue,EMA",
Mappings,,source,ref,1,true,,Resources,,,,,Data source that is being mapped to a (common) data model,"DataCatalogue,EMA",
Mappings,,source version,string,,,,,,,,,version of the datasource that is being mapped,"DataCatalogue,EMA",
Mappings,,target,ref,1,true,,Models,,,,,model being mapped to,"DataCatalogue,EMA",
Mappings,,target version,string,,,,,,,,,version of the model being mapped to,"DataCatalogue,EMA",
Mappings,,cdms other,,,,,,,,,,"if cdm is not under targets, which cdm was mapped to? (default = not applicable)","DataCatalogue,EMA",
Mappings,,mapping status,ontology,,,CatalogueOntologies,Mapping status,,,,,"Mapping from collected datasets to standard/harmonised datasets, optionally including ETL syntaxes","DataCatalogue,EMA",
Mappings,,ETL frequency,int,,,,,,,,,"The frequency of the ETL process, in months","DataCatalogue,EMA",
Mappings,,ETL specification url,hyperlink,,,,,,,,,Link to ETL specification documentation,"DataCatalogue,EMA",
Mappings,,ETL specification document,file,,,,,,,,,Documentation concerning ETL details,"DataCatalogue,EMA",
Dataset mappings,,,,,,,,,,,,Mappings from collected or source datasets to harmonised or target datasets,"DataCatalogue,CohortStaging",
Dataset mappings,,source,ref,1,true,,Resources,,,,,datasource being mapped from,"DataCatalogue,CohortStaging",
Dataset mappings,,source dataset,ref,1,true,,Datasets,source,,,,name of the table being mapped from,"DataCatalogue,CohortStaging",
Dataset mappings,,target,ref,1,true,,Resources,,,,,"model being mapped to, i.e. toModel.resource + toModel.version",DataCatalogue,
Dataset mappings,,target dataset,ref,1,true,,Datasets,target,,,,name of the table being mapped to,DataCatalogue,
Dataset mappings,,target,ref,1,true,catalogue,Resources,,,,,"model being mapped to, i.e. toModel.resource + toModel.version",CohortStaging,
Dataset mappings,,target dataset,ref,1,true,catalogue,Datasets,target,,,,name of the table being mapped to,CohortStaging,
Dataset mappings,,order,int,,,,,,,,,Order in which table ETLs should be executed for this source-target combination,"DataCatalogue,CohortStaging",
Dataset mappings,,description,text,,,,,,,,,human readible description of the mapping,"DataCatalogue,CohortStaging",
Dataset mappings,,syntax,text,,,,,,,,,"formal definition of the mapping, ideally executable code","DataCatalogue,CohortStaging",
Variable mappings,,,,,,,,,,,,"Mappings from collected variables to standard/harmonised variables, optionally including ETL syntax","DataCatalogue,CohortStaging",
Variable mappings,,source,ref,1,true,,Resources,,,,,,"DataCatalogue,CohortStaging",
Variable mappings,,source dataset,ref,1,true,,Datasets,source,,,,,"DataCatalogue,CohortStaging",
Variable mappings,,source variables,ref_array,,,,All variables,source dataset,,,,"Optional, source variable that was mapped from. You may also indicate that a mapping to a target variable was not done and leave this field empty (match = na)","DataCatalogue,CohortStaging",
Variable mappings,,source variables other datasets,ref_array,,,,All variables,source,,,,"optional, variable from other source datasets. Initially one may only define mapping between releases","DataCatalogue,CohortStaging",
Variable mappings,,target,ref,1,true,,Resources,,,,,,DataCatalogue,
Variable mappings,,target dataset,ref,1,true,,Datasets,target,,,,,DataCatalogue,
Variable mappings,,target variable,ref,1,true,,All variables,target dataset,,,,"in UI this is then one lookup field. In Excel it will be two columns. Value of 'targetVariable' is filtered based on selected 'targetCollection' and together be used for fkey(collection,dataset,name) in Variable",DataCatalogue,
Variable mappings,,target,ref,1,true,catalogue,Resources,,,,,,CohortStaging,
Variable mappings,,target dataset,ref,1,true,catalogue,Datasets,target,,,,,CohortStaging,
Variable mappings,,target variable,ref,1,true,catalogue,All variables,target dataset,,,,"in UI this is then one lookup field. In Excel it will be two columns. Value of 'targetVariable' is filtered based on selected 'targetCollection' and together be used for fkey(collection,dataset,name) in Variable",CohortStaging,
Variable mappings,,match,ontology,,true,CatalogueOntologies,Status details,,,,,"e.g. 'complete, partial, planned, no-match'","DataCatalogue,CohortStaging",
Variable mappings,,status,ontology,,,CatalogueOntologies,Status,,,,,whether harmonisation is still draft or final,"DataCatalogue,CohortStaging",
Variable mappings,,description,text,,,,,,,,,human readible description of the mapping,"DataCatalogue,CohortStaging",
Variable mappings,,syntax,text,,,,,,,,,"formal definition of the mapping, ideally executable code","DataCatalogue,CohortStaging",
Variable mappings,,comments,text,,,,,,,,,additional notes and comments,"DataCatalogue,CohortStaging",
Network variables,,,,,,,,,,,,Listing of the variables used in a network,DataCatalogue,
Network variables,,network,ref,1,true,,Networks,,,,,,DataCatalogue,
Network variables,,variable,ref,1,true,,All variables,,,,,,DataCatalogue,
Subcohort counts,,,,,,,,,,,,"Number of participants per subcohort age group, optionally divided per sex","DataCatalogue,CohortStaging",
Subcohort counts,,subcohort,ref,1,true,,Subcohorts,,,,,,"DataCatalogue,CohortStaging",
Subcohort counts,,age group,ontology,1,true,CatalogueOntologies,Age groups,,,,,,"DataCatalogue,CohortStaging",
Subcohort counts,,N total,int,,,,,,,,,,"DataCatalogue,CohortStaging",
Subcohort counts,,N female,int,,,,,,,,,,"DataCatalogue,CohortStaging",
Subcohort counts,,N male,int,,,,,,,,,,"DataCatalogue,CohortStaging",
Submissions,,,,,,,,,,,,Documentation of data submissions related to a resource,"DataCatalogue,EMA",
Submissions,,submission date,datetime,1,true,,,,,,,Date of submission,"DataCatalogue,EMA",
Submissions,,submitter name,string,1,true,,,,,,,Name of person who submitted,DataCatalogue,
Submissions,,resources,ref_array,,true,,Resources,,,,,Resource(s) that this submission is related to,"DataCatalogue,EMA",
Submissions,,submitter email,string,,true,,,,,,,Email of person who submitted,DataCatalogue,
Submissions,,submitter organisation,ref,,,,Organisations,,,,,Organisation of submitter,DataCatalogue,
Submissions,,submitter role,ontology,,,CatalogueOntologies,Submitter roles,,,,,Role of submitter in organisation,DataCatalogue,
Submissions,,submitter role other,text,,,,,,,,,"Role of submitter in organisation, if other than above",DataCatalogue,
Submissions,,submission type,ontology,,,CatalogueOntologies,Submission types,,,,,"Type of submission, e.g. 'new entry', 'correction'","DataCatalogue,EMA",
Submissions,,submission description,text,,,,,,,,,"Description of the submission, if applicable","DataCatalogue,EMA",
Submissions,,responsible persons,text,,,,,,,,,List of responsible persons related to this submission,DataCatalogue,
Submissions,,acceptance date,datetime,,,,,,,,,Date submission was accepted,"DataCatalogue,EMA",
External identifiers,,,,,,,,,,,,External identifier(s) for this resource,"DataCatalogue,EMA,CohortStaging",
External identifiers,,resource,ref,1,true,,Resources,,,,,Resource that this external identifier belongs to,"DataCatalogue,EMA,CohortStaging",
External identifiers,,identifier,text,1,true,,,,,,,External identifier,"DataCatalogue,EMA,CohortStaging",
External identifiers,,external identifier type,ontology,,,CatalogueOntologies,External identifier types,,,,,External identifier type,"DataCatalogue,EMA,CohortStaging",
External identifiers,,external identifier type other,text,,,,,,,,,"If other, enter external identifier type","DataCatalogue,CohortStaging",
DAPs,,,,,,,,,,,,Data access provider relationship where an institution can provide access to (parts of) a resource,DataCatalogue,
DAPs,,organisation,ref,1,true,,Organisations,,,,,Institution that provides access,DataCatalogue,
DAPs,,resource,ref,1,true,,Resources,,,,,Resource that is access or has experience with provided to,DataCatalogue,
DAPs,,is data access provider,ontology_array,,,CatalogueOntologies,DAP information,,,,,"Description of population subset, data access levels, completeness, reason for access",DataCatalogue,
DAPs,,reason access other,text,,,,,,,,,"If reason access is 'other', reason for being able to access (an extract of) the data source",DataCatalogue,
DAPs,,population subset other,text,,,,,,,,,"If 'other' is selected above, describe the subset that can be accessed",DataCatalogue,
DAPs,,process time,int,,,,,,,,,"On average, how many DAYS does it take for approval/access to be obtained following an application for data access?",DataCatalogue,
