resource,dataset,name,label,collection event.resource,collection event,since version,until version,is repeat of.dataset,is repeat of.name
ATHLETE_CDM,chemicals_ath,c_pfunda_raw_12,,,,1.1.0,,chemicals_ath,c_pfunda_raw_0
ATHLETE_CDM,chemicals_ath,c_pfunda_raw_13,,,,1.1.0,,chemicals_ath,c_pfunda_raw_0
ATHLETE_CDM,chemicals_ath,c_phenoxyacetic_acid_lod_6,,,,1.1.0,,chemicals_ath,c_phenoxyacetic_acid_lod_0
ATHLETE_CDM,chemicals_ath,c_phenoxyacetic_acid_raw_6,,,,1.1.0,,chemicals_ath,c_phenoxyacetic_acid_raw_0
LifeCycle_CDM,core,childcare_1,,,,1.0.0,,core,childcare_0
LifeCycle_CDM,core,childcare_2,,,,1.0.0,,core,childcare_0
LifeCycle_CDM,core,childcare_3,,,,1.0.0,,core,childcare_0
LifeCycle_CDM,core,childcarecentre_1,,,,1.0.0,,core,childcarecentre_0
LifeCycle_CDM,core,childcarecentre_2,,,,1.0.0,,core,childcarecentre_0
LifeCycle_CDM,core,childcarecentre_3,,,,1.0.0,,core,childcarecentre_0
LifeCycle_CDM,core,childcareprof_1,,,,1.0.0,,core,childcareprof_0
LifeCycle_CDM,core,childcareprof_2,,,,1.0.0,,core,childcareprof_0
LifeCycle_CDM,core,childcareprof_3,,,,1.0.0,,core,childcareprof_0
LifeCycle_CDM,core,childcarerel_1,,,,1.0.0,,core,childcarerel_0
LifeCycle_CDM,core,childcarerel_2,,,,1.0.0,,core,childcarerel_0
LifeCycle_CDM,core,childcarerel_3,,,,1.0.0,,core,childcarerel_0
LifeCycle_CDM,outcome,chol_1,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_14,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_146,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_147,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_148,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_149,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_150,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_151,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_152,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_153,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_154,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_155,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_15,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_156,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_157,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,chol_158,,,,1.0.0,,outcome,chol_0
LifeCycle_CDM,outcome,cholage_14,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_146,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_147,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_148,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_149,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_150,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_151,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_152,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_153,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_154,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_1,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_15,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_155,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_156,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_157,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholage_158,,,,1.0.0,,outcome,cholage_0
LifeCycle_CDM,outcome,cholmes_14,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_146,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_147,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_148,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_149,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_150,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_151,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_15,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_152,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_1,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_153,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_154,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_155,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_156,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_157,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,outcome,cholmes_158,,,,1.0.0,,outcome,cholmes_0
LifeCycle_CDM,core,cohab_1,,,,1.0.0,,core,cohab_0
PELAGIE,pelagie_q2,B41,,,,1.0.0,,pelagie_q2,B21
LifeCycle_CDM,core,cohab_12,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,core,cohab_13,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,core,cohab_14,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,core,cohab_2,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,core,cohab_5,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,core,cohab_6,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,core,cohab_7,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,core,cohab_8,,,,1.0.0,,core,cohab_0
LifeCycle_CDM,outcome,dbp_1,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_14,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_146,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_147,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_148,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_149,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_15,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_150,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_151,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_152,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_153,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_154,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_155,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_156,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_157,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbp_158,,,,1.0.0,,outcome,dbp_0
LifeCycle_CDM,outcome,dbpav_1,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_14,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_146,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_147,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_148,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_149,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_15,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_150,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_151,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_152,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_153,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_154,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_155,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_156,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_157,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,dbpav_158,,,,1.0.0,,outcome,dbpav_0
LifeCycle_CDM,outcome,eczema_10,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_11,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_12,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_13,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_14,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_1,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_2,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_3,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_4,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_5,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_6,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_7,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_8,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,outcome,eczema_9,,,,1.0.0,,outcome,eczema_0
LifeCycle_CDM,core,edu_f1_12,,,,1.0.0,,core,edu_f1_0
LifeCycle_CDM,core,edu_f1_1,,,,1.0.0,,core,edu_f1_0
LifeCycle_CDM,core,edu_f1_13,,,,1.0.0,,core,edu_f1_0
LifeCycle_CDM,core,edu_f1_14,,,,1.0.0,,core,edu_f1_0
LifeCycle_CDM,core,edu_f1_fath1,,,,1.0.0,,core,edu_f1_fath0
LifeCycle_CDM,core,edu_f1_fath12,,,,1.0.0,,core,edu_f1_fath0
LifeCycle_CDM,core,edu_f1_fath13,,,,1.0.0,,core,edu_f1_fath0
LifeCycle_CDM,core,edu_f1_fath14,,,,1.0.0,,core,edu_f1_fath0
LifeCycle_CDM,core,edu_m_12,,,,1.0.0,,core,edu_m_0
LifeCycle_CDM,core,edu_m_13,,,,1.0.0,,core,edu_m_0
LifeCycle_CDM,core,edu_m_14,,,,1.0.0,,core,edu_m_0
LifeCycle_CDM,core,edu_m_1,,,,1.0.0,,core,edu_m_0
LifeCycle_CDM,outcome,ext_age_1,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_11,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_12,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_13,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_14,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_2,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_3,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_5,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_6,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_7,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_age_8,,,,1.0.0,,outcome,ext_age_0
LifeCycle_CDM,outcome,ext_avg_1,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_11,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_12,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_13,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_14,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_2,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_3,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_5,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_6,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_7,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_avg_8,,,,1.0.0,,outcome,ext_avg_0
LifeCycle_CDM,outcome,ext_eval_11,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,EXT_EVAL_11,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_12,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_12,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_12,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_13,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_13,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_13,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_1,,,,1.0.0,,outcome,ext_eval_0
LifeCycle_CDM,outcome,ext_eval_14,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_14,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_14,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_2,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_2,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_2,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_3,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_3,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_3,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_5,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_5,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_5,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_6,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_6,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_6,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_7,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_7,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_7,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_eval_8,,,,1.0.0,,outcome,ext_eval_0
PELAGIE,harmonized,ext_eval_8,,,,1.0.0,,harmonized,ext_eval_1
PELAGIE,harmonized,EXT_EVAL_8,,,,1.0.0,,harmonized,ext_eval_1
LifeCycle_CDM,outcome,ext_instr_11,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,EXT_INSTR_11,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_1,,,,1.0.0,,outcome,ext_instr_0
LifeCycle_CDM,outcome,ext_instr_12,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_12,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_12,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_13,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_13,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_13,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_14,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_14,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_14,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_2,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_2,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_2,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_3,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_3,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_3,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_5,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_5,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_5,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_6,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_6,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_6,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_7,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_7,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_7,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_instr_8,,,,1.0.0,,outcome,ext_instr_0
PELAGIE,harmonized,ext_instr_8,,,,1.0.0,,harmonized,ext_instr_1
PELAGIE,harmonized,EXT_INSTR_8,,,,1.0.0,,harmonized,ext_instr_1
LifeCycle_CDM,outcome,ext_pc_1,,,,1.0.0,,outcome,ext_pc_0
LifeCycle_CDM,outcome,ext_pc_12,,,,1.0.0,,outcome,ext_pc_0
LifeCycle_CDM,outcome,ext_pc_13,,,,1.0.0,,outcome,ext_pc_0
LifeCycle_CDM,outcome,ext_pc_2,,,,1.0.0,,outcome,ext_pc_0
LifeCycle_CDM,outcome,ext_pc_5,,,,1.0.0,,outcome,ext_pc_0
LifeCycle_CDM,outcome,ext_pc_6,,,,1.0.0,,outcome,ext_pc_0
LifeCycle_CDM,outcome,ext_pc_7,,,,1.0.0,,outcome,ext_pc_0
LifeCycle_CDM,outcome,ext_pro_1,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_11,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_12,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_13,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_14,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_2,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_3,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_5,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_6,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_7,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_pro_8,,,,1.0.0,,outcome,ext_pro_0
LifeCycle_CDM,outcome,ext_raw_1,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_11,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_12,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_13,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_14,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_2,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_3,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_5,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_6,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_7,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,outcome,ext_raw_8,,,,1.0.0,,outcome,ext_raw_0
LifeCycle_CDM,core,fam_splitup1,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup10,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup11,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup12,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup13,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup14,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup2,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup3,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup4,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup5,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup6,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup7,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup8,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,fam_splitup9,,,,1.0.0,,core,fam_splitup0
LifeCycle_CDM,core,famsize_adult1,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult12,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult13,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult14,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult2,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult3,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult5,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult6,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult7,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_adult8,,,,1.0.0,,core,famsize_adult0
LifeCycle_CDM,core,famsize_child12,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child1,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child13,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child14,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child2,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child3,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child5,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child6,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child7,,,,1.0.0,,core,famsize_child0
LifeCycle_CDM,core,famsize_child8,,,,1.0.0,,core,famsize_child0
ATHLETE_CDM,outcome_ath,femur_length_sdsWHO_t3,,,,,,outcome_ath,femur_length_sdsWHO_t2
ATHLETE_CDM,outcome_ath,femur_length_sdsWHOEUR_t3,,,,,,outcome_ath,femur_length_sdsWHOEUR_t2
ATHLETE_CDM,outcome_ath,fetus_abd_circum_t3,,,,,,outcome_ath,fetus_abd_circum_t2
ATHLETE_CDM,outcome_ath,fetus_biparietal_diam_t2,,,,,,outcome_ath,fetus_biparietal_diam_t1
ATHLETE_CDM,outcome_ath,fetus_biparietal_diam_t3,,,,,,outcome_ath,fetus_biparietal_diam_t1
ATHLETE_CDM,outcome_ath,fetus_femur_length_t3,,,,,,outcome_ath,fetus_femur_length_t2
ATHLETE_CDM,outcome_ath,fetus_head_circum_t3,,,,,,outcome_ath,fetus_head_circum_t2
ATHLETE_CDM,outcome_ath,fetus_weight_t3,,,,,,outcome_ath,fetus_weight_t2
LifeCycle_CDM,outcome,food_all_1,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,all_10,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,food_all_10,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,all_11,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,food_all_11,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,all_12,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,food_all_12,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,all_13,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,food_all_13,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,all_14,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,food_all_14,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,food_all_5,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,food_all_6,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,food_all_7,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,all_8,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,food_all_8,,,,1.0.0,,outcome,food_all_0
LifeCycle_CDM,outcome,all_9,,,,1.0.0,,outcome,all_0
LifeCycle_CDM,outcome,food_all_9,,,,1.0.0,,outcome,food_all_0
ATHLETE_CDM,outcome_ath,ga_us_t2,,,,,,outcome_ath,ga_us_t1
ATHLETE_CDM,outcome_ath,ga_us_t3,,,,,,outcome_ath,ga_us_t1
LifeCycle_CDM,outcome,hdlc_1,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_14,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_146,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_147,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_148,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_149,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_15,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_150,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_151,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_152,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_153,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_154,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_155,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_156,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_157,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlc_158,,,,1.0.0,,outcome,hdlc_0
LifeCycle_CDM,outcome,hdlcage_146,,,,1.0.0,,outcome,hdlcage_0
LifeCycle_CDM,outcome,hdlcage_147,,,,1.0.0,,outcome,hdlcage_0
LifeCycle_CDM,outcome,hdlcage_148,,,,1.0.0,,outcome,hdlcage_0
