directory_table,directory_id,directory_name,catalogue_table,catalogue_id,mapping_rule,disposition,flag_reason,from_UMCG,notes,data_quality_error,data_quality_reason,collections_fold_review,name_coherence,part_of_possible_facts_fold
CollectionFacts,bbmri-eric:factID:LT_breastcancerLB_004,,Collection facts,bbmri-eric:factID:LT_breastcancerLB_004,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_3,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_3,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_30,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_30,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_31,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_31,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_33,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_NBIA_33,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_breastcancerLB_007,,Collection facts,bbmri-eric:factID:LT_breastcancerLB_007,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00009,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00009,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00031,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00031,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_lungcancer_tissues_016,,Collection facts,bbmri-eric:factID:LT_lungcancer_tissues_016,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_prostatecancerLB_007,,Collection facts,bbmri-eric:factID:LT_prostatecancerLB_007,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2AMCplasma,,Collection facts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2AMCplasma,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:IT_1470836819947861:371,,Collection facts,bbmri-eric:factID:IT_1470836819947861:371,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_39,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_39,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00065,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00065,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_prostatecancerLB_010,,Collection facts,bbmri-eric:factID:LT_prostatecancerLB_010,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_rectalcancerLB_010,,Collection facts,bbmri-eric:factID:LT_rectalcancerLB_010,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_rectalcancerLB_012,,Collection facts,bbmri-eric:factID:LT_rectalcancerLB_012,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_rectalcancerLB_013,,Collection facts,bbmri-eric:factID:LT_rectalcancerLB_013,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_rectalcancerLB_032,,Collection facts,bbmri-eric:factID:LT_rectalcancerLB_032,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2UMCGdna,,Collection facts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2UMCGdna,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,True,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_22,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_22,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_23,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_23,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_24,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_24,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_25,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_25,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_44,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_44,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00053,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00053,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_uterinecancerLB_012,,Collection facts,bbmri-eric:factID:LT_uterinecancerLB_012,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAVUMCPLASMA,,Collection facts,bbmri-eric:factID:NL_AAAVUMCPLASMA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAVUMCSERUM,,Collection facts,bbmri-eric:factID:NL_AAAVUMCSERUM,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:IT_1470836819947861:383,,Collection facts,bbmri-eric:factID:IT_1470836819947861:383,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_36,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_36,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_37,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_37,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_kidneycancerLB_034,,Collection facts,bbmri-eric:factID:LT_kidneycancerLB_034,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2radtiss,,Collection facts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2radtiss,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAAMCDNA,,Collection facts,bbmri-eric:factID:NL_AAAAMCDNA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMUMCGPLASMA,,Collection facts,bbmri-eric:factID:NL_HEMUMCGPLASMA,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,True,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_9,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RAREDEMENTIAS_9,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_1,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_1,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_10,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_10,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_11,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_11,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_16,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_16,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_Pediatric_00005,,Collection facts,bbmri-eric:factID:LT_Pediatric_00005,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_breastcancerLB_006,,Collection facts,bbmri-eric:factID:LT_breastcancerLB_006,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2MUMCtiss,,Collection facts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2MUMCtiss,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:IT_1470836819947861:41,,Collection facts,bbmri-eric:factID:IT_1470836819947861:41,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_20,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_20,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_21,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_21,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_22,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_22,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_23,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_23,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_24,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_24,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_Pediatric_00004,,Collection facts,bbmri-eric:factID:LT_Pediatric_00004,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2UMCGserum,,Collection facts,bbmri-eric:factID:NL_AAAACXU2EIJD4ACQK2UMCGserum,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,True,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_3,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_3,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_30,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_30,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_31,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_31,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_32,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_32,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_33,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_33,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_34,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_34,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_Control_samples_00007,,Collection facts,bbmri-eric:factID:LT_Control_samples_00007,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVAAMCSERUM,,Collection facts,bbmri-eric:factID:NL_CVAAMCSERUM,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_4,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_4,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_40,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_40,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_41,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_41,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_42,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_42,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_5,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_RARE_PARKINSON_SYNDROMES_5,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_Pediatric_00003,,Collection facts,bbmri-eric:factID:LT_Pediatric_00003,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_breastcancerLB_016,,Collection facts,bbmri-eric:factID:LT_breastcancerLB_016,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00011,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00011,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_AAALUMCURINE,,Collection facts,bbmri-eric:factID:NL_AAALUMCURINE,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_lungcancerLB_019,,Collection facts,bbmri-eric:factID:LT_lungcancerLB_019,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVALUMCDNA,,Collection facts,bbmri-eric:factID:NL_CVALUMCDNA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVALUMCPLASMA,,Collection facts,bbmri-eric:factID:NL_CVALUMCPLASMA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVALUMCSERUM,,Collection facts,bbmri-eric:factID:NL_CVALUMCSERUM,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVALUMCURINE,,Collection facts,bbmri-eric:factID:NL_CVALUMCURINE,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVAVUMCURINE,,Collection facts,bbmri-eric:factID:NL_CVAVUMCURINE,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_31,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_31,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_32,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_32,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_33,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_33,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_34,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_34,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_35,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_35,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_Pediatric_00013,,Collection facts,bbmri-eric:factID:LT_Pediatric_00013,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVARadboudDNA,,Collection facts,bbmri-eric:factID:NL_CVARadboudDNA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVAVUMCDNA,,Collection facts,bbmri-eric:factID:NL_CVAVUMCDNA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_MENLUMCSERUM,,Collection facts,bbmri-eric:factID:NL_MENLUMCSERUM,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_46,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_46,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_5,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_5,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_6,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_6,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_7,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_7,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_8,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_8,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_9,,Collection facts,bbmri-eric:factID:HU_SUB:collection:NEPSYBANK_SMA_9,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_Control_samples_00008,,Collection facts,bbmri-eric:factID:LT_Control_samples_00008,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_breastcancerLB_014,,Collection facts,bbmri-eric:factID:LT_breastcancerLB_014,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00056,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00056,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_CVAUMCUSERUM,,Collection facts,bbmri-eric:factID:NL_CVAUMCUSERUM,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:ES_IMIB:collection:BMS_59-18_4,,Collection facts,bbmri-eric:factID:ES_IMIB:collection:BMS_59-18_4,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_lungcancerLB_021,,Collection facts,bbmri-eric:factID:LT_lungcancerLB_021,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_lungcancer_tissues_002,,Collection facts,bbmri-eric:factID:LT_lungcancer_tissues_002,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_DIAMUMCplasma,,Collection facts,bbmri-eric:factID:NL_DIAMUMCplasma,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_DIAMUMCserum,,Collection facts,bbmri-eric:factID:NL_DIAMUMCserum,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_EMCDIAEMCserum,,Collection facts,bbmri-eric:factID:NL_EMCDIAEMCserum,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_EMCDIAEMCurine,,Collection facts,bbmri-eric:factID:NL_EMCDIAEMCurine,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMAMCDNA,,Collection facts,bbmri-eric:factID:NL_HEMAMCDNA,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMUMCGDNA,,Collection facts,bbmri-eric:factID:NL_HEMUMCGDNA,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,True,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMUMCGSERUM,,Collection facts,bbmri-eric:factID:NL_HEMUMCGSERUM,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,True,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_MENUMCUPLASMA,,Collection facts,bbmri-eric:factID:NL_MENUMCUPLASMA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00036,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00036,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_lungcancer_tissues_027,,Collection facts,bbmri-eric:factID:LT_lungcancer_tissues_027,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_prostatecancerLB_005,,Collection facts,bbmri-eric:factID:LT_prostatecancerLB_005,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMMUMCPLASMA,,Collection facts,bbmri-eric:factID:NL_HEMMUMCPLASMA,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMMUMCSERUM,,Collection facts,bbmri-eric:factID:NL_HEMMUMCSERUM,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMRadboudDNA,,Collection facts,bbmri-eric:factID:NL_HEMRadboudDNA,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_HEMRadboudPLASMA,,Collection facts,bbmri-eric:factID:NL_HEMRadboudPLASMA,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_IBDRadboudSERUM,,Collection facts,bbmri-eric:factID:NL_IBDRadboudSERUM,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_LMLEMCDNA,,Collection facts,bbmri-eric:factID:NL_LMLEMCDNA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:NL_NDZAMCPLASMA,,Collection facts,bbmri-eric:factID:NL_NDZAMCPLASMA,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_breastcancer_tissues_004,,Collection facts,bbmri-eric:factID:LT_breastcancer_tissues_004,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_colorectal_metastases_00007,,Collection facts,bbmri-eric:factID:LT_colorectal_metastases_00007,CollectionFacts row -> Collection facts (1:1),auto,,False,,False,,,,
CollectionFacts,bbmri-eric:factID:LT_lungcancer_tissues_001,,Collection facts,bbmri-eric:factID:LT_lungcancer_tissues_001,CollectionFacts row -> Collection facts (collection re-pointed to parent via facts-fold),auto,,False,,False,,,,
