name,parent,codesystem,code,ontologyTermURI,definition
Gene transcripts,RNA,edam,EDAM_3512,http://edamontology.org/topic_3512,"Transcription of DNA into RNA and features of a messenger RNA (mRNA) molecules including precursor RNA, primary (unprocessed) transcript and fully processed molecules.; This includes 5'untranslated region (5'UTR), coding sequences (CDS), exons, intervening sequences (intron) and 3'untranslated regions (3'UTR).; This includes Introns, and protein-coding regions including coding sequences (CDS), exons, translation initiation sites and open reading frames. Also expressed sequence tag (EST) or complementary DNA (cDNA) sequences.; This includes coding sequences for a signal or transit peptide. A signal peptide coding sequence encodes an N-terminal domain of a secreted protein, which is involved in attaching the polypeptide to a membrane leader sequence. A transit peptide coding sequence encodes an N-terminal domain of a nuclear-encoded organellar protein; which is involved in import of the protein into the organelle.; This includes regions or sites in a eukaryotic and eukaryotic viral RNA sequence which directs endonuclease cleavage or polyadenylation of an RNA transcript. A polyA signal is required for endonuclease cleavage of an RNA transcript that is followed by polyadenylation. A polyA site is a site on an RNA transcript to which adenine residues will be added during post-transcriptional polyadenylation."
RNA splicing,RNA,edam,EDAM_3320,http://edamontology.org/topic_3320,"RNA splicing; post-transcription RNA modification involving the removal of introns and joining of exons.; This includes the study of splice sites, splicing patterns, alternative splicing events and variants, isoforms, etc.."
"Functional, regulatory and non-coding RNA",RNA,edam,EDAM_0659,http://edamontology.org/topic_0659,"Non-coding or functional RNA sequences, including regulatory RNA sequences, ribosomal RNA (rRNA) and transfer RNA (tRNA).; Non-coding RNA includes piwi-interacting RNA (piRNA), small nuclear RNA (snRNA) and small nucleolar RNA (snoRNA). Regulatory RNA includes microRNA (miRNA) - short single stranded RNA molecules that regulate gene expression, and small interfering RNA (siRNA)."
Nucleic acid structure analysis,Nucleic acids,edam,EDAM_0097,http://edamontology.org/topic_0097,"The archival, curation, processing and analysis of nucleic acid structural information, such as whole structures, structural features and alignments, and associated annotation.; Includes secondary and tertiary nucleic acid structural data, nucleic acid thermodynamic, thermal and conformational properties including DNA or DNA/RNA denaturation (melting) etc."
"Molecular interactions, pathways and networks",Computational biology,edam,EDAM_0602,http://edamontology.org/topic_0602,"Molecular interactions, biological pathways, networks and other models."
Protein interactions,"Molecular interactions, pathways and networks",edam,EDAM_0128,http://edamontology.org/topic_0128,"Protein-protein, protein-DNA/RNA and protein-ligand interactions, including analysis of known interactions and prediction of putative interactions.; This includes experimental (e.g. yeast two-hybrid) and computational analysis techniques."
Ecology,,edam,EDAM_0610,http://edamontology.org/topic_0610,The ecological and environmental sciences and especially the application of information technology (ecoinformatics).
Microbial ecology,Ecology,edam,EDAM_3697,http://edamontology.org/topic_3697,The ecology of microorganisms including their relationship with one another and their environment.
Metabarcoding,Microbial ecology,edam,EDAM_4038,http://edamontology.org/topic_4038,"Metabarcoding is the barcoding of (environmental) DNA or RNA to identify multiple taxa from the same sample.; Typically, high-throughput sequencing is performed and the resulting sequence reads are matched to DNA barcodes in a reference database."
Biodiversity,Ecology,edam,EDAM_3050,http://edamontology.org/topic_3050,"The degree of variation of life forms within a given ecosystem, biome or an entire planet."
Carbon cycle,Ecology,edam,EDAM_4020,http://edamontology.org/topic_4020,"The carbon cycle is the biogeochemical pathway of carbon moving through the different parts of the Earth (such as ocean, atmosphere, soil), or eventually another planet.; Note that the carbon-nitrogen-oxygen (CNO) cycle (https://en.wikipedia.org/wiki/CNO_cycle) is a completely different, thermonuclear reaction in stars."
Metagenomics,Ecology,edam,EDAM_3174,http://edamontology.org/topic_3174,"The study of genetic material recovered from environmental samples, and associated environmental data."
Medicine,,edam,EDAM_3303,http://edamontology.org/topic_3303,"Research in support of healing by diagnosis, treatment, and prevention of disease."
Personalised medicine,Medicine,edam,EDAM_3577,http://edamontology.org/topic_3577,"An approach to medicine whereby decisions, practices and are tailored to the individual patient based on their predicted response or risk of disease."
Tropical medicine,Medicine,edam,EDAM_3575,http://edamontology.org/topic_3575,Health problems that are prevalent in tropical and subtropical regions.
Complementary medicine,Medicine,edam,EDAM_3423,http://edamontology.org/topic_3423,Medical therapies that fall beyond the scope of conventional medicine but may be used alongside it in the treatment of disease and ill health.
Urology and nephrology,Medicine,edam,EDAM_3422,http://edamontology.org/topic_3422,"The branches of medicine and physiology focussing on the function and disorders of the urinary system in males and females, the reproductive system in males, and the kidney."
Surgery,Medicine,edam,EDAM_3421,http://edamontology.org/topic_3421,"The use of operative, manual and instrumental techniques on a patient to investigate and/or treat a pathological condition or help improve bodily function or appearance."
Reproductive health,Medicine,edam,EDAM_3420,http://edamontology.org/topic_3420,"The health of the reproductive processes, functions and systems at all stages of life."
Psychiatry,Medicine,edam,EDAM_3419,http://edamontology.org/topic_3419,"The branch of medicine that deals with the management of mental illness, emotional disturbance and abnormal behaviour."
Paediatrics,Medicine,edam,EDAM_3418,http://edamontology.org/topic_3418,"The branch of medicine that deals with the medical care of infants, children and adolescents."
Toxicology,Medicine,edam,EDAM_2840,http://edamontology.org/topic_2840,Toxins and the adverse effects of these chemical substances on living organisms.
Ophthalmology,Medicine,edam,EDAM_3417,http://edamontology.org/topic_3417,"The branch of medicine that deals with disorders of the eye, including eyelid, optic nerve/visual pathways and occular muscles."
Musculoskeletal medicine,Medicine,edam,EDAM_3416,http://edamontology.org/topic_3416,"The branch of medicine that deals with the prevention, diagnosis, and treatment of disorders of the muscle, bone and connective tissue. It incorporates aspects of orthopaedics, rheumatology, rehabilitation medicine and pain medicine."
Medical toxicology,Medicine,edam,EDAM_3415,http://edamontology.org/topic_3415,"The branch of medicine that deals with the diagnosis, management and prevention of poisoning and other adverse health effects caused by medications, occupational and environmental toxins, and biological agents."
Trauma medicine,Medicine,edam,EDAM_3414,http://edamontology.org/topic_3414,"The branch of medicine that treats body wounds or shock produced by sudden physical injury, as from violence or accident."
Hepatic and biliary medicine,Medicine,edam,EDAM_3412,http://edamontology.org/topic_3412,"The branch of medicine that deals with the liver, gallbladder, bile ducts and bile."
Gynaecology and obstetrics,Medicine,edam,EDAM_3411,http://edamontology.org/topic_3411,"The branch of medicine that deals with the health of the female reproductive system, pregnancy and birth."
Gender medicine,Medicine,edam,EDAM_3410,http://edamontology.org/topic_3410,The study of the biological and physiological differences between males and females and how they effect differences in disease presentation and management.
Gastroenterology,Medicine,edam,EDAM_3409,http://edamontology.org/topic_3409,"The branch of medicine that deals with disorders of the oesophagus, stomach, duodenum, jejenum, ileum, large intestine, sigmoid colon and rectum."
Haematology,Medicine,edam,EDAM_3408,http://edamontology.org/topic_3408,"The branch of medicine that deals with the blood, blood-forming organs and blood diseases."
Endocrinology and metabolism,Medicine,edam,EDAM_3407,http://edamontology.org/topic_3407,"The branch of medicine dealing with diseases of endocrine organs, hormone systems, their target organs, and disorders of the pathways of glucose and lipid metabolism."
"Ear, nose and throat medicine",Medicine,edam,EDAM_3406,http://edamontology.org/topic_3406,"The branch of medicine that deals with the prevention, diagnosis, and treatment of disorders of the ear, nose and throat."
Dentistry,Medicine,edam,EDAM_3405,http://edamontology.org/topic_3405,"The study, diagnosis, prevention and treatments of disorders of the oral cavity, maxillofacial area and adjacent structures."
Dermatology,Medicine,edam,EDAM_3404,http://edamontology.org/topic_3404,"The branch of medicine that deals with prevention, diagnosis and treatment of disorders of the skin, scalp, hair and nails."
Critical care medicine,Medicine,edam,EDAM_3403,http://edamontology.org/topic_3403,"The multidisciplinary that cares for patients with acute, life-threatening illness or injury."
Anaesthesiology,Medicine,edam,EDAM_3402,http://edamontology.org/topic_3402,Anaesthesia and anaesthetics.
Pain medicine,Medicine,edam,EDAM_3401,http://edamontology.org/topic_3401,"The prevention of pain and the evaluation, treatment and rehabilitation of persons in pain."
"Allergy, clinical immunology and immunotherapeutics",Medicine,edam,EDAM_3400,http://edamontology.org/topic_3400,"Health issues related to the immune system and their prevention, diagnosis and management."
Geriatric medicine,Medicine,edam,EDAM_3399,http://edamontology.org/topic_3399,"The branch of medicine dealing with the diagnosis, treatment and prevention of disease in older people, and the problems specific to aging."
Veterinary medicine,Medicine,edam,EDAM_3397,http://edamontology.org/topic_3397,"Topic concerning the branch of medicine that deals with the prevention, diagnosis, and treatment of disease, disorder and injury in animals."
Systems medicine,Medicine,edam,EDAM_3396,http://edamontology.org/topic_3396,"An interdisciplinary field of study that looks at the dynamic systems of the human body as part of an integrted whole, incorporating biochemical, physiological, and environmental interactions that sustain life."
Oncology,Medicine,edam,EDAM_2640,http://edamontology.org/topic_2640,"The study of cancer, for example, genes and proteins implicated in cancer."
Translational medicine,Medicine,edam,EDAM_3342,http://edamontology.org/topic_3342,"'translating' the output of basic and biomedical research into better diagnostic tools, medicines, medical procedures, policies and advice."
Molecular medicine,Translational medicine,edam,EDAM_3388,http://edamontology.org/topic_3388,The identification of molecular and genetic causes of disease and the development of interventions to correct them.
Cardiology,Medicine,edam,EDAM_3335,http://edamontology.org/topic_3335,The diseases and abnormalities of the heart and circulatory system.
Neurology,Medicine,edam,EDAM_3334,http://edamontology.org/topic_3334,"The branch of medicine that deals with the anatomy, functions and disorders of the nervous system."
Respiratory medicine,Medicine,edam,EDAM_3322,http://edamontology.org/topic_3322,The study of respiratory system.
Pathology,Medicine,edam,EDAM_0634,http://edamontology.org/topic_0634,"Diseases, including diseases in general and the genes, gene variations and proteins involved in one or more specific diseases."
Rare diseases,Pathology,edam,EDAM_3325,http://edamontology.org/topic_3325,The study of rare diseases.
Infectious disease,Pathology,edam,EDAM_3324,http://edamontology.org/topic_3324,"The branch of medicine that deals with the prevention, diagnosis and management of transmissible disease with clinically evident illness resulting from infection with pathogenic biological agents (viruses, bacteria, fungi, protozoa, parasites and prions)."
Antimicrobial resistance,Infectious disease,edam,EDAM_4013,http://edamontology.org/topic_4013,Microbial mechanisms for protecting microorganisms against antimicrobial agents.
Public health and epidemiology,Medicine,edam,EDAM_3305,http://edamontology.org/topic_3305,"Topic concerning the the patterns, cause, and effect of disease within populations."
Physiology,Medicine,edam,EDAM_3300,http://edamontology.org/topic_3300,The functions of living organisms and their constituent parts.
Electrocardiography,Physiology,edam,EDAM_4016,http://edamontology.org/topic_4016,The monitoring method for measuring electrical activity in the heart.
Electroencephalography,Physiology,edam,EDAM_4014,http://edamontology.org/topic_4014,The monitoring method for measuring electrical activity in the brain.
