name,order,code,parent,ontologyTermURI,definition,codesystem
T25.4 Corrosion of unspecified degree of ankle and foot,9240,T25.4,"T20-T25 Burns and corrosions of external body surface, specified by site",http://identifiers.org/icd/T25.4,,ICD10
T25.5 Corrosion of first degree of ankle and foot,9241,T25.5,"T20-T25 Burns and corrosions of external body surface, specified by site",http://identifiers.org/icd/T25.5,,ICD10
T25.6 Corrosion of second degree of ankle and foot,9242,T25.6,"T20-T25 Burns and corrosions of external body surface, specified by site",http://identifiers.org/icd/T25.6,,ICD10
T25.7 Corrosion of third degree of ankle and foot,9243,T25.7,"T20-T25 Burns and corrosions of external body surface, specified by site",http://identifiers.org/icd/T25.7,,ICD10
T26-T28 Burns and corrosions confined to eye and internal organs,9244,T26-T28,T20-T32 Burns and corrosions,,,ICD10
T26 Burn and corrosion confined to eye and adnexa,9245,T26,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26,,ICD10
T26.0 Burn of eyelid and periocular area,9246,T26.0,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.0,,ICD10
T26.1 Burn of cornea and conjunctival sac,9247,T26.1,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.1,,ICD10
T26.2 Burn with resulting rupture and destruction of eyeball,9248,T26.2,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.2,,ICD10
T26.3 Burn of other parts of eye and adnexa,9249,T26.3,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.3,,ICD10
"T26.4 Burn of eye and adnexa, part unspecified",9250,T26.4,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.4,,ICD10
T26.5 Corrosion of eyelid and periocular area,9251,T26.5,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.5,,ICD10
T26.6 Corrosion of cornea and conjunctival sac,9252,T26.6,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.6,,ICD10
T26.7 Corrosion with resulting rupture and destruction of eyeball,9253,T26.7,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.7,,ICD10
T26.8 Corrosion of other parts of eye and adnexa,9254,T26.8,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.8,,ICD10
"T26.9 Corrosion of eye and adnexa, part unspecified",9255,T26.9,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T26.9,,ICD10
T33.6 Superficial frostbite of hip and thigh,9256,T33.6,T33-T35 Frostbite,http://identifiers.org/icd/T33.6,,ICD10
T27 Burn and corrosion of respiratory tract,9257,T27,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27,,ICD10
T27.0 Burn of larynx and trachea,9258,T27.0,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.0,,ICD10
T27.1 Burn involving larynx and trachea with lung,9259,T27.1,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.1,,ICD10
T27.2 Burn of other parts of respiratory tract,9260,T27.2,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.2,,ICD10
"T27.3 Burn of respiratory tract, part unspecified",9261,T27.3,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.3,,ICD10
T27.4 Corrosion of larynx and trachea,9262,T27.4,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.4,,ICD10
T27.5 Corrosion involving larynx and trachea with lung,9263,T27.5,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.5,,ICD10
T27.6 Corrosion of other parts of respiratory tract,9264,T27.6,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.6,,ICD10
"T27.7 Corrosion of respiratory tract, part unspecified",9265,T27.7,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T27.7,,ICD10
T28 Burn and corrosion of other internal organs,9266,T28,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28,,ICD10
T28.0 Burn of mouth and pharynx,9267,T28.0,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.0,,ICD10
T28.1 Burn of oesophagus,9268,T28.1,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.1,,ICD10
T28.2 Burn of other parts of alimentary tract,9269,T28.2,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.2,,ICD10
T28.3 Burn of internal genitourinary organs,9270,T28.3,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.3,,ICD10
T28.4 Burn of other and unspecified internal organs,9271,T28.4,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.4,,ICD10
T28.5 Corrosion of mouth and pharynx,9272,T28.5,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.5,,ICD10
T28.6 Corrosion of oesophagus,9273,T28.6,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.6,,ICD10
T28.7 Corrosion of other parts of alimentary tract,9274,T28.7,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.7,,ICD10
T28.8 Corrosion of internal genitourinary organs,9275,T28.8,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.8,,ICD10
T28.9 Corrosion of other and unspecified internal organs,9276,T28.9,T26-T28 Burns and corrosions confined to eye and internal organs,http://identifiers.org/icd/T28.9,,ICD10
T29-T32 Burns and corrosions of multiple and unspecified body regions,9277,T29-T32,T20-T32 Burns and corrosions,,,ICD10
T29 Burns and corrosions of multiple body regions,9278,T29,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29,,ICD10
"T29.0 Burns of multiple regions, unspecified degree",9279,T29.0,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.0,,ICD10
"T29.1 Burns of multiple regions, no more than first-degree burns mentioned",9280,T29.1,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.1,,ICD10
"T29.2 Burns of multiple regions, no more than second-degree burns mentioned",9281,T29.2,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.2,,ICD10
"T29.3 Burns of multiple regions, at least one burn of third degree mentioned",9282,T29.3,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.3,,ICD10
"T29.4 Corrosions of multiple regions, unspecified degree",9283,T29.4,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.4,,ICD10
"T29.5 Corrosions of multiple regions, no more than first-degree corrosions mentioned",9284,T29.5,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.5,,ICD10
"T29.6 Corrosions of multiple regions, no more than second-degree corrosions mentioned",9285,T29.6,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.6,,ICD10
"T29.7 Corrosions of multiple regions, at least one corrosion of third degree mentioned",9286,T29.7,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T29.7,,ICD10
"T30 Burn and corrosion, body region unspecified",9287,T30,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30,,ICD10
"T30.0 Burn of unspecified body region, unspecified degree",9288,T30.0,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.0,,ICD10
"T30.1 Burn of first degree, body region unspecified",9289,T30.1,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.1,,ICD10
"T30.2 Burn of second degree, body region unspecified",9290,T30.2,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.2,,ICD10
T32 Corrosions classified according to extent of body surface involved,9291,T32,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32,,ICD10
"T30.3 Burn of third degree, body region unspecified",9292,T30.3,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.3,ORPHAcode: 90076 Partial deep dermal and full thickness burns,ICD10
"T30.4 Corrosion of unspecified body region, unspecified degree",9293,T30.4,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.4,,ICD10
"T30.5 Corrosion of first degree, body region unspecified",9294,T30.5,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.5,,ICD10
"T30.6 Corrosion of second degree, body region unspecified",9295,T30.6,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.6,,ICD10
"T30.7 Corrosion of third degree, body region unspecified",9296,T30.7,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T30.7,,ICD10
T31 Burns classified according to extent of body surface involved,9297,T31,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31,,ICD10
T31.0 Burns involving less than 10% of body surface,9298,T31.0,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.0,,ICD10
T31.1 Burns involving 10-19% of body surface,9299,T31.1,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.1,,ICD10
T31.2 Burns involving 20-29% of body surface,9300,T31.2,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.2,,ICD10
T31.3 Burns involving 30-39% of body surface,9301,T31.3,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.3,,ICD10
T31.4 Burns involving 40-49% of body surface,9302,T31.4,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.4,,ICD10
T31.5 Burns involving 50-59% of body surface,9303,T31.5,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.5,,ICD10
T31.6 Burns involving 60-69% of body surface,9304,T31.6,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.6,,ICD10
T31.7 Burns involving 70-79% of body surface,9305,T31.7,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.7,,ICD10
T31.8 Burns involving 80-89% of body surface,9306,T31.8,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.8,,ICD10
T31.9 Burns involving 90% or more of body surface,9307,T31.9,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T31.9,,ICD10
T33.7 Superficial frostbite of knee and lower leg,9308,T33.7,T33-T35 Frostbite,http://identifiers.org/icd/T33.7,,ICD10
T32.0 Corrosions involving less than 10% of body surface,9309,T32.0,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.0,,ICD10
T32.1 Corrosions involving 10-19% of body surface,9310,T32.1,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.1,,ICD10
T32.2 Corrosions involving 20-29% of body surface,9311,T32.2,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.2,,ICD10
T32.3 Corrosions involving 30-39% of body surface,9312,T32.3,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.3,,ICD10
T32.4 Corrosions involving 40-49% of body surface,9313,T32.4,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.4,,ICD10
T32.5 Corrosions involving 50-59% of body surface,9314,T32.5,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.5,,ICD10
T32.6 Corrosions involving 60-69% of body surface,9315,T32.6,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.6,,ICD10
T32.7 Corrosions involving 70-79% of body surface,9316,T32.7,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.7,,ICD10
T32.8 Corrosions involving 80-89% of body surface,9317,T32.8,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.8,,ICD10
T32.9 Corrosions involving 90% or more of body surface,9318,T32.9,T29-T32 Burns and corrosions of multiple and unspecified body regions,http://identifiers.org/icd/T32.9,,ICD10
T33-T35 Frostbite,9319,,"XIX Injury, poisoning and certain other consequences of external causes",,,ICD10
T33 Superficial frostbite,9320,T33,T33-T35 Frostbite,http://identifiers.org/icd/T33,,ICD10
T33.0 Superficial frostbite of head,9321,T33.0,T33-T35 Frostbite,http://identifiers.org/icd/T33.0,,ICD10
T33.1 Superficial frostbite of neck,9322,T33.1,T33-T35 Frostbite,http://identifiers.org/icd/T33.1,,ICD10
T33.2 Superficial frostbite of thorax,9323,T33.2,T33-T35 Frostbite,http://identifiers.org/icd/T33.2,,ICD10
"T33.3 Superficial frostbite of abdominal wall, lower back and pelvis",9324,T33.3,T33-T35 Frostbite,http://identifiers.org/icd/T33.3,,ICD10
T33.4 Superficial frostbite of arm,9325,T33.4,T33-T35 Frostbite,http://identifiers.org/icd/T33.4,,ICD10
T33.5 Superficial frostbite of wrist and hand,9326,T33.5,T33-T35 Frostbite,http://identifiers.org/icd/T33.5,,ICD10
T33.9 Superficial frostbite of other and unspecified sites,9327,T33.9,T33-T35 Frostbite,http://identifiers.org/icd/T33.9,,ICD10
T34.1 Frostbite with tissue necrosis of neck,9328,T34.1,T33-T35 Frostbite,http://identifiers.org/icd/T34.1,,ICD10
T34.2 Frostbite with tissue necrosis of thorax,9329,T34.2,T33-T35 Frostbite,http://identifiers.org/icd/T34.2,,ICD10
"T34.3 Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",9330,T34.3,T33-T35 Frostbite,http://identifiers.org/icd/T34.3,,ICD10
T34.4 Frostbite with tissue necrosis of arm,9331,T34.4,T33-T35 Frostbite,http://identifiers.org/icd/T34.4,,ICD10
T34.5 Frostbite with tissue necrosis of wrist and hand,9332,T34.5,T33-T35 Frostbite,http://identifiers.org/icd/T34.5,,ICD10
T34.6 Frostbite with tissue necrosis of hip and thigh,9333,T34.6,T33-T35 Frostbite,http://identifiers.org/icd/T34.6,,ICD10
T34.7 Frostbite with tissue necrosis of knee and lower leg,9334,T34.7,T33-T35 Frostbite,http://identifiers.org/icd/T34.7,,ICD10
T34.8 Frostbite with tissue necrosis of ankle and foot,9335,T34.8,T33-T35 Frostbite,http://identifiers.org/icd/T34.8,,ICD10
T34.9 Frostbite with tissue necrosis of other and unspecified sites,9336,T34.9,T33-T35 Frostbite,http://identifiers.org/icd/T34.9,,ICD10
T35 Frostbite involving multiple body regions and unspecified frostbite,9337,T35,T33-T35 Frostbite,http://identifiers.org/icd/T35,,ICD10
T35.0 Superficial frostbite involving multiple body regions,9338,T35.0,T33-T35 Frostbite,http://identifiers.org/icd/T35.0,,ICD10
T35.1 Frostbite with tissue necrosis involving multiple body regions,9339,T35.1,T33-T35 Frostbite,http://identifiers.org/icd/T35.1,,ICD10
T35.2 Unspecified frostbite of head and neck,9340,T35.2,T33-T35 Frostbite,http://identifiers.org/icd/T35.2,,ICD10
"T35.3 Unspecified frostbite of thorax, abdomen, lower back and pelvis",9341,T35.3,T33-T35 Frostbite,http://identifiers.org/icd/T35.3,,ICD10
T35.4 Unspecified frostbite of upper limb,9342,T35.4,T33-T35 Frostbite,http://identifiers.org/icd/T35.4,,ICD10
T35.5 Unspecified frostbite of lower limb,9343,T35.5,T33-T35 Frostbite,http://identifiers.org/icd/T35.5,,ICD10
T35.6 Unspecified frostbite involving multiple body regions,9344,T35.6,T33-T35 Frostbite,http://identifiers.org/icd/T35.6,,ICD10
T35.7 Unspecified frostbite of unspecified site,9345,T35.7,T33-T35 Frostbite,http://identifiers.org/icd/T35.7,,ICD10
"T36-T50 Poisoning by drugs, medicaments and biological substances",9346,,"XIX Injury, poisoning and certain other consequences of external causes",,,ICD10
T36 Poisoning by systemic antibiotics,9347,T36,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36,,ICD10
T36.0 Poisoning by systemic antibiotics - Penicillins,9348,T36.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.0,,ICD10
T36.1 Cefalosporins and other beta-lactam antibiotics,9349,T36.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.1,,ICD10
T36.2 Poisoning by systemic antibiotics - Chloramphenicol group,9350,T36.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.2,,ICD10
T36.3 Poisoning by systemic antibiotics - Macrolides,9351,T36.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.3,,ICD10
T36.4 Poisoning by systemic antibiotics - Tetracyclines,9352,T36.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.4,,ICD10
T36.5 Poisoning by systemic antibiotics - Aminoglycosides,9353,T36.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.5,,ICD10
T36.6 Poisoning by systemic antibiotics - Rifamycins,9354,T36.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.6,,ICD10
"T36.7 Antifungal antibiotics, systemically used",9355,T36.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.7,,ICD10
T36.8 Other systemic antibiotics,9356,T36.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.8,,ICD10
"T36.9 Systemic antibiotic, unspecified",9357,T36.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T36.9,,ICD10
T37 Poisoning by other systemic anti-infectives and antiparasitics,9358,T37,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37,,ICD10
T37.0 Poisoning by other systemic anti-infectives and antiparasitics - Sulfonamides,9359,T37.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.0,,ICD10
T37.1 Poisoning by other systemic anti-infectives and antiparasitics - Antimycobacterial drugs,9360,T37.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.1,,ICD10
T37.2 Antimalarials and drugs acting on other blood protozoa,9361,T37.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.2,,ICD10
T37.3 Other antiprotozoal drugs,9362,T37.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.3,,ICD10
T37.4 Poisoning by other systemic anti-infectives and antiparasitics - Anthelminthics,9363,T37.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.4,,ICD10
T42.6 Other antiepileptic and sedative-hypnotic drugs,9364,T42.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.6,,ICD10
"T42.7 Antiepileptic and sedative-hypnotic drugs, unspecified",9365,T42.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.7,,ICD10
T37.5 Poisoning by other systemic anti-infectives and antiparasitics - Antiviral drugs,9366,T37.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.5,,ICD10
T37.8 Other specified systemic anti-infectives and antiparasitics,9367,T37.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.8,,ICD10
"T37.9 Systemic anti-infective and antiparasitic, unspecified",9368,T37.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T37.9,,ICD10
"T38 Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified",9369,T38,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38,,ICD10
T38.0 Glucocorticoids and synthetic analogues,9370,T38.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.0,,ICD10
T38.1 Thyroid hormones and substitutes,9371,T38.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.1,,ICD10
"T38.2 Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified - Antithyroid drugs",9372,T38.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.2,,ICD10
T38.3 Insulin and oral hypoglycaemic [antidiabetic] drugs,9373,T38.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.3,,ICD10
"T38.4 Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified - Oral contraceptives",9374,T38.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.4,,ICD10
T38.5 Other estrogens and progestogens,9375,T38.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.5,,ICD10
"T38.6 Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",9376,T38.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.6,,ICD10
T38.7 Androgens and anabolic congeners,9377,T38.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.7,,ICD10
T38.8 Other and unspecified hormones and their synthetic substitutes,9378,T38.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.8,,ICD10
T38.9 Other and unspecified hormone antagonists,9379,T38.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T38.9,,ICD10
"T39 Poisoning by nonopioid analgesics, antipyretics and antirheumatics",9380,T39,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39,,ICD10
"T39.0 Poisoning by nonopioid analgesics, antipyretics and antirheumatics - Salicylates",9381,T39.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39.0,,ICD10
"T39.1 Poisoning by nonopioid analgesics, antipyretics and antirheumatics - 4-Aminophenol derivatives",9382,T39.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39.1,,ICD10
"T39.2 Poisoning by nonopioid analgesics, antipyretics and antirheumatics - Pyrazolone derivatives",9383,T39.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39.2,,ICD10
"T39.3 Poisoning by nonopioid analgesics, antipyretics and antirheumatics - Other nonsteroidal anti-inflammatory drugs [NSAID]",9384,T39.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39.3,,ICD10
"T39.4 Antirheumatics, not elsewhere classified",9385,T39.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39.4,,ICD10
"T39.8 Other nonopioid analgesics and antipyretics, not elsewhere classified",9386,T39.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39.8,,ICD10
"T39.9 Nonopioid analgesic, antipyretic and antirheumatic, unspecified",9387,T39.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T39.9,,ICD10
T40 Poisoning by narcotics and psychodysleptics [hallucinogens],9388,T40,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40,,ICD10
T40.0 Poisoning by narcotics and psychodysleptics [hallucinogens] - Opium,9389,T40.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.0,ORPHAcode: 35889 Acute opioid poisoning,ICD10
T40.1 Poisoning by narcotics and psychodysleptics [hallucinogens] - Heroin,9390,T40.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.1,,ICD10
T40.2 Poisoning by narcotics and psychodysleptics [hallucinogens] - Other opioids,9391,T40.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.2,,ICD10
T40.3 Poisoning by narcotics and psychodysleptics [hallucinogens] - Methadone,9392,T40.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.3,,ICD10
T40.4 Other synthetic narcotics,9393,T40.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.4,,ICD10
T40.5 Poisoning by narcotics and psychodysleptics [hallucinogens] - Cocaine,9394,T40.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.5,ORPHAcode: 90068 Cocaine intoxication,ICD10
T40.6 Other and unspecified narcotics,9395,T40.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.6,,ICD10
T40.7 Poisoning by narcotics and psychodysleptics [hallucinogens] - Cannabis (derivatives),9396,T40.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.7,,ICD10
T40.8 Poisoning by narcotics and psychodysleptics [hallucinogens] - Lysergide [LSD],9397,T40.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.8,,ICD10
T40.9 Other and unspecified psychodysleptics [hallucinogens],9398,T40.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T40.9,,ICD10
T41 Poisoning by anaesthetics and therapeutic gases,9399,T41,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T41,,ICD10
T41.0 Inhaled anaesthetics,9400,T41.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T41.0,,ICD10
T41.1 Intravenous anaesthetics,9401,T41.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T41.1,,ICD10
T41.2 Other and unspecified general anaesthetics,9402,T41.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T41.2,,ICD10
T41.3 Local anaesthetics,9403,T41.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T41.3,,ICD10
"T41.4 Poisoning by anaesthetics and therapeutic gases - Anaesthetic, unspecified",9404,T41.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T41.4,,ICD10
T41.5 Therapeutic gases,9405,T41.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T41.5,,ICD10
"T42 Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs",9406,T42,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42,,ICD10
"T42.0 Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs - Hydantoin derivatives",9407,T42.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.0,,ICD10
"T42.1 Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs - Iminostilbenes",9408,T42.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.1,,ICD10
T42.2 Succinimides and oxazolidinediones,9409,T42.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.2,,ICD10
"T42.3 Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs - Barbiturates",9410,T42.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.3,,ICD10
"T42.4 Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs - Benzodiazepines",9411,T42.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.4,,ICD10
"T42.5 Mixed antiepileptics, not elsewhere classified",9412,T42.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.5,,ICD10
W17 Other fall from one level to another,9413,W17,W00-W19 Falls,http://identifiers.org/icd/W17,,ICD10
