name,code,order,parent,ontologyTermURI
J04AD03 (ethionamide),J04AD03,2873,J04AD (Thiocarbamide derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096400
J04AK (Other drugs for treatment of tuberculosis),J04AK,2874,J04A (DRUGS FOR TREATMENT OF TUBERCULOSIS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096401
J04AK01 (pyrazinamide),J04AK01,2875,J04AK (Other drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096402
J04AK02 (ethambutol),J04AK02,2876,J04AK (Other drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096403
J04AK03 (terizidone),J04AK03,2877,J04AK (Other drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096404
J04AK04 (morinamide),J04AK04,2878,J04AK (Other drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096405
J04AM (Combinations of drugs for treatment of tuberculosis),J04AM,2879,J04A (DRUGS FOR TREATMENT OF TUBERCULOSIS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096406
J04AM01 (streptomycin and isoniazid),J04AM01,2880,J04AM (Combinations of drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096407
J04AM02 (rifampicin and isoniazid),J04AM02,2881,J04AM (Combinations of drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096408
J04AM03 (ethambutol and isoniazid),J04AM03,2882,J04AM (Combinations of drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096409
J05AB13 (penciclovir),J05AB13,2883,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096410
J05AB14 (valganciclovir),J05AB14,2884,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096411
J05AB15 (brivudine),J05AB15,2885,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096412
J05AB02 (idoxuridine),J05AB02,2886,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096413
J05AB03 (vidarabine),J05AB03,2887,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096414
J05AB04 (ribavirin),J05AB04,2888,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096415
J05AB06 (ganciclovir),J05AB06,2889,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096416
J05AB09 (famciclovir),J05AB09,2890,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096417
J05AB11 (valaciclovir),J05AB11,2891,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096418
J05AB12 (cidofovir),J05AB12,2892,J05AB (Nucleosides and nucleotides excl. reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096419
J05AC (Cyclic amines),J05AC,2893,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096420
J05AC02 (rimantadine),J05AC02,2894,J05AC (Cyclic amines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096421
J05AC03 (tromantadine),J05AC03,2895,J05AC (Cyclic amines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096422
J05AD (Phosphonic acid derivatives),J05AD,2896,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096423
J05AD01 (foscarnet),J05AD01,2897,J05AD (Phosphonic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096424
J05AD02 (fosfonet),J05AD02,2898,J05AD (Phosphonic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096425
J05AG01 (nevirapine),J05AG01,2899,J05AG (Non-nucleoside reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096426
J05AG02 (delavirdine),J05AG02,2900,J05AG (Non-nucleoside reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096427
J05AG03 (efavirenz),J05AG03,2901,J05AG (Non-nucleoside reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096428
J05AG04 (etravirine),J05AG04,2902,J05AG (Non-nucleoside reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096429
J05AH (Neuraminidase inhibitors),J05AH,2903,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096430
J05AH01 (zanamivir),J05AH01,2904,J05AH (Neuraminidase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096431
J05AH02 (oseltamivir),J05AH02,2905,J05AH (Neuraminidase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096432
J05AE (Protease inhibitors),J05AE,2906,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096433
J05AE01 (saquinavir),J05AE01,2907,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096434
J05AE02 (indinavir),J05AE02,2908,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096435
J05AE03 (ritonavir),J05AE03,2909,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096436
J05AE04 (nelfinavir),J05AE04,2910,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096437
J05AE05 (amprenavir),J05AE05,2911,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096438
J05AE06 (lopinavir),J05AE06,2912,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096439
J05AE07 (fosamprenavir),J05AE07,2913,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096440
J05AE08 (atazanavir),J05AE08,2914,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096441
J05AE09 (tipranavir),J05AE09,2915,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096442
J05AE10 (darunavir),J05AE10,2916,J05AE (Protease inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096443
J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),J05AF,2917,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096444
J05AF01 (zidovudine),J05AF01,2918,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096445
J05AF02 (didanosine),J05AF02,2919,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096446
J05AF03 (zalcitabine),J05AF03,2920,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096447
J05AF04 (stavudine),J05AF04,2921,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096448
J05AF05 (lamivudine),J05AF05,2922,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096449
J05AF06 (abacavir),J05AF06,2923,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096450
J05AF07 (tenofovir disoproxil),J05AF07,2924,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096451
J05AF08 (adefovir dipivoxil),J05AF08,2925,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096452
J05AF09 (emtricitabine),J05AF09,2926,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096453
J05AF10 (entecavir),J05AF10,2927,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096454
J05AF11 (telbivudine),J05AF11,2928,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096455
J05AF12 (clevudine),J05AF12,2929,J05AF (Nucleoside and nucleotide reverse transcriptase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096456
J05AG (Non-nucleoside reverse transcriptase inhibitors),J05AG,2930,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096457
J06BB11 (hepatitis A immunoglobulin),J06BB11,2931,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096458
"J06BB12 (encephalitis, tick borne immunoglobulin)",J06BB12,2932,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096459
J06BB13 (pertussis immunoglobulin),J06BB13,2933,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096460
J06BB14 (measles immunoglobulin),J06BB14,2934,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096461
J06BB15 (mumps immunoglobulin),J06BB15,2935,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096462
J06BB16 (palivizumab),J06BB16,2936,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096463
J06BB30 (combinations),J06BB30,2937,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096464
J06BC (Antibacterial monoclonal antibodies),J06BC,2938,J06B (IMMUNOGLOBULINS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096465
J06BC01 (nebacumab),J06BC01,2939,J06BC (Antibacterial monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096466
J07 (VACCINES),J07,2940,J (ANTIINFECTIVES FOR SYSTEMIC USE),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096467
J07A (BACTERIAL VACCINES),J07A,2941,J07 (VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096468
J07AC (Anthrax vaccines),J07AC,2942,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096469
J07AC01 (anthrax antigen),J07AC01,2943,J07AC (Anthrax vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096470
J07AD (Brucellosis vaccines),J07AD,2944,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096471
J07AD01 (brucella antigen),J07AD01,2945,J07AD (Brucellosis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096472
"J05AR (Antivirals for treatment of HIV infections, combinations)",J05AR,2946,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096473
J05AR01 (zidovudine and lamivudine),J05AR01,2947,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096474
J05AR02 (lamivudine and abacavir),J05AR02,2948,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096475
J05AR03 (tenofovir disoproxil and emtricitabine),J05AR03,2949,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096476
"J05AR04 (zidovudine, lamivudine and abacavir)",J05AR04,2950,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096477
"J05AR05 (zidovudine, lamivudine and nevirapine)",J05AR05,2951,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096478
"J05AR06 (emtricitabine, tenofovir disoproxil and efavirenz)",J05AR06,2952,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096479
J05AX (Other antivirals),J05AX,2953,J05A (DIRECT ACTING ANTIVIRALS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096480
J05AX01 (moroxydine),J05AX01,2954,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096481
J05AX02 (lysozyme),J05AX02,2955,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096482
J05AX05 (inosine pranobex),J05AX05,2956,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096483
J05AX06 (pleconaril),J05AX06,2957,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096484
J05AX07 (enfuvirtide),J05AX07,2958,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096485
J05AX08 (raltegravir),J05AX08,2959,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096486
J05AX09 (maraviroc),J05AX09,2960,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096487
J06 (IMMUNE SERA AND IMMUNOGLOBULINS),J06,2961,J (ANTIINFECTIVES FOR SYSTEMIC USE),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096488
J06A (IMMUNE SERA),J06A,2962,J06 (IMMUNE SERA AND IMMUNOGLOBULINS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096489
J06AA (Immune sera),J06AA,2963,J06A (IMMUNE SERA),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096490
J06AA01 (diphtheria antitoxin),J06AA01,2964,J06AA (Immune sera),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096491
J06AA02 (tetanus antitoxin),J06AA02,2965,J06AA (Immune sera),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096492
J06AA03 (snake venom antiserum),J06AA03,2966,J06AA (Immune sera),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096493
J06AA04 (botulinum antitoxin),J06AA04,2967,J06AA (Immune sera),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096494
J06AA05 (gas-gangrene sera),J06AA05,2968,J06AA (Immune sera),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096495
J06AA06 (rabies serum),J06AA06,2969,J06AA (Immune sera),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096496
J06B (IMMUNOGLOBULINS),J06B,2970,J06 (IMMUNE SERA AND IMMUNOGLOBULINS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096497
"J06BA (Immunoglobulins, normal human)",J06BA,2971,J06B (IMMUNOGLOBULINS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096498
"J06BA01 (immunoglobulins, normal human, for extravascular adm.)",J06BA01,2972,"J06BA (Immunoglobulins, normal human)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096499
"J06BA02 (immunoglobulins, normal human, for intravascular adm.)",J06BA02,2973,"J06BA (Immunoglobulins, normal human)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096500
J06BB (Specific immunoglobulins),J06BB,2974,J06B (IMMUNOGLOBULINS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096501
J06BB01 (anti-D (rh) immunoglobulin),J06BB01,2975,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096502
J06BB02 (tetanus immunoglobulin),J06BB02,2976,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096503
J06BB03 (varicella/zoster immunoglobulin),J06BB03,2977,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096504
J06BB04 (hepatitis B immunoglobulin),J06BB04,2978,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096505
J06BB05 (rabies immunoglobulin),J06BB05,2979,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096506
J06BB06 (rubella immunoglobulin),J06BB06,2980,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096507
J06BB07 (vaccinia immunoglobulin),J06BB07,2981,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096508
J06BB08 (staphylococcus immunoglobulin),J06BB08,2982,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096509
J06BB09 (cytomegalovirus immunoglobulin),J06BB09,2983,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096510
J06BB10 (diphtheria immunoglobulin),J06BB10,2984,J06BB (Specific immunoglobulins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096511
J07X (OTHER VACCINES),J07X,2985,J07 (VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096512
J07AE (Cholera vaccines),J07AE,2986,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096513
"J07AE01 (cholera, inactivated, whole cell)",J07AE01,2987,J07AE (Cholera vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096514
"J07AE02 (cholera, live attenuated)",J07AE02,2988,J07AE (Cholera vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096515
"J07AE51 (cholera, combinations with typhoid vaccine, inactivated, whole cell)",J07AE51,2989,J07AE (Cholera vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096516
J07AF (Diphtheria vaccines),J07AF,2990,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096517
J07AF01 (diphtheria toxoid),J07AF01,2991,J07AF (Diphtheria vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096518
J07AG (Haemophilus influenzae B vaccines),J07AG,2992,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096519
"J07AG01 (haemophilus influenzae B, purified antigen conjugated)",J07AG01,2993,J07AG (Haemophilus influenzae B vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096520
"J07AG51 (haemophilus influenzae B, combinations with toxoids)",J07AG51,2994,J07AG (Haemophilus influenzae B vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096521
"J07AG52 (haemophilus influenzae B, combinations with pertussis and toxoids)",J07AG52,2995,J07AG (Haemophilus influenzae B vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096522
"J07AG53 (haemophilus influenzae B, combinations with meningococcus C, conjugated)",J07AG53,2996,J07AG (Haemophilus influenzae B vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096523
J07AH (Meningococcal vaccines),J07AH,2997,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096524
"J07AH01 (meningococcus A, purified polysaccharides antigen)",J07AH01,2998,J07AH (Meningococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096525
J07AH02 (other meningococcal monovalent purified polysaccharides antigen),J07AH02,2999,J07AH (Meningococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096526
"J07AH03 (meningococcus A,C, bivalent purified polysaccharides antigen)",J07AH03,3000,J07AH (Meningococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096527
"J07AH04 (meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen)",J07AH04,3001,J07AH (Meningococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096528
J07AH05 (other meningococcal polyvalent purified polysaccharides antigen),J07AH05,3002,J07AH (Meningococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096529
"J07AH06 (meningococcus B, outer membrane vesicle vaccine)",J07AH06,3003,J07AH (Meningococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096530
"J07AH07 (meningococcus C, purified polysaccharides antigen conjugated)",J07AH07,3004,J07AH (Meningococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096531
J07AJ (Pertussis vaccines),J07AJ,3005,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096532
"J07AJ01 (pertussis, inactivated, whole cell)",J07AJ01,3006,J07AJ (Pertussis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096533
"J07AJ02 (pertussis, purified antigen)",J07AJ02,3007,J07AJ (Pertussis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096534
"J07AJ51 (pertussis, inactivated, whole cell, combinations with toxoids)",J07AJ51,3008,J07AJ (Pertussis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096535
"J07AJ52 (pertussis, purified antigen, combinations with toxoids)",J07AJ52,3009,J07AJ (Pertussis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096536
J07AK (Plague vaccines),J07AK,3010,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096537
"J07AK01 (plague, inactivated, whole cell)",J07AK01,3011,J07AK (Plague vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096538
J07AL (Pneumococcal vaccines),J07AL,3012,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096539
"J07AL01 (pneumococcus, purified polysaccharides antigen)",J07AL01,3013,J07AL (Pneumococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096540
"J07AL02 (pneumococcus, purified polysaccharides antigen conjugated)",J07AL02,3014,J07AL (Pneumococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096541
"J07AL52 (pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated)",J07AL52,3015,J07AL (Pneumococcal vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096542
J07AM (Tetanus vaccines),J07AM,3016,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096543
J07AM01 (tetanus toxoid),J07AM01,3017,J07AM (Tetanus vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096544
"J07AM51 (tetanus toxoid, combinations with diphtheria toxoid)",J07AM51,3018,J07AM (Tetanus vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096545
"J07AM52 (tetanus toxoid, combinations with tetanus immunoglobulin)",J07AM52,3019,J07AM (Tetanus vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096546
J07AN (Tuberculosis vaccines),J07AN,3020,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096547
"J07AN01 (tuberculosis, live attenuated)",J07AN01,3021,J07AN (Tuberculosis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096548
J07AP (Typhoid vaccines),J07AP,3022,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096549
"J07AP01 (typhoid, oral, live attenuated)",J07AP01,3023,J07AP (Typhoid vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096550
"J07AP02 (typhoid, inactivated, whole cell)",J07AP02,3024,J07AP (Typhoid vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096551
"J07AP03 (typhoid, purified polysaccharide antigen)",J07AP03,3025,J07AP (Typhoid vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096552
"J07AP10 (typhoid, combinations with paratyphi types)",J07AP10,3026,J07AP (Typhoid vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096553
J07AR (Typhus (exanthematicus) vaccines),J07AR,3027,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096554
"J07AR01 (typhus exanthematicus, inactivated, whole cell)",J07AR01,3028,J07AR (Typhus (exanthematicus) vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096555
J07AX (Other bacterial vaccines),J07AX,3029,J07A (BACTERIAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096556
J07B (VIRAL VACCINES),J07B,3030,J07 (VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096557
J07BA (Encephalitis vaccines),J07BA,3031,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096558
"J07BA01 (encephalitis, tick borne, inactivated, whole virus)",J07BA01,3032,J07BA (Encephalitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096559
"J07BA02 (encephalitis, Japanese, inactivated, whole virus)",J07BA02,3033,J07BA (Encephalitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096560
J07BB (Influenza vaccines),J07BB,3034,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096561
"J07BB01 (influenza, inactivated, whole virus)",J07BB01,3035,J07BB (Influenza vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096562
"J07BB02 (influenza, inactivated, split virus or surface antigen)",J07BB02,3036,J07BB (Influenza vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096563
"J07BB03 (influenza, live attenuated)",J07BB03,3037,J07BB (Influenza vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096564
