order,name,codesystem,code,ontologyTermURI,definition
8240,Short chordae tendineae of the mitral valve,HP,HP:0011580,http://purl.obolibrary.org/obo/HP_0011580,Abnormally short chordae tendineae of the mitral valve.
8241,Double outlet left ventricle,HP,HP:0011581,http://purl.obolibrary.org/obo/HP_0011581,A congenital defect of heart development characterized by origin of both pulmonary artery and aorta from the morphological left ventricle.
8242,Abdominal ectopia cordis,HP,HP:0011582,http://purl.obolibrary.org/obo/HP_0011582,Displacement of the heart outside the thoracic cavity and into the abdomen.
8243,Cervical ectopia cordis,HP,HP:0011583,http://purl.obolibrary.org/obo/HP_0011583,A type of ectopia cordis with the heart partially in the cervical region and without a defect of the sternum.
8244,Thoracocervical ectopia cordis,HP,HP:0011584,http://purl.obolibrary.org/obo/HP_0011584,A type of ectopia cordis with the heart partially in the cervical region with a defect of the superior portion of the sternum.
8245,Thoracic ectopia cordis,HP,HP:0011585,http://purl.obolibrary.org/obo/HP_0011585,Congenital malformation of the thoracic wall with partial or total displacement of the heart outside the thoracic cavity. This feature is associated with sternal cleft or absence of the sternum.
8246,Thoracoabdominal ectopia cordis,HP,HP:0011586,http://purl.obolibrary.org/obo/HP_0011586,Congenital malformation of the ventral wall with partial or total evisceration of the heart outside the thoracic cavity and displacement partially into the abdominal cavity.
8247,Abnormal branching pattern of the aortic arch,HP,HP:0011587,http://purl.obolibrary.org/obo/HP_0011587,"A deviance from the norm of the origin or course of the right brachiocephalic artery, the left common carotid artery, the left subclavian artery or the proximal vertebral arteries."
8248,Cervical aortic arch,HP,HP:0011588,http://purl.obolibrary.org/obo/HP_0011588,The aortic arch extends into the soft tissues of the neck before turning down into to become the descending aorta.
8249,Common origin of the right brachiocephalic artery and left common carotid artery,HP,HP:0011589,http://purl.obolibrary.org/obo/HP_0011589,The left common carotid artery has a common origin with the innominate artery.
8250,Double aortic arch,HP,HP:0011590,http://purl.obolibrary.org/obo/HP_0011590,"A conenital abnormality of the aortic arch in which the two embryonic aortc arches form a vascular ring that surrounds the trachea or esophagus and then join to form the descending aorta. Double aortic arch can cause symptoms because of compression of the esophagus (dysphagia, cyanosis while eating) or trachea (stridor)."
8251,Left aortic arch with cervical origin of the right subclavian artery,HP,HP:0011591,http://purl.obolibrary.org/obo/HP_0011591,
8252,Left aortic arch with isolated subclavian artery,HP,HP:0011592,http://purl.obolibrary.org/obo/HP_0011592,"The subclavian artery arises from ductus arteriosus. While the ductus arteriosus is patent its blood supply comes from the ductus, hence from the pulmonary artery. After it closes, the blood supply is retrogradely from the vertebral artery via the circle of Willis."
8253,Left aortic arch with retroesophageal diverticulum of Kommerell,HP,HP:0011593,http://purl.obolibrary.org/obo/HP_0011593,A patent ductus arteriosus or ductal ligament completes the ring.
8254,Right aortic arch with retroesophageal diverticulum of Kommerell,HP,HP:0011594,http://purl.obolibrary.org/obo/HP_0011594,"Aortic arch crosses the right mainstem bronchus. The left carotid artery is the first branch, right carotid artery the second branch and right subclavian artery as the third branch."
8255,Left aortic arch with retroesophageal right subclavian artery,HP,HP:0011595,http://purl.obolibrary.org/obo/HP_0011595,"Aortic arch crosses the left mainstem bronchus. The first branch is the right carotid artery, the second branch is the left carotid artery, the third branch is the subclavian artery, the fourth branch is the right subclavian artery arising from the posteromedial aspect of the distal aortic arch and continuing posterior to the esophagus to the right hand side of the body."
8256,Left aortic arch with right descending aorta and right ductus arteriosus,HP,HP:0011596,http://purl.obolibrary.org/obo/HP_0011596,The ring may be completed by the ductal ligament.
8257,Right aortic arch with left descending aorta and left ductus arteriosus,HP,HP:0011597,http://purl.obolibrary.org/obo/HP_0011597,
8258,Right aortic arch with retroesophageal left subclavian artery,HP,HP:0011598,http://purl.obolibrary.org/obo/HP_0011598,
8259,Mesocardia,HP,HP:0011599,http://purl.obolibrary.org/obo/HP_0011599,Mesocardia is an abnormal location of the heart in which the heart is in a midline position and the longitudinal axis of the heart lies in the mid-sagittal plane.
8260,Abnormal direction of ventricular apex,HP,HP:0011600,http://purl.obolibrary.org/obo/HP_0011600,Abnormal plane of direction of the heart from the base to the apex. Left sided is normal.
8261,Rightward direction of ventricular apex,HP,HP:0011601,http://purl.obolibrary.org/obo/HP_0011601,Abnormal plane of direction of the heart from the base to the apex towards the right. Left sided is normal.
8262,Midline direction of ventricular apex,HP,HP:0011602,http://purl.obolibrary.org/obo/HP_0011602,Abnormal plane of direction of the heart from the base to the apex in the midline. Left sided is normal.
8263,Congenital malformation of the great arteries,HP,HP:0011603,http://purl.obolibrary.org/obo/HP_0011603,Defect or defects of the morphogenesis of the aorta and pulmonary arteries.
8264,Aortopulmonary window,HP,HP:0011604,http://purl.obolibrary.org/obo/HP_0011604,A congenital anomaly with an abnormal connection between the aorta and the main pulmonary artery resulting in an aortopulmonary shunt.
8265,obsolete Congenitally corrected transposition of the great arteries with ventricular septal defect,HP,HP:0011605,http://purl.obolibrary.org/obo/HP_0011605,
8266,obsolete Transposition of the great arteries with intact ventricular septum,HP,HP:0011606,http://purl.obolibrary.org/obo/HP_0011606,
8267,obsolete Transposition of the great arteries with ventricular septal defect,HP,HP:0011607,http://purl.obolibrary.org/obo/HP_0011607,
8268,Type II truncus arteriosus,HP,HP:0011608,http://purl.obolibrary.org/obo/HP_0011608,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) with each pulmonary artery arising separate from each other on the posterior or lateral aspect of the truncus."
8269,Type III truncus arteriosus,HP,HP:0011609,http://purl.obolibrary.org/obo/HP_0011609,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) whereby one of the two pulmonary artery branched does not arise from the common pulmonary trunk, but instead from the ductus arteriosus or directly from the aorta."
8270,Type IV truncus arteriosus,HP,HP:0011610,http://purl.obolibrary.org/obo/HP_0011610,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) whereby the aortic arch is hypoplastic or interrupted, and a large patent ductus arteriosus is present."
8271,Interrupted aortic arch,HP,HP:0011611,http://purl.obolibrary.org/obo/HP_0011611,Non-continuity of the arch of aorta with an atretic point or absent segment.
8272,Interrupted aortic arch type A,HP,HP:0011612,http://purl.obolibrary.org/obo/HP_0011612,Non-continuity of the aortic arch with an atretic point or absent segment at the level of the isthmus.
8273,Interrupted aortic arch type B,HP,HP:0011613,http://purl.obolibrary.org/obo/HP_0011613,Non-continuity of the aortic arch with an atretic point or absent segment between the left carotid and subclavian arteries.
8274,Interrupted aortic arch type C,HP,HP:0011614,http://purl.obolibrary.org/obo/HP_0011614,Non-continuity of the aortic arch with an atretic point or absent segment between the innominate and left carotid arteries.
8275,Abnormal pulmonary situs morphology,HP,HP:0011615,http://purl.obolibrary.org/obo/HP_0011615,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, which is defined by characteristics such as the number of lobes per lung and the relationship of the pulmonary arteries to their bronchi."
8276,Pulmonary situs inversus,HP,HP:0011616,http://purl.obolibrary.org/obo/HP_0011616,Mirror image arrangement of the mainstem bronchi with the right pulmonary artery posterior to the right upper lobe bronchus and the left pulmonary artery anterior to the left upper lobe bronchus.
8277,Pulmonary situs ambiguus,HP,HP:0011617,http://purl.obolibrary.org/obo/HP_0011617,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, in which the morphology of both left and right lungs is the same."
8278,Pulmonary situs ambiguus with bilateral morphologic right lungs,HP,HP:0011618,http://purl.obolibrary.org/obo/HP_0011618,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, in which both lungs have the morphology of a right lung."
8279,Pulmonary situs ambiguus with bilateral morphologic left lungs,HP,HP:0011619,http://purl.obolibrary.org/obo/HP_0011619,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, in which both lungs have the morphology of a left lung."
8280,Abnormality of abdominal situs,HP,HP:0011620,http://purl.obolibrary.org/obo/HP_0011620,"An abnormality of the abdominal situs, i.e., of the sidedness of the abdomen and its organs."
8281,Gerbode ventricular septal defect,HP,HP:0011621,http://purl.obolibrary.org/obo/HP_0011621,A type of ventricular septal defect communicating directly between the left ventricle and right atrium. This is anatomically possible because the normal tricuspid valve is more apically displaced than the mitral valve.
8282,Inlet ventricular septal defect,HP,HP:0011622,http://purl.obolibrary.org/obo/HP_0011622,A ventricular septal defect that involves the inlet of the right ventricular septum immediately inferior to the AV valve apparatus.
8283,Muscular ventricular septal defect,HP,HP:0011623,http://purl.obolibrary.org/obo/HP_0011623,The trabecular septum is the largest part of the interventricular septum. It extends from the membranous septum to the apex and superiorly to the infundibular septum. A defect in the trabecular septum is called muscular VSD if the defect is completely rimmed by muscle.
8284,Apical muscular ventricular septal defect,HP,HP:0011624,http://purl.obolibrary.org/obo/HP_0011624,A muscular ventricular septal defect located at the apex of the heart.
8285,Multiple muscular ventricular septal defects,HP,HP:0011625,http://purl.obolibrary.org/obo/HP_0011625,A type of muscular ventricular septal defect characterized by the presence of multiple small defects in the ventricular septum.
8286,Scimitar anomaly,HP,HP:0011626,http://purl.obolibrary.org/obo/HP_0011626,Right pulmonary venous return to the inferior vena cava.
8287,Aorto-ventricular tunnel,HP,HP:0011627,http://purl.obolibrary.org/obo/HP_0011627,"Aorto-ventricular tunnel is a congenital, extracardiac channel which connects the ascending aorta above the sinotubular junction to the cavity of the left, or (less commonly) right ventricle."
8288,Congenital defect of the pericardium,HP,HP:0011628,http://purl.obolibrary.org/obo/HP_0011628,A developmental defect of the pericardium with congenital onset.
8289,Total absence of the pericardium,HP,HP:0011629,http://purl.obolibrary.org/obo/HP_0011629,"No pericardium around the heart, occurring as a congenital defect, not the result of a surgical pericardectomy."
8290,Complete diaphragmatic absence of pericardium,HP,HP:0011630,http://purl.obolibrary.org/obo/HP_0011630,"No pericardium over the diaphragmatic surface of the heart. It is a congenital defect, not the result of a pericardectomy. Pericardium is present on other parts of the heart."
8291,Complete right sided absence of pericardium,HP,HP:0011631,http://purl.obolibrary.org/obo/HP_0011631,No pericardium is present on the righthand side of the heart. It is a congenital absence of pericardium rather than the result of a pericardectomy.
8292,Partial right sided absence of pericardium,HP,HP:0011632,http://purl.obolibrary.org/obo/HP_0011632,A congenital anomaly with lack of part of the pericardium on the righthand side of the heart.
8293,Complete left sided absence of pericardium,HP,HP:0011633,http://purl.obolibrary.org/obo/HP_0011633,A congenital anomaly with complete lack of the pericardium on the lefthand side of the heart.
8294,Partial left sided absence of pericardium,HP,HP:0011634,http://purl.obolibrary.org/obo/HP_0011634,A congenital anomaly with lack of part of the pericardium on the lefthand side of the heart.
8295,Partial diaphragmatic absence of pericardium,HP,HP:0011635,http://purl.obolibrary.org/obo/HP_0011635,"Lack of a part of the pericardium over the diaphragmatic surface of the heart. It is a congenital defect, not the result of a pericardectomy. Pericardium is present on other parts of the heart."
8296,Abnormal coronary artery origin,HP,HP:0011636,http://purl.obolibrary.org/obo/HP_0011636,Isolated abnormalities of the coronary artery origins. This may be in associated with other structural heart malformations but not the patterns of complex structural heart malformations which result in abnormal course of the coronary arteries.
8297,Anomalous origin of coronary artery from the pulmonary artery,HP,HP:0011637,http://purl.obolibrary.org/obo/HP_0011637,A coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta.
8298,Anomalous origin of left coronary artery from the pulmonary artery,HP,HP:0011638,http://purl.obolibrary.org/obo/HP_0011638,"Left main coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta, above the left cusp of the aortic valve."
8299,Anomalous origin of right coronary artery from the pulmonary artery,HP,HP:0011639,http://purl.obolibrary.org/obo/HP_0011639,"Right coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta, above the right cusp of the aortic valve."
8300,Single coronary artery origin,HP,HP:0011640,http://purl.obolibrary.org/obo/HP_0011640,The presence of a single coronary artery ostium from which both coronary arteries arise.
8301,Coronary artery fistula,HP,HP:0011641,http://purl.obolibrary.org/obo/HP_0011641,A congenital malformation with abnormal connection between one of the coronary arteries and a heart chamber or another blood vessel.
8302,Abnormal coronary sinus morphology,HP,HP:0011642,http://purl.obolibrary.org/obo/HP_0011642,"An abnormality of the coronary sinus, which is formed by the union of the great cardiac vein and the left marginal vein and terminates in the right atrium. The coronary sinus functions to o collect deoxygenated blood from the myocardium of the heart and drain it into the right atrium."
8303,Coronary sinus atrial septal defect,HP,HP:0011643,http://purl.obolibrary.org/obo/HP_0011643,"An atrial septal defect characterized by a deficiency in the tissue separating the coronary sinus from the left atrium (LA). This results in partial or complete unroofing of the coronary sinus leading to a predominantly left-to-right shunt through the coronary sinus (LA to coronary sinus to right atrium [RA]). The orifice of the ostium is frequently large because of the increased flow. From the RA side, the defect is located at the level of the coronary sinus ostium and may also include some deficiency in atrial tissue around the ostium. From the LA side, the size can be variable depending on the degree of unroofing of the coronary sinus."
8304,Coronary sinus diverticulum,HP,HP:0011644,http://purl.obolibrary.org/obo/HP_0011644,"A venous pouch within the left ventricular wall, with a neck opening into the coronary sinus."
8305,Dilatation of the sinus of Valsalva,HP,HP:0011645,http://purl.obolibrary.org/obo/HP_0011645,"Abnormal outpouching or sac-like dilatation of one of the anatomic dilations of the ascending aorta, which occurs just above the aortic valve."
8306,Juxtaductal coarctation of the aorta,HP,HP:0011646,http://purl.obolibrary.org/obo/HP_0011646,"Narrowing or constriction of the aorta localized at the insertion of the ductus arteriosus, i.e., to the juxtaductal region of aortic arch."
8307,Postductal coarctation of the aorta,HP,HP:0011647,http://purl.obolibrary.org/obo/HP_0011647,"Narrowing or constriction of the aorta localized distal to the ductus arteriosus, i.e., to the postductal region of aortic arch."
8308,Patent ductus arteriosus after birth at term,HP,HP:0011648,http://purl.obolibrary.org/obo/HP_0011648,Abnormal persistent patency of the ductus arteriosus in postnatal life when birth was at 37 completed weeks of gestation or greater.
8309,Patent ductus arteriosus after premature birth,HP,HP:0011649,http://purl.obolibrary.org/obo/HP_0011649,Abnormal persistent patency of the ductus arteriosus when birth was at less than 37 weeks completed gestation.
8310,Bilateral ductus arteriosus,HP,HP:0011650,http://purl.obolibrary.org/obo/HP_0011650,The presence of both a left and a right ductus arteriosus.
8311,Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis,HP,HP:0011651,http://purl.obolibrary.org/obo/HP_0011651,"A double outlet right ventricle with a subaortic ventricular septal defect (a hole between the two bottom chambers (ventricles) of the heart), that extends anterosuperiorly and are closely related to the pulmonary artery as well, are considered to be doubly committed. There is associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8312,Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis,HP,HP:0011652,http://purl.obolibrary.org/obo/HP_0011652,"A double outlet right ventricle with a subaortic ventritricular septal defect (a hole between the two bottom chambers (ventricles) of the heart), that extends anterosuperiorly and are closely related to the pulmonary artery as well, are considered to be doubly committed. There is not associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8313,Double outlet right ventricle with non-committed ventricular septal defect and pulmonary stenosis,HP,HP:0011653,http://purl.obolibrary.org/obo/HP_0011653,"A double outlet right ventricle with a non-committed ventricular septal defect (VSD), which is a VSD that is anatomically related to, or close to, neither great vessel, being separated from both by considerable muscle, and also has a pulmonary stenosis; abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8314,Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis,HP,HP:0011654,http://purl.obolibrary.org/obo/HP_0011654,"A double outlet right ventricle with a non-committed ventricular septal defect (VSD), which is a VSD that is anatomically related to, or close to, neither great vessel, being separated from both by considerable muscle, but there is not accompanying pulmonary stenosis; the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8315,Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,HP,HP:0011655,http://purl.obolibrary.org/obo/HP_0011655,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the aortic origin. There is associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8316,Double outlet right ventricle with subaortic ventricular septal defect without pulmonary stenosis,HP,HP:0011656,http://purl.obolibrary.org/obo/HP_0011656,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the aortic origin. There is not associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8317,Double outlet right ventricle with subpulmonary ventricular septal defect and pulmonary stenosis,HP,HP:0011657,http://purl.obolibrary.org/obo/HP_0011657,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the pulmonary origin. There is associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8318,Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis,HP,HP:0011658,http://purl.obolibrary.org/obo/HP_0011658,"A double outlet right ventricle with a ventricular spetal defect (a hole between the two bottom chambers (ventricles) of the heart), that is considered to be closely related to the pulmonary origin. There is not associated pulmonary stenosis, the abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches."
8319,Tetralogy of Fallot with absent pulmonary valve,HP,HP:0011659,http://purl.obolibrary.org/obo/HP_0011659,Features of tetralogy of Fallot with either rudimentary ridges or the complete absence of pulmonic valve tissue.
8320,Anomalous origin of one pulmonary artery from ascending aorta,HP,HP:0011660,http://purl.obolibrary.org/obo/HP_0011660,Anomalous origin of one pulmonary artery from the ascending aorta with the contralateral pulmonary artery arising from the right ventricle.
8321,Anomalous origin of left pulmonary artery from ascending aorta,HP,HP:0011661,http://purl.obolibrary.org/obo/HP_0011661,The left pulmonary artery originates from the ascending aorta in the presence of a pulmonary valve and main pulmonary artery.
8322,Tricuspid atresia,HP,HP:0011662,http://purl.obolibrary.org/obo/HP_0011662,Failure to develop of the tricuspid valve and thus lack of the normal connection between the right atrium and the right ventricle.
8323,Right ventricular cardiomyopathy,HP,HP:0011663,http://purl.obolibrary.org/obo/HP_0011663,"Right ventricular dysfunction (global or regional) with functional and morphological right ventricular abnormalities, with or without left ventricular disease."
8324,Left ventricular noncompaction cardiomyopathy,HP,HP:0011664,http://purl.obolibrary.org/obo/HP_0011664,"Left ventricular non-compaction (LVNC) is characterized by prominent left ventricular trabeculae and deep inter-trabecular recesses. The myocardial wall is often thickened with a thin, compacted epicardial layer and a thickened endocardial layer. In some patients, LVNC is associated with left ventricular dilatation and systolic dysfunction, which can be transient in neonates."
8325,Takotsubo cardiomyopathy,HP,HP:0011665,http://purl.obolibrary.org/obo/HP_0011665,"Transient left ventricular apical ballooning syndrome or takotsubo cardiomyopathy is characterized by transient regional systolic dysfunction involving the left ventricular apex and/or mid-ventricle in the absence of obstructive coronary disease on coronary angiography. Patients present with an abrupt onset of angina-like chest pain, and have diffuse T-wave inversion, sometimes preceded by ST-segment elevation, and mild cardiac enzyme elevation."
8326,Absent right superior vena cava,HP,HP:0011666,http://purl.obolibrary.org/obo/HP_0011666,"Absence of the right superior vena cava (RSVC). An absent RSVC is always associated with a persistent left superior vena cava (PLSVC). During normal fetal development, the left-sided anterior venous cardinal system regresses, leaving the coronary sinus (CS) and the ligament of Marshall. Failure of the closure of the left anterior cardinal vein results in PLSVC. In general, PLSVC is associated with the right superior vena cava (RSVC) and drains into the RA via a dilated CS. When developmental arrest occurs at an earlier stage, the CS is absent and the PLSVC drains into the left atrium."
8327,Bilateral superior vena cava with bridging vein,HP,HP:0011667,http://purl.obolibrary.org/obo/HP_0011667,
8328,Bilateral superior vena cava with no bridging vein,HP,HP:0011668,http://purl.obolibrary.org/obo/HP_0011668,
8329,Left superior vena cava draining directly to the left atrium,HP,HP:0011669,http://purl.obolibrary.org/obo/HP_0011669,"A persistent left superior vena cava (PLSVC) that drains into the left atrium instead of the right atrium via the coronary sinus, resulting in a right to left sided shunt."
8330,Left superior vena cava draining to coronary sinus,HP,HP:0011670,http://purl.obolibrary.org/obo/HP_0011670,A persistent left superior vena cava (PLSVC) that drains into the right atrium via the coronary sinus. This is the case in 80-92% of cases of PLSVC and results in no hemodynamic consequence.
8331,Interrupted inferior vena cava with azygous continuation,HP,HP:0011671,http://purl.obolibrary.org/obo/HP_0011671,"Interrupted inferior vena cava with azygous continuation is the result of connection failure between the right subcardinal vein and the right vitelline vein. Consequently, venous blood from the caudal part of the body reaches the heart via the azygous vein and superior vena cava."
8332,Cardiac myxoma,HP,HP:0011672,http://purl.obolibrary.org/obo/HP_0011672,"A myxoma (tumor of primitive connective tissue) of the heart. Cardiac myxomas consist of stellate to plump, cytologically bland mesenchymal cells set in a myxoid stroma. Cardiac myxomas are of endocardial origin and general project from the endocardium into a cardiac chamber."
8333,Cardiac hemangioma,HP,HP:0011673,http://purl.obolibrary.org/obo/HP_0011673,Abnormal proliferation of blood vessels within the cardiac cavities attached to the endocardium.
8334,Cardiac teratoma,HP,HP:0011674,http://purl.obolibrary.org/obo/HP_0011674,"A teratoma within the heart. Most commonly, these tumors are detected in the pericardial cavity attached to the pulmonary artery and aorta. The tumor size within the heart varies from 2 to 9 cm in diameter, and intrapericardial tumors as large as 15 cm have been reported. Intracardiac tumors arise from the atrial or ventricular wall as nodular masses protruding into the cardiac chambers. Cardiac and pericardial teratomas are easily detected in the fetus and neonate by two-dimensional echocardiography as heterogeneous and encapsulated cystic masses. Histologically, cardiac teratomas contain multiple immature elements including epithelium, neuroglial tissue, thyroid, pancreas, smooth and skeletal muscle, cartilage and bone."
8335,Arrhythmia,HP,HP:0011675,http://purl.obolibrary.org/obo/HP_0011675,Any cardiac rhythm other than the normal sinus rhythm. Such a rhythm may be either of sinus or ectopic origin and either regular or irregular. An arrhythmia may be due to a disturbance in impulse formation or conduction or both.
8336,Tetralogy of Fallot with absent subarterial conus,HP,HP:0011676,http://purl.obolibrary.org/obo/HP_0011676,
8337,Tetralogy of Fallot with atrioventricular canal defect,HP,HP:0011677,http://purl.obolibrary.org/obo/HP_0011677,
8338,Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries,HP,HP:0011678,http://purl.obolibrary.org/obo/HP_0011678,A type of tetralogy of Fallot with pulmonary atresia in which all pulmonary blood flow is derived from major aortopulmonary collateral arteries (MAPCA).
8339,Tetralogy of Fallot with pulmonary stenosis,HP,HP:0011679,http://purl.obolibrary.org/obo/HP_0011679,"The commonest form of tetralogy of Fallot characterized by pulmonary stenosis, overriding aorta, ventricular septum defect, and right ventricular hypertrophy, without pulmonary atresia, absent pulmonary valve, atrioventricular canal defect or absent subarterial conus."
8340,Single ventricle of indeterminate morphology,HP,HP:0011680,http://purl.obolibrary.org/obo/HP_0011680,
8341,Subarterial ventricular septal defect,HP,HP:0011681,http://purl.obolibrary.org/obo/HP_0011681,A ventricular septal defect that lies beneath the semilunar valve(s) in the conal or outlet septum.
8342,Perimembranous ventricular septal defect,HP,HP:0011682,http://purl.obolibrary.org/obo/HP_0011682,"A ventricular septal defect that is confluent with and involves the membranous septum and is bordered by an atrioventricular valve, not including the type 3 VSDs."
8343,Restrictive ventricular septal defect,HP,HP:0011683,http://purl.obolibrary.org/obo/HP_0011683,Any ventricular septal defect (VSD) that is small enough to restrict flow across it such that a pressure gradient exists between the two sides of the VSD.
8344,Non-restrictive ventricular septal defect,HP,HP:0011684,http://purl.obolibrary.org/obo/HP_0011684,Any ventricular septal defect (VSD) that does not restrict flow across it sufficiently to generate a pressure gradient between the two sides of the VSD.
8345,Infra-aortic superior vena cava,HP,HP:0011685,http://purl.obolibrary.org/obo/HP_0011685,The superior vena cava passes below the aortic arch.
8346,Abnormal coronary artery course,HP,HP:0011686,http://purl.obolibrary.org/obo/HP_0011686,An abnormal path of a coronary artery.
8347,AV nodal tachycardia,HP,HP:0011687,http://purl.obolibrary.org/obo/HP_0011687,A type of supraventricular tachycardia that originates in the atrioventricular node.
8348,Supraventricular tachycardia with an accessory connection mediated pathway,HP,HP:0011688,http://purl.obolibrary.org/obo/HP_0011688,"Supraventricular tachycardia in which an accessory pathway connecting the atria and ventricles, apart from the AV node, participates as a necessary part of a reentrant mechanism."
8349,Supraventricular tachycardia with a concealed accessory connection,HP,HP:0011689,http://purl.obolibrary.org/obo/HP_0011689,Supraventricular tachycardia with an accessory connection mediated pathway that is called concealed because it is not seen on the ECG during sinus rhythm.
8350,Permanent junctional reciprocating tachycardia,HP,HP:0011690,http://purl.obolibrary.org/obo/HP_0011690,An incessant orthodromic tachycardia with anterograde conduction over the atrioventricular node and by retrograde conduction via an accessory pathway usually located in the posteroseptal region with slow and decremental conduction.
8351,Supraventricular tachycardia with a concealed accessory pathway on the left free wall,HP,HP:0011691,http://purl.obolibrary.org/obo/HP_0011691,
8352,Supraventricular tachycardia with a concealed accessory pathway on the right free wall,HP,HP:0011692,http://purl.obolibrary.org/obo/HP_0011692,
8353,Supraventricular tachycardia with a concealed accessory pathway on the septum,HP,HP:0011693,http://purl.obolibrary.org/obo/HP_0011693,
8354,Supraventricular tachycardia with a manifest accessory pathway,HP,HP:0011694,http://purl.obolibrary.org/obo/HP_0011694,
8355,Cerebellar hemorrhage,HP,HP:0011695,http://purl.obolibrary.org/obo/HP_0011695,Hemorrhage into the parenchyma of the cerebellum.
8356,Supraventricular tachycardia with a manifest accessory pathway on the left free wall,HP,HP:0011696,http://purl.obolibrary.org/obo/HP_0011696,
8357,Supraventricular tachycardia with a manifest accessory pathway on the right free wall,HP,HP:0011697,http://purl.obolibrary.org/obo/HP_0011697,
8358,Supraventricular tachycardia with a manifest accessory pathway on the septum,HP,HP:0011698,http://purl.obolibrary.org/obo/HP_0011698,
8359,Atrial reentry tachycardia,HP,HP:0011699,http://purl.obolibrary.org/obo/HP_0011699,
8360,Automatic atrial tachycardia,HP,HP:0011700,http://purl.obolibrary.org/obo/HP_0011700,Chronic supraventricular tachycardia predominantly seen in childhood.
8361,Multifocal atrial tachycardia,HP,HP:0011701,http://purl.obolibrary.org/obo/HP_0011701,Multifocal atrial tachycardia is a rare supraventricular arrhythmia in neonates and young infants that is characterized by multiple P waves with varying P wave morphology and is usually asymptomatic.
8362,Abnormal electrophysiology of sinoatrial node origin,HP,HP:0011702,http://purl.obolibrary.org/obo/HP_0011702,An abnormality of the sinoatrial (SA) node in the right atrium. THe SA node acts as the pacemaker of the heart.
8363,Sinus tachycardia,HP,HP:0011703,http://purl.obolibrary.org/obo/HP_0011703,Heart rate of greater than 100 beats per minute.
8364,Sick sinus syndrome,HP,HP:0011704,http://purl.obolibrary.org/obo/HP_0011704,"An abnormality involving the generation of the action potential by the sinus node and is characterized by an atrial rate inappropriate for physiological requirements. Manifestations include severe sinus bradycardia, sinus pauses or arrest, sinus node exit block, chronic atrial tachyarrhythmias, alternating periods of atrial bradyarrhythmias and tachyarrhythmias, and inappropriate responses of heart rate during exercise or stress."
8365,First degree atrioventricular block,HP,HP:0011705,http://purl.obolibrary.org/obo/HP_0011705,"Delay of conduction through the atrioventricular node, which is manifested as prolongation of the PR interval in the electrocardiogram (EKG). All atrial impulses reach the ventricles."
8366,Second degree atrioventricular block,HP,HP:0011706,http://purl.obolibrary.org/obo/HP_0011706,"An intermittent atrioventricular block with failure of some atrial impulses to conduct to the ventricles, i.e., some but not all atrial impulses are conducted through the atrioventricular node and trigger ventricular contraction."
