order,collection,research center,primary tumor site,metastasis,year of diagnosis,sex,n
1333,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2016-2020,Male,18
1334,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2016-2020,Female,19
1335,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2011-2015,Male,11
1336,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2011-2015,Female,5
1337,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2006-2010,Male,11
1338,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2006-2010,Female,8
1339,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2001-2005,Male,18
1340,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,2001-2005,Female,16
1341,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,1991-2000,Male,5
1342,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,1991-2000,Female,7
1343,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,<1991,Male,2
1344,FORCE-NEN collections,UMCU,Unknown primary site,Unknown,<1991,Female,14
1345,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2021-2025,Male,13
1346,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2021-2025,Female,1
1347,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2016-2020,Male,16
1348,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2016-2020,Female,1
1349,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2011-2015,Male,5
1350,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2011-2015,Female,15
1351,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2006-2010,Male,14
1352,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2006-2010,Female,15
1353,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2001-2005,Male,0
1354,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,2001-2005,Female,12
1355,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,1991-2000,Male,13
1356,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,1991-2000,Female,3
1357,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,<1991,Male,7
1358,FORCE-NEN collections,MUMC,ESOPHAGUS,Yes,<1991,Female,15
1359,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2021-2025,Male,15
1360,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2021-2025,Female,14
1361,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2016-2020,Male,4
1362,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2016-2020,Female,18
1363,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2011-2015,Male,20
1364,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2011-2015,Female,7
1365,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2006-2010,Male,18
1366,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2006-2010,Female,6
1367,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2001-2005,Male,12
1368,FORCE-NEN collections,MUMC,ESOPHAGUS,No,2001-2005,Female,14
1369,FORCE-NEN collections,MUMC,ESOPHAGUS,No,1991-2000,Male,11
1370,FORCE-NEN collections,MUMC,ESOPHAGUS,No,1991-2000,Female,9
1371,FORCE-NEN collections,MUMC,ESOPHAGUS,No,<1991,Male,0
1372,FORCE-NEN collections,MUMC,ESOPHAGUS,No,<1991,Female,19
1373,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2021-2025,Male,10
1374,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2021-2025,Female,4
1375,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2016-2020,Male,6
1376,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2016-2020,Female,14
1377,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2011-2015,Male,10
1378,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2011-2015,Female,19
1379,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2006-2010,Male,16
1380,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2006-2010,Female,13
1381,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2001-2005,Male,19
1382,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,2001-2005,Female,14
1383,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,1991-2000,Male,15
1384,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,1991-2000,Female,14
1385,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,<1991,Male,17
1386,FORCE-NEN collections,MUMC,ESOPHAGUS,Unknown,<1991,Female,0
1387,FORCE-NEN collections,MUMC,COLON,Yes,2021-2025,Male,1
1388,FORCE-NEN collections,MUMC,COLON,Yes,2021-2025,Female,7
1389,FORCE-NEN collections,MUMC,COLON,Yes,2016-2020,Male,18
1390,FORCE-NEN collections,MUMC,COLON,Yes,2016-2020,Female,3
1391,FORCE-NEN collections,MUMC,COLON,Yes,2011-2015,Male,16
1392,FORCE-NEN collections,MUMC,COLON,Yes,2011-2015,Female,9
1393,FORCE-NEN collections,MUMC,COLON,Yes,2006-2010,Male,7
1394,FORCE-NEN collections,MUMC,COLON,Yes,2006-2010,Female,5
1395,FORCE-NEN collections,MUMC,COLON,Yes,2001-2005,Male,10
1396,FORCE-NEN collections,MUMC,COLON,Yes,2001-2005,Female,5
1397,FORCE-NEN collections,MUMC,COLON,Yes,1991-2000,Male,4
1398,FORCE-NEN collections,MUMC,COLON,Yes,1991-2000,Female,0
1399,FORCE-NEN collections,MUMC,COLON,Yes,<1991,Male,15
1400,FORCE-NEN collections,MUMC,COLON,Yes,<1991,Female,17
1401,FORCE-NEN collections,MUMC,COLON,No,2021-2025,Male,9
1402,FORCE-NEN collections,MUMC,COLON,No,2021-2025,Female,10
1403,FORCE-NEN collections,MUMC,COLON,No,2016-2020,Male,1
1404,FORCE-NEN collections,MUMC,COLON,No,2016-2020,Female,8
1405,FORCE-NEN collections,MUMC,COLON,No,2011-2015,Male,19
1406,FORCE-NEN collections,MUMC,COLON,No,2011-2015,Female,0
1407,FORCE-NEN collections,MUMC,COLON,No,2006-2010,Male,9
1408,FORCE-NEN collections,MUMC,COLON,No,2006-2010,Female,4
1409,FORCE-NEN collections,MUMC,COLON,No,2001-2005,Male,4
1410,FORCE-NEN collections,MUMC,COLON,No,2001-2005,Female,4
1411,FORCE-NEN collections,MUMC,COLON,No,1991-2000,Male,1
1412,FORCE-NEN collections,MUMC,COLON,No,1991-2000,Female,1
1413,FORCE-NEN collections,MUMC,COLON,No,<1991,Male,4
1414,FORCE-NEN collections,MUMC,COLON,No,<1991,Female,2
1415,FORCE-NEN collections,MUMC,COLON,Unknown,2021-2025,Male,4
1416,FORCE-NEN collections,MUMC,COLON,Unknown,2021-2025,Female,15
1417,FORCE-NEN collections,MUMC,COLON,Unknown,2016-2020,Male,2
1418,FORCE-NEN collections,MUMC,COLON,Unknown,2016-2020,Female,10
1419,FORCE-NEN collections,MUMC,COLON,Unknown,2011-2015,Male,5
1420,FORCE-NEN collections,MUMC,COLON,Unknown,2011-2015,Female,17
1421,FORCE-NEN collections,MUMC,COLON,Unknown,2006-2010,Male,19
1422,FORCE-NEN collections,MUMC,COLON,Unknown,2006-2010,Female,16
1423,FORCE-NEN collections,MUMC,COLON,Unknown,2001-2005,Male,1
1424,FORCE-NEN collections,MUMC,COLON,Unknown,2001-2005,Female,19
1425,FORCE-NEN collections,MUMC,COLON,Unknown,1991-2000,Male,2
1426,FORCE-NEN collections,MUMC,COLON,Unknown,1991-2000,Female,2
1427,FORCE-NEN collections,MUMC,COLON,Unknown,<1991,Male,5
1428,FORCE-NEN collections,MUMC,COLON,Unknown,<1991,Female,16
1429,FORCE-NEN collections,MUMC,RECTUM,Yes,2021-2025,Male,14
1430,FORCE-NEN collections,MUMC,RECTUM,Yes,2021-2025,Female,16
1431,FORCE-NEN collections,MUMC,RECTUM,Yes,2016-2020,Male,16
1432,FORCE-NEN collections,MUMC,RECTUM,Yes,2016-2020,Female,13
1433,FORCE-NEN collections,MUMC,RECTUM,Yes,2011-2015,Male,9
1434,FORCE-NEN collections,MUMC,RECTUM,Yes,2011-2015,Female,2
1435,FORCE-NEN collections,MUMC,RECTUM,Yes,2006-2010,Male,5
1436,FORCE-NEN collections,MUMC,RECTUM,Yes,2006-2010,Female,3
1437,FORCE-NEN collections,MUMC,RECTUM,Yes,2001-2005,Male,2
1438,FORCE-NEN collections,MUMC,RECTUM,Yes,2001-2005,Female,1
1439,FORCE-NEN collections,MUMC,RECTUM,Yes,1991-2000,Male,7
1440,FORCE-NEN collections,MUMC,RECTUM,Yes,1991-2000,Female,10
1441,FORCE-NEN collections,MUMC,RECTUM,Yes,<1991,Male,14
1442,FORCE-NEN collections,MUMC,RECTUM,Yes,<1991,Female,8
1443,FORCE-NEN collections,MUMC,RECTUM,No,2021-2025,Male,12
1444,FORCE-NEN collections,MUMC,RECTUM,No,2021-2025,Female,10
1445,FORCE-NEN collections,MUMC,RECTUM,No,2016-2020,Male,12
1446,FORCE-NEN collections,MUMC,RECTUM,No,2016-2020,Female,18
1447,FORCE-NEN collections,MUMC,RECTUM,No,2011-2015,Male,1
1448,FORCE-NEN collections,MUMC,RECTUM,No,2011-2015,Female,10
1449,FORCE-NEN collections,MUMC,RECTUM,No,2006-2010,Male,7
1450,FORCE-NEN collections,MUMC,RECTUM,No,2006-2010,Female,16
1451,FORCE-NEN collections,MUMC,RECTUM,No,2001-2005,Male,8
1452,FORCE-NEN collections,MUMC,RECTUM,No,2001-2005,Female,7
1453,FORCE-NEN collections,MUMC,RECTUM,No,1991-2000,Male,7
1454,FORCE-NEN collections,MUMC,RECTUM,No,1991-2000,Female,0
1455,FORCE-NEN collections,MUMC,RECTUM,No,<1991,Male,6
1456,FORCE-NEN collections,MUMC,RECTUM,No,<1991,Female,15
1457,FORCE-NEN collections,MUMC,RECTUM,Unknown,2021-2025,Male,4
1458,FORCE-NEN collections,MUMC,RECTUM,Unknown,2021-2025,Female,9
1459,FORCE-NEN collections,MUMC,RECTUM,Unknown,2016-2020,Male,14
1460,FORCE-NEN collections,MUMC,RECTUM,Unknown,2016-2020,Female,17
1461,FORCE-NEN collections,MUMC,RECTUM,Unknown,2011-2015,Male,9
1462,FORCE-NEN collections,MUMC,RECTUM,Unknown,2011-2015,Female,10
1463,FORCE-NEN collections,MUMC,RECTUM,Unknown,2006-2010,Male,16
1464,FORCE-NEN collections,MUMC,RECTUM,Unknown,2006-2010,Female,6
1465,FORCE-NEN collections,MUMC,RECTUM,Unknown,2001-2005,Male,10
1466,FORCE-NEN collections,MUMC,RECTUM,Unknown,2001-2005,Female,3
1467,FORCE-NEN collections,MUMC,RECTUM,Unknown,1991-2000,Male,0
1468,FORCE-NEN collections,MUMC,RECTUM,Unknown,1991-2000,Female,0
1469,FORCE-NEN collections,MUMC,RECTUM,Unknown,<1991,Male,5
1470,FORCE-NEN collections,MUMC,RECTUM,Unknown,<1991,Female,17
1471,FORCE-NEN collections,MUMC,Appendix,Yes,2021-2025,Male,14
1472,FORCE-NEN collections,MUMC,Appendix,Yes,2021-2025,Female,20
1473,FORCE-NEN collections,MUMC,Appendix,Yes,2016-2020,Male,2
1474,FORCE-NEN collections,MUMC,Appendix,Yes,2016-2020,Female,6
1475,FORCE-NEN collections,MUMC,Appendix,Yes,2011-2015,Male,13
1476,FORCE-NEN collections,MUMC,Appendix,Yes,2011-2015,Female,6
1477,FORCE-NEN collections,MUMC,Appendix,Yes,2006-2010,Male,2
1478,FORCE-NEN collections,MUMC,Appendix,Yes,2006-2010,Female,20
1479,FORCE-NEN collections,MUMC,Appendix,Yes,2001-2005,Male,9
1480,FORCE-NEN collections,MUMC,Appendix,Yes,2001-2005,Female,1
1481,FORCE-NEN collections,MUMC,Appendix,Yes,1991-2000,Male,12
1482,FORCE-NEN collections,MUMC,Appendix,Yes,1991-2000,Female,12
1483,FORCE-NEN collections,MUMC,Appendix,Yes,<1991,Male,10
1484,FORCE-NEN collections,MUMC,Appendix,Yes,<1991,Female,1
1485,FORCE-NEN collections,MUMC,Appendix,No,2021-2025,Male,15
1486,FORCE-NEN collections,MUMC,Appendix,No,2021-2025,Female,20
1487,FORCE-NEN collections,MUMC,Appendix,No,2016-2020,Male,1
1488,FORCE-NEN collections,MUMC,Appendix,No,2016-2020,Female,11
1489,FORCE-NEN collections,MUMC,Appendix,No,2011-2015,Male,9
1490,FORCE-NEN collections,MUMC,Appendix,No,2011-2015,Female,14
1491,FORCE-NEN collections,MUMC,Appendix,No,2006-2010,Male,10
1492,FORCE-NEN collections,MUMC,Appendix,No,2006-2010,Female,7
1493,FORCE-NEN collections,MUMC,Appendix,No,2001-2005,Male,19
1494,FORCE-NEN collections,MUMC,Appendix,No,2001-2005,Female,8
1495,FORCE-NEN collections,MUMC,Appendix,No,1991-2000,Male,6
1496,FORCE-NEN collections,MUMC,Appendix,No,1991-2000,Female,8
1497,FORCE-NEN collections,MUMC,Appendix,No,<1991,Male,4
1498,FORCE-NEN collections,MUMC,Appendix,No,<1991,Female,8
1499,FORCE-NEN collections,MUMC,Appendix,Unknown,2021-2025,Male,0
1500,FORCE-NEN collections,MUMC,Appendix,Unknown,2021-2025,Female,4
1501,FORCE-NEN collections,MUMC,Appendix,Unknown,2016-2020,Male,7
1502,FORCE-NEN collections,MUMC,Appendix,Unknown,2016-2020,Female,4
1503,FORCE-NEN collections,MUMC,Appendix,Unknown,2011-2015,Male,18
1504,FORCE-NEN collections,MUMC,Appendix,Unknown,2011-2015,Female,14
1505,FORCE-NEN collections,MUMC,Appendix,Unknown,2006-2010,Male,5
1506,FORCE-NEN collections,MUMC,Appendix,Unknown,2006-2010,Female,2
1507,FORCE-NEN collections,MUMC,Appendix,Unknown,2001-2005,Male,5
1508,FORCE-NEN collections,MUMC,Appendix,Unknown,2001-2005,Female,15
1509,FORCE-NEN collections,MUMC,Appendix,Unknown,1991-2000,Male,0
1510,FORCE-NEN collections,MUMC,Appendix,Unknown,1991-2000,Female,4
1511,FORCE-NEN collections,MUMC,Appendix,Unknown,<1991,Male,11
1512,FORCE-NEN collections,MUMC,Appendix,Unknown,<1991,Female,8
1513,FORCE-NEN collections,MUMC,STOMACH,Yes,2021-2025,Male,15
1514,FORCE-NEN collections,MUMC,STOMACH,Yes,2021-2025,Female,19
1515,FORCE-NEN collections,MUMC,STOMACH,Yes,2016-2020,Male,18
1516,FORCE-NEN collections,MUMC,STOMACH,Yes,2016-2020,Female,18
1517,FORCE-NEN collections,MUMC,STOMACH,Yes,2011-2015,Male,17
1518,FORCE-NEN collections,MUMC,STOMACH,Yes,2011-2015,Female,18
1519,FORCE-NEN collections,MUMC,STOMACH,Yes,2006-2010,Male,13
1520,FORCE-NEN collections,MUMC,STOMACH,Yes,2006-2010,Female,17
1521,FORCE-NEN collections,MUMC,STOMACH,Yes,2001-2005,Male,18
1522,FORCE-NEN collections,MUMC,STOMACH,Yes,2001-2005,Female,10
1523,FORCE-NEN collections,MUMC,STOMACH,Yes,1991-2000,Male,11
1524,FORCE-NEN collections,MUMC,STOMACH,Yes,1991-2000,Female,14
1525,FORCE-NEN collections,MUMC,STOMACH,Yes,<1991,Male,5
1526,FORCE-NEN collections,MUMC,STOMACH,Yes,<1991,Female,4
1527,FORCE-NEN collections,MUMC,STOMACH,No,2021-2025,Male,4
1528,FORCE-NEN collections,MUMC,STOMACH,No,2021-2025,Female,8
1529,FORCE-NEN collections,MUMC,STOMACH,No,2016-2020,Male,10
1530,FORCE-NEN collections,MUMC,STOMACH,No,2016-2020,Female,19
1531,FORCE-NEN collections,MUMC,STOMACH,No,2011-2015,Male,19
1532,FORCE-NEN collections,MUMC,STOMACH,No,2011-2015,Female,4
1533,FORCE-NEN collections,MUMC,STOMACH,No,2006-2010,Male,15
1534,FORCE-NEN collections,MUMC,STOMACH,No,2006-2010,Female,20
1535,FORCE-NEN collections,MUMC,STOMACH,No,2001-2005,Male,11
1536,FORCE-NEN collections,MUMC,STOMACH,No,2001-2005,Female,0
1537,FORCE-NEN collections,MUMC,STOMACH,No,1991-2000,Male,15
1538,FORCE-NEN collections,MUMC,STOMACH,No,1991-2000,Female,9
1539,FORCE-NEN collections,MUMC,STOMACH,No,<1991,Male,3
1540,FORCE-NEN collections,MUMC,STOMACH,No,<1991,Female,1
1541,FORCE-NEN collections,MUMC,STOMACH,Unknown,2021-2025,Male,20
1542,FORCE-NEN collections,MUMC,STOMACH,Unknown,2021-2025,Female,7
1543,FORCE-NEN collections,MUMC,STOMACH,Unknown,2016-2020,Male,1
1544,FORCE-NEN collections,MUMC,STOMACH,Unknown,2016-2020,Female,0
1545,FORCE-NEN collections,MUMC,STOMACH,Unknown,2011-2015,Male,6
1546,FORCE-NEN collections,MUMC,STOMACH,Unknown,2011-2015,Female,4
1547,FORCE-NEN collections,MUMC,STOMACH,Unknown,2006-2010,Male,15
1548,FORCE-NEN collections,MUMC,STOMACH,Unknown,2006-2010,Female,13
1549,FORCE-NEN collections,MUMC,STOMACH,Unknown,2001-2005,Male,7
1550,FORCE-NEN collections,MUMC,STOMACH,Unknown,2001-2005,Female,19
1551,FORCE-NEN collections,MUMC,STOMACH,Unknown,1991-2000,Male,2
1552,FORCE-NEN collections,MUMC,STOMACH,Unknown,1991-2000,Female,7
1553,FORCE-NEN collections,MUMC,STOMACH,Unknown,<1991,Male,10
1554,FORCE-NEN collections,MUMC,STOMACH,Unknown,<1991,Female,0
1555,FORCE-NEN collections,MUMC,PANCREAS,Yes,2021-2025,Male,13
1556,FORCE-NEN collections,MUMC,PANCREAS,Yes,2021-2025,Female,16
1557,FORCE-NEN collections,MUMC,PANCREAS,Yes,2016-2020,Male,2
1558,FORCE-NEN collections,MUMC,PANCREAS,Yes,2016-2020,Female,1
1559,FORCE-NEN collections,MUMC,PANCREAS,Yes,2011-2015,Male,19
1560,FORCE-NEN collections,MUMC,PANCREAS,Yes,2011-2015,Female,12
1561,FORCE-NEN collections,MUMC,PANCREAS,Yes,2006-2010,Male,7
1562,FORCE-NEN collections,MUMC,PANCREAS,Yes,2006-2010,Female,2
1563,FORCE-NEN collections,MUMC,PANCREAS,Yes,2001-2005,Male,17
1564,FORCE-NEN collections,MUMC,PANCREAS,Yes,2001-2005,Female,20
1565,FORCE-NEN collections,MUMC,PANCREAS,Yes,1991-2000,Male,16
1566,FORCE-NEN collections,MUMC,PANCREAS,Yes,1991-2000,Female,4
1567,FORCE-NEN collections,MUMC,PANCREAS,Yes,<1991,Male,10
1568,FORCE-NEN collections,MUMC,PANCREAS,Yes,<1991,Female,13
1569,FORCE-NEN collections,MUMC,PANCREAS,No,2021-2025,Male,0
1570,FORCE-NEN collections,MUMC,PANCREAS,No,2021-2025,Female,8
1571,FORCE-NEN collections,MUMC,PANCREAS,No,2016-2020,Male,20
1572,FORCE-NEN collections,MUMC,PANCREAS,No,2016-2020,Female,14
1573,FORCE-NEN collections,MUMC,PANCREAS,No,2011-2015,Male,17
1574,FORCE-NEN collections,MUMC,PANCREAS,No,2011-2015,Female,18
1575,FORCE-NEN collections,MUMC,PANCREAS,No,2006-2010,Male,14
1576,FORCE-NEN collections,MUMC,PANCREAS,No,2006-2010,Female,10
1577,FORCE-NEN collections,MUMC,PANCREAS,No,2001-2005,Male,15
1578,FORCE-NEN collections,MUMC,PANCREAS,No,2001-2005,Female,17
1579,FORCE-NEN collections,MUMC,PANCREAS,No,1991-2000,Male,13
1580,FORCE-NEN collections,MUMC,PANCREAS,No,1991-2000,Female,3
1581,FORCE-NEN collections,MUMC,PANCREAS,No,<1991,Male,20
1582,FORCE-NEN collections,MUMC,PANCREAS,No,<1991,Female,18
1583,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2021-2025,Male,1
1584,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2021-2025,Female,7
1585,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2016-2020,Male,10
1586,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2016-2020,Female,11
1587,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2011-2015,Male,9
1588,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2011-2015,Female,14
1589,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2006-2010,Male,16
1590,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2006-2010,Female,1
1591,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2001-2005,Male,8
1592,FORCE-NEN collections,MUMC,PANCREAS,Unknown,2001-2005,Female,16
1593,FORCE-NEN collections,MUMC,PANCREAS,Unknown,1991-2000,Male,10
1594,FORCE-NEN collections,MUMC,PANCREAS,Unknown,1991-2000,Female,12
1595,FORCE-NEN collections,MUMC,PANCREAS,Unknown,<1991,Male,0
1596,FORCE-NEN collections,MUMC,PANCREAS,Unknown,<1991,Female,14
1597,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2021-2025,Male,8
1598,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2021-2025,Female,5
1599,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2016-2020,Male,3
1600,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2016-2020,Female,7
1601,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2011-2015,Male,16
1602,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2011-2015,Female,17
1603,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2006-2010,Male,8
1604,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2006-2010,Female,14
1605,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2001-2005,Male,5
1606,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,2001-2005,Female,6
1607,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,1991-2000,Male,6
1608,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,1991-2000,Female,14
1609,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,<1991,Male,1
1610,FORCE-NEN collections,MUMC,SMALL INTESTINE,Yes,<1991,Female,7
1611,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2021-2025,Male,15
1612,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2021-2025,Female,11
1613,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2016-2020,Male,15
1614,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2016-2020,Female,14
1615,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2011-2015,Male,17
1616,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2011-2015,Female,11
1617,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2006-2010,Male,9
1618,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2006-2010,Female,7
1619,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2001-2005,Male,6
1620,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,2001-2005,Female,10
1621,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,1991-2000,Male,16
1622,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,1991-2000,Female,20
1623,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,<1991,Male,5
1624,FORCE-NEN collections,MUMC,SMALL INTESTINE,No,<1991,Female,4
1625,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2021-2025,Male,20
1626,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2021-2025,Female,8
1627,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2016-2020,Male,2
1628,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2016-2020,Female,8
1629,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2011-2015,Male,11
1630,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2011-2015,Female,17
1631,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2006-2010,Male,11
1632,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2006-2010,Female,18
1633,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2001-2005,Male,8
1634,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,2001-2005,Female,17
1635,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,1991-2000,Male,16
1636,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,1991-2000,Female,17
1637,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,<1991,Male,17
1638,FORCE-NEN collections,MUMC,SMALL INTESTINE,Unknown,<1991,Female,15
1639,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2021-2025,Male,17
1640,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2021-2025,Female,11
1641,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2016-2020,Male,12
1642,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2016-2020,Female,10
1643,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2011-2015,Male,18
1644,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2011-2015,Female,2
1645,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2006-2010,Male,4
1646,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2006-2010,Female,13
1647,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2001-2005,Male,5
1648,FORCE-NEN collections,MUMC,Unknown primary site,Yes,2001-2005,Female,16
1649,FORCE-NEN collections,MUMC,Unknown primary site,Yes,1991-2000,Male,20
1650,FORCE-NEN collections,MUMC,Unknown primary site,Yes,1991-2000,Female,0
1651,FORCE-NEN collections,MUMC,Unknown primary site,Yes,<1991,Male,20
1652,FORCE-NEN collections,MUMC,Unknown primary site,Yes,<1991,Female,15
1653,FORCE-NEN collections,MUMC,Unknown primary site,No,2021-2025,Male,4
1654,FORCE-NEN collections,MUMC,Unknown primary site,No,2021-2025,Female,12
1655,FORCE-NEN collections,MUMC,Unknown primary site,No,2016-2020,Male,11
1656,FORCE-NEN collections,MUMC,Unknown primary site,No,2016-2020,Female,0
1657,FORCE-NEN collections,MUMC,Unknown primary site,No,2011-2015,Male,20
1658,FORCE-NEN collections,MUMC,Unknown primary site,No,2011-2015,Female,20
1659,FORCE-NEN collections,MUMC,Unknown primary site,No,2006-2010,Male,15
1660,FORCE-NEN collections,MUMC,Unknown primary site,No,2006-2010,Female,2
1661,FORCE-NEN collections,MUMC,Unknown primary site,No,2001-2005,Male,10
1662,FORCE-NEN collections,MUMC,Unknown primary site,No,2001-2005,Female,17
1663,FORCE-NEN collections,MUMC,Unknown primary site,No,1991-2000,Male,4
1664,FORCE-NEN collections,MUMC,Unknown primary site,No,1991-2000,Female,12
1665,FORCE-NEN collections,MUMC,Unknown primary site,No,<1991,Male,4
1666,FORCE-NEN collections,MUMC,Unknown primary site,No,<1991,Female,2
1667,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2021-2025,Male,13
1668,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2021-2025,Female,15
1669,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2016-2020,Male,19
1670,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2016-2020,Female,6
1671,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2011-2015,Male,6
1672,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2011-2015,Female,1
1673,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2006-2010,Male,0
1674,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2006-2010,Female,13
1675,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2001-2005,Male,3
1676,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,2001-2005,Female,1
