id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,biobank,biobank_label,network,combined_network,also_known,type,data_categories,order_of_magnitude,size,categories,timestamp,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,combined_quality
bbmri-eric:ID:UK_GBR-1-148:collection:369-1034,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,paediatric_only,,,2,MALE,urn:miriam:icd:E10.9,6,12,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1035,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,paediatric_included,,,2,MALE,urn:miriam:icd:E10.9,12,18,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1036,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,,,,2,MALE,urn:miriam:icd:E10.9,18,40,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1037,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,,,,2,MALE,urn:miriam:icd:E10.9,18,40,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1066,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,,,,0,MALE,urn:miriam:icd:E11.9,40,,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1038,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,paediatric_only,,,0,FEMALE,urn:miriam:icd:E10.9,1,24,MONTH,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1039,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,paediatric_only,,,1,FEMALE,urn:miriam:icd:E10.9,2,6,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1040,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,paediatric_only,,,2,FEMALE,urn:miriam:icd:E10.9,6,12,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1041,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,paediatric_included,,,2,FEMALE,urn:miriam:icd:E10.9,12,18,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-19:collection:176-539,Bladder,,Frozen FFPE tissue,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-19,UK,true,,bbmri-eric:ID:UK_GBR-1-19,Tayside Biorepository,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,OTHER",1,,cancer,,,1,NAV,urn:miriam:icd:C67.9,,,,"TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,WHOLE_BLOOD","temperature-60to-85,temperatureOther",,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1042,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,,,,2,FEMALE,urn:miriam:icd:E10.9,18,40,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:369-1043,UNITED - Using Pharmacogenetics to Improve Treatment in Early-onset Diabetes,,"The UNITED study was a population-based study looking at individuals aged below 50 years, diagnosed with diabetes before the age of 30 years. Typically, such individuals will be diagnosed with Type 1 (T1DM) but a number of these individuals will in fact have a form of monogenic diabetes. Often, these subsets of diabetes respond better to treatments other than insulin, or no treatment at all.  UNITED participants underwent a 3 step algorithm with progression to the next step being determined by their results.  All participants had an initial UCPCR test, unless their diabetes treatment was diet only (and therefore producing insulin), to measure endogenous insulin.  Participants that were UCPCR positive and producing insulin were tested for pancreatic autoantibodies to determine the likelihood of having type 1 diabetes. The final stage of the UNITED pathway was for those with negative autoantibodies and endogenous insulin production to undergo a genetic test for monogenic diabetes. If found to have monogenic diabetes, their diabetes treatment was reviewed and changed as appropriate.    The majority of participants had T1DM: of 1875, 131 were found to have T2DM and 60 were found to have some form of MODY.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,,,,2,FEMALE,urn:miriam:icd:E10.9,40,,YEAR,"DNA,SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1063,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,paediatric_only,,,0,MALE,urn:miriam:icd:E11.9,6,12,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1064,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,paediatric_included,,,0,MALE,urn:miriam:icd:E11.9,12,18,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1065,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,,,,0,MALE,urn:miriam:icd:E11.9,18,40,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1067,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,paediatric_only,,,0,FEMALE,urn:miriam:icd:E11.9,6,12,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1068,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,paediatric_included,,,0,FEMALE,urn:miriam:icd:E11.9,12,18,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1069,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,,,,0,FEMALE,urn:miriam:icd:E11.9,18,40,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-148:collection:374-1070,HARC (Exploring the genetics of renal development disease (HNF1B)),,"The HARC study looked to compare patients with renal developmental disease due to mutations in the HNF1B gene and those with 17q12 deletions. HNF1B genetic abnormalities are the most common monogenic cause of renal developmental problems, but are also known to cause monogenic diabetes / MODY5. Participants provided urine and serum samples to the biobank, and a minority also undertook MRI scans to look for pancreatic developmental abnormalities.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-148,UK,true,,bbmri-eric:ID:UK_GBR-1-148,NIHR Exeter Clinical Research Facility,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",0,,,,,0,FEMALE,urn:miriam:icd:E11.9,40,,YEAR,"SERUM,URINE",temperature-60to-85,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-149:collection:1,Obesity Research Biobank Syndicate (ORBiS),,"Bariatric surgery produces substantial, long-term weight loss with reduced morbidity and mortality. Genetics can strongly influence this response, as well as the initial propensity to obesity. Several genes have been implicated but more in-depth mechanistic studies are needed to understand how genes affect energy regulation and mediate the beneficial effects of bariatric surgery.    The Obesity Research Biobank Syndicate (ORBiS) aims to fulfil this need. It provides a comprehensive collection of high-quality biological samples and patient data to facilitate mechanistic research and help translate it to improved treatments for patients.     Patients undergoing bariatric surgery are recruited from multiple centres in the UK. With informed consent, blood or saliva samples are collected pre-operatively and tissue collected during surgery. Samples include: adipose tissue (subcutaneous and visceral), muscle, liver, stomach and small intestine. Relevant clinical and demographic data are linked and stored pseudoanonymised in a secure database. Tissue collections are transported to and processed in the ORBiS laboratory at University College London, and stored at UCL-Royal Free Hospital Biobank for future use.    Research programmes will be supported within and beyond the contributing sites. External researchers will be required to obtain individual REC approval prior to submitting an application.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-149,UK,true,,bbmri-eric:ID:UK_GBR-1-149,Obesity Research Biobank Syndicate (ORBiS),,,,DISEASE_SPECIFIC,BIOLOGICAL_SAMPLES,1,,,,,1,"FEMALE,MALE",urn:miriam:icd:E66.9,18,,YEAR,,,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-14:collection:1,Wales Cancer Bank,,"The Wales Cancer Bank (WCB) was set up in 2004 and consented the first patient in 2005. The project is hosted by Cardiff University and receives funding from the Welsh Government, Cancer Research Wales and Velindre Charitable funds.    A Cancer Bank is literally a collection of tissue and blood which has been collected from patients where cancer is a possible diagnosis and is being stored to facilitate future research into cancer.    Statistics suggest that four out of ten people will be diagnosed with cancer at some point during their life. Cancers are complex diseases and it is an on-going quest to understand how they develop, spread and can be treated. The development of more effective, targeted treatment for cancer depends on increased understanding of the molecular mechanisms involved in the initiation of the tumour, its progression to metastatic disease and response and resistance to treatment. Research studies rely on the availability of high quality biological material from patients with cancer and large studies are needed to correlate biology with clinical outcome.    The Welsh population is relatively stable and this makes it an ideal cohort to collect and study. Linkage with the all Wales cancer clinical database (CANISC) enables good correlation of science with clinical follow-up. This will eventually enable the results from hundreds of research projects to be integrated and linked to clinical outcome and this will be an invaluable source of data for bioinformatics specialists to examine. All the data collected is being stored on a database housed in the NHS to ensure security and confidentiality    The WCB currently consents patients in 12 hospitals around Wales with specially trained research nurses and clinical teams.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-14,UK,true,,bbmri-eric:ID:UK_GBR-1-14,Wales Cancer Bank,,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,OTHER",3,,cancer,,,3,"FEMALE,MALE","urn:miriam:icd:C06.9,urn:miriam:icd:C08.9,urn:miriam:icd:C15.9,urn:miriam:icd:C16.9,urn:miriam:icd:C17.9,urn:miriam:icd:C18.9,urn:miriam:icd:C21.1,urn:miriam:icd:C24.9,urn:miriam:icd:C25.9,urn:miriam:icd:C31.9,urn:miriam:icd:C34.9,urn:miriam:icd:C39.0,urn:miriam:icd:C44.9,urn:miriam:icd:C49.9,urn:miriam:icd:C50.9,urn:miriam:icd:C51.9,urn:miriam:icd:C52,urn:miriam:icd:C53.9,urn:miriam:icd:C54.1,urn:miriam:icd:C56,urn:miriam:icd:C60.9,urn:miriam:icd:C61,urn:miriam:icd:C62.9,urn:miriam:icd:C64,urn:miriam:icd:C67.9,urn:miriam:icd:C73,urn:miriam:icd:C74.9,urn:miriam:icd:C81.9",18,,YEAR,"DNA,PLASMA,RNA,SERUM,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,WHOLE_BLOOD","temperature-60to-85,temperatureOther",,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-200:collection:1,Cardamon Clinical Trial Samples,,Samples taken as part of the Cardamon clinical trial,,,UK,,,,bbmri-eric:contactID:UK_GBR-1-200,UK,true,,bbmri-eric:ID:UK_GBR-1-200,Cardamon Clinical Trial Samples,,,,OTHER,BIOLOGICAL_SAMPLES,5,,paediatric_included,,,5,,,0,,YEAR,,,,,,,,,true,,,,,,
bbmri-eric:ID:UK_GBR-1-150:collection:1,Leeds Breast Research Tissue Bank,,"The Leeds Breast Research Tissue Bank (LBRTB) was established in 2010 and collects malignant and normal breast tissue and associated samples from donors consented through the Leeds Teaching Hospitals Trust. The LBRTB is based in the Leeds Institute of Cancer and Pathology on the St. James's University Hospital site and is led by Professor Valerie Speirs. The LBRTB is a founder member of the Breast Cancer Now Tissue Bank (BCNTB), a ground-breaking multi-million pound initiative linking five centres around the country working together as one national resource. The BCNTB represents the UK's single largest unique collection of high quality breast tissue samples.",,,UK,,,,bbmri-eric:contactID:UK_GBR-1-150,UK,true,,bbmri-eric:ID:UK_GBR-1-150,Leeds Breast Research Tissue Bank,,,,DISEASE_SPECIFIC,BIOLOGICAL_SAMPLES,2,,cancer,,,2,"FEMALE,MALE","urn:miriam:icd:C50.9,urn:miriam:icd:D24",18,,YEAR,"PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,WHOLE_BLOOD","temperature-60to-85,temperatureOther",,,,,,,true,,,,,,
