id,pid,name,acronym,description,url,location,country,latitude,longitude,head,contact,juridical_person,network,also_known,capabilities,collaboration_commercial,collaboration_non_for_profit,national_node,withdrawn
bbmri-eric:ID:IT_1382686156197551,21.12110/1.a35a-951a-f218,Centro Risorse Biologiche IRCCS Ospedale Policlinico San Martino,CRB-HSM,"Born in 2008 (CRB-IST), the Biological Resource Centre of the IRCCS Ospedale Policlinico San Martino includes three collections of biological material:
- Genoa Tissue Bank (GTB)
- Biobanca Neurologica (BioNeuro)
- Banca cellule (ICLC) 
The collections store and distribute frozen tissues, FFPE tissues, blood derivatives, cells and cell lines, biological fluids, nucleic acids and related data.",http://www.ospedalesanmartino.it,,IT,44.4073624,8.9693021,bbmri-eric:contactID:IT_1444717315720594,bbmri-eric:contactID:IT_1444717315720594,General Director IRCCS Ospedale Policlinico San Martino,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,cell-culture,data-analytics,data-storage,nucleic-acid-extraction,pathology-archive-access,recontact,BSL2,BSL3,PCR,ProspectiveCollections,proteomics,Testing_Facility_Animal,TrialSetupClinical",true,true,IT,false
bbmri-eric:ID:IT_1382965524316631,21.12110/1.47b8-cac4-05b7,Biobanca del Laboratorio di Genetica Umana,IGG-GB,"The biobank started its activity in 1983 as a unit of the Laboratory of Human Genetics of Galliera Hospital in Genoa In January 2019 the Biobank moved to Istituto G. Gaslini and it was renamed “Biobank of the Laboratory of Human Genetics”. Since May 2020 it has been merged with the Biobank of cell lines and DNA from patients affected by genetic diseases established at Gaslini hospital in 1976. Presently, the unified biobank stores more than 20,000 biospecimens and associated data from about 300 genetic disorders. Since 2008 it has been partner of the Telethon Network of Genetic Biobanks and in 2010 it was officially authorized by the Liguria Region.",http://biobanknetwork.telethon.it/,,IT,44.3910699,8.9893807,bbmri-eric:contactID:IT_1444717336272243,bbmri-eric:contactID:IT_1444717336272243,General Director - IRCCS Istituto Giannina Gaslini,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",,"biomaterial-storage,cell-culture,data-storage,nucleic-acid-extraction",true,true,IT,false
bbmri-eric:ID:IT_1383047508168267,21.12110/1.e4b0-0298-2d6b,Banca Neuromuscolare di Tessuti e DNA,NMTB,Collection of muscular biopsies and DNA samples of rare neuromuscular diseases,,,IT,,,bbmri-eric:contactID:IT_1444717356359813,bbmri-eric:contactID:IT_1444717356359813,Campus Biomedico P. d'Abano,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",,,false,true,IT,false
bbmri-eric:ID:IT_1383130755736614,21.12110/1.2cda-3ebe-1001,da Vinci European BioBank,daVEB,"The da Vinci European BioBank (daVEB) is a ISO9001 certified multicenter biobank with a centralized IT infrastructure and a main repository located at the Polo Scientifico (Scientific Campus of the University of Florence) in Sesto Fiorentino (Florence, Italy).
Liquid samples and the associated data from healthy volunteers and donors involved in studies on metabolic diseases and different type of cancer have been collected in recent years for the metabolomic studies performed by FiorGen in collaboration with the Magnetic Resonance Center (CERM) of the University of Florence. Samples  from healthy subjects, patients affected by cardiomyopathy, melanoma and ductal carcinoma are stored in the biobank.Further, daVEB collaborates with CERM with the aim to improve its standard operating procedures (SOPs) and preanalytical treatments.",https://www.daveb.unifi.it/,,IT,43.821561,11.193907,bbmri-eric:contactID:IT_rosato,bbmri-eric:contactID:IT_1444717387153612,Alessandra Petrucci - Rector of University of Florence,bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,cell-culture,data-analytics,data-storage,nucleic-acid-extraction",true,true,IT,false
bbmri-eric:ID:IT_1383230735994332,21.12110/1.4e55-5078-f11c,Biobank of skeletal muscle peripheral nerve DNA and cell cultures,BiobankNMD-Milan,"The ”Biobank of skeletal muscle, peripheral nerve, DNA and cell cultures” is part of the Rare Neuromuscular Disease Unit. It collects and stores biological samples for both research and diagnostic purposes.. . Since 1999 it has been partly funded by the Telethon Foundation as part of the Telethon Network of Genetic Biobanks.. . In 2002 it became a partner of the project EuroBioBank, funded by the European Community, coordinated by Eurordis first (European Organization for Rare Diseases ) and currently by Telethon. It joined BBMRI in 2013.. . The Bank’s quality system is certified by BVQI.. . The Biobank contains a considerable number of biological samples from patients with different rare neuromuscular diseases.It currently stores over 6400 skeletal muscle specimens, approximately 5140 resin-embedded samples for electron microscopy observation, over 200 samples of peripheral nerve for morphological studies and 8117 of DNA samples and cell cultures.. .",http://www.centrodinoferrari.com/en/laboratori/u-o-d-diagnostica-malattie-neuromuscolari-e-rare/biobanca/,,IT,,,bbmri-eric:contactID:IT_144471740779574,bbmri-eric:contactID:IT_144471740779574,Fondazione IRCCS Ca’ Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",,,false,true,IT,false
bbmri-eric:ID:IT_1383569594559774,21.12110/1.3f7c-e85e-7586,Cell lines and DNA bank of  Genetic Movement Disorders and Mitochondrial Diseases,GMD-MDbank,The biobank deals with genetic movement disorders and mitochondrial diseases and is part of TNGB,http://biobanknetwork.telethon.it,,IT,,,bbmri-eric:contactID:IT_1444717428853336,bbmri-eric:contactID:IT_1444717428853336,Fondazione IRCCS Istituto Neurologico Carlo Besta,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",,"biomaterial-storage,cell-culture,nucleic-acid-extraction",false,false,IT,false
bbmri-eric:ID:IT_1384936945873731,21.12110/1.2655-6ea8-9d5f,Humanitas Hospital Biological Resources Center,BRC-ICH,"The Humanitas Center for Biological Resources is aimed at biomedical research promotion, new therapy development, monitoring therapy impact and collecting systematically information on the evolution of different diseases over time. The BRC is composed of several pathology biobanks: at the moment we have activated an Oncological Biobank for solid tumor sample and data collection, an Hematological Biobank and, very recently, an Autoimmunity and Inflammation diseases Biobank. Beside the institutional biobanks within the BRC are stored also sample collections performed within specific studies. Moreover, the BRC is  in charge of sample collection for clinical trials.",,,IT,45.3719995,9.1694873,bbmri-eric:contactID:IT_1444717706625135,bbmri-eric:contactID:IT_1444717706625135,Istituto Clinico Humanitas,bbmri-eric:networkID:IT_68e869d490ef443,,biomaterial-storage,true,true,IT,false
bbmri-eric:ID:IT_1383758011993577,21.12110/1.c330-6b32-00d1,Centro Risorse Biologiche – Ospedale San Raffaele,CRB-OSR,"The CRB-OSR was established with the aim of coordinating the biobanking activities and the collection of biological samples from the clinical departments. The CRB-OSR receive, process and store biological samples from patients who, after signing the informed consent, choose to donate their samples to the research. After the approval of the projects from the Institutional Ethical Committee, the CRB-OSR deliver biological samples and clinical data to OSR community of scientists. Currently the collected material include frozen and FFPE tissues, serum, plasma, cells isolated from peripheral blood, bone marrow and solid tumoral/normal tissues, liquor, cerebrospinal fluid, ascites, DNA, RNA, serum, plasma and urine.",https://www.bbmri.it/lista-biobanche/centro-risorse-biologiche-ospedale-san-raffaele/,,IT,45.5094769,9.2669792,bbmri-eric:contactID:IT_1560370906607418,bbmri-eric:contactID:IT_1560370906607418,IRCCS Ospedale San Raffaele,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,data-analytics,data-storage,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,BSL2,BSL3,covid19,ProspectiveCollections,PCR,Testing_Facility_Animal,TrialSetupClinical,VSF",false,false,IT,false
bbmri-eric:ID:IT_1383824434985378,21.12110/1.1b24-12d5-3c0d,Biobanca Istituzionale INT,BBINT,"Born in 2006, the Biological Resource Centre of IRCCS Istituto Nazionale dei Tumori includes collections of biological material (frozen tissues and, from 2012, also blood derivation) and related clinical data.",http://www.istitutotumori.mi.it,,IT,,,bbmri-eric:contactID:IT_daidone,bbmri-eric:contactID:IT_1444717530540908,Fondazione IRCCS Istituto Nazionale Tumori,bbmri-eric:networkID:IT_68e869d490ef443,,,true,true,IT,false
bbmri-eric:ID:IT_1383929642991480,21.12110/1.bf71-4663-e6c1,Neuromuscular Disease Biobank,NEUMD-Besta,"The biobank provides samples as a service to the scientific community conducting research on neuromuscular disorders. Samples are from patients affected by different forms of muscular dystrophy, including the severe congenital and Duchenne muscular dystrophies, as well as limb girdle muscular dystrophies, congenital myopathies, distal and myofibrillar myopathies, inflammatory myopathies, and metabolic myopathies. Different types of biomaterials are frequently available from a single patient. 
The Biobank is founding partner of the EuroBioBank network, the first operating network of biobanks for rare diseases in Europe, and of the Italian Telethon Network of Genetic Biobanks.",http://biobanknetwork.telethon.it,,IT,45.4776996,9.2307939,bbmri-eric:contactID:IT_1579611870686156,bbmri-eric:contactID:IT_1579611870686156,Fondazione IRCCS Istituto Neurologico C. Besta,bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,cell-culture,data-analytics,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access",false,true,IT,false
bbmri-eric:ID:IT_1384167838447460,21.12110/1.e73d-0711-3d8c,BioBanca Istituzionale,BBI,"The Institutional BioBank (BBI), is a unit of the Scientific Direction collecting human bio-materials for a Scientific Research purpose. BBI  takes part to the National Network of Oncological Biobanks “RIBBO” and “BBMRI” and stores cancer tissues, blood  and other biological fluids  in specific cryopreservation facilities.    BBI main aim is to support medical-scientific research, providing  high quality biological samples, associated with clinical data with donor approval and in respect of ethic-legal laws.    Samples can be provided only for Research Projects authorized by an Ethic Commettee  and   by the Scientific Director. BBI Regulation has been approved by the General Director with Deliberation N. 15 del 20/01/2016 and is supported by  operating procedures (SOPs) according to the international guidelines.   The manager of the biobank is Prof. Gerardo Botti, Scientific Director, helped by a biologist (Dr. Monica Cantile) and a data-manager (Mrs Ornella Sacco).",https://www.istitutotumori.na.it/RicercaScientifica/e_Biobanca.html,,IT,40.8627859,14.2203156,bbmri-eric:contactID:IT_81c257d1e6b944b,bbmri-eric:contactID:IT_1444717569464400,INT IRCCS Fondazione Pascale,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_474ed7c85cd74ce",,"biomaterial-storage,cell-culture,data-storage,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access,recontact,tma-creation",false,false,IT,false
bbmri-eric:ID:IT_1384262955037988,21.12110/1.a915-affd-38ff,Centro Risorse Biologiche INMI L. Spallanzani,INMI-Biobank,"The INMI-Biobank  is a repository of clinical samples from infectious disease patients, viral and bacterial strains and related nucleic acids. It offers a service of sample preparation and long-term storage to researchers from the Spallanzani Institute as well as other research centres, in the framework of established collaborations. INMI is research hospital devoted to the fight against infectious diseases and its Biobank was established from old pre-existing collection in 2000 and currently hosts a very large amount of biological materials belonging to more than 100 different collection/research projects. Scope of the Biobank is the long term storage of biological materials that offers its expertise and its facility. The Biobank aims to be an important support for epidemiological, basic and clinical biomedical research.",https://www.inmi.it/servizio/laboratorio_di_microbiologia_e_banca_biologica,,IT,41.866102049999995,12.457973747493792,bbmri-eric:contactID:IT_1444717598415689,bbmri-eric:contactID:IT_1444717598415689,Istituto Nazionale Malattie Infettive Spallanzani IRCCS,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,nucleic-acid-extraction,cell-culture,data-storage,BSL2,BSL3,covid19,development_antibody,PCR,ProspectiveCollections,proteomics,Screening_tools,TrialSetupClinical,VSF",false,false,IT,false
bbmri-eric:ID:IT_1384353239378890,21.12110/1.8e25-e632-0960,Biobanca del Laboratorio Regionale Prevenzione Oncologica di ISPRO,BIOBANCA LRPO-ISPRO,"The Regional Laboratory for Cancer Prevention of  ISPRO is involved in programmes of screening prevention of cervical cancer and colorectal cancer, and is involved in research activity on the application of new diagnostic protocols and new molecular tests in screening and early diagnosis of uterine cervical, colorectal, lung, and prostate cancer, and in studies concerning specific genetic changes in carcinogenesis and their possible role in early diagnosis, prognosis, staging and grading of cancer.",,,IT,,,bbmri-eric:contactID:IT_6efa4be3be2f444,bbmri-eric:contactID:IT_6efa4be3be2f444,"ISPRO Istituto per lo Studio, le Rete e la Prevenzione Oncologica    -   FIRENZE",bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,nucleic-acid-extraction,PCR,BSL2",false,false,IT,false
bbmri-eric:ID:IT_1384375808568138,21.12110/1.f3ef-e6a3-b2c2,Centro Risorse Biologiche Istituto Ortopedico Rizzoli,CRB IOR,"The CBR-IOR born from the joint work of 3 research biobanks (BIOGEN RA-BioBank MUSCO-BIOTUM) to collect, store and. provide biological samples and data associated with them, both clinical, imaging, biological and genetic, in support of research. In. 2017 it is defined as an organizational structure in the Scientific Direction staff its objectives are the coordination and. harmonization of procedures in accordance with national and international standards, the management of sensitive data in. compliance with the protection of patients' rights working in network with the involvement of various stakeholders (networks,. patient associations, companies, etc.).",http://www.ior.it/en/ricerca-e-innovazione/biological-resource-centre,,IT,,,bbmri-eric:contactID:IT_sangiorgi,bbmri-eric:contactID:IT_1444717627472622,Istituto Ortopedico Rizzoli,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",,"biomaterial-storage,data-storage,nucleic-acid-extraction,pathology-archive-access,recontact,immunohistochemistry-scoring,immunohistochemistry-staining,tma-creation",false,false,IT,false
bbmri-eric:ID:IT_138442378660827,21.12110/1.2c63-0c93-d495,Biobanca IRCCS Istituto Centro San Giovanni Di Dio Fatebenefratelli,BioBank FBF,"The BioBank FBF main goal is to provide human biological samples for studies aimed to 1) investigate genetic causes; 2) identify molecular marker; 3) to carry out molecular biology studies to highlight the pathogenetic mechanism in neurodegenerative and psychiatric disorders. Collected samples are DNA, plasma, serum, cerebrospinal fluid and primary fibroblasts cultures. The biological material was collected from more than 12000 patients affected by the major neuropsychiatric disorders (e.g. Alzheimer's disease, Frontotemporal dementia, major depression, bipolar disorder, schizophrenia, borderline personality disorder) and more than 1500 control subjects (with no psychiatric/cognitive disorders).",https://www.fatebenefratelli.it/it/ricerca_irccs-brescia#tab-11,,IT,45.52389489999999,10.2020395,bbmri-eric:contactID:IT_1444717647545598,bbmri-eric:contactID:IT_1444717647545598,IRCCS Istituto Centro San Giovanni di Dio Fatebenefratelli,bbmri-eric:networkID:IT_68e869d490ef443,,"cell-culture,recontact,biomaterial-storage",false,false,IT,false
bbmri-eric:ID:IT_1384423915353703,21.12110/1.f78b-b8e5-8509,Biobanca per la ricerca Bruno Boerci,BBB,"Dal dicembre 2009, data della sua inaugurazione, la Biobanca Oncologica ""Bruno Boerci"" ha consensualmente raccolto, processato, stoccato e caratterizzato il materiale biologico (tessuto tumorale e sano, sangue, plasma, PBMCs, tessuto in OCT, PDOs da carcinoma mammario) da oltre 3000 pazienti affetti da differenti patologie tumorali (mammella, colon-retto, tiroide, stomaco, rene, mesotelioma pleurico maligno) (per ogni campione è inoltre presente tessuto FFPE). 
Certificata ISO 9001 la Biobanca Oncologica ""Bruno Boerci"", grazie alla stretta e proficua collaborazione con le Chirurgie, l'Anatomia Patologica e l'Oncologia Traslazionale dell'ICS Maugeri di Pavia, rappresenta un servizio di basilare importanza in grado di fornire, nel pieno rispetto delle normative nazionali ed internazionali e dei diritti dei pazienti e dei donatori, materiale biologico ed informazioni cliniche di qualità certificata a supporto di vari progetti sia interni che esterni all’Istituto.",http://www.fondazionebrunoboerci.org,,IT,,,bbmri-eric:contactID:IT_151090704739940,bbmri-eric:contactID:IT_151090704739940,ICS Maugeri,bbmri-eric:networkID:IT_68e869d490ef443,,"data-analytics,immunohistochemistry-scoring,pathology-archive-access,BSL2",false,true,IT,false
bbmri-eric:ID:IT_138486608417577,21.12110/1.141e-8429-d0a0,Banca Biologica di Ricerca Cardiovascolare-Istituto di Ricerche Farmacologiche Mario Negri IRCCS,SATURNE,"La Biobanca Saturne fa parte del Centro di Risorse Biologiche dell’Istituto Mario Negri, certificato UNI EN ISO 9001:2015. All’interno di essa sono conservati campioni biologici (sangue, plasma, siero, urina, liquor, feci) raccolti durante studi clinici farmacologici nell’ambito delle malattie cardiovascolari (insufficienza cardiaca, infarto miocardico acuto, fibrillazione atriale, cardiochirurgia, diabete mellito) della terapia intensiva (sepsi, trauma cranico, neurochirurgia) e delle malattie rare (angiomi cavernosi cerebrali). L’ambizione della biobanca è contribuire alla scoperta e allo sviluppo clinico di biomarcatori che consentiranno di migliorare la diagnosi precoce e la cura dei pazienti affetti da queste malattie. È presente anche una sezione in cui sono conservati campioni di sangue utilizzabili a fini di ricerca sugli aspetti genetici delle malattie cardiovascolari, prevenienti da pazienti con scompenso cardiaco o infarto del miocardio e da soggetti sani.",http://www.marionegri.it,,IT,,,bbmri-eric:contactID:IT_1444717686561983,bbmri-eric:contactID:IT_1444717686561983,Istituto di Ricerche Farmacologiche Mario Negri IRCCS,bbmri-eric:networkID:IT_68e869d490ef443,,biomaterial-storage,true,true,IT,false
bbmri-eric:ID:NL_AAAACXPKHAQOYACQK2ME25QAAI,21.12110/1.0b88-acb1-e84a,ERGO Biobank,,,,,NL,,,,bbmri-eric:contactID:NL_AAAACXMDTBMYMACQK2ME25QAAE,ErasmusMC,,,,,true,NL,false
bbmri-eric:ID:IT_1385131091942888,21.12110/1.3308-4f1f-97aa,IRCCS-CROB BASILICATA BIOBANK,IRCCS-CROB BBB,"Since 2003 IRCCS CROB Basilicata BioBank (IRCCS CROB-BBB) collects human specimens (left-over tissues, cells and biological fluids) and associated data from oncological clinical practice. In 2009 IRCCS CROB-BBB became part of the Italian network of oncological biobanks (RIBBO) and subsequently joined the Italian Biobanking and BioMolecular resources Research Infrastructure (BBMRI). The IRCCS CROB-BBB is specifically set up to serve as a resource for research in the field of oncology and aims to be part of national and international networks in order to promote collaboration between researchers and improve translational research.
Membership in Biobank Network: BBMRI.it",http://www.crob.it,,IT,40.9261881,15.6694407,bbmri-eric:contactID:IT_1444717746360611,bbmri-eric:contactID:IT_1444717746360611,IRCCS-CROB,bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,cell-culture,data-analytics,data-storage,nucleic-acid-extraction,recontact,immunohistochemistry-scoring",false,true,IT,false
bbmri-eric:ID:IT_1385476091814807,21.12110/1.6d4a-5c64-abc3,Biobanca Integrata Tessuto-Genomica,BIT-Gaslini,"The Biobank  Integrated Tissue&omics (BIT) has been established at Gaslini Institute, based on integration between the pathology and molecular biology units, with the aim of not only collecting, storing and distributing tissues and their genomic products but also organizing relevant clinical, demographical, molecular and other information on the donor/sample, thus generating a digital biobank. The comprehensive database thus implemented contains clinical data, pathology classifications, DNA structure, Gene expression profile, miRNA profile, NGS  etc. This organization constitutes an added value for clinical usage (prognostic factors, therapy indicators) primarily available to the patient, and research (datamining, biomarkers, pathways etc).",http://www.gaslini.org/ricerca-scientifica/attivita/biobanche/biobanca-integrata-tessuto-genomica-bit/,,IT,,,bbmri-eric:contactID:IT_eva,bbmri-eric:contactID:IT_1444717786507604,Istituto Giannina Gaslini,bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,data-analytics,data-storage,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,tma-creation",true,true,IT,false
bbmri-eric:ID:IT_1385547708942390,21.12110/1.9ac7-a02f-4505,Cooperative Health Research in South Tyrol Study Biobank,CHRIS,"CHRIS study is a longitudinal, population-based study to assess the etiological role of genetic and environmental risk factors, and their interactions, on cardiovascular, neurological, and metabolic conditions. It raises from the collaboration between the South Tyrol Health System and Eurac Research?, and that aims to involve individuals aged 18 or older by taking part of an interview, enrolling in a quick free clinical assessment, and by providing a sample of blood. Participation in the CHRIS Study is completely voluntary. Individuals participating will get a feedback on some of the health parameters being measured, taking the first step towards proactive prevention and improved personal health. Equally important, their participation will provide the local health system with insights for the creation of preventive medicine plans, laying the foundation for improved health care for all of the people of South Tyrol.",http://www.eurac.edu/en/research/health/biomed/projects/Pages/CHRIS.aspx,,IT,46.4946578,11.3435156,bbmri-eric:contactID:IT_1592849166975395,bbmri-eric:contactID:IT_1444717817190226,Accademia Europea – Bolzano (EURAC),bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,data-storage,data-analytics,ProspectiveCollections,BSL2",false,false,IT,false
bbmri-eric:ID:IT_1385652938842205,21.12110/1.d6f1-6a45-c218,Genetic and COVID-19 Biobank of Siena,SienaGeneticBiobank,"The Biobank started its activity in 1998, focusing on X-linked Intellectual disability, and specifically on Rett syndrome. Subsequently, the biobank extended the collection to samples from other genetic diseases maintained in the Medical Genetics Unit, among which the largest contribution is represented by Alport syndrome and Retinoblastoma. Moreover, the Biobank collects samples from a large number of other genetic diseases, both with and without genetic diagnosis. Different biological samples are stored: DNA, RNA, leukocytes, lymphoblastoid cell lines, primary fibroblasts, whole blood, plasma, induced Pluripotent Stem Cells. The biobank offers also services of sample manipulation storage and distribution. Finally, the COVID-19 collection started its activity in March 2020, including biological samples from patients tested positive for SARS-CoV-2 infection with different degrees of severity.",https://sites.google.com/dbm.unisi.it/gen-covid,,IT,43.343013600000006,11.326857750638299,bbmri-eric:contactID:IT_renieri,bbmri-eric:contactID:IT_1444717847689393,Az. Osp. Univ. Senese / University of Siena,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,cell-culture,data-analytics,nucleic-acid-extraction,covid19,PCR",false,false,IT,false
bbmri-eric:ID:IT_1388827429929901,21.12110/1.7fcd-3f1d-6871,ARC-Net,ARC-Net,"The ARC-Net biobank has been operational since 2009 and is part of the ARC-NET centre for applied research on cancer at the University of Verona, focusing on the identification of new markers/targets for cancer and accelerate clinical introduction of new information using technological platforms within an integrated network.

The biobank collects surgical and bioptic cancer tissue treated using different methods. Fresh tissue is also used to create a bank of cell cultures, 3D organoids and xeno-transplanted mouse models. The bank also conserves blood samples and processed derivatives, collected at different time points. Urine and Saliva are also conserved in the biobank.

Samples are molecularly characterized and validated with tissue microarrays. All samples are digitally imaged as a whole and as part of the extraction process. These data and images are associated with the clinical and pathological data in the biobank databank.",https://arcnetit.wordpress.com/,,IT,,,bbmri-eric:contactID:IT_lawlor,bbmri-eric:contactID:IT_1444717907685679,Università degli Studi di Verona,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_474ed7c85cd74ce",,"biomaterial-storage,cell-culture,data-analytics,data-storage,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access,tma-creation,PCR,ProspectiveCollections,Testing_Facility_Animal,VSF",false,false,IT,false
bbmri-eric:ID:NL_AAAACXPKIFC32ACQK2ME25QAAM,21.12110/1.f64b-ae19-2ad5,U-TWIN Biobank,,,,,NL,,,,bbmri-eric:contactID:NL_787,No information,,,,,true,NL,false
bbmri-eric:ID:IT_1391522619390209,21.12110/1.252a-530c-f2f2,BioBanca Istituzionale Bari,BBI Bari,"The Institutional Biobank within the IRCCS Cancer Institute Giovanni Paolo II of Bari-Italy performs the collection, storage and distribution of human biospecimens from cancer patients treated in  our Institute or  collaborating facilities. The Biobank is ISO 9001: 2015 certified and aligned with the requirements of the GDPR 679/2016 of the EU.
Samples are stored in mechanical freezers at -80°C or in Nitrogen Tanks at -196°C in the facility that covers 250 square meters and that complies with the innovative requirements of cancer research, therefore providing the international research community with quality and certified biological samples for various studies on new biomarkers, new laboratory tests, drug development, innovative bio-imaging etc.",https://www.sanita.puglia.it/web/irccs/biobanca,,IT,,,bbmri-eric:contactID:IT_1444717917590741,bbmri-eric:contactID:IT_1444717917590741,"IRCCS Istituto Tumori ""Giovanni Paolo II"" Bari","bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,cell-culture,data-analytics,data-storage,nucleic-acid-extraction,pathology-archive-access,tma-creation,BSL2,TrialSetupClinical,PCR,ProspectiveCollections",true,true,IT,false
bbmri-eric:ID:IT_1407499906472780,21.12110/1.305d-ed79-d962,Biobanca LTTA Laboratorio per le Tecnologie delle Terapie Avanzate,BB-LTTA,"LTTA Biobank is part of the Laboratory for Advanced Therapy Technologies of the Tecnopole of the University of Ferrara. Biobank activities mainly consist of purifying, characterizing and cryopreserving cellular populations, tissues and biological fluids (serums, plasmas, etc.) of donors, for preclinical research studies predominantly in the oncological field. LTTA Biobank has a collection of samples donated by over 400 patients with B-CLL with different clinical history. Leukemic patient’s cells, subject to the approval of the Ethics Committee and informed consent of patients, are isolated from the blood, characterized from a phenotypic and functional point of view and cryopreserved under conditions that maintain their viability. LTTA Biobank also deals with biological samples of patients suffering from other pathologies for the search for biomarkers that can be used in the preventive phase as markers of prognosis and to identify new therapeutic targets.",https://ltta.tecnopoloferrara.it/biobanca.php,,IT,44.8362456,11.6343819,bbmri-eric:contactID:IT_93272bd5c24441b,bbmri-eric:contactID:IT_1444717947482851,Università di Ferrara,bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,cell-culture,data-analytics,data-storage",false,false,IT,false
bbmri-eric:ID:IT_1463060660514422,21.12110/1.a316-cb99-69be,Biobanca SDN,BB-SDN,"La Biobanca SDN (BB-SDN), unità di servizio dell’IRCCS SDN, custodisce campioni biologici dal 2012 per le attività di ricerca di SDN. Nel 2015 la BB-SDN è stata riconosciuta dal comitato etico locale ed è poi entrata a far parte di BBMRI in Ottobre 2016. Lo scopo della biobanca è di favorire lo sviluppo di progetti di ricerca traslazionali con particolare riferimento a quelli sull’integrazione tra le tecnologie di diagnostica per immagine e quelle dedicate allo studio dei campioni biologici in vitro. La maggior parte dei campioni (sangue, urine, feci, etc.) sono recuperati da pazienti, affetti da patologie oncologiche, neurologiche e cardio-metaboliche, sottoposti ad analisi strumentali effettuate con tecnologie di imaging avanzato come PET/CT e PET/MR. Tutte le attività sono svolte in accordo alla certificazione ISO 9001 e applicando i criteri di qualità/sicurezza per il paziente previsti dall’accreditamento Joint Commission International.",http://www.sdn-napoli.it/irccs-sdn/biobanca-sdn/,,IT,40.8591745,14.2876773,bbmri-eric:contactID:IT_147824528980261,bbmri-eric:contactID:IT_147824528980261,IRCCS SDN,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,digital-imaging,cell-culture,ProspectiveCollections,TrialSetupClinical",false,false,IT,false
bbmri-eric:ID:IT_1504858990324590,21.12110/1.274a-cb72-40e7,Biobanca IRE,BBIRE,"Born in 2014 (BBIRE), the Biobank of the IRCCS Regina Elena National Cancer Institute includes tissue and biological fluids of cancer patients. The collections store and distribute frozen tissues, FFPE tissues, blood derivatives, cells and cell lines, biological fluids, nucleic acids and related data.",https://www.ifo.it,,IT,41.802814,12.4481955,bbmri-eric:contactID:IT_ciliberto,bbmri-eric:contactID:IT_1528434524615620,Istituto Nazionale Tumori Regina Elena,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,cell-culture,data-storage,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access,ProspectiveCollections,TrialSetupClinical",false,false,IT,false
