rdf type,fdp endpoint,ldp membership relation,id,pid,name,local name,acronym,type,type other,catalogue type,cohort type,clinical study type,RWD type,network type,website,description,keywords,internal identifiers.resource,internal identifiers.identifier,external identifiers.resource,external identifiers.identifier,start year,end year,time span description,contact email,logo,logo_filename,status,conforms to,has member relation,issued,modified,design,design description,design schematic,design schematic_filename,data collection type,data collection description,reason sustained,record trigger,unit of observation,subpopulations.resource,subpopulations.name,collection events.resource,collection events.name,data resources,part of networks,number of participants,number of participants with samples,underlying population,population of interest,population of interest other,countries,continents,regions,minimum age,maximum age,population age groups,age min,age max,inclusion criteria,other inclusion criteria,exclusion criteria,other exclusion criteria,population entry,population entry other,population exit,population exit other,population disease,population oncology topology,population oncology morphology,population coverage,population not covered,counts.resource,counts.age group,people involved.resource,people involved.first name,people involved.last name,contact point.resource,contact point.first name,contact point.last name,organisations involved.resource,organisations involved.id,publisher.resource,publisher.id,creator.resource,creator.id,child networks,parent networks,datasets.resource,datasets.name,samplesets.resource,samplesets.name,areas of information,areas of information rwd,quality of life other,cause of death code other,indication vocabulary other,genetic data vocabulary other,care setting other,medicinal product vocabulary other,prescriptions vocabulary other,dispensings vocabulary other,procedures vocabulary other,biomarker data vocabulary other,diagnosis medical event vocabulary other,data dictionary available,disease details,biospecimen collected,languages,multiple entries,has identifier,identifier description,prelinked,linkage options,linkage possibility,linked resources.resource,linked resources.linked resource,informed consent type,informed consent required,informed consent other,access rights,data access conditions,data use conditions,data access conditions description,data access fee,access identifiable data,access identifiable data route,access subject details,access subject details route,access third party,access third party conditions,access non EU,access non EU conditions,biospecimen access,biospecimen access conditions,governance details,approval for publication,release type,release description,number of records,release frequency,refresh time,lag time,refresh period,date last refresh,preservation,preservation duration,standard operating procedures,qualification,qualifications description,audit possible,completeness,completeness over time,completeness results,quality description,quality over time,access for validation,quality validation frequency,quality validation methods,correction methods,quality validation results,mappings to common data models.source,mappings to common data models.source dataset,mappings to common data models.target,mappings to common data models.target dataset,common data models other,ETL standard vocabularies,ETL standard vocabularies other,publications.resource,publications.doi,funding sources,funding scheme,funding statement,citation requirements,acknowledgements,documentation.resource,documentation.name,supplementary information,theme,applicable legislation,collection start planned,collection start actual,analysis start planned,analysis start actual,data sources,medical conditions studied,data extraction date,analysis plan,objectives,results,mg_draft
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,DAHLIA,https://placeholder-pid/dahlia.org,A retrospective nationwide cohort study to investigate the treatment of type 2 diabetic patients in Finland,,DAHLIA,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAHLIA,Rob,Boss,DAHLIA,Rob,Boss,DAHLIA,place-holder-organisation,DAHLIA,place-holder-organisation,DAHLIA,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,SALM,https://placeholder-pid/salm.org,SALM,,SALM,Databank,,,,,,,,Mental health services,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,When a patient is admitted to a treatment pathway in one of the regional Mental Health services.,,,,,,,OOM,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,SALM,Rob,Boss,SALM,Rob,Boss,SALM,place-holder-organisation,SALM,place-holder-organisation,SALM,place-holder-organisation,,,SALM,SALM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Much of mental care is purchased by patients outside of the regional Mental Health services, for instance diagnoses of depression are almost never found. There are exceptions, for instance autism is expected to be fairly complete, and in general infant mental healthcare is well recorded because Tuscany has a national-level specialist center in infant mental health.","It was created in 2010. The table is updated every 3-4 months and is complete up to around 6 months before that date. At April of every year the final table is closed, except for record generated outside of the region which are obtained in September.",,,,,,,,,SALM,SALM,OOM,EVENTS,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,SEA,https://placeholder-pid/sea.org,SEA,,SEA,Databank,,,,,Exemptions from co-payment,,,Exemptions from copayment,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,"Citizens are required to share in the cost of health care by paying a share of the value of certain services. Exemption from this duty is available for various reasons. Relevant to our purposes are income exemptions, which can provide an indication of socio-economic status, and pathology exemptions. The exemption database is coded using a system that, in the case of pathologies, can be mapped to the ICD-9-CM coding.
Citizens under the age of six or over sixty-five are exempt, unless they are in a favourable income situation.",,,,,,,OOM,,,All the population in the database,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,Rob,Boss,SEA,Rob,Boss,"SEA,SEA","CNR-IFC,ARS.TOSCANA",SEA,CNR-IFC,"SEA,SEA","CNR-IFC,ARS.TOSCANA",,,SEA,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,SEA,OOM,EVENTS,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,LEMS,https://placeholder-pid/lems.org,Lambert-Eaton Myasthenic Syndrome (LEMS) Registry,,LEMS,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMS,Rob,Boss,LEMS,Rob,Boss,LEMS,place-holder-organisation,LEMS,place-holder-organisation,LEMS,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,FARMACEUTICA,https://placeholder-pid/farmaceutica.org,FARMACEUTICA,,FARMACEUTICA,Databank,,,,,,,,Drug dispensations,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,"The dispensing of a drug which is reimbursed by the NHS, from community pharmacy or from hospital pharmacies for outpatient use, to NHS beneficiaries, upon a prescription.",,,,,,,,,,"All the population in the database, provided that the drug is reimbursed by the NHS and is purchased with an NHS prescription.",,,,,,,,,,,,,,,,,,,,,,,,,,FARMACEUTICA,Rob,Boss,FARMACEUTICA,Rob,Boss,FARMACEUTICA,place-holder-organisation,FARMACEUTICA,place-holder-organisation,FARMACEUTICA,place-holder-organisation,,,FARMACEUTICA,FARMACEUTICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This table is generally considered to be complete. Data could be missing if patients opt to not request reimbursement for their medication.

Dispensations occurring outside of the LHU of Caserta are likely to be captured with a delay of 1-2 years.","The lag time between collection of new data and availability of new data in house is usually 1 year at most. For exception technical reasons (change in data collection platform), we have not yet updated data to 2019. We expect to do this in the next 3-6 months.",,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,TestDataSourceID,https://placeholder-pid/testdatasourceid.org,Test Data Source,local test data source name,TESTDATASOURCE,Data source,,,,,Population registry,,https://www.molgenis.org,Description field for test data source - not all fields have been filled in but this can be done at a later date when we do thorough testing of data sources,test,,,,,,,test description for time span for test data source,,,,,,,,,,,,,,description field for data collection for test data source,,,,,,,,,"testNetwork1,testCohort1",3000,248,,,,"Andorra,Bolivia (Plurinational State of),Grenada",,"Meurthe-et-Moselle,Lapland",,,Prenatal,,,,,,,"Birth,Immigration",,,,,,,,,,,TestDataSourceID,Rob,Boss,TestDataSourceID,Rob,Boss,"TestDataSourceID,TestDataSourceID,TestDataSourceID","UCL,INSERM,AMC",TestDataSourceID,INSERM,"TestDataSourceID,TestDataSourceID,TestDataSourceID","INSERM,AMC,UCL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,IPF,https://placeholder-pid/ipf.org,Observational Analysis on the Socio-economic Impact of Idiopathic Pulmonary Fibrosis in Spain.,,IPF,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPF,Rob,Boss,IPF,Rob,Boss,IPF,place-holder-organisation,IPF,place-holder-organisation,IPF,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,CONSTANCES,https://placeholder-pid/constances.org,Cohorte des Consultants des Centres d’Examens,,CONSTANCES,Cohort study,,,Population cohort,,,,https://www.constances.fr/,This is a test description,"test1,test2",,,,,2012,2019,,,,,,,,,,Longitudinal,,,,"Retrospective,Prospective",,,,,,,,,,,220000,,,,,France,,,,,Adult (18+ years),,,,,,,,,,,,,,,,,,CONSTANCES,Rob,Boss,CONSTANCES,Rob,Boss,CONSTANCES,INSERM,CONSTANCES,INSERM,CONSTANCES,INSERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONSTANCES,https://doi.org/10.1007/s10654-015-0096-4,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,RS3,https://placeholder-pid/rs3.org,"Rotterdam Study, third cohort",,Rotterdam Study third cohort,Cohort study,,,Population cohort,,,,https://www.ergo-onderzoek.nl/,"The Rotterdam Study is an ongoing prospective cohort study that started in 1990 in the city of Rotterdam, The Netherlands. The study aims to unravel etiology, preclinical course, natural history and potential targets for intervention for chronic diseases in mid-life and late-life.",Biomarkers · Cancer and related diseases · Cardiovascular diseases · Cohort study · Dermatological diseases · Endocrine diseases · Epidemiologic methods · Genetic and molecular epidemiology · Nutrition and lifestyle epidemiology · Liver diseases · Neurolo,,,,,2006,,,,,,,,,,,Longitudinal,,,,"Retrospective,Prospective",,,,,"RS3,RS3","baseline,2012",,,,"EUChildNetwork,OOM",6057,3932,,,,Netherlands (the),,Rotterdam,,,"Middle-aged (45-64 years),Aged (65+ years)",,,,,,,,,,,,,,,,,,RS3,Rob,Boss,RS3,Rob,Boss,RS3,EMC,RS3,EMC,RS3,EMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,Non public,health or medical or biomedical research,,,,,,,,,,,,,,,,Continuous,Once a follow-up is completed and data have been processed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RS3,RS3,RS3,RS3,RS3,RS3,RS3,RS3","https://doi.org/10.1007/s10654-020-00640-5,https://doi.org/10.1007/s10654-007-9199-x,https://doi.org/10.1007/s10654-009-9386-z,https://doi.org/10.1007/BF00145007,https://doi.org/10.1007/s10654-011-9610-5,https://doi.org/10.1007/s10654-013-9866-z,https://doi.org/10.1007/s10654-015-0082-x,https://doi.org/10.1007/s10654-017-0321-4",,,"The Rotterdam Study is supported by the Erasmus MC University Medical Center and Erasmus University Rotterdam; The Netherlands Organisation for Scientifc Research (NWO); The Netherlands Organisation for Health Research and Development (ZonMw); the Research Institute for Diseases in the Elderly (RIDE); The Netherlands Genomics Initiative (NGI); the Ministry of Education, Culture and Science; the Ministry of Health, Welfare and Sports; the European Commission (DG XII); and the Municipality of Rotterdam.",,"The contribution of inhabitants, general practitioners and pharmacists of the Ommoord district to the Rotterdam Study is gratefully acknowledged. The contributions to the Management Team specifcally and the Rotterdam Study at large of the following persons are pivotal to the daily operations of the study and highly appreciated: Jacobus Lubbe, Gabriëlle Bakker, Eric Neeleman, Jeannette Vergeer, Anneke Korving, Pauline van Wijngaarden, Jolande Verkroost – van Heemst, Silvan Licher, Isabel van",,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,KANC,https://placeholder-pid/kanc.org,Kaunas cohort,,KANC,Cohort study,,,Population cohort,,,,,This is a test description,"test1,test2",,,,,2007,,,,,,,,,,,Longitudinal,,,,"Retrospective,Prospective",,,,,,,,,,"ATHLETE,EUChildNetwork",4000,4000,,,,Lithuania,,,,,"Prenatal,Child (2-12 years),Adolescent (13-17 years)",,,,,,,,,,,,,,,,,,KANC,Rob,Boss,KANC,Rob,Boss,KANC,VMU,KANC,VMU,KANC,VMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,health or medical or biomedical research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,DIAGNOSTIC,https://placeholder-pid/diagnostic.org,DIAGNOSTIC,,DIAGNOSTIC,Databank,,,,,Other,,,"Table with all inpatient stay diagnoses (ICD10 code + dates), long term disease / occupational diseases / work accident registration (ICD10 code + dates), pregnancy outcomes (specific BPE code + dates start/end of pregnancy) or 56 specific comorbidities annual indicators (specific BPE code + dates)","test1,test2",,,,,,,"Outpatient healthcare data (DCIR) are loaded monthly in SNDS. Data of month M are loaded in SNDS on Month M+1 with 90% of completion and need 6 months up to 1 year to be 99% complete
Inpatient data (PMSI) are loaded monthly but made available once a year in SNDS for extractions. Data of year N are loaded in SNDS on Q3-Q4 N+1",,,,,,,,,,,,,,,"Financial or administrative purposes. Note that some records are generated from other institutions (ATIH,...)","Diagnoses from hospital stay, long term disease coverage, occupational diseases, work accident or 56 specific comorbidities indicators* collected and created by the CNAM.

* https://assurance-maladie.ameli.fr/content/methode-detaillee-du-reperage-de-56-pathologies-episodes-de-soins-ou-traitements",comorbidity / pathology code,,,,,,,67000000,,All,,,France,,,,,"All ages,Newborn (0-1 months),Infants and toddlers (2-23 months),Child (2-12 years),Adolescent (13-17 years),Young adult (18-24 years),Adult (25-44 years),Middle-aged (45-64 years),Aged (65-79 years),Aged (80+ years)",,,,,,,Insurance coverage start,"Any person who has French nationality and has resided in France in a stable and regular manner, i.e. for more than 3 months, is obliged to be affiliated to the S  curit   Sociale (French national healthcare insurance) whatever their situation (e.g. employees, civil servants, retired people, self-employed people, trainees, students, unemployed people, children and infants)
Citizens of the European Union or the European Economic Area (EEA) benefit from the same status as the French.

Citizens from outside of the European Union and the EEA, must be able to prove their stay in the country in order to benefit from the national healthcare coverage (e.g. valid residence permit) except if they are victime of an accident at work or an occupational","Death,Emigration,Insurance coverage end",,,,,,,,,DIAGNOSTIC,Rob,Boss,DIAGNOSTIC,Rob,Boss,DIAGNOSTIC,UB,DIAGNOSTIC,UB,DIAGNOSTIC,UB,,,DIAGNOSTIC,DIAGNOSTIC,,,,"Diagnostic codes included,Rare diseases,""Primary care - GP, community pharmacist level"",Population pregnancy and neonates",,,,,Healthcare claims database,,,,,,,true,,,French,true,true,"For data extractions, CNAM provides a unique final identifier for each patient, allowing to link potential multiple identifiers that a patient can have in the SNDS source database accross time. The reasons of multiple identifiers are: coverage by the insurance scheme of both parents, change of regimen (student, farmer, independent worker, general scheme...)",,,,,,,,"Consent is required at the time of linking data from external cohorts (e.g. patients from registries) to SNDS data.
Note that, it is not possible to operate in the other way, i.e. to identify patients in the SNDS and to link their data to external cohort.",Non public,,,,,"No nominative data are available neither for patients nor practitioners. Patient and practitioner national identifiers are pseudonymized after applying a 3-round occulting function, without possibility to go back to the initial ones. Its also strictly forbidden to use data with complete patient information for birth date, healthcare date, death date and city of living at the same time, only one of them can be complete. Therefore, these variables are restricted to birth year, month/year of death and department of living, in order to have healthcare dates complete.",,false,,,,false,,,,,,,,,,,,,,,,,,,,"Inpatient diagnoses include primary, related and associated diagnoses from the hospital discharge summary and the different medical unit stays.
	Long term disease coverage depends on the decision by a practitioner to declare a patient as having  a chronic disease (among 30 categories of severe and chronic diseases) in order to allow the patient to benefit of 100% coverage for healthcare in relationship with the considered pathology.
	For each patient, CNAM provides annual indicators (0/1) for 56 comorbidities, created from its own algorithms

Data are available in SNDS from:
-	Main scheme (77% of the population) = 2006
-	Farmers and independent workers schemes (11%) = 2009
-	Public servants and students schemes (11%) = 2012","Inpatient diagnosis are updated every month but data of year N are available for extraction only from the end of year N+1. Data from long term disease coverage, occupational diseases, work accident are updated monthly. Comorbidities indicators are updated yearly.",,,,,,,,,,,,,,ICD10,"ALD code (French chronic disease classification vocabulary), comorbidities indicators (Y/N), pregnancy outcome specific vocabulary",,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,LEONARDO,https://placeholder-pid/leonardo.org,"Utilization patterns, access to healthcare facilities and economic assessment of JAKi drugs used in rheumatoid arthritis patients in Tuscany",,LEONARDO,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEONARDO,Rob,Boss,LEONARDO,Rob,Boss,LEONARDO,place-holder-organisation,LEONARDO,place-holder-organisation,LEONARDO,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,NFBC1986,https://placeholder-pid/nfbc1986.org,Northern Finland Birth Cohort 1986,,NFBC1986,Cohort study,,,Birth cohort,,,,https://www.oulu.fi/nfbc,"NFBC1986 is a longitudinal one-year birth cohort study from an unselected population. The cohort included all the mothers (N=9362) with children whose expected date of birth felt between July 1st 1985 - June 30th 1986 in the two northernmost provinces on Finland (Oulu and Lapland). A small percentage of the births occurred towards the end of June 1985 and begin of July 1986.

The number of deliveries in the cohort was 9362, which was 99% of all the deliveries taking place in the target period of the cohort. Altogether 9479 children were born into the cohort, 9432 of them live born. The original data have been supplemented by data collected with postal questionnaires at the ages of 7, 8 and 16 years and various hospital records and statistical register data. The latest data collection with clinical examinations and questionnaires was at the age of 33 years.","test1,test2",,,,,1985,,,,,,,,,,,Longitudinal,,,,Prospective,,,,,,,,,,LongITools,9479,,,,,Finland,,"Lapland,North Ostrobothnia",,,"Prenatal,Infant (0-23 months),Newborn (0-1 months),Infants and toddlers (2-23 months),Child (2-12 years),Adolescent (13-17 years),Young adult (18-24 years),Adult (25-44 years)",,,,,,,,,,,,,,,,,,NFBC1986,Rob,Boss,NFBC1986,Rob,Boss,NFBC1986,UOULU,NFBC1986,UOULU,NFBC1986,UOULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,Non public,health or medical or biomedical research,,https://www.oulu.fi/nfbc/materialrequest,,,,,,,,,,,,,,Closed dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NFBC1986,NFBC1986","https://doi.org/10.1111/j.1365-3016.1997.tb00007.x,https://doi.org/10.1111/j.1471-0528.1993.tb12971.x",,,"EU QLG1-CT-2000-01643 (EUROBLCS) Grant no. E51560, NorFA Grant no. 731, 20056, 30167, USA / NIH 2000 G DF682 Grant no. 50945",,We thank all cohort members and researchers who have participated in the study. We also wish acknowledge the work of the NFBC project center.,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,Immune-Image_Task_6.2a,https://placeholder-pid/immune-image_task_6.2a.org,Serial CD8 PET imaging in cancer patients before and during immune checkpoint inhibition,,Task 6.2a,Cohort study,,,,,,,,"Upfront imaging of CD8 (Pandit-Taskar N. et al., J Nucl Med 2018, abstract) is feasible in patients, however data on serial imaging are lacking. When T-cells encounter tumour antigens they are activated and promote lymphocyte proliferation and recruitment to the tumour site. This inflammatory response increases blood flow and vascular permeability, which can be measured with dynamic contrast enhanced (DCE) MRI. Early after starting treatment, immune activation will also lead to T-cell tumour infiltration and increased tumour cellularity, which potentially can be quantified by diffusion weighted imaging (DWI) and radiomics features derived from computational image analysis. Preliminary data suggests that texture measures can capture the spatial heterogeneity of different sites of disease and predict treatment resistance and progression-free survival in the metastatic setting. Moreover, MRI measurements that integrate whole tumour volumetry, diffusion-weighted imaging (ADC) and radiomics (texture analysis) (Larkin T.J. et al.; 2014, Booth T.C. et al., 2017; Newman A.M. et al., 2015) may provide a therapy response assessment. Preliminary data suggests that texture measures can capture the spatial heterogeneity of metastases and predict treatment resistance and progression-free survival in patients with ovarian cancer. Aim Demonstrate and validate (1) PET with a 89Zrlabelled anti-CD8 minibody, to visualize serially the presence of CD8 expressing T-lymphocytes in cancer patients receiving CIT; (2) contribution of MRI measurements of intra- and inter-site tumour heterogeneity. Study design In patients with potential relevant indication for treatment with immune checkpoint inhibition treatment (CIT) (e.g. melanoma or NSCLC) and at least one accessible lesion for biopsy, [89Zr]Zr-anti-CD8 PET imaging (1.5 mg anti human CD8 minibody [89Zr]Zr-Df-IAB22M2C, 37 MBq) will be injected and imaging will be performed before the start and 7 days before the 3rd checkpoint inhibitor administration. Whole body [89Zr]Zr-anti-CD8 distribution will be determined: tumour and normal organ radioactive tracer uptake will be quantified as standardized uptake values (SUV). Patients will undergo multi-parametric MR before and after the 1st cycle and before the 3rd cycle (drugs administered on 2-3 weekly cycles). The third and final MRI will be performed within ~9 weeks after the start of treatment, or on disease progression, whichever is sooner. All metastases determined to be suitable for MR imaging will be evaluated to assess differential tumour response and pseudo-progression. Patients will also undergo contrast-enhanced CT to determine tumour response using iRECIST. Tumour biopsies will be extensively analysed. Statistical considerations: Initial feasibility will be shown in 12 patients. Depending on the tumour type chosen the number of patients required may be increased in order to have sufficient patients with a tumour response to immune checkpoint inhibitor treatment.","test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immune-Image_Task_6.2a,Rob,Boss,Immune-Image_Task_6.2a,Rob,Boss,Immune-Image_Task_6.2a,UMCG,Immune-Image_Task_6.2a,UMCG,Immune-Image_Task_6.2a,UMCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,ELSPAC,https://placeholder-pid/elspac.org,ELSPAC,,ELSPAC,Cohort study,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATHLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELSPAC,Rob,Boss,ELSPAC,Rob,Boss,ELSPAC,place-holder-organisation,ELSPAC,place-holder-organisation,ELSPAC,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,ARS_PS,https://placeholder-pid/ars_ps.org,ARS_PS,,PS,Databank,,,,,,,,Emergency admissions,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,Admission to the emergency room of a Tuscan hospital. The record is immediately transmitted to the Region without further control.,,,,,,,OOM,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,ARS_PS,Rob,Boss,ARS_PS,Rob,Boss,ARS_PS,place-holder-organisation,ARS_PS,place-holder-organisation,ARS_PS,place-holder-organisation,,,ARS_PS,PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnoses may be generic.,"The table started in 2009 and has been complete since 2012. It is updated every 3-4 months, and completeness is immediate.",,,,,,,,,ARS_PS,PS,OOM,EVENTS,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
http://www.w3.org/ns/dcat#DatasetSeries,main_fdp,https://w3id.org/fdp/fdp-o#metadataCatalog,PERSEUS,https://placeholder-pid/perseus.org,Risk of subsequent cardiovascular events in patients discharged after myocardial infarction,,PERSEUS,Other type,,,,,,,,This is a test description,"test1,test2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSEUS,Rob,Boss,PERSEUS,Rob,Boss,PERSEUS,place-holder-organisation,PERSEUS,place-holder-organisation,PERSEUS,place-holder-organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Data Governance Act,,,,,,,,,,,
