source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments,repeat_num,repeats
PELAGIE,pelagie_q6,"QE6_B15_3,QE6_B15_8,QE6_B15_13,QE6_B15_16,QE6_B15_24,QE6_B15_6,QE6_B15_11,QE6_B15_14,QE6_B15_19,QE6_B15_23",,,LifeCycle,outcome,int_avg_,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array INT{10} QE6_B15_3 QE6_B15_8 QE6_B15_13 QE6_B15_16 QE6_B15_24 QE6_B15_6 QE6_B15_11 QE6_B15_14 QE6_B15_19 QE6_B15_23;
INTi=N(of INT{*}); INTp=INTi/10;
if INTp>=0.75 then do;
score_INT6_raw=sum(of INT{*});
score_INT6_mean=score_INT6_raw/INTi;
score_INT6_pro=round(score_INT6_mean*10,1);
end;
else do; score_INT6_raw=.;  score_INT6_mean=.; score_INT6_pro=.;
end;
array int_raw (4) int_raw_5-int_raw_8;
array int_pro (4) int_pro_5-int_pro_8;
array int_mean (4) int_avg_5-int_avg_8;

do i=1 to 4;
if round_SDQ_age6=4+i then do;
int_raw(i)=score_INT6_raw;
int_pro(i)=score_INT6_pro;
int_mean(i)=score_INT6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth,5,"5, 6, 7"
PELAGIE,pelagie_q6,QE6_DATE_REPONSE_JJMMAAAA,maj_ddn_2021,DDN_2021,LifeCycle,outcome,int_age_,complete,final,,int_age_7=(QE6_Date_Reponse_JJMMAAAA-ddn_2021)/365.2422;,,7,7
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_148=0;,,148,148
PELAGIE,harmonized,INT_EVAL_12,,,LifeCycle,outcome,int_eval_,complete,final,,eval=2;,,12,12
PELAGIE,pelagie_q6,"QE6_B15_3,QE6_B15_8,QE6_B15_13,QE6_B15_16,QE6_B15_24,QE6_B15_6,QE6_B15_11,QE6_B15_14,QE6_B15_19,QE6_B15_23",,,LifeCycle,outcome,int_avg_,complete,final,,"array INT{10} VQ_Q7_3 VQ_Q7_8 VQ_Q7_13 VQ_Q7_16 VQ_Q7_24 VQ_Q7_6 VQ_Q7_11 VQ_Q7_14 VQ_Q7_19 VQ_Q7_23;
INTi=N(of INT{*}); INTp=INTi/10;
if INTp>=0.75 then do;
score_INT12_raw=sum(of INT{*});
score_INT12_mean=score_INT12_raw/INTi;
score_INT12_pro=round(score_INT12_mean*10,1);
end;
else do; score_INT12_raw=.;  score_INT12_mean=.; score_INT12_pro=.;
end;
array int_raw (4) int_raw_11-int_raw_14;
array int_pro (4) int_pro_11-int_pro_14;
array int_mean (4) int_avg_11-int_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
int_raw(i)=score_INT12_raw;
int_pro(i)=score_INT12_pro;
int_mean(i)=score_INT12_mean;
end;
end;",,8,8
PELAGIE,pelagie_q12,"VQ_Q7_3,VQ_Q7_8,VQ_Q7_13,VQ_Q7_16,VQ_Q7_24,VQ_Q7_6,VQ_Q7_11,VQ_Q7_14,VQ_Q7_19,VQ_Q7_23",,,LifeCycle,outcome,int_avg_,complete,final,,"array INT{10} VQ_Q7_3 VQ_Q7_8 VQ_Q7_13 VQ_Q7_16 VQ_Q7_24 VQ_Q7_6 VQ_Q7_11 VQ_Q7_14 VQ_Q7_19 VQ_Q7_23;
INTi=N(of INT{*}); INTp=INTi/10;
if INTp>=0.75 then do;
score_INT12_raw=sum(of INT{*});
score_INT12_mean=score_INT12_raw/INTi;
score_INT12_pro=round(score_INT12_mean*10,1);
end;
else do; score_INT12_raw=.;  score_INT12_mean=.; score_INT12_pro=.;
end;
array int_raw (4) int_raw_11-int_raw_14;
array int_pro (4) int_pro_11-int_pro_14;
array int_mean (4) int_avg_11-int_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
int_raw(i)=score_INT12_raw;
int_pro(i)=score_INT12_pro;
int_mean(i)=score_INT12_mean;
end;
end;",,11,"11, 12, 13, 14"
PELAGIE,pelagie_q6,QE6_DATE_REPONSE_JJMMAAAA,maj_ddn_2021,DDN_2021,LifeCycle,outcome,int_age_,complete,final,,int_age_8=(QE6_Date_Reponse_JJMMAAAA-ddn_2021)/365.2422;,,8,8
PELAGIE,harmonized,C_DMTP_RAW_6,,,ATHLETE,chemicals_ath,c_dmtp_lod_,complete,final,,"BDD_OP$c_dmtp_lod_6<-ifelse(!is.na(BDD_OP$c_dmtp_raw_6y),0.32,NA)",,6,6
PELAGIE,harmonized,INT_PRO_1,,,LifeCycle,outcome,int_pc_,partial,final,"Percentile variables were generated only for years where information on prorated score was available for more than 10 children

Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?","CPT2$int_pc_1<-xtile(CPT2$int_pro_1, n=100)","Percentile variables were generated only for years where information on prorated score was available for more than 10 children

Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?",1,1
PELAGIE,harmonized,INT_INSTR_8,,,LifeCycle,outcome,int_instr_,complete,final,,instr=47;,,8,8
PELAGIE,harmonized,INT_PRO_2,,,LifeCycle,outcome,int_pc_,partial,final,"Percentile variables were generated only for years where information on prorated score was available for more than 10 children

Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?","CPT2$int_pc_2<-xtile(CPT2$int_pro_2, n=100)","Percentile variables were generated only for years where information on prorated score was available for more than 10 children

Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?",2,2
PELAGIE,harmonized,INT_PRO_5,,,LifeCycle,outcome,int_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ6$int_pc_5<-xtile(SDQ6$int_pro_5, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,5,5
PELAGIE,harmonized,INT_PRO_6,,,LifeCycle,outcome,int_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ6$int_pc_6<-xtile(SDQ6$int_pro_6, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,6,6
PELAGIE,BDD_pop,PCB138,,,ATHLETE,chemicals_ath,c_pcb138_raw_birth,partial,final,from cord blood,BDD_pop$c_pcb138_raw_birth<-BDD_pop$PCB138*943.4,from cord blood,,
PELAGIE,harmonized,INT_INSTR_1,,,LifeCycle,outcome,int_instr_,partial,final,Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?,instr=13;,Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?,1,1
PELAGIE,harmonized,INT_INSTR_2,,,LifeCycle,outcome,int_instr_,partial,final,Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?,instr=13;,Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?,2,2
PELAGIE,harmonized,EXT_PRO_13,,,LifeCycle,outcome,ext_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ12$ext_pc_13<-xtile(SDQ12$ext_pro_13, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,13,13
PELAGIE,BDD_phtalates_phenols,"BUPA,SGURINEF",,,ATHLETE,chemicals_ath,m_bupa_raw_t,complete,final,,BDD_phtalates_phenols$m_bupa_raw_t1[BDD_phtalates_phenols$SGurineF<=10]<-BDD_phtalates_phenols$BUPA,,1,1
PELAGIE,harmonized,INT_INSTR_3,,,LifeCycle,outcome,int_instr_,partial,final,Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?,instr=13;,Partial CBCL scale: (1) how often would you say your child has seemed unhappy or sad? (2) how often would you say that your child has been overly fearful or anxious? (3)  how often would you say your child has been worried?,3,3
PELAGIE,harmonized,INT_INSTR_5,,,LifeCycle,outcome,int_instr_,complete,final,,instr=47;,,5,5
PELAGIE,harmonized,INT_INSTR_6,,,LifeCycle,outcome,int_instr_,complete,final,,instr=47;,,6,6
PELAGIE,harmonized,INT_INSTR_7,,,LifeCycle,outcome,int_instr_,complete,final,,instr=47;,,7,7
PELAGIE,harmonized,INT_EVAL_8,,,LifeCycle,outcome,int_eval_,complete,final,,eval=2;,,8,8
PELAGIE,harmonized,INT_EVAL_11,,,LifeCycle,outcome,int_eval_,complete,final,,eval=2;,,11,11
PELAGIE,pepsy,DATE_RDV,maj_ddn_2021,DDN_2021,LifeCycle,outcome,wm_age_,complete,final,,wm_age_6=(date_RDV-ddn_2021)/365.2422;,,6,6
PELAGIE,pelagie_q2,"B304,B309,B311,B312,B316,B320,B319,B308,B317,B306,B310,B314",,,LifeCycle,outcome,ext_raw_,partial,final,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?","array EXT{12} b304 b309 b311 b312 b316 b320 b319 b308 b317 b306 b310 b314;
EXTi=N(of EXT{*}); EXTp=EXTi/12;
if EXTp>=0.75 then do;
score_EXT2_raw=sum(of EXT{*});
score_EXT2_mean=score_EXT2_raw/EXTi;
score_EXT2_pro=round(score_EXT2_mean*12,1);
end;
else do; score_EXT2_raw=.;  score_EXT2_mean=.; score_EXT2_pro=.;
end;
array ext_raw (3) ext_raw_1-ext_raw_3;
array ext_pro (3) ext_pro_1-ext_pro_3;
array ext_mean (3) ext_avg_1-ext_avg_3;

do i=1 to 3;
if round_SDQ_age2=i then do;
ext_raw(i)=score_ext2_raw;
ext_pro(i)=score_ext2_pro;
ext_mean(i)=score_ext2_mean;
end;
end;","Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",1,"1, 2, 3"
PELAGIE,harmonized,EXT_PRO_7,,,LifeCycle,outcome,ext_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ6$ext_pc_7<-xtile(SDQ6$ext_pro_7, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,7,7
PELAGIE,harmonized,NVI_PRO_6,,,LifeCycle,outcome,nvi_pc_,partial,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"WISC$nvi_pc_6<-xtile(WISC$nvi_pro_6, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,6,6
PELAGIE,pelagie_q12,DATE,maj_ddn_2021,DDN_2021,LifeCycle,outcome,ext_age_,complete,final,,ext_age_14=(DATE-ddn_2021)/365.2422;,,14,14
PELAGIE,harmonized,HIPCIRCMES_0,,,LifeCycle,outcome,hipcircmes_,complete,final,,hipcircmes_156=0;,,156,156
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle,outcome,ext_raw_,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array EXT{10} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25 QE6_B15_5 QE6_B15_7 QE6_B15_12 QE6_B15_18 QE6_B15_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT6_raw=sum(of EXT{*});
score_EXT6_mean=score_EXT6_raw/EXTi;
score_EXT6_pro=round(score_EXT6_mean*10,1);
end;
else do; score_EXT6_raw=.;  score_EXT6_mean=.; score_EXT6_pro=.;
end;
array ext_raw (4) ext_raw_5-ext_raw_8;
array ext_pro (4) ext_pro_5-ext_pro_8;
array ext_mean (4) ext_avg_5-ext_avg_8;
do i=1 to 3;
if round_SDQ_age6=i+4 then do;
ext_raw(i)=score_ext6_raw;
ext_pro(i)=score_ext6_pro;
ext_mean(i)=score_ext6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth,5,"5, 6, 7"
PELAGIE,harmonized,ATT_COM_STD_6,,,ATHLETE,outcome_ath,att_com_pc_,partial,final,,"ATT$att_com_pc_6<-xtile(ATT$att_com_std_6, n=100)",Percentile variables were generated only for years where information on standardized score was available for more than 10 children,6,6
PELAGIE,harmonized,EXT_INSTR_12,,,LifeCycle,outcome,ext_instr_,complete,final,,instr=47;,,12,12
PELAGIE,harmonized,EXT_INSTR_13,,,LifeCycle,outcome,ext_instr_,complete,final,,instr=47;,,13,13
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25,VQ_Q7_5,VQ_Q7_7,VQ_Q7_12,VQ_Q7_18,VQ_Q7_22",,,LifeCycle,outcome,ext_raw_,complete,final,,"array EXT{10} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25 VQ_Q7_5 VQ_Q7_7 VQ_Q7_12 VQ_Q7_18 VQ_Q7_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT12_raw=sum(of EXT{*});
score_EXT12_mean=score_EXT12_raw/EXTi;
score_EXT12_pro=round(score_EXT12_mean*10,1);
end;
else do; score_EXT12_raw=.;  score_EXT12_mean=.; score_EXT12_pro=.;
end;
array ext_raw (4) ext_raw_11-ext_raw_14;
array ext_pro (4) ext_pro_11-ext_pro_14;
array ext_mean (4) ext_avg_11-ext_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
ext_raw(i)=score_ext12_raw;
ext_pro(i)=score_ext12_pro;
ext_mean(i)=score_ext12_mean;
end;
end;",,13,"11, 12, 13, 14"
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle,outcome,ext_raw_,complete,final,,"array EXT{10} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25 QE6_B15_5 QE6_B15_7 QE6_B15_12 QE6_B15_18 QE6_B15_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT6_raw=sum(of EXT{*});
score_EXT6_mean=score_EXT6_raw/EXTi;
score_EXT6_pro=round(score_EXT6_mean*10,1);
end;
else do; score_EXT6_raw=.;  score_EXT6_mean=.; score_EXT6_pro=.;
end;
array ext_raw (4) ext_raw_5-ext_raw_8;
array ext_pro (4) ext_pro_5-ext_pro_8;
array ext_mean (4) ext_avg_5-ext_avg_8;
do i=1 to 3;
if round_SDQ_age6=i+4 then do;
ext_raw(i)=score_ext6_raw;
ext_pro(i)=score_ext6_pro;
ext_mean(i)=score_ext6_mean;
end;
end;",,8,8
PELAGIE,harmonized,EXT_EVAL_1,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,1,1
PELAGIE,harmonized,EXT_PRO_5,,,LifeCycle,outcome,ext_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ6$ext_pc_5<-xtile(SDQ6$ext_pro_5, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,5,5
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_149=0;,,149,149
PELAGIE,harmonized,BIOMES_0,,,LifeCycle,outcome,biomes_,complete,final,,biomes_149=0;,,149,149
PELAGIE,harmonized,EXT_INSTR_14,,,LifeCycle,outcome,ext_instr_,complete,final,,instr=47;,,14,14
PELAGIE,harmonized,EXT_EVAL_2,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,2,2
PELAGIE,pelagie_q2,"B304,B309,B311,B312,B316,B320,B319,B308,B317,B306,B310,B314",,,LifeCycle,outcome,ext_pro_,partial,final,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?","array EXT{12} b304 b309 b311 b312 b316 b320 b319 b308 b317 b306 b310 b314;
EXTi=N(of EXT{*}); EXTp=EXTi/12;
if EXTp>=0.75 then do;
score_EXT2_raw=sum(of EXT{*});
score_EXT2_mean=score_EXT2_raw/EXTi;
score_EXT2_pro=round(score_EXT2_mean*12,1);
end;
else do; score_EXT2_raw=.;  score_EXT2_mean=.; score_EXT2_pro=.;
end;
array ext_raw (3) ext_raw_1-ext_raw_3;
array ext_pro (3) ext_pro_1-ext_pro_3;
array ext_mean (3) ext_avg_1-ext_avg_3;

do i=1 to 3;
if round_SDQ_age2=i then do;
ext_raw(i)=score_ext2_raw;
ext_pro(i)=score_ext2_pro;
ext_mean(i)=score_ext2_mean;
end;
end;","Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",1,"1, 2, 3"
PELAGIE,BDD_pop,PPDDE,,,ATHLETE,chemicals_ath,c_dde_raw_birth,partial,final,from cord blood,BDD_pop$c_dde_raw_birth<-BDD_pop$ppDDE*943.4,from cord blood,,
PELAGIE,harmonized,EXT_EVAL_7,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,7,7
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle,outcome,ext_pro_,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array EXT{10} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25 QE6_B15_5 QE6_B15_7 QE6_B15_12 QE6_B15_18 QE6_B15_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT6_raw=sum(of EXT{*});
score_EXT6_mean=score_EXT6_raw/EXTi;
score_EXT6_pro=round(score_EXT6_mean*10,1);
end;
else do; score_EXT6_raw=.;  score_EXT6_mean=.; score_EXT6_pro=.;
end;
array ext_raw (4) ext_raw_5-ext_raw_8;
array ext_pro (4) ext_pro_5-ext_pro_8;
array ext_mean (4) ext_avg_5-ext_avg_8;
do i=1 to 3;
if round_SDQ_age6=i+4 then do;
ext_raw(i)=score_ext6_raw;
ext_pro(i)=score_ext6_pro;
ext_mean(i)=score_ext6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth,5,"5, 6, 7"
PELAGIE,harmonized,EXT_PRO_6,,,LifeCycle,outcome,ext_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ6$ext_pc_6<-xtile(SDQ6$ext_pro_6, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,6,6
PELAGIE,harmonized,EXT_PRO_12,,,LifeCycle,outcome,ext_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ12$ext_pc_12<-xtile(SDQ12$ext_pro_12, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,12,12
PELAGIE,pelagie_q2,B3,maj_ddn_2021,DDN_2021,ATHLETE,outcome_ath,aggr_age_,complete,final,,aggr_age_1=(b3-ddn_2021)/365.2422;,,1,1
PELAGIE,harmonized,NVI_INSTR_6,,,LifeCycle,outcome,nvi_instr_,partial,final,Only 1 task : Cubes to assess Perceptive Reasoning,nvi_instr_6=57;,Only 1 task : Cubes to assess Perceptive Reasoning,6,6
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle,outcome,ext_pro_,complete,final,,"array EXT{10} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25 QE6_B15_5 QE6_B15_7 QE6_B15_12 QE6_B15_18 QE6_B15_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT6_raw=sum(of EXT{*});
score_EXT6_mean=score_EXT6_raw/EXTi;
score_EXT6_pro=round(score_EXT6_mean*10,1);
end;
else do; score_EXT6_raw=.;  score_EXT6_mean=.; score_EXT6_pro=.;
end;
array ext_raw (4) ext_raw_5-ext_raw_8;
array ext_pro (4) ext_pro_5-ext_pro_8;
array ext_mean (4) ext_avg_5-ext_avg_8;
do i=1 to 3;
if round_SDQ_age6=i+4 then do;
ext_raw(i)=score_ext6_raw;
ext_pro(i)=score_ext6_pro;
ext_mean(i)=score_ext6_mean;
end;
end;",,8,8
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25,VQ_Q7_5,VQ_Q7_7,VQ_Q7_12,VQ_Q7_18,VQ_Q7_22",,,LifeCycle,outcome,ext_pro_,complete,final,,"array EXT{10} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25 VQ_Q7_5 VQ_Q7_7 VQ_Q7_12 VQ_Q7_18 VQ_Q7_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT12_raw=sum(of EXT{*});
score_EXT12_mean=score_EXT12_raw/EXTi;
score_EXT12_pro=round(score_EXT12_mean*10,1);
end;
else do; score_EXT12_raw=.;  score_EXT12_mean=.; score_EXT12_pro=.;
end;
array ext_raw (4) ext_raw_11-ext_raw_14;
array ext_pro (4) ext_pro_11-ext_pro_14;
array ext_mean (4) ext_avg_11-ext_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
ext_raw(i)=score_ext12_raw;
ext_pro(i)=score_ext12_pro;
ext_mean(i)=score_ext12_mean;
end;
end;",,11,"11, 12, 13, 14"
PELAGIE,harmonized,EXT_EVAL_3,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,3,3
PELAGIE,harmonized,AGGR_EVAL_6,,,ATHLETE,outcome_ath,aggr_eval_,complete,final,,eval=2;,,6,6
PELAGIE,BDD_phtalates_phenols,SGURINEF,,,ATHLETE,chemicals_ath,m_cxminp_lod_t,complete,final,,BDD_phtalates_phenols$m_cxminp_lod_t2[BDD_phtalates_phenols$SGurineF>10]<-0.70,,2,2
PELAGIE,harmonized,AGGR_INSTR_1,,,ATHLETE,outcome_ath,aggr_instr_,partial,final,,instr=13;,"Partial CBCL scale:
(1)	how often would you say that your child has been rebellious or refused to obey? 
(2)	how often would you say your child has been in a fight? 
(3)	how often would you say that your child did not seem to feel remorse after misbehaving?
(4)	how often would you say that your child has not changed their behaviour after being punished?
(5)	how often would you say your child has physically attacked others?
(6)	how often would you say that your child has hit, bitten or kicked other children?",1,1
PELAGIE,harmonized,EXT_EVAL_8,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,8,8
PELAGIE,pelagie_q2,"B304,B309,B311,B312,B316,B320,B319,B308,B317,B306,B310,B314",,,LifeCycle,outcome,ext_avg_,partial,final,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?","array EXT{12} b304 b309 b311 b312 b316 b320 b319 b308 b317 b306 b310 b314;
EXTi=N(of EXT{*}); EXTp=EXTi/12;
if EXTp>=0.75 then do;
score_EXT2_raw=sum(of EXT{*});
score_EXT2_mean=score_EXT2_raw/EXTi;
score_EXT2_pro=round(score_EXT2_mean*12,1);
end;
else do; score_EXT2_raw=.;  score_EXT2_mean=.; score_EXT2_pro=.;
end;
array ext_raw (3) ext_raw_1-ext_raw_3;
array ext_pro (3) ext_pro_1-ext_pro_3;
array ext_mean (3) ext_avg_1-ext_avg_3;

do i=1 to 3;
if round_SDQ_age2=i then do;
ext_raw(i)=score_ext2_raw;
ext_pro(i)=score_ext2_pro;
ext_mean(i)=score_ext2_mean;
end;
end;","Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",1,"1, 2, 3"
PELAGIE,harmonized,EXT_EVAL_5,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,5,5
