id,Country,Biobank,Name,Acronym,Description,Network,Combined Network,Collection Type,Data Categories,Order of Magnitude,Size,TimeStamp,Number of Donors,Order of Magnitude Donors,Also Known In,Parent Collection,Categories,Head of Collection,Latitude,Longitude,Contact Person,Sex,Diagnosis Available,Age Low,Age High,Age Unit,Body Part Examined,Imaging Modality,Image Dataset Type,Materials,Storage Temperatures,Sample Access Fee,Sample Access Joint Project,Sample Access Description,Sample Access URI,Data Access Fee,Data Access Joint Project,Data Access Description,Data Access URI,Image Access Feee,Image Access Joint Project,Image Access Description,Image Access URI,Commercial Collaboration,Non Profit Collaboration,Data Use,Available for Commercial Use,Sample Processing PD or SOP,Sample Transport PD or SOP,Sample Storage PD or SOP,Data Processing PD or SOP,Data Transport PD or SOP,Data Storage PD or SOP,Combined Quality Info,URL,Biobank Label,National Node
bbmri-eric:ID:UK_GBR-1-14:collection:1,UK,bbmri-eric:ID:UK_GBR-1-14,Wales Cancer Bank,,"The Wales Cancer Bank (WCB) was set up in 2004 and consented the first patient in 2005. The project is hosted by Cardiff University and receives funding from the Welsh Government, Cancer Research Wales and Velindre Charitable funds.    A Cancer Bank is literally a collection of tissue and blood which has been collected from patients where cancer is a possible diagnosis and is being stored to facilitate future research into cancer.    Statistics suggest that four out of ten people will be diagnosed with cancer at some point during their life. Cancers are complex diseases and it is an on-going quest to understand how they develop, spread and can be treated. The development of more effective, targeted treatment for cancer depends on increased understanding of the molecular mechanisms involved in the initiation of the tumour, its progression to metastatic disease and response and resistance to treatment. Research studies rely on the availability of high quality biological material from patients with cancer and large studies are needed to correlate biology with clinical outcome.    The Welsh population is relatively stable and this makes it an ideal cohort to collect and study. Linkage with the all Wales cancer clinical database (CANISC) enables good correlation of science with clinical follow-up. This will eventually enable the results from hundreds of research projects to be integrated and linked to clinical outcome and this will be an invaluable source of data for bioinformatics specialists to examine. All the data collected is being stored on a database housed in the NHS to ensure security and confidentiality    The WCB currently consents patients in 12 hospitals around Wales with specially trained research nurses and clinical teams.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,OTHER",3,,,,3,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-14,"FEMALE,MALE","urn:miriam:icd:C06.9,urn:miriam:icd:C08.9,urn:miriam:icd:C15.9,urn:miriam:icd:C16.9,urn:miriam:icd:C17.9,urn:miriam:icd:C18.9,urn:miriam:icd:C21.1,urn:miriam:icd:C24.9,urn:miriam:icd:C25.9,urn:miriam:icd:C31.9,urn:miriam:icd:C34.9,urn:miriam:icd:C39.0,urn:miriam:icd:C44.9,urn:miriam:icd:C49.9,urn:miriam:icd:C50.9,urn:miriam:icd:C51.9,urn:miriam:icd:C52,urn:miriam:icd:C53.9,urn:miriam:icd:C54.1,urn:miriam:icd:C56,urn:miriam:icd:C60.9,urn:miriam:icd:C61,urn:miriam:icd:C62.9,urn:miriam:icd:C64,urn:miriam:icd:C67.9,urn:miriam:icd:C73,urn:miriam:icd:C74.9,urn:miriam:icd:C81.9",18,0,YEAR,,,,"DNA,PLASMA,RNA,SERUM,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,WHOLE_BLOOD","temperature-60to-85,temperatureOther",,,,,,,,,,,,,,,,true,,,,,,,,,Wales Cancer Bank,UK
bbmri-eric:ID:UK_GBR-1-150:collection:1,UK,bbmri-eric:ID:UK_GBR-1-150,Leeds Breast Research Tissue Bank,,"The Leeds Breast Research Tissue Bank (LBRTB) was established in 2010 and collects malignant and normal breast tissue and associated samples from donors consented through the Leeds Teaching Hospitals Trust. The LBRTB is based in the Leeds Institute of Cancer and Pathology on the St. James's University Hospital site and is led by Professor Valerie Speirs. The LBRTB is a founder member of the Breast Cancer Now Tissue Bank (BCNTB), a ground-breaking multi-million pound initiative linking five centres around the country working together as one national resource. The BCNTB represents the UK's single largest unique collection of high quality breast tissue samples.",,,DISEASE_SPECIFIC,BIOLOGICAL_SAMPLES,2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-150,"FEMALE,MALE","urn:miriam:icd:C50.9,urn:miriam:icd:D24",18,0,YEAR,,,,"PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,WHOLE_BLOOD","temperature-60to-85,temperatureOther",,,,,,,,,,,,,,,,true,,,,,,,,,Leeds Breast Research Tissue Bank,UK
bbmri-eric:ID:UK_GBR-1-151:collection:1,UK,bbmri-eric:ID:UK_GBR-1-151,TRICON8B,,"TRICON8B is the translational research sub-study of the ICON8B trial. The aim is to establish a large, comprehensive biobank comprising tumour tissue, blood and serial plasma samples with associated clinical data which will be an invaluable resource for high-quality translational research in ovarian cancer.     ICON8B is a phase III randomised trial investigating the combination of dose-fractionated chemotherapy and bevacizumab compared to either strategy alone for the first-line treatment of women with newly diagnosed high-risk stage III-IV epithelial ovarian, fallopian tube or primary peritoneal cancer.",,,OTHER,BIOLOGICAL_SAMPLES,5,,,,5,,,,,,,bbmri-eric:contactID:UK_GBR-1-151,,,0,0,YEAR,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,TRICON8B,UK
bbmri-eric:ID:UK_GBR-1-153:collection:358-1010,UK,bbmri-eric:ID:UK_GBR-1-153,SCOPE1,,"Chemoradiotherapy with or without cetuximab in patients with oesophageal cancer (SCOPE1): a multicentre, phase 2/3 randomised trial.",,,OTHER,"BIOLOGICAL_SAMPLES,IMAGING_DATA,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C15.9,40,0,YEAR,,,,OTHER,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:358-1011,UK,bbmri-eric:ID:UK_GBR-1-153,SCOPE1,,"Chemoradiotherapy with or without cetuximab in patients with oesophageal cancer (SCOPE1): a multicentre, phase 2/3 randomised trial.",,,OTHER,"BIOLOGICAL_SAMPLES,IMAGING_DATA,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C15.9,40,0,YEAR,,,,OTHER,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:359-1012,UK,bbmri-eric:ID:UK_GBR-1-153,FRAGMATIC,,Randomized Phase III Trial of Standard Therapy Plus Low Molecular Weight Heparin in Patients With Lung Cancer: FRAGMATIC Trial.,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C34.9,40,0,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:359-1013,UK,bbmri-eric:ID:UK_GBR-1-153,FRAGMATIC,,Randomized Phase III Trial of Standard Therapy Plus Low Molecular Weight Heparin in Patients With Lung Cancer: FRAGMATIC Trial.,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C34.9,40,0,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:360-1014,UK,bbmri-eric:ID:UK_GBR-1-153,SCALOP,,"Gemcitabine-based or capecitabine-based chemoradiotherapy for locally advanced pancreatic cancer (SCALOP): a multicentre, randomised, phase 2 trial.",,,OTHER,"BIOLOGICAL_SAMPLES,IMAGING_DATA,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C25.9,40,0,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:360-1015,UK,bbmri-eric:ID:UK_GBR-1-153,SCALOP,,"Gemcitabine-based or capecitabine-based chemoradiotherapy for locally advanced pancreatic cancer (SCALOP): a multicentre, randomised, phase 2 trial.",,,OTHER,"BIOLOGICAL_SAMPLES,IMAGING_DATA,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C25.9,40,0,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:361-1016,UK,bbmri-eric:ID:UK_GBR-1-153,NEOSCOPE,,A randomised phase II study of induction chemotherapy followed by oxaliplatin/capecitabine or carboplatin/paclitaxel based pre-operative chemoradiation for resectable oesophageal adenocarcinoma,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C15.9,40,0,YEAR,,,,OTHER,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:361-1017,UK,bbmri-eric:ID:UK_GBR-1-153,NEOSCOPE,,A randomised phase II study of induction chemotherapy followed by oxaliplatin/capecitabine or carboplatin/paclitaxel based pre-operative chemoradiation for resectable oesophageal adenocarcinoma,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C15.9,40,0,YEAR,,,,OTHER,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:361-1018,UK,bbmri-eric:ID:UK_GBR-1-153,NEOSCOPE,,A randomised phase II study of induction chemotherapy followed by oxaliplatin/capecitabine or carboplatin/paclitaxel based pre-operative chemoradiation for resectable oesophageal adenocarcinoma,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C15.9,40,0,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:361-1019,UK,bbmri-eric:ID:UK_GBR-1-153,NEOSCOPE,,A randomised phase II study of induction chemotherapy followed by oxaliplatin/capecitabine or carboplatin/paclitaxel based pre-operative chemoradiation for resectable oesophageal adenocarcinoma,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C15.9,40,0,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:362-1020,UK,bbmri-eric:ID:UK_GBR-1-153,COPERNICUS,,A phase II single arm feasibility trial of neoadjuvant chemotherapy (NAC) with oxaliplatin/fluorouracil (OxMdG) then short-course preoperative radiotherapy (SCPRT) then immediate surgery in operable rectal cancer (ORC): COPERNICUS (NCT01263171).,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C18.9,40,0,YEAR,,,,OTHER,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:362-1021,UK,bbmri-eric:ID:UK_GBR-1-153,COPERNICUS,,A phase II single arm feasibility trial of neoadjuvant chemotherapy (NAC) with oxaliplatin/fluorouracil (OxMdG) then short-course preoperative radiotherapy (SCPRT) then immediate surgery in operable rectal cancer (ORC): COPERNICUS (NCT01263171).,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C18.9,40,0,YEAR,,,,OTHER,temperatureRoom,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:362-1022,UK,bbmri-eric:ID:UK_GBR-1-153,COPERNICUS,,A phase II single arm feasibility trial of neoadjuvant chemotherapy (NAC) with oxaliplatin/fluorouracil (OxMdG) then short-course preoperative radiotherapy (SCPRT) then immediate surgery in operable rectal cancer (ORC): COPERNICUS (NCT01263171).,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C18.9,40,0,YEAR,,,,PLASMA,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:362-1023,UK,bbmri-eric:ID:UK_GBR-1-153,COPERNICUS,,A phase II single arm feasibility trial of neoadjuvant chemotherapy (NAC) with oxaliplatin/fluorouracil (OxMdG) then short-course preoperative radiotherapy (SCPRT) then immediate surgery in operable rectal cancer (ORC): COPERNICUS (NCT01263171).,,,OTHER,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C18.9,40,0,YEAR,,,,PLASMA,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:399-1126,UK,bbmri-eric:ID:UK_GBR-1-153,FAKTION,,A phase 1b/2 randomised placebo controlled trial of fulvestrant +/- AZD5363 in postmenopausal women with advanced breast cancer previously treated with a third generation aromatase inhibitor,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,MALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureOther,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-153:collection:399-1127,UK,bbmri-eric:ID:UK_GBR-1-153,FAKTION,,A phase 1b/2 randomised placebo controlled trial of fulvestrant +/- AZD5363 in postmenopausal women with advanced breast cancer previously treated with a third generation aromatase inhibitor,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-153,FEMALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureOther,,,,,,,,,,,,,,,,true,,,,,,,,,Cancer Group CTR Cardiff trials,UK
bbmri-eric:ID:UK_GBR-1-154:collection:1,UK,bbmri-eric:ID:UK_GBR-1-154,Daisy Tumour Bank,,"The Daisy Tumour Bank (DTB) is creating various collections of human samples to share with researchers, thus providing a resource of fit for purpose biological material to facilitate ethically approved cancer research. The DTB is collecting human tissue and blood samples from cancer patients within Hull and East Yorkshire Hospitals NHS Trust. The DTB is a newly established biobank which is in the accrual process, therefore samples and data are not accessible to researchers at this time.",,,OTHER,BIOLOGICAL_SAMPLES,5,,,,5,,,,,,,bbmri-eric:contactID:UK_GBR-1-154,,,0,0,YEAR,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,Daisy Tumour Bank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:1,UK,bbmri-eric:ID:UK_GBR-1-156,King's Health Partners Cancer Biobank,,"King's Health Partners Cancer Biobank collects blood, tissue and urine samples from patients with a range of cancer types who are referred to Guy's & St Thomas' NHS Trust. The Breast Biobank alone has been providing tumour samples with matching clinico-pathological data for research studies since the 1970's. Other tumour types including lung, head and neck, prostate, UGI, bladder, colorectal, lymphoma and MPD have been added since 2008. The Biobank is accessible to both academic groups and commercial companies.",,,OTHER,BIOLOGICAL_SAMPLES,5,,,,5,,,,,,,bbmri-eric:contactID:UK_GBR-1-156,,,0,0,YEAR,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1044,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",4,,,,4,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,18,40,YEAR,,,,TISSUE_FROZEN,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1045,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",4,,,,4,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,TISSUE_FROZEN,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1046,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",3,,,,3,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,18,40,YEAR,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureOther,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1047,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",4,,,,4,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureOther,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1048,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",1,,,,1,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,MALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,TISSUE_PARAFFIN_EMBEDDED,temperatureOther,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1049,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,18,40,YEAR,,,,DNA,temperature2to10,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1050,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,DNA,temperature2to10,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1051,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,18,40,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1052,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,PLASMA,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1053,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,40,0,YEAR,,,,SERUM,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-156:collection:371-1054,UK,bbmri-eric:ID:UK_GBR-1-156,KHP Breast Biobank,,"Fresh, fresh frozen, FFPE tumour and normal tissue; Blood derivatives; Tumour and germline DNA from frozen and FFPE material; Tumour RNA from FFPE material; TMA by grade and consecutive series.",,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,SURVEY_DATA",2,,,,2,,,cancer,,,,bbmri-eric:contactID:UK_GBR-1-156,FEMALE,urn:miriam:icd:C50.9,18,40,YEAR,,,,PLASMA,temperature-60to-85,,,,,,,,,,,,,,,,true,,,,,,,,,King's Health Partners Cancer Biobank,UK
bbmri-eric:ID:UK_GBR-1-164:collection:1,UK,bbmri-eric:ID:UK_GBR-1-164,King's Paediatric Liver Tissue Biobank,,The paediatric liver tissue bank contains samples from children with rare liver diseases taken longitudinally.,,,OTHER,BIOLOGICAL_SAMPLES,5,,,,5,,,,,,,bbmri-eric:contactID:UK_GBR-1-164,,,0,0,YEAR,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,King's Paediatric Liver Tissue Biobank,UK
bbmri-eric:ID:UK_GBR-1-165:collection:1,UK,bbmri-eric:ID:UK_GBR-1-165,Donate For Research Initiative (DRI),,Focusing on the procurement and supply of Fresh Biological Human samples and prospective studies. Open collaborations with other research Tissue Banks to facilitate multidisciplinary research and coordinated collections to benefit life science researchers.,,,OTHER,BIOLOGICAL_SAMPLES,5,,,,5,,,,,,,bbmri-eric:contactID:UK_GBR-1-165,,,0,0,YEAR,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,Donate For Research Initiative (DRI),UK
