order,name,code,parent,ontologyTermURI
3353,L04AX01 (azathioprine),L04AX01,L04AX (Other immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096882
3354,L04AX02 (thalidomide),L04AX02,L04AX (Other immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096883
3355,L04AX03 (methotrexate),L04AX03,L04AX (Other immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096884
3356,L04AX04 (lenalidomide),L04AX04,L04AX (Other immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096885
3357,N01 (ANESTHETICS),N01,N (NERVOUS SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096887
3358,"N01A (ANESTHETICS, GENERAL)",N01A,N01 (ANESTHETICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096888
3359,N01AA (Ethers),N01AA,"N01A (ANESTHETICS, GENERAL)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096889
3360,N01AA01 (diethyl ether),N01AA01,N01AA (Ethers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096890
3361,N01AA02 (vinyl ether),N01AA02,N01AA (Ethers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096891
3362,N01AB (Halogenated hydrocarbons),N01AB,"N01A (ANESTHETICS, GENERAL)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096892
3363,M01 (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS),M01,M (MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096893
3364,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",M01A,M01 (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096894
3365,M01AA (Butylpyrazolidines),M01AA,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096895
3366,M01AA01 (phenylbutazone),M01AA01,M01AA (Butylpyrazolidines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096896
3367,M01AA02 (mofebutazone),M01AA02,M01AA (Butylpyrazolidines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096897
3368,M01AA03 (oxyphenbutazone),M01AA03,M01AA (Butylpyrazolidines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096898
3369,M01AA05 (clofezone),M01AA05,M01AA (Butylpyrazolidines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096899
3370,M01AA06 (kebuzone),M01AA06,M01AA (Butylpyrazolidines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096900
3371,M01AB (Acetic acid derivatives and related substances),M01AB,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096901
3372,M01AB01 (indometacin),M01AB01,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096902
3373,M01AB02 (sulindac),M01AB02,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096903
3374,M01AB03 (tolmetin),M01AB03,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096904
3375,M01AB04 (zomepirac),M01AB04,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096905
3376,M01AB05 (diclofenac),M01AB05,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096906
3377,M01AB06 (alclofenac),M01AB06,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096907
3378,M01AB07 (bumadizone),M01AB07,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096908
3379,M01AB08 (etodolac),M01AB08,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096909
3380,M01AB09 (lonazolac),M01AB09,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096910
3381,M01AB10 (fentiazac),M01AB10,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096911
3382,M01AB11 (acemetacin),M01AB11,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096912
3383,M01AB12 (difenpiramide),M01AB12,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096913
3384,M01AB13 (oxametacin),M01AB13,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096914
3385,M01AB14 (proglumetacin),M01AB14,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096915
3386,M01AB15 (ketorolac),M01AB15,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096916
3387,M01AB16 (aceclofenac),M01AB16,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096917
3388,M01AB17 (bufexamac),M01AB17,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096918
3389,"M01AB51 (indometacin, combinations)",M01AB51,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096919
3390,"M01AB55 (diclofenac, combinations)",M01AB55,M01AB (Acetic acid derivatives and related substances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096920
3391,M01AC (Oxicams),M01AC,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096921
3392,M01AC01 (piroxicam),M01AC01,M01AC (Oxicams),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096922
3393,M01AC02 (tenoxicam),M01AC02,M01AC (Oxicams),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096923
3394,M01AC04 (droxicam),M01AC04,M01AC (Oxicams),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096924
3395,M01AC05 (lornoxicam),M01AC05,M01AC (Oxicams),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096925
3396,M01AC06 (meloxicam),M01AC06,M01AC (Oxicams),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096926
3397,M01AE (Propionic acid derivatives),M01AE,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096927
3398,M01AE01 (ibuprofen),M01AE01,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096928
3399,M01AE02 (naproxen),M01AE02,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096929
3400,M01AE03 (ketoprofen),M01AE03,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096930
3401,M01AE04 (fenoprofen),M01AE04,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096931
3402,M01AE05 (fenbufen),M01AE05,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096932
3403,M01AE06 (benoxaprofen),M01AE06,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096933
3404,M01AE07 (suprofen),M01AE07,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096934
3405,M01AE08 (pirprofen),M01AE08,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096935
3406,M01AE09 (flurbiprofen),M01AE09,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096936
3407,M01AE10 (indoprofen),M01AE10,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096937
3408,M01AE11 (tiaprofenic acid),M01AE11,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096938
3409,M01AE12 (oxaprozin),M01AE12,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096939
3410,M01AE13 (ibuproxam),M01AE13,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096940
3411,M01AE14 (dexibuprofen),M01AE14,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096941
3412,M01AE15 (flunoxaprofen),M01AE15,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096942
3413,M01AE16 (alminoprofen),M01AE16,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096943
3414,M01AE17 (dexketoprofen),M01AE17,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096944
3415,"M01AE51 (ibuprofen, combinations)",M01AE51,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096945
3416,"M01AE53 (ketoprofen, combinations)",M01AE53,M01AE (Propionic acid derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096946
3417,M01AG (Fenamates),M01AG,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096947
3418,M01AG01 (mefenamic acid),M01AG01,M01AG (Fenamates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096948
3419,M01AG02 (tolfenamic acid),M01AG02,M01AG (Fenamates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096949
3420,M01AG03 (flufenamic acid),M01AG03,M01AG (Fenamates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096950
3421,M01AG04 (meclofenamic acid),M01AG04,M01AG (Fenamates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096951
3422,M01AH (Coxibs),M01AH,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096952
3423,M01AH01 (celecoxib),M01AH01,M01AH (Coxibs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096953
3424,M01AH02 (rofecoxib),M01AH02,M01AH (Coxibs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096954
3425,M01AH03 (valdecoxib),M01AH03,M01AH (Coxibs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096955
3426,M01AH04 (parecoxib),M01AH04,M01AH (Coxibs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096956
3427,M01AH05 (etoricoxib),M01AH05,M01AH (Coxibs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096957
3428,M01AH06 (lumiracoxib),M01AH06,M01AH (Coxibs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096958
3429,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",M01AX,"M01A (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096959
3430,M01AX01 (nabumetone),M01AX01,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096960
3431,M01AX02 (niflumic acid),M01AX02,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096961
3432,M01AX04 (azapropazone),M01AX04,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096962
3433,M01AX05 (glucosamine),M01AX05,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096963
3434,M01AX07 (benzydamine),M01AX07,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096964
3435,M01AX12 (glucosaminoglycan polysulfate),M01AX12,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096965
3436,M01AX13 (proquazone),M01AX13,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096966
3437,M01AX14 (orgotein),M01AX14,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096967
3438,M01AX17 (nimesulide),M01AX17,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096968
3439,M01AX18 (feprazone),M01AX18,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096969
3440,M01AX21 (diacerein),M01AX21,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096970
3441,M01AX22 (morniflumate),M01AX22,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096971
3442,M01AX23 (tenidap),M01AX23,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096972
3443,M01AX24 (oxaceprol),M01AX24,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096973
3444,M01AX25 (chondroitin sulfate),M01AX25,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096974
3445,"M01AX68 (feprazone, combinations)",M01AX68,"M01AX (Other antiinflammatory and antirheumatic agents, non-steroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096975
3446,M01B (ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION),M01B,M01 (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096976
3447,M01BA (Antiinflammatory/antirheumatic agents in combination with corticosteroids),M01BA,M01B (ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096977
3448,M01BA01 (phenylbutazone and corticosteroids),M01BA01,M01BA (Antiinflammatory/antirheumatic agents in combination with corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096978
3449,M01BA02 (dipyrocetyl and corticosteroids),M01BA02,M01BA (Antiinflammatory/antirheumatic agents in combination with corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096979
3450,M01BA03 (acetylsalicylic acid and corticosteroids),M01BA03,M01BA (Antiinflammatory/antirheumatic agents in combination with corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096980
3451,M01BX (Other antiinflammatory/antirheumatic agents in combination with other drugs),M01BX,M01B (ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096981
3452,M01C (SPECIFIC ANTIRHEUMATIC AGENTS),M01C,M01 (ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096982
3453,M01CA (Quinolines),M01CA,M01C (SPECIFIC ANTIRHEUMATIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096983
3454,M01CA03 (oxycinchophen),M01CA03,M01CA (Quinolines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096984
3455,M01CB (Gold preparations),M01CB,M01C (SPECIFIC ANTIRHEUMATIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096985
3456,M01CB01 (sodium aurothiomalate),M01CB01,M01CB (Gold preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096986
3457,M01CB02 (sodium aurotiosulfate),M01CB02,M01CB (Gold preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096987
3458,M01CB03 (auranofin),M01CB03,M01CB (Gold preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096988
3459,M01CB04 (aurothioglucose),M01CB04,M01CB (Gold preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096989
3460,M01CB05 (aurotioprol),M01CB05,M01CB (Gold preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096990
3461,M01CC (Penicillamine and similar agents),M01CC,M01C (SPECIFIC ANTIRHEUMATIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096991
3462,M01CC01 (penicillamine),M01CC01,M01CC (Penicillamine and similar agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096992
3463,M01CC02 (bucillamine),M01CC02,M01CC (Penicillamine and similar agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096993
3464,M01CX (Other specific antirheumatic agents),M01CX,M01C (SPECIFIC ANTIRHEUMATIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096994
3465,M02 (TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN),M02,M (MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096995
3466,M02A (TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN),M02A,M02 (TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096996
3467,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",M02AA,M02A (TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096997
3468,M02AA01 (phenylbutazone),M02AA01,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096998
3469,M02AA02 (mofebutazone),M02AA02,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096999
3470,M02AA03 (clofezone),M02AA03,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097000
3471,M02AA04 (oxyphenbutazone),M02AA04,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097001
3472,M02AA05 (benzydamine),M02AA05,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097002
3473,M02AA06 (etofenamate),M02AA06,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097003
3474,M02AA07 (piroxicam),M02AA07,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097004
3475,M02AA08 (felbinac),M02AA08,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097005
3476,M02AA09 (bufexamac),M02AA09,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097006
3477,M02AA10 (ketoprofen),M02AA10,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097007
3478,M02AA11 (bendazac),M02AA11,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097008
3479,M02AA12 (naproxen),M02AA12,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097009
3480,M02AA13 (ibuprofen),M02AA13,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097010
3481,M02AA14 (fentiazac),M02AA14,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097011
3482,M02AA15 (diclofenac),M02AA15,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097012
3483,M02AA16 (feprazone),M02AA16,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097013
3484,M02AA17 (niflumic acid),M02AA17,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097014
3485,M02AA18 (meclofenamic acid),M02AA18,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097015
3486,M02AA19 (flurbiprofen),M02AA19,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097016
3487,M02AA21 (tolmetin),M02AA21,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097017
3488,M02AA22 (suxibuzone),M02AA22,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097018
3489,M02AA23 (indometacin),M02AA23,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097019
3490,M02AA24 (nifenazone),M02AA24,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097020
3491,M02AA25 (aceclofenac),M02AA25,"M02AA (Antiinflammatory preparations, non-steroids for topical use)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097021
3492,M02AB (Capsaicin and similar agents),M02AB,M02A (TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097022
3493,M02AB01 (capsaicin),M02AB01,M02AB (Capsaicin and similar agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097023
3494,M02AB02 (zucapsaicin),M02AB02,M02AB (Capsaicin and similar agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097024
3495,M02AC (Preparations with salicylic acid derivatives),M02AC,M02A (TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097025
3496,M02AX (Other topical products for joint and muscular pain),M02AX,M02A (TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097026
3497,M02AX02 (tolazoline),M02AX02,M02AX (Other topical products for joint and muscular pain),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097027
3498,M02AX03 (dimethyl sulfoxide),M02AX03,M02AX (Other topical products for joint and muscular pain),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097028
3499,M02AX10 (various),M02AX10,M02AX (Other topical products for joint and muscular pain),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097029
3500,M03 (MUSCLE RELAXANTS),M03,M (MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097030
3501,"M03A (MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS)",M03A,M03 (MUSCLE RELAXANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097031
3502,M03AA (Curare alkaloids),M03AA,"M03A (MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097032
3503,M03AA01 (alcuronium),M03AA01,M03AA (Curare alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097033
3504,M03AA02 (tubocurarine),M03AA02,M03AA (Curare alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097034
3505,M03AA04 (dimethyltubocurarine),M03AA04,M03AA (Curare alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097035
3506,M03AB (Choline derivatives),M03AB,"M03A (MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097036
3507,M03AB01 (suxamethonium),M03AB01,M03AB (Choline derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097037
3508,M03AC (Other quaternary ammonium compounds),M03AC,"M03A (MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097038
3509,M03AC01 (pancuronium),M03AC01,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097039
3510,M03AC02 (gallamine),M03AC02,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097040
3511,M03AC03 (vecuronium),M03AC03,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097041
3512,M03AC04 (atracurium),M03AC04,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097042
3513,M03AC05 (hexafluronium),M03AC05,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097043
3514,M03AC06 (pipecuronium bromide),M03AC06,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097044
3515,M03AC07 (doxacurium chloride),M03AC07,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097045
3516,M03AC08 (fazadinium bromide),M03AC08,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097046
