name,order,code,parent,ontologyTermURI,definition
P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,6989,,XVI Certain conditions originating in the perinatal period,,
P20 Intrauterine hypoxia,6990,P20,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P20,
S62.5 Fracture of thumb,6991,S62.5,S60-S69 Injuries to the wrist and hand,http://identifiers.org/icd/S62.5,
P20.0 Intrauterine hypoxia first noted before onset of labour,6992,P20.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P20.0,
P20.1 Intrauterine hypoxia first noted during labour and delivery,6993,P20.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P20.1,
"P20.9 Intrauterine hypoxia, unspecified",6994,P20.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P20.9,
P21 Birth asphyxia,6995,P21,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P21,
P21.0 Severe birth asphyxia,6996,P21.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P21.0,
P21.1 Mild and moderate birth asphyxia,6997,P21.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P21.1,
"P21.9 Birth asphyxia, unspecified",6998,P21.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P21.9,
P22 Respiratory distress of newborn,6999,P22,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P22,
P22.0 Respiratory distress syndrome of newborn,7000,P22.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P22.0,ORPHAcode: 70587 Infant acute respiratory distress syndrome
P22.1 Transient tachypnoea of newborn,7001,P22.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P22.1,
P22.8 Other respiratory distress of newborn,7002,P22.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P22.8,ORPHAcode: 217557 Pulmonary interstitial glycogenosis
"P22.9 Respiratory distress of newborn, unspecified",7003,P22.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P22.9,
P23 Congenital pneumonia,7004,P23,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23,
P23.0 Congenital pneumonia due to viral agent,7005,P23.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.0,
P36.5 Sepsis of newborn due to anaerobes,7006,P36.5,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.5,
P23.1 Congenital pneumonia due to Chlamydia,7007,P23.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.1,
R23.4 Changes in skin texture,7008,R23.4,R20 Disturbances of skin sensation,http://identifiers.org/icd/R23.4,
P23.2 Congenital pneumonia due to staphylococcus,7009,P23.2,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.2,
"P23.3 Congenital pneumonia due to streptococcus, group B",7010,P23.3,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.3,
P23.4 Congenital pneumonia due to Escherichia coli,7011,P23.4,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.4,
P23.5 Congenital pneumonia due to Pseudomonas,7012,P23.5,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.5,
P23.6 Congenital pneumonia due to other bacterial agents,7013,P23.6,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.6,
P23.8 Congenital pneumonia due to other organisms,7014,P23.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.8,
"P23.9 Congenital pneumonia, unspecified",7015,P23.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P23.9,
P24 Neonatal aspiration syndromes,7016,P24,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P24,
P24.0 Neonatal aspiration of meconium,7017,P24.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P24.0,ORPHAcode: 70588 Meconium aspiration syndrome
R34 Anuria and oliguria,7018,R34,R30-R39 Symptoms and signs involving the urinary system,http://identifiers.org/icd/R34,
P24.1 Neonatal aspiration of amniotic fluid and mucus,7019,P24.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P24.1,
P24.2 Neonatal aspiration of blood,7020,P24.2,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P24.2,
P24.3 Neonatal aspiration of milk and regurgitated food,7021,P24.3,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P24.3,
P24.8 Other neonatal aspiration syndromes,7022,P24.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P24.8,
"P24.9 Neonatal aspiration syndrome, unspecified",7023,P24.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P24.9,
P25 Interstitial emphysema and related conditions originating in the perinatal period,7024,P25,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P25,
P25.0 Interstitial emphysema originating in the perinatal period,7025,P25.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P25.0,
P25.1 Pneumothorax originating in the perinatal period,7026,P25.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P25.1,
P25.2 Pneumomediastinum originating in the perinatal period,7027,P25.2,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P25.2,
P25.3 Pneumopericardium originating in the perinatal period,7028,P25.3,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P25.3,
P25.8 Other conditions related to interstitial emphysema originating in the perinatal period,7029,P25.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P25.8,
P26 Pulmonary haemorrhage originating in the perinatal period,7030,P26,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P26,
P26.0 Tracheobronchial haemorrhage originating in the perinatal period,7031,P26.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P26.0,
P26.1 Massive pulmonary haemorrhage originating in the perinatal period,7032,P26.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P26.1,
P26.8 Other pulmonary haemorrhages originating in the perinatal period,7033,P26.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P26.8,
R35 Polyuria,7034,R35,R30-R39 Symptoms and signs involving the urinary system,http://identifiers.org/icd/R35,
P26.9 Unspecified pulmonary haemorrhage originating in the perinatal period,7035,P26.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P26.9,
P27 Chronic respiratory disease originating in the perinatal period,7036,P27,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P27,
P27.0 Chronic respiratory disease originating in the perinatal period - Wilson-Mikity syndrome,7037,P27.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P27.0,
P27.1 Bronchopulmonary dysplasia originating in the perinatal period,7038,P27.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P27.1,ORPHAcode: 70589 Bronchopulmonary dysplasia
P27.8 Other chronic respiratory diseases originating in the perinatal period,7039,P27.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P27.8,
P27.9 Unspecified chronic respiratory disease originating in the perinatal period,7040,P27.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P27.9,
P28 Other respiratory conditions originating in the perinatal period,7041,P28,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28,
P28.0 Other respiratory conditions originating in the perinatal period - Primary atelectasis of newborn,7042,P28.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.0,ORPHAcode: 217563 Neonatal acute respiratory distress due to SP-B deficiency
P28.1 Other and unspecified atelectasis of newborn,7043,P28.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.1,
P28.2 Other respiratory conditions originating in the perinatal period - Cyanotic attacks of newborn,7044,P28.2,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.2,
P28.3 Other respiratory conditions originating in the perinatal period - Primary sleep apnoea of newborn,7045,P28.3,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.3,
P28.4 Other apnoea of newborn,7046,P28.4,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.4,ORPHAcode: 70590 Infantile apnea
P28.5 Respiratory failure of newborn,7047,P28.5,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.5,
P28.8 Other specified respiratory conditions of newborn,7048,P28.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.8,
"P28.9 Respiratory condition of newborn, unspecified",7049,P28.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P28.9,
P29 Cardiovascular disorders originating in the perinatal period,7050,P29,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29,
P29.0 Cardiovascular disorders originating in the perinatal period - Neonatal cardiac failure,7051,P29.0,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29.0,
P29.1 Cardiovascular disorders originating in the perinatal period - Neonatal cardiac dysrhythmia,7052,P29.1,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29.1,ORPHAcode: 45452 Idiopathic neonatal atrial flutter
P29.2 Cardiovascular disorders originating in the perinatal period - Neonatal hypertension,7053,P29.2,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29.2,
P29.3 Cardiovascular disorders originating in the perinatal period - Persistent fetal circulation,7054,P29.3,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29.3,
P29.4 Cardiovascular disorders originating in the perinatal period - Transient myocardial ischaemia of newborn,7055,P29.4,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29.4,
P29.8 Other cardiovascular disorders originating in the perinatal period,7056,P29.8,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29.8,
"P29.9 Cardiovascular disorder originating in the perinatal period, unspecified",7057,P29.9,P20-P29 Respiratory and cardiovascular disorders specific to the perinatal period,http://identifiers.org/icd/P29.9,
P35-P39 Infections specific to the perinatal period,7058,,XVI Certain conditions originating in the perinatal period,,
P35 Congenital viral diseases,7059,P35,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P35,
P35.0 Congenital rubella syndrome,7060,P35.0,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P35.0,ORPHAcode: 290 Congenital rubella syndrome
P35.1 Congenital cytomegalovirus infection,7061,P35.1,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P35.1,ORPHAcode: 294 Fetal cytomegalovirus syndrome
P35.2 Congenital herpesviral [herpes simplex] infection,7062,P35.2,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P35.2,ORPHAcode: 293 Congenital herpes simplex virus infection
P35.3 Congenital viral hepatitis,7063,P35.3,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P35.3,
P35.8 Other congenital viral diseases,7064,P35.8,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P35.8,ORPHAcode: 291 Congenital varicella syndrome
"P35.9 Congenital viral disease, unspecified",7065,P35.9,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P35.9,
P36 Bacterial sepsis of newborn,7066,P36,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36,
"P36.0 Sepsis of newborn due to streptococcus, group B",7067,P36.0,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.0,ORPHAcode: 90051 Sepsis in premature infants
P36.1 Sepsis of newborn due to other and unspecified streptococci,7068,P36.1,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.1,
P36.2 Sepsis of newborn due to Staphylococcus aureus,7069,P36.2,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.2,
P36.3 Sepsis of newborn due to other and unspecified staphylococci,7070,P36.3,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.3,
P36.4 Sepsis of newborn due to Escherichia coli,7071,P36.4,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.4,
P36.8 Other bacterial sepsis of newborn,7072,P36.8,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.8,
"P36.9 Bacterial sepsis of newborn, unspecified",7073,P36.9,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P36.9,
P37 Other congenital infectious and parasitic diseases,7074,P37,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37,
P37.0 Congenital tuberculosis,7075,P37.0,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.0,
P37.1 Congenital toxoplasmosis,7076,P37.1,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.1,ORPHAcode: 858 Congenital toxoplasmosis
P37.2 Other congenital infectious and parasitic diseases - Neonatal (disseminated) listeriosis,7077,P37.2,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.2,
P37.3 Congenital falciparum malaria,7078,P37.3,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.3,
P37.4 Other congenital malaria,7079,P37.4,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.4,
P37.5 Neonatal candidiasis,7080,P37.5,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.5,
P37.8 Other specified congenital infectious and parasitic diseases,7081,P37.8,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.8,
"P37.9 Congenital infectious and parasitic disease, unspecified",7082,P37.9,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P37.9,
P38 Omphalitis of newborn with or without mild haemorrhage,7083,P38,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P38,
P39 Other infections specific to the perinatal period,7084,P39,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39,
P39.0 Other infections specific to the perinatal period - Neonatal infective mastitis,7085,P39.0,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39.0,
P39.1 Other infections specific to the perinatal period - Neonatal conjunctivitis and dacryocystitis,7086,P39.1,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39.1,
"P39.2 Other infections specific to the perinatal period - Intra-amniotic infection of fetus, not elsewhere classified",7087,P39.2,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39.2,
P39.3 Other infections specific to the perinatal period - Neonatal urinary tract infection,7088,P39.3,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39.3,
S01.2 Open wound of nose,7089,S01.2,S00-S09 Injuries to the head,http://identifiers.org/icd/S01.2,
P75 Meconium ileus in cystic fibrosis,7090,P75,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P75,
P39.4 Other infections specific to the perinatal period - Neonatal skin infection,7091,P39.4,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39.4,
P39.8 Other specified infections specific to the perinatal period,7092,P39.8,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39.8,
"P39.9 Infection specific to the perinatal period, unspecified",7093,P39.9,P35-P39 Infections specific to the perinatal period,http://identifiers.org/icd/P39.9,
P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,7094,,XVI Certain conditions originating in the perinatal period,,
P50 Fetal blood loss,7095,P50,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50,
P50.0 Fetal blood loss from vasa praevia,7096,P50.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.0,
P50.1 Fetal blood loss from ruptured cord,7097,P50.1,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.1,
P50.2 Fetal blood loss from placenta,7098,P50.2,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.2,
P50.3 Fetal blood loss - Haemorrhage into co-twin,7099,P50.3,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.3,
P50.4 Fetal blood loss - Haemorrhage into maternal circulation,7100,P50.4,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.4,
P50.5 Fetal blood loss from cut end of co-twin's cord,7101,P50.5,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.5,
P50.8 Other fetal blood loss,7102,P50.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.8,
"P50.9 Fetal blood loss, unspecified",7103,P50.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P50.9,
P51 Umbilical haemorrhage of newborn,7104,P51,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P51,
P51.0 Massive umbilical haemorrhage of newborn,7105,P51.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P51.0,
P51.8 Other umbilical haemorrhages of newborn,7106,P51.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P51.8,
"P51.9 Umbilical haemorrhage of newborn, unspecified",7107,P51.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P51.9,
S01.3 Open wound of ear,7108,S01.3,S00-S09 Injuries to the head,http://identifiers.org/icd/S01.3,
P52 Intracranial nontraumatic haemorrhage of fetus and newborn,7109,P52,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52,
"P52.0 Intraventricular (nontraumatic) haemorrhage, grade 1, of fetus and newborn",7110,P52.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.0,
"P52.1 Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn",7111,P52.1,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.1,
"P52.2 Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn",7112,P52.2,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.2,
P52.3 Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,7113,P52.3,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.3,
P52.4 Intracerebral (nontraumatic) haemorrhage of fetus and newborn,7114,P52.4,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.4,
P55.1 ABO isoimmunization of fetus and newborn,7115,P55.1,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P55.1,
P52.5 Subarachnoid (nontraumatic) haemorrhage of fetus and newborn,7116,P52.5,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.5,
P52.6 Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn,7117,P52.6,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.6,
P52.8 Other intracranial (nontraumatic) haemorrhages of fetus and newborn,7118,P52.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.8,
"P52.9 Intracranial (nontraumatic) haemorrhage of fetus and newborn, unspecified",7119,P52.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P52.9,
P53 Haemorrhagic disease of fetus and newborn,7120,P53,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P53,
P54 Other neonatal haemorrhages,7121,P54,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54,
P54.0 Neonatal haematemesis,7122,P54.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.0,
P54.1 Neonatal melaena,7123,P54.1,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.1,
P54.2 Neonatal rectal haemorrhage,7124,P54.2,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.2,
P54.3 Other neonatal gastrointestinal haemorrhage,7125,P54.3,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.3,
P54.4 Neonatal adrenal haemorrhage,7126,P54.4,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.4,
P54.5 Neonatal cutaneous haemorrhage,7127,P54.5,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.5,
P54.6 Neonatal vaginal haemorrhage,7128,P54.6,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.6,
P54.8 Other specified neonatal haemorrhages,7129,P54.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.8,
"P54.9 Neonatal haemorrhage, unspecified",7130,P54.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P54.9,
P55 Haemolytic disease of fetus and newborn,7131,P55,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P55,
P55.0 Rh isoimmunization of fetus and newborn,7132,P55.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P55.0,
P55.8 Other haemolytic diseases of fetus and newborn,7133,P55.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P55.8,ORPHAcode: 275944 Hemolytic disease of the newborn with Kell alloimmunization
"P55.9 Haemolytic disease of fetus and newborn, unspecified",7134,P55.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P55.9,
P56 Hydrops fetalis due to haemolytic disease,7135,P56,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P56,
P56.0 Hydrops fetalis due to isoimmunization,7136,P56.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P56.0,
P56.9 Hydrops fetalis due to other and unspecified haemolytic disease,7137,P56.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P56.9,
P57 Kernicterus,7138,P57,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P57,
P57.0 Kernicterus due to isoimmunization,7139,P57.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P57.0,
P57.8 Other specified kernicterus,7140,P57.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P57.8,ORPHAcode: 529799 Acute bilirubin encephalopathy
"P57.9 Kernicterus, unspecified",7141,P57.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P57.9,
P58 Neonatal jaundice due to other excessive haemolysis,7142,P58,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58,
P58.0 Neonatal jaundice due to bruising,7143,P58.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.0,
P58.1 Neonatal jaundice due to bleeding,7144,P58.1,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.1,
P58.2 Neonatal jaundice due to infection,7145,P58.2,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.2,
P58.3 Neonatal jaundice due to polycythaemia,7146,P58.3,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.3,
P58.4 Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn,7147,P58.4,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.4,
P58.5 Neonatal jaundice due to swallowed maternal blood,7148,P58.5,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.5,
P91.0 Neonatal cerebral ischaemia,7149,P91.0,P90-P96 Other disorders originating in the perinatal period,http://identifiers.org/icd/P91.0,
P58.8 Neonatal jaundice due to other specified excessive haemolysis,7150,P58.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.8,
"P58.9 Neonatal jaundice due to excessive haemolysis, unspecified",7151,P58.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P58.9,
P59 Neonatal jaundice from other and unspecified causes,7152,P59,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P59,
P59.0 Neonatal jaundice associated with preterm delivery,7153,P59.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P59.0,
P59.1 Neonatal jaundice from other and unspecified causes - Inspissated bile syndrome,7154,P59.1,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P59.1,
P59.2 Neonatal jaundice from other and unspecified hepatocellular damage,7155,P59.2,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P59.2,
P59.3 Neonatal jaundice from breast milk inhibitor,7156,P59.3,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P59.3,
P59.8 Neonatal jaundice from other specified causes,7157,P59.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P59.8,ORPHAcode: 2312 Transient familial neonatal hyperbilirubinemia
"P59.9 Neonatal jaundice, unspecified",7158,P59.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P59.9,
P60 Disseminated intravascular coagulation of fetus and newborn,7159,P60,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P60,
P61 Other perinatal haematological disorders,7160,P61,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61,
P61.0 Other perinatal haematological disorders - Transient neonatal thrombocytopenia,7161,P61.0,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.0,ORPHAcode: 853 Fetal and neonatal alloimmune thrombocytopenia
P61.1 Other perinatal haematological disorders - Polycythaemia neonatorum,7162,P61.1,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.1,
P61.2 Other perinatal haematological disorders - Anaemia of prematurity,7163,P61.2,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.2,
P61.3 Other perinatal haematological disorders - Congenital anaemia from fetal blood loss,7164,P61.3,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.3,
