order,label,name,parent,code,ontologyTermURI
1536,"Canine parainfluenza virus, strain CGF 2004/75, Live","Veterinary use: Canine parainfluenza virus, strain CGF 2004/75, Live",Veterinary use,3E+11,
1537,"Canine parainfluenza virus, strain Cornell, Live","Veterinary use: Canine parainfluenza virus, strain Cornell, Live",Veterinary use,3E+11,
1538,"Canine parainfluenza virus, strain Manhattan, Live","Veterinary use: Canine parainfluenza virus, strain Manhattan, Live",Veterinary use,3E+11,
1539,"Canine parainfluenza virus, strain NL-CPI-5, Live","Veterinary use: Canine parainfluenza virus, strain NL-CPI-5, Live",Veterinary use,3E+11,
1540,"Canine parainfluenza virus, strain Penn 103/70, Live","Veterinary use: Canine parainfluenza virus, strain Penn 103/70, Live",Veterinary use,3E+11,
1541,"Canine parvovirus 2b, strain CPV-2b Bio 12/B, Live","Veterinary use: Canine parvovirus 2b, strain CPV-2b Bio 12/B, Live",Veterinary use,3E+11,
1542,"Canine parvovirus, Live","Veterinary use: Canine parvovirus, Live",Veterinary use,1E+11,
1543,"Canine parvovirus, strain 630a, recombinant, Live","Veterinary use: Canine parvovirus, strain 630a, recombinant, Live",Veterinary use,3E+11,
1546,"Canine parvovirus, strain Cornell 780916, Live","Veterinary use: Canine parvovirus, strain Cornell 780916, Live",Veterinary use,3E+11,
1547,"Canine parvovirus, strain Cornell CAG2, Live","Veterinary use: Canine parvovirus, strain Cornell CAG2, Live",Veterinary use,3E+11,
1544,"Canine parvovirus, strain CPV 154, Live","Veterinary use: Canine parvovirus, strain CPV 154, Live",Veterinary use,3E+11,
1545,"Canine parvovirus, strain CPV 39, Live","Veterinary use: Canine parvovirus, strain CPV 39, Live",Veterinary use,3E+11,
1548,"Canine parvovirus, strain INT154, Live","Veterinary use: Canine parvovirus, strain INT154, Live",Veterinary use,3E+11,
1549,"Canine parvovirus, strain NL-35-D, Live","Veterinary use: Canine parvovirus, strain NL-35-D, Live",Veterinary use,3E+11,
1550,"Canine parvovirus, strain SAH-DK, Live","Veterinary use: Canine parvovirus, strain SAH-DK, Live",Veterinary use,3E+11,
1449,CARBARIL,Veterinary use: CARBARIL,Veterinary use,1E+11,
1450,CARBARYL,Veterinary use: CARBARYL,Veterinary use,1E+11,
1551,Carbetocin,Veterinary use: Carbetocin,Veterinary use,1E+11,
1552,Carbimazole,Veterinary use: Carbimazole,Veterinary use,1E+11,
1451,CARBIMAZOLE PH. EUR.,Veterinary use: CARBIMAZOLE PH. EUR.,Veterinary use,1E+11,
1553,Carminic acid,Veterinary use: Carminic acid,Veterinary use,1E+11,
1554,Carnitine,Veterinary use: Carnitine,Veterinary use,1E+11,
1452,CARPROFEN,Veterinary use: CARPROFEN,Veterinary use,100000146999,
1555,Carprofen,Veterinary use: Carprofen,Veterinary use,100000081327,
1556,Cefadroxil,Veterinary use: Cefadroxil,Veterinary use,1E+11,
1557,Cefadroxil monohydrate,Veterinary use: Cefadroxil monohydrate,Veterinary use,1E+11,
1558,Cefalexin,Veterinary use: Cefalexin,Veterinary use,1E+11,
1453,CEFALEXIN MONOHYDRATE,Veterinary use: CEFALEXIN MONOHYDRATE,Veterinary use,100000146747,
1559,Cefalexin monohydrate,Veterinary use: Cefalexin monohydrate,Veterinary use,100000092402,
1560,Cefalexin sodium,Veterinary use: Cefalexin sodium,Veterinary use,1E+11,
1454,CEFALEXINE (CEFALEXINE MONOHYDRATE),Veterinary use: CEFALEXINE (CEFALEXINE MONOHYDRATE),Veterinary use,1E+11,
1561,Cefalonium,Veterinary use: Cefalonium,Veterinary use,1E+11,
1562,Cefalonium dihydrate,Veterinary use: Cefalonium dihydrate,Veterinary use,3E+11,
1455,CEFAPIRIN,Veterinary use: CEFAPIRIN,Veterinary use,100000147080,
1563,Cefapirin,Veterinary use: Cefapirin,Veterinary use,100000081791,
1456,CEFAPIRIN BENZATHINE,Veterinary use: CEFAPIRIN BENZATHINE,Veterinary use,100000148054,
1564,Cefapirin benzathine,Veterinary use: Cefapirin benzathine,Veterinary use,300000023718,
1457,CEFOPERAZONE,Veterinary use: CEFOPERAZONE,Veterinary use,1E+11,
1565,Cefoperazone dihydrate,Veterinary use: Cefoperazone dihydrate,Veterinary use,3E+11,
1566,Cefoperazone sodium,Veterinary use: Cefoperazone sodium,Veterinary use,1E+11,
1567,Cefovecin,Veterinary use: Cefovecin,Veterinary use,3E+11,
1568,Cefquinome,Veterinary use: Cefquinome,Veterinary use,1E+11,
1458,CEFQUINOME SULFATE,Veterinary use: CEFQUINOME SULFATE,Veterinary use,100000147764,
1569,Cefquinome sulfate,Veterinary use: Cefquinome sulfate,Veterinary use,300000023790,
1570,Ceftiofur,Veterinary use: Ceftiofur,Veterinary use,1E+11,
1459,CEFTIOFUR CLORIDRATO,Veterinary use: CEFTIOFUR CLORIDRATO,Veterinary use,1E+11,
1571,Ceftiofur hydrochloride,Veterinary use: Ceftiofur hydrochloride,Veterinary use,1E+11,
1460,CEFTIOFUR SODIUM,Veterinary use: CEFTIOFUR SODIUM,Veterinary use,1E+11,
1572,Cephalexin benzathine,Veterinary use: Cephalexin benzathine,Veterinary use,3E+11,
1461,CEPHALEXINE MONOHYDRATE,Veterinary use: CEPHALEXINE MONOHYDRATE,Veterinary use,1E+11,
1462,CETRIMIDE,Veterinary use: CETRIMIDE,Veterinary use,1E+11,
1573,"Chicken anaemia virus, strain 26P4, Live","Veterinary use: Chicken anaemia virus, strain 26P4, Live",Veterinary use,3E+11,
1574,"Chicken anaemia virus, strain CUX-1, Live","Veterinary use: Chicken anaemia virus, strain CUX-1, Live",Veterinary use,3E+11,
1575,"Chlamydia abortus, strain A22, Inactivated","Veterinary use: Chlamydia abortus, strain A22, Inactivated",Veterinary use,1E+11,
1576,"Chlamydia abortus, strain ts1B, Live","Veterinary use: Chlamydia abortus, strain ts1B, Live",Veterinary use,3E+11,
1577,"Chlamydia felis, strain 905, Live","Veterinary use: Chlamydia felis, strain 905, Live",Veterinary use,3E+11,
1578,"Chlamydia felis, strain Cello, Inactivated","Veterinary use: Chlamydia felis, strain Cello, Inactivated",Veterinary use,3E+11,
1579,Chlorhexidine,Veterinary use: Chlorhexidine,Veterinary use,1E+11,
1463,CHLORHEXIDINE DIGLUCONATE SOLUTION,Veterinary use: CHLORHEXIDINE DIGLUCONATE SOLUTION,Veterinary use,1E+11,
1580,Chlorhexidine gluconate,Veterinary use: Chlorhexidine gluconate,Veterinary use,1E+11,
1464,CHLOROCRESOL,Veterinary use: CHLOROCRESOL,Veterinary use,1E+11,
1465,CHLORPHENAMINE MALEATE,Veterinary use: CHLORPHENAMINE MALEATE,Veterinary use,100000146756,
1581,Chlorphenamine maleate,Veterinary use: Chlorphenamine maleate,Veterinary use,100000090211,
1466,CHLORPHENIRAMINE MALEATE,Veterinary use: CHLORPHENIRAMINE MALEATE,Veterinary use,1E+11,
1467,CHLORTETRACYCLINE,Veterinary use: CHLORTETRACYCLINE,Veterinary use,100000146913,
1582,Chlortetracycline,Veterinary use: Chlortetracycline,Veterinary use,100000092152,
1468,CHLORTETRACYCLINE HYDROCHLORIDE,Veterinary use: CHLORTETRACYCLINE HYDROCHLORIDE,Veterinary use,100000084806,
1469,CHLORTETRACYCLINE HYDROCHLORIDE,Veterinary use: CHLORTETRACYCLINE HYDROCHLORIDE,Veterinary use,100000146757,
1470,CHOLECALCIFEROL,Veterinary use: CHOLECALCIFEROL,Veterinary use,1E+11,
1471,CHOLINE CHLORIDE,Veterinary use: CHOLINE CHLORIDE,Veterinary use,1E+11,
1583,Chorionic gonadotrophin,Veterinary use: Chorionic gonadotrophin,Veterinary use,1E+11,
1472,CHORIONIC GONADOTROPHIN ,Veterinary use: CHORIONIC GONADOTROPHIN ,Veterinary use,1E+11,
1584,Chymotrypsin,Veterinary use: Chymotrypsin,Veterinary use,1E+11,
1473,CIANKOBALAMINS,Veterinary use: CIANKOBALAMINS,Veterinary use,1E+11,
1585,Ciclesonide,Veterinary use: Ciclesonide,Veterinary use,1E+11,
1586,Ciclosporin,Veterinary use: Ciclosporin,Veterinary use,1E+11,
1587,Cimetidine,Veterinary use: Cimetidine,Veterinary use,1E+11,
1588,Cimicoxib,Veterinary use: Cimicoxib,Veterinary use,3E+11,
1589,Cinchocaine hydrochloride,Veterinary use: Cinchocaine hydrochloride,Veterinary use,1E+11,
1590,Cineole,Veterinary use: Cineole,Veterinary use,1E+11,
1591,Citric acid,Veterinary use: Citric acid,Veterinary use,1E+11,
1592,Citrulline,Veterinary use: Citrulline,Veterinary use,1E+11,
1593,"Classical swine fever virus, strain C, Live","Veterinary use: Classical swine fever virus, strain C, Live",Veterinary use,3E+11,
1474,CLAVULANIC ACID,Veterinary use: CLAVULANIC ACID,Veterinary use,100000147019,
1594,Clavulanic acid,Veterinary use: Clavulanic acid,Veterinary use,100000089842,
1595,Clenbuterol,Veterinary use: Clenbuterol,Veterinary use,1E+11,
1475,CLENBUTEROL HYDROCHLORIDE,Veterinary use: CLENBUTEROL HYDROCHLORIDE,Veterinary use,100000146762,
1596,Clenbuterol hydrochloride,Veterinary use: Clenbuterol hydrochloride,Veterinary use,100000090108,
1597,Clindamycin,Veterinary use: Clindamycin,Veterinary use,1E+11,
1476,CLINDAMYCIN HYDROCHLORIDE,Veterinary use: CLINDAMYCIN HYDROCHLORIDE,Veterinary use,100000146763,
1598,Clindamycin hydrochloride,Veterinary use: Clindamycin hydrochloride,Veterinary use,100000090552,
1477,CLINDAMYCIN HYDROCHLORIDE ANHYDROUS,Veterinary use: CLINDAMYCIN HYDROCHLORIDE ANHYDROUS,Veterinary use,1E+11,
1599,Clodronate disodium tetrahydrate,Veterinary use: Clodronate disodium tetrahydrate,Veterinary use,1E+11,
1600,Clomipramine hydrochloride,Veterinary use: Clomipramine hydrochloride,Veterinary use,1E+11,
1478,CLOPROSTENOL,Veterinary use: CLOPROSTENOL,Veterinary use,100000147025,
1601,Cloprostenol,Veterinary use: Cloprostenol,Veterinary use,100000084020,
1479,CLOPROSTENOL SODIUM,Veterinary use: CLOPROSTENOL SODIUM,Veterinary use,100000147992,
1602,Cloprostenol sodium,Veterinary use: Cloprostenol sodium,Veterinary use,100000166274,
1480,CLOPROSTENOLUM NATRICUM,Veterinary use: CLOPROSTENOLUM NATRICUM,Veterinary use,1E+11,
1481,CLORSULON,Veterinary use: CLORSULON,Veterinary use,100000147026,
1603,Clorsulon,Veterinary use: Clorsulon,Veterinary use,100000084011,
1482,CLOSANTEL,Veterinary use: CLOSANTEL,Veterinary use,100000147027,
1604,Closantel,Veterinary use: Closantel,Veterinary use,100000084012,
1483,CLOSANTEL SODIUM,Veterinary use: CLOSANTEL SODIUM,Veterinary use,100000151290,
1605,Closantel sodium,Veterinary use: Closantel sodium,Veterinary use,300000029131,
1606,Closantel sodium dihydrate,Veterinary use: Closantel sodium dihydrate,Veterinary use,3E+11,
1607,"Clostridium botulinum, type C, toxoid","Veterinary use: Clostridium botulinum, type C, toxoid",Veterinary use,1E+11,
1484,CLOSTRIDIUM CHAUVOEI VACCINE FOR VETERINARY USE,Veterinary use: CLOSTRIDIUM CHAUVOEI VACCINE FOR VETERINARY USE,Veterinary use,1E+11,
1608,"Clostridium chauvoei, Inactivated","Veterinary use: Clostridium chauvoei, Inactivated",Veterinary use,1E+11,
1609,"Clostridium chauvoei, strain 1048, cells and equivalent toxoid","Veterinary use: Clostridium chauvoei, strain 1048, cells and equivalent toxoid",Veterinary use,3E+11,
1610,"Clostridium chauvoei, strain 655, cells and equivalent toxoid","Veterinary use: Clostridium chauvoei, strain 655, cells and equivalent toxoid",Veterinary use,3E+11,
1611,"Clostridium chauvoei, strain 656, cells and equivalent toxoid","Veterinary use: Clostridium chauvoei, strain 656, cells and equivalent toxoid",Veterinary use,3E+11,
1612,"Clostridium chauvoei, strain 657, cells and equivalent toxoid","Veterinary use: Clostridium chauvoei, strain 657, cells and equivalent toxoid",Veterinary use,3E+11,
1613,"Clostridium chauvoei, strain 658, cells and equivalent toxoid","Veterinary use: Clostridium chauvoei, strain 658, cells and equivalent toxoid",Veterinary use,3E+11,
1614,"Clostridium chauvoei, whole culture, Inactivated","Veterinary use: Clostridium chauvoei, whole culture, Inactivated",Veterinary use,3E+11,
1615,Clostridium difficile toxoid A,Veterinary use: Clostridium difficile toxoid A,Veterinary use,1E+11,
1616,Clostridium difficile toxoid B,Veterinary use: Clostridium difficile toxoid B,Veterinary use,1E+11,
1617,"Clostridium haemolyticum, Inactivated","Veterinary use: Clostridium haemolyticum, Inactivated",Veterinary use,3E+11,
1618,"Clostridium haemolyticum, toxoid","Veterinary use: Clostridium haemolyticum, toxoid",Veterinary use,3E+11,
1619,"Clostridium novyi, Inactivated","Veterinary use: Clostridium novyi, Inactivated",Veterinary use,1E+11,
1620,"Clostridium novyi, strain 34, Inactivated","Veterinary use: Clostridium novyi, strain 34, Inactivated",Veterinary use,3E+11,
1621,"Clostridium novyi, strain 754, toxoid","Veterinary use: Clostridium novyi, strain 754, toxoid",Veterinary use,3E+11,
1622,"Clostridium novyi, toxoid","Veterinary use: Clostridium novyi, toxoid",Veterinary use,1E+11,
1623,"Clostridium novyi, type B, alpha toxoid","Veterinary use: Clostridium novyi, type B, alpha toxoid",Veterinary use,1E+11,
1624,"Clostridium novyi, type B, strain 34, toxoid","Veterinary use: Clostridium novyi, type B, strain 34, toxoid",Veterinary use,3E+11,
1625,"Clostridium novyi, type B, toxoid","Veterinary use: Clostridium novyi, type B, toxoid",Veterinary use,3E+11,
1626,"Clostridium novyi, type D, toxoid","Veterinary use: Clostridium novyi, type D, toxoid",Veterinary use,3E+11,
1627,Clostridium perfringens type a toxoid,Veterinary use: Clostridium perfringens type a toxoid,Veterinary use,3E+11,
1485,"CLOSTRIDIUM PERFRINGENS TYPE A, ALFA TOXOID","Veterinary use: CLOSTRIDIUM PERFRINGENS TYPE A, ALFA TOXOID",Veterinary use,1E+11,
1628,"Clostridium perfringens, beta toxoid","Veterinary use: Clostridium perfringens, beta toxoid",Veterinary use,3E+11,
1629,"Clostridium perfringens, epsilon toxoid","Veterinary use: Clostridium perfringens, epsilon toxoid",Veterinary use,3E+11,
1630,"Clostridium perfringens, serotype A, Inactivated","Veterinary use: Clostridium perfringens, serotype A, Inactivated",Veterinary use,1E+11,
1631,"Clostridium perfringens, type A and C, alpha toxoid","Veterinary use: Clostridium perfringens, type A and C, alpha toxoid",Veterinary use,3E+11,
1632,"Clostridium perfringens, type A, alpha toxoid","Veterinary use: Clostridium perfringens, type A, alpha toxoid",Veterinary use,3E+11,
1633,"Clostridium perfringens, type A, beta2 toxoid","Veterinary use: Clostridium perfringens, type A, beta2 toxoid",Veterinary use,3E+11,
1634,"Clostridium perfringens, type A, strain 28, toxoid","Veterinary use: Clostridium perfringens, type A, strain 28, toxoid",Veterinary use,3E+11,
1635,"Clostridium perfringens, type B and C, beta toxoid","Veterinary use: Clostridium perfringens, type B and C, beta toxoid",Veterinary use,3E+11,
1636,"Clostridium perfringens, type B and D, epsilon toxoid","Veterinary use: Clostridium perfringens, type B and D, epsilon toxoid",Veterinary use,3E+11,
1638,"Clostridium perfringens, type B, beta toxoid","Veterinary use: Clostridium perfringens, type B, beta toxoid",Veterinary use,1E+11,
1637,"Clostridium perfringens, type B, C and D, beta toxoid","Veterinary use: Clostridium perfringens, type B, C and D, beta toxoid",Veterinary use,3E+11,
1639,"Clostridium perfringens, type B, epsilon toxoid","Veterinary use: Clostridium perfringens, type B, epsilon toxoid",Veterinary use,1E+11,
1640,"Clostridium perfringens, type C, beta toxoid","Veterinary use: Clostridium perfringens, type C, beta toxoid",Veterinary use,1E+11,
1641,"Clostridium perfringens, type C, beta1 toxoid","Veterinary use: Clostridium perfringens, type C, beta1 toxoid",Veterinary use,1E+11,
1642,"Clostridium perfringens, type C, strain 578, beta toxoid","Veterinary use: Clostridium perfringens, type C, strain 578, beta toxoid",Veterinary use,3E+11,
1643,"Clostridium perfringens, type D, epsilon toxoid","Veterinary use: Clostridium perfringens, type D, epsilon toxoid",Veterinary use,1E+11,
1644,"Clostridium perfringens, type D, strain 603, epsilon toxoid","Veterinary use: Clostridium perfringens, type D, strain 603, epsilon toxoid",Veterinary use,3E+11,
1645,"Clostridium perfringens, type D, strain 98, toxoid","Veterinary use: Clostridium perfringens, type D, strain 98, toxoid",Veterinary use,3E+11,
1646,"Clostridium septicum, strain 1098, Inactivated","Veterinary use: Clostridium septicum, strain 1098, Inactivated",Veterinary use,3E+11,
1647,"Clostridium septicum, strain 505, toxoid","Veterinary use: Clostridium septicum, strain 505, toxoid",Veterinary use,3E+11,
1648,"Clostridium septicum, strain s1110/85, toxoid","Veterinary use: Clostridium septicum, strain s1110/85, toxoid",Veterinary use,3E+11,
1649,"Clostridium septicum, toxoid","Veterinary use: Clostridium septicum, toxoid",Veterinary use,1E+11,
1650,"Clostridium sordellii, toxoid","Veterinary use: Clostridium sordellii, toxoid",Veterinary use,1E+11,
1486,CLOSTRIDIUM TETANI,Veterinary use: CLOSTRIDIUM TETANI,Veterinary use,1E+11,
1651,"Clostridium tetani, antitoxin","Veterinary use: Clostridium tetani, antitoxin",Veterinary use,3E+11,
1652,"Clostridium tetani, strain 51123/91, toxoid","Veterinary use: Clostridium tetani, strain 51123/91, toxoid",Veterinary use,3E+11,
1653,"Clostridium tetani, strain S1123/91, toxoid","Veterinary use: Clostridium tetani, strain S1123/91, toxoid",Veterinary use,3E+11,
1654,"Clostridium tetani, toxoid","Veterinary use: Clostridium tetani, toxoid",Veterinary use,1E+11,
1655,"Clostridium septicum, Inactivated","Veterinary use: Clostridium septicum, Inactivated",Veterinary use,1E+11,
1656,Clotrimazole,Veterinary use: Clotrimazole,Veterinary use,1E+11,
1487,CLOVE OIL,Veterinary use: CLOVE OIL,Veterinary use,1E+11,
1657,Cloxacillin,Veterinary use: Cloxacillin,Veterinary use,1E+11,
1488,CLOXACILLIN BENZATHINE,Veterinary use: CLOXACILLIN BENZATHINE,Veterinary use,100000147879,
1658,Cloxacillin benzathine,Veterinary use: Cloxacillin benzathine,Veterinary use,300000017672,
1489,CLOXACILLIN SODIUM,Veterinary use: CLOXACILLIN SODIUM,Veterinary use,100000148172,
1659,Cloxacillin sodium,Veterinary use: Cloxacillin sodium,Veterinary use,100000091711,
1660,Cloxacillin sodium monohydrate,Veterinary use: Cloxacillin sodium monohydrate,Veterinary use,1E+11,
1661,Cobalt,Veterinary use: Cobalt,Veterinary use,1E+11,
1662,Cobaltous sulfate heptahydrate,Veterinary use: Cobaltous sulfate heptahydrate,Veterinary use,1E+11,
1663,Cobamamide,Veterinary use: Cobamamide,Veterinary use,1E+11,
1490,COLECALCIFEROL,Veterinary use: COLECALCIFEROL,Veterinary use,100000147032,
1664,Colecalciferol,Veterinary use: Colecalciferol,Veterinary use,100000092724,
1491,COLECALCIFEROL CONCENTRATE (OILY FORM),Veterinary use: COLECALCIFEROL CONCENTRATE (OILY FORM),Veterinary use,1E+11,
1492,COLISTIN,Veterinary use: COLISTIN,Veterinary use,100000146766,
1665,Colistin,Veterinary use: Colistin,Veterinary use,100000087962,
1493,COLISTIN SULFATE,Veterinary use: COLISTIN SULFATE,Veterinary use,100000087963,
1494,COLISTIN SULFATE,Veterinary use: COLISTIN SULFATE,Veterinary use,100000146767,
1495,COLISTIN SULPHATE,Veterinary use: COLISTIN SULPHATE,Veterinary use,100000076076,
1496,COLISTIN SULPHATE,Veterinary use: COLISTIN SULPHATE,Veterinary use,100000147394,
1497,COLISTINA SOLFATO,Veterinary use: COLISTINA SOLFATO,Veterinary use,1E+11,
1666,Copper,Veterinary use: Copper,Veterinary use,1E+11,
1667,Copper methionate,Veterinary use: Copper methionate,Veterinary use,3E+11,
1668,Copper(II) carbonate,Veterinary use: Copper(II) carbonate,Veterinary use,1E+11,
1498,COUMAPHOS,Veterinary use: COUMAPHOS,Veterinary use,100000147914,
1669,Coumaphos,Veterinary use: Coumaphos,Veterinary use,300000033066,
1670,"Coxiella burnetii, strain Nine Mile, Inactivated","Veterinary use: Coxiella burnetii, strain Nine Mile, Inactivated",Veterinary use,3E+11,
1499,CRONOLONE,Veterinary use: CRONOLONE,Veterinary use,1E+11,
1671,Cupric oxide,Veterinary use: Cupric oxide,Veterinary use,1E+11,
1500,CYANOCOBALAMIN,Veterinary use: CYANOCOBALAMIN,Veterinary use,100000147037,
1672,Cyanocobalamin,Veterinary use: Cyanocobalamin,Veterinary use,100000091035,
1501,CYPERMETHRIN,Veterinary use: CYPERMETHRIN,Veterinary use,100000148148,
1673,Cypermethrin,Veterinary use: Cypermethrin,Veterinary use,100000169716,
1674,Cypermethrin (Cis:Trans 80:20),Veterinary use: Cypermethrin (Cis:Trans 80:20),Veterinary use,3E+11,
1502,CYPERMETHRINE,Veterinary use: CYPERMETHRINE,Veterinary use,1E+11,
1675,Cysteine hydrochloride monohydrate,Veterinary use: Cysteine hydrochloride monohydrate,Veterinary use,1E+11,
1676,D ALPHA TOCOFERIL ACETATE,Veterinary use: D ALPHA TOCOFERIL ACETATE,Veterinary use,1E+11,
1716,Danofloxacin mesilate,Veterinary use: Danofloxacin mesilate,Veterinary use,1E+11,
1681,DARIFENACIN,Veterinary use: DARIFENACIN,Veterinary use,1E+11,
1677,D-CLOPROSTENOL,Veterinary use: D-CLOPROSTENOL,Veterinary use,1E+11,
1678,D-CLOPROSTENOL SODIUM SALT,Veterinary use: D-CLOPROSTENOL SODIUM SALT,Veterinary use,1E+11,
1717,Decoquinate,Veterinary use: Decoquinate,Veterinary use,1E+11,
1682,DEKSAMETAZONS,Veterinary use: DEKSAMETAZONS,Veterinary use,1E+11,
1683,DELMADINONE,Veterinary use: DELMADINONE,Veterinary use,1E+11,
1718,Delmadinone acetate,Veterinary use: Delmadinone acetate,Veterinary use,3E+11,
1684,DELTAMETHRIN,Veterinary use: DELTAMETHRIN,Veterinary use,100000147741,
1719,Deltamethrin,Veterinary use: Deltamethrin,Veterinary use,100000079519,
1720,Dembrexine hydrochloride monohydrate,Veterinary use: Dembrexine hydrochloride monohydrate,Veterinary use,3E+11,
1721,Denaverine,Veterinary use: Denaverine,Veterinary use,1E+11,
1722,Denaverine hydrochloride,Veterinary use: Denaverine hydrochloride,Veterinary use,1E+11,
1723,Derquantel,Veterinary use: Derquantel,Veterinary use,3E+11,
1724,"Derzsy's disease virus, strain H, Live","Veterinary use: Derzsy's disease virus, strain H, Live",Veterinary use,3E+11,
1725,"Derzsy's disease virus, strain Hoekstra, Live","Veterinary use: Derzsy's disease virus, strain Hoekstra, Live",Veterinary use,3E+11,
1726,"Derzsy's disease virus, strain LB, Inactivated","Veterinary use: Derzsy's disease virus, strain LB, Inactivated",Veterinary use,3E+11,
1727,Deslorelin acetate,Veterinary use: Deslorelin acetate,Veterinary use,3E+11,
1728,Desoxycortone pivalate,Veterinary use: Desoxycortone pivalate,Veterinary use,1E+11,
1685,DETERGENTS,Veterinary use: DETERGENTS,Veterinary use,1E+11,
1729,Detomidine,Veterinary use: Detomidine,Veterinary use,1E+11,
1686,DETOMIDINE HYDROCHLORIDE,Veterinary use: DETOMIDINE HYDROCHLORIDE,Veterinary use,1E+11,
1687,DETOMIDINE HYDROCHLORIDE FOR VETERINARY USE,Veterinary use: DETOMIDINE HYDROCHLORIDE FOR VETERINARY USE,Veterinary use,1E+11,
1688,DEXAMETHASONE,Veterinary use: DEXAMETHASONE,Veterinary use,100000147057,
1730,Dexamethasone,Veterinary use: Dexamethasone,Veterinary use,100000092605,
1689,DEXAMETHASONE 21-PHENYLPROPIONATE,Veterinary use: DEXAMETHASONE 21-PHENYLPROPIONATE,Veterinary use,1E+11,
1690,DEXAMETHASONE ACETATE,Veterinary use: DEXAMETHASONE ACETATE,Veterinary use,100000146770,
1731,Dexamethasone acetate,Veterinary use: Dexamethasone acetate,Veterinary use,100000092167,
1691,DEXAMETHASONE DISODIUM PHOSPHATE,Veterinary use: DEXAMETHASONE DISODIUM PHOSPHATE,Veterinary use,1E+11,
1732,Dexamethasone isonicotinate,Veterinary use: Dexamethasone isonicotinate,Veterinary use,1E+11,
1692,DEXAMETHASONE PHENYLPROPIONATE,Veterinary use: DEXAMETHASONE PHENYLPROPIONATE,Veterinary use,1E+11,
1693,DEXAMETHASONE SODIUM PHOSPHATE,Veterinary use: DEXAMETHASONE SODIUM PHOSPHATE,Veterinary use,100000146725,
1733,Dexamethasone sodium phosphate,Veterinary use: Dexamethasone sodium phosphate,Veterinary use,100000090542,
1734,Dexmedetomidine,Veterinary use: Dexmedetomidine,Veterinary use,1E+11,
1735,Dexmedetomidine hydrochloride,Veterinary use: Dexmedetomidine hydrochloride,Veterinary use,1E+11,
1694,DEXPANTHENOL,Veterinary use: DEXPANTHENOL,Veterinary use,100000147059,
1736,Dexpanthenol,Veterinary use: Dexpanthenol,Veterinary use,100000092075,
1695,DEXTROSE ANHYDROUS ,Veterinary use: DEXTROSE ANHYDROUS ,Veterinary use,1E+11,
1737,Diazepam,Veterinary use: Diazepam,Veterinary use,1E+11,
1696,DIAZINON,Veterinary use: DIAZINON,Veterinary use,1E+11,
1697,DIAZINONE,Veterinary use: DIAZINONE,Veterinary use,1E+11,
1738,"Dichelobacter nodosus, Inactivated","Veterinary use: Dichelobacter nodosus, Inactivated",Veterinary use,1E+11,
1739,"Dichelobacter nodosus, serotype A, Inactivated","Veterinary use: Dichelobacter nodosus, serotype A, Inactivated",Veterinary use,3E+11,
1740,"Dichelobacter nodosus, serotype B1, Inactivated","Veterinary use: Dichelobacter nodosus, serotype B1, Inactivated",Veterinary use,3E+11,
1741,"Dichelobacter nodosus, serotype B2, Inactivated","Veterinary use: Dichelobacter nodosus, serotype B2, Inactivated",Veterinary use,3E+11,
1742,"Dichelobacter nodosus, serotype C, Inactivated","Veterinary use: Dichelobacter nodosus, serotype C, Inactivated",Veterinary use,3E+11,
1743,"Dichelobacter nodosus, serotype D, Inactivated","Veterinary use: Dichelobacter nodosus, serotype D, Inactivated",Veterinary use,3E+11,
1744,"Dichelobacter nodosus, serotype E, Inactivated","Veterinary use: Dichelobacter nodosus, serotype E, Inactivated",Veterinary use,3E+11,
1745,"Dichelobacter nodosus, serotype F, Inactivated","Veterinary use: Dichelobacter nodosus, serotype F, Inactivated",Veterinary use,3E+11,
1746,"Dichelobacter nodosus, serotype G, Inactivated","Veterinary use: Dichelobacter nodosus, serotype G, Inactivated",Veterinary use,3E+11,
1747,"Dichelobacter nodosus, serotype H, Inactivated","Veterinary use: Dichelobacter nodosus, serotype H, Inactivated",Veterinary use,3E+11,
1748,"Dichelobacter nodosus, serotype I, Inactivated","Veterinary use: Dichelobacter nodosus, serotype I, Inactivated",Veterinary use,3E+11,
1749,Dichlorvos,Veterinary use: Dichlorvos,Veterinary use,1E+11,
1750,Diclazuril,Veterinary use: Diclazuril,Veterinary use,1E+11,
1751,"Dictyocaulus viviparus, Live","Veterinary use: Dictyocaulus viviparus, Live",Veterinary use,1E+11,
1752,Dicyclanil,Veterinary use: Dicyclanil,Veterinary use,3E+11,
1753,Diethanolamine fusidate,Veterinary use: Diethanolamine fusidate,Veterinary use,1E+11,
1698,DIGOXIN,Veterinary use: DIGOXIN,Veterinary use,1E+11,
1699,DIHIDROSTREPTOMICINA SULFATS,Veterinary use: DIHIDROSTREPTOMICINA SULFATS,Veterinary use,1E+11,
1754,Dihydrostreptomycin,Veterinary use: Dihydrostreptomycin,Veterinary use,1E+11,
1700,DIHYDROSTREPTOMYCIN SULFATE,Veterinary use: DIHYDROSTREPTOMYCIN SULFATE,Veterinary use,100000146772,
1755,Dihydrostreptomycin sulfate,Veterinary use: Dihydrostreptomycin sulfate,Veterinary use,100000087508,
1701,DILTIAZEM,Veterinary use: DILTIAZEM,Veterinary use,1E+11,
