order,name,label,parent,codesystem,code,ontologyTermURI,definition,exact_mapping,btnt_mapping,ntbt_mapping
,ORPHA:100000,Reticular perineurioma,"ORPHA:557494,ORPHA:100002",orphanet,ORPHA:100000,https://identifiers.org/orphanet:100000,,,urn:miriam:icd:D36.1,
,ORPHA:101330,Porphyria cutanea tarda,"ORPHA:557493,ORPHA:377788,ORPHA:95161",orphanet,ORPHA:101330,https://identifiers.org/orphanet:101330,,urn:miriam:icd:E80.1,,
,ORPHA:294016,Microcephaly-capillary malformation syndrome,"ORPHA:557493,ORPHA:377789,ORPHA:458830,ORPHA:269528",orphanet,ORPHA:294016,https://identifiers.org/orphanet:294016,,,,urn:miriam:icd:Q87.8
,ORPHA:98203,Combined dystonia,"ORPHA:68363,ORPHA:557492,ORPHA:391799",orphanet,ORPHA:98203,https://identifiers.org/orphanet:98203,,,,
,ORPHA:98204,OBSOLETE: Heredodegenerative disease with dystonia as a major feature,ORPHA:C051,orphanet,ORPHA:98204,https://identifiers.org/orphanet:98204,,,,
,ORPHA:100019,Refractory anemia with excess blasts type 1,"ORPHA:557494,ORPHA:86839",orphanet,ORPHA:100019,https://identifiers.org/orphanet:100019,,,,urn:miriam:icd:D46.2
,ORPHA:100014,Lissencephaly with cerebellar hypoplasia type D,"ORPHA:557493,ORPHA:377789,ORPHA:86823",orphanet,ORPHA:100014,https://identifiers.org/orphanet:100014,,,,urn:miriam:icd:Q04.3
,ORPHA:499107,Idiopathic optic perineuritis,"ORPHA:557493,ORPHA:377788,ORPHA:499047",orphanet,ORPHA:499107,https://identifiers.org/orphanet:499107,,,,urn:miriam:icd:H05.0
,ORPHA:100013,Lissencephaly with cerebellar hypoplasia type C,"ORPHA:557493,ORPHA:377789,ORPHA:86823",orphanet,ORPHA:100013,https://identifiers.org/orphanet:100013,,,,urn:miriam:icd:Q04.3
,ORPHA:100016,Lissencephaly with cerebellar hypoplasia type F,"ORPHA:557493,ORPHA:377789,ORPHA:86823",orphanet,ORPHA:100016,https://identifiers.org/orphanet:100016,,,,urn:miriam:icd:Q04.3
,ORPHA:100015,Lissencephaly with cerebellar hypoplasia type E,"ORPHA:557493,ORPHA:377789,ORPHA:86823",orphanet,ORPHA:100015,https://identifiers.org/orphanet:100015,,,,urn:miriam:icd:Q04.3
,ORPHA:499103,Recurrent idiopathic neuroretinitis,"ORPHA:557493,ORPHA:377788,ORPHA:499047",orphanet,ORPHA:499103,https://identifiers.org/orphanet:499103,,,,urn:miriam:icd:H46
,ORPHA:294023,Neonatal inflammatory skin and bowel disease,"ORPHA:557493,ORPHA:377788,ORPHA:79360,ORPHA:79359,ORPHA:622720,ORPHA:619238,ORPHA:611314,ORPHA:324942,ORPHA:324927,ORPHA:290842,ORPHA:290839,ORPHA:165655,ORPHA:104012",orphanet,ORPHA:294023,https://identifiers.org/orphanet:294023,,,,urn:miriam:icd:D84.8
,ORPHA:100011,Lissencephaly with cerebellar hypoplasia type A,"ORPHA:557493,ORPHA:377789,ORPHA:86823",orphanet,ORPHA:100011,https://identifiers.org/orphanet:100011,,,,urn:miriam:icd:Q04.3
,ORPHA:100012,Lissencephaly with cerebellar hypoplasia type B,"ORPHA:557493,ORPHA:377789,ORPHA:86823",orphanet,ORPHA:100012,https://identifiers.org/orphanet:100012,,,,urn:miriam:icd:Q04.3
,ORPHA:294026,Syndactyly-nystagmus syndrome due to 2q31.1 microduplication,"ORPHA:557493,ORPHA:377789,ORPHA:262842",orphanet,ORPHA:294026,https://identifiers.org/orphanet:294026,,,,urn:miriam:icd:Q92.3
,ORPHA:140908,Brachydactyly type B2,"ORPHA:557494,ORPHA:93383",orphanet,ORPHA:140908,https://identifiers.org/orphanet:140908,,,,urn:miriam:icd:Q73.8
,ORPHA:140905,Hyperlipidemia due to hepatic triacylglycerol lipase deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:181428",orphanet,ORPHA:140905,https://identifiers.org/orphanet:140905,,,,urn:miriam:icd:E78.4
,ORPHA:645613,Classical dermatomyositis,"ORPHA:557494,ORPHA:221",orphanet,ORPHA:645613,https://identifiers.org/orphanet:645613,,,,urn:miriam:icd:M33.1
,ORPHA:221054,Acrocephalopolydactyly,"ORPHA:557493,ORPHA:377789,ORPHA:139393",orphanet,ORPHA:221054,https://identifiers.org/orphanet:221054,,,,urn:miriam:icd:Q87.0
,ORPHA:261992,Partial deletion of the short arm of chromosome 20,"ORPHA:557492,ORPHA:261846",orphanet,ORPHA:261992,https://identifiers.org/orphanet:261992,,,,
,ORPHA:247685,Odontohypophosphatasia,"ORPHA:557494,ORPHA:98027,ORPHA:436",orphanet,ORPHA:247685,https://identifiers.org/orphanet:247685,,,,urn:miriam:icd:E83.3
,ORPHA:645617,Amyopathic dermatomyositis,"ORPHA:557494,ORPHA:221",orphanet,ORPHA:645617,https://identifiers.org/orphanet:645617,,,,
,ORPHA:261974,Partial deletion of the short arm of chromosome 18,"ORPHA:557492,ORPHA:261836",orphanet,ORPHA:261974,https://identifiers.org/orphanet:261974,,,,
,ORPHA:329178,Congenital muscular dystrophy with intellectual disability and severe epilepsy,"ORPHA:557493,ORPHA:377788,ORPHA:611314,ORPHA:371157,ORPHA:371071,ORPHA:370953,ORPHA:309526",orphanet,ORPHA:329178,https://identifiers.org/orphanet:329178,,,,urn:miriam:icd:E77.8
,ORPHA:658913,Paragonimiasis,"ORPHA:557493,ORPHA:377788,ORPHA:1685",orphanet,ORPHA:658913,https://identifiers.org/orphanet:658913,,,,
,ORPHA:329173,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,"ORPHA:557493,ORPHA:377788,ORPHA:331217,ORPHA:324933",orphanet,ORPHA:329173,https://identifiers.org/orphanet:329173,,,,urn:miriam:icd:D89.8
,ORPHA:658917,Clonorchiasis,"ORPHA:557493,ORPHA:377788,ORPHA:1685",orphanet,ORPHA:658917,https://identifiers.org/orphanet:658917,,,,
,ORPHA:658909,Fasciolopsiasis,"ORPHA:557493,ORPHA:377788,ORPHA:1685",orphanet,ORPHA:658909,https://identifiers.org/orphanet:658909,,,,
,ORPHA:221046,Poikiloderma with neutropenia,"ORPHA:557493,ORPHA:377788,ORPHA:331184,ORPHA:222628",orphanet,ORPHA:221046,https://identifiers.org/orphanet:221046,,,,urn:miriam:icd:D82.8
,ORPHA:247698,Multiple endocrine neoplasia type 2A,"ORPHA:557494,ORPHA:653,ORPHA:100091",orphanet,ORPHA:247698,https://identifiers.org/orphanet:247698,,,,urn:miriam:icd:D44.8
,ORPHA:221043,Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:264992,ORPHA:264740,ORPHA:222628,ORPHA:206656",orphanet,ORPHA:221043,https://identifiers.org/orphanet:221043,,,,urn:miriam:icd:Q82.8
,ORPHA:261983,Partial deletion of the short arm of chromosome 19,"ORPHA:557492,ORPHA:261841",orphanet,ORPHA:261983,https://identifiers.org/orphanet:261983,,,,
,ORPHA:247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,"ORPHA:557493,ORPHA:377788,ORPHA:522576,ORPHA:519317,ORPHA:477754,ORPHA:477647,ORPHA:182228",orphanet,ORPHA:247691,https://identifiers.org/orphanet:247691,,,,urn:miriam:icd:I77.8
,ORPHA:261965,Partial deletion of the short arm of chromosome 17,"ORPHA:557492,ORPHA:261831",orphanet,ORPHA:261965,https://identifiers.org/orphanet:261965,,,,
,ORPHA:658946,Early-onset autoimmune disorder due to DOCK11 partial deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:79391,ORPHA:506219,ORPHA:324933,ORPHA:183494,ORPHA:169355",orphanet,ORPHA:658946,https://identifiers.org/orphanet:658946,,,,
,ORPHA:247667,Childhood-onset hypophosphatasia,"ORPHA:557494,ORPHA:98027,ORPHA:436,ORPHA:139393",orphanet,ORPHA:247667,https://identifiers.org/orphanet:247667,,,,urn:miriam:icd:E83.3
,ORPHA:221078,Combined hyperactive dysfunction syndrome of the cranial nerves,"ORPHA:557493,ORPHA:377788,ORPHA:221109",orphanet,ORPHA:221078,https://identifiers.org/orphanet:221078,,,,urn:miriam:icd:G52.7
,ORPHA:221074,Marchiafava-Bignami disease,"ORPHA:557493,ORPHA:377788,ORPHA:182070",orphanet,ORPHA:221074,https://identifiers.org/orphanet:221074,,urn:miriam:icd:G37.1,,
,ORPHA:261956,Partial deletion of the short arm of chromosome 16,"ORPHA:557492,ORPHA:261826",orphanet,ORPHA:261956,https://identifiers.org/orphanet:261956,,,,
,ORPHA:645626,Adermatopathic dermatomyositis,"ORPHA:557494,ORPHA:221",orphanet,ORPHA:645626,https://identifiers.org/orphanet:645626,,,,urn:miriam:icd:M33.1
,ORPHA:247676,Adult hypophosphatasia,"ORPHA:557494,ORPHA:98027,ORPHA:436",orphanet,ORPHA:247676,https://identifiers.org/orphanet:247676,,,,urn:miriam:icd:E83.3
,ORPHA:221061,Familial cerebral cavernous malformation,"ORPHA:557493,ORPHA:377789,ORPHA:459548,ORPHA:371436,ORPHA:211252,ORPHA:102006",orphanet,ORPHA:221061,https://identifiers.org/orphanet:221061,,,,urn:miriam:icd:Q28.3
,ORPHA:221091,Trigeminal neuralgia,"ORPHA:557493,ORPHA:377788,ORPHA:221109",orphanet,ORPHA:221091,https://identifiers.org/orphanet:221091,,urn:miriam:icd:G50.0,,
,ORPHA:98267,Genetic non-syndromic obesity,"ORPHA:557493,ORPHA:377788,ORPHA:77828",orphanet,ORPHA:98267,https://identifiers.org/orphanet:98267,,,,urn:miriam:icd:E66.8
,ORPHA:221098,Glossopharyngeal neuralgia,"ORPHA:557493,ORPHA:377788,ORPHA:221109",orphanet,ORPHA:221098,https://identifiers.org/orphanet:221098,,,,urn:miriam:icd:G52.1
,ORPHA:656300,Autosomal recessive combined immunodeficiency due to partial IL6ST deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:79391,ORPHA:331223,ORPHA:183494",orphanet,ORPHA:656300,https://identifiers.org/orphanet:656300,,,,
,ORPHA:98261,Progressive myoclonic epilepsy,"ORPHA:98260,ORPHA:98259,ORPHA:557492,ORPHA:306756",orphanet,ORPHA:98261,https://identifiers.org/orphanet:98261,,,,
,ORPHA:98260,Adolescent-onset epilepsy syndrome,"ORPHA:557492,ORPHA:166463",orphanet,ORPHA:98260,https://identifiers.org/orphanet:98260,,,,
,ORPHA:658951,Early-onset immune dysregulation due to DOCK11 complete deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:506219,ORPHA:271870,ORPHA:182231,ORPHA:169361",orphanet,ORPHA:658951,https://identifiers.org/orphanet:658951,,,,
,ORPHA:620363,Primary hypomagnesemia-generalized seizures-intellectual disability-obesity syndrome,"ORPHA:557493,ORPHA:377788,ORPHA:93603,ORPHA:611314,ORPHA:309848,ORPHA:240371,ORPHA:183592",orphanet,ORPHA:620363,https://identifiers.org/orphanet:620363,,,,urn:miriam:icd:E83.4
,ORPHA:98275,Myelodysplastic/myeloproliferative disease,"ORPHA:557492,ORPHA:171895",orphanet,ORPHA:98275,https://identifiers.org/orphanet:98275,,,,
,ORPHA:98277,Acute myeloid leukemia with recurrent genetic anomaly,"ORPHA:557492,ORPHA:519",orphanet,ORPHA:98277,https://identifiers.org/orphanet:98277,,,,
,ORPHA:620368,EGF-related primary hypomagnesemia with intellectual disability,"ORPHA:557493,ORPHA:377788,ORPHA:93603,ORPHA:309848,ORPHA:183592",orphanet,ORPHA:620368,https://identifiers.org/orphanet:620368,,,,urn:miriam:icd:E83.4
,ORPHA:221083,Hemifacial spasm,"ORPHA:557493,ORPHA:377788,ORPHA:306750",orphanet,ORPHA:221083,https://identifiers.org/orphanet:221083,,urn:miriam:icd:G51.3,,
,ORPHA:98274,Myeloproliferative neoplasm,"ORPHA:557492,ORPHA:171895",orphanet,ORPHA:98274,https://identifiers.org/orphanet:98274,,,,
,ORPHA:103910,Congenital enterocyte heparan sulfate deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:104007",orphanet,ORPHA:103910,https://identifiers.org/orphanet:103910,,,,urn:miriam:icd:P78.3
,ORPHA:103912,OBSOLETE: Epithelio-exfoliative colitis-deafness syndrome,ORPHA:C052,orphanet,ORPHA:103912,https://identifiers.org/orphanet:103912,,,,
,ORPHA:98289,Dendritic cell tumor,"ORPHA:98287,ORPHA:557492",orphanet,ORPHA:98289,https://identifiers.org/orphanet:98289,,urn:miriam:icd:C96.4,,
,ORPHA:98287,Histiocytic and dendritic cell tumor,"ORPHA:557492,ORPHA:171898",orphanet,ORPHA:98287,https://identifiers.org/orphanet:98287,,,,
,ORPHA:620371,Gitelman-like kidney tubulopathy due to mitochondrial DNA mutation,"ORPHA:557493,ORPHA:377788,ORPHA:93603,ORPHA:93593,ORPHA:506213,ORPHA:254776,ORPHA:183592",orphanet,ORPHA:620371,https://identifiers.org/orphanet:620371,,,,urn:miriam:icd:E88.8
,ORPHA:98288,Macrophage or histiocytic tumor,"ORPHA:98287,ORPHA:557492",orphanet,ORPHA:98288,https://identifiers.org/orphanet:98288,,,,
,ORPHA:656326,Autosomal recessive combined immunodeficiency due to IL6R deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:79391,ORPHA:331223,ORPHA:183494",orphanet,ORPHA:656326,https://identifiers.org/orphanet:656326,,,,
,ORPHA:103909,Trehalase deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:309001,ORPHA:104006",orphanet,ORPHA:103909,https://identifiers.org/orphanet:103909,,,,urn:miriam:icd:E74.3
,ORPHA:306486,OBSOLETE: Congenital sucrase-isomaltase deficiency without sucrose intolerance,ORPHA:C053,orphanet,ORPHA:306486,https://identifiers.org/orphanet:306486,,,,
,ORPHA:103908,Congenital sodium diarrhea,"ORPHA:557493,ORPHA:377788,ORPHA:73014,ORPHA:363300,ORPHA:104003",orphanet,ORPHA:103908,https://identifiers.org/orphanet:103908,,,,urn:miriam:icd:K90.8
,ORPHA:103907,Chronic diarrhea due to glucoamylase deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:309001,ORPHA:104006",orphanet,ORPHA:103907,https://identifiers.org/orphanet:103907,,,,urn:miriam:icd:E74.3
,ORPHA:98282,Plasma cell tumor,"ORPHA:557492,ORPHA:171898",orphanet,ORPHA:98282,https://identifiers.org/orphanet:98282,,,,
,ORPHA:269008,Isolated focal cortical dysplasia type IIb,"ORPHA:557494,ORPHA:268994",orphanet,ORPHA:269008,https://identifiers.org/orphanet:269008,,,,urn:miriam:icd:Q04.8
,ORPHA:103920,Undetermined colitis,"ORPHA:557493,ORPHA:377788,ORPHA:104012",orphanet,ORPHA:103920,https://identifiers.org/orphanet:103920,,urn:miriam:icd:K52.3,,
,ORPHA:98298,OBSOLETE: Ichthyosis associated with a peroxisomal disease,ORPHA:C051,orphanet,ORPHA:98298,https://identifiers.org/orphanet:98298,,,,
,ORPHA:499182,Pilomatrix carcinoma,"ORPHA:557493,ORPHA:377788,ORPHA:79386",orphanet,ORPHA:499182,https://identifiers.org/orphanet:499182,,,"urn:miriam:icd:C44.3,urn:miriam:icd:C44.4",
,ORPHA:98297,OBSOLETE: Ichthyosis associated with a protein catabolism anomaly,ORPHA:C051,orphanet,ORPHA:98297,https://identifiers.org/orphanet:98297,,,,
,ORPHA:98299,OBSOLETE: Ichthyosis associated with a nucleotide excision repair anomaly,ORPHA:C051,orphanet,ORPHA:98299,https://identifiers.org/orphanet:98299,,,,
,ORPHA:269001,Isolated focal cortical dysplasia type IIa,"ORPHA:557494,ORPHA:268994",orphanet,ORPHA:269001,https://identifiers.org/orphanet:269001,,,,urn:miriam:icd:Q04.8
,ORPHA:98290,Immunodeficiency-associated lymphoproliferative disease,"ORPHA:557492,ORPHA:171898",orphanet,ORPHA:98290,https://identifiers.org/orphanet:98290,,,,
,ORPHA:656313,Autosomal dominant combined immunodeficiency due to partial IL6ST deficiency,"ORPHA:557493,ORPHA:377788,ORPHA:331223",orphanet,ORPHA:656313,https://identifiers.org/orphanet:656313,,,,
,ORPHA:98292,Mastocytosis,"ORPHA:68347,ORPHA:557492",orphanet,ORPHA:98292,https://identifiers.org/orphanet:98292,,,,
,ORPHA:103919,Autoimmune pancreatitis,"ORPHA:557492,ORPHA:101937",orphanet,ORPHA:103919,https://identifiers.org/orphanet:103919,,,,
,ORPHA:306498,PTEN hamartoma tumor syndrome,"ORPHA:98196,ORPHA:79386,ORPHA:557492,ORPHA:183487,ORPHA:183422",orphanet,ORPHA:306498,https://identifiers.org/orphanet:306498,,,,
,ORPHA:98291,Lymphoproliferative disease associated with primary immune disease,"ORPHA:98290,ORPHA:557492",orphanet,ORPHA:98291,https://identifiers.org/orphanet:98291,,,,
,ORPHA:103918,Tropical pancreatitis,"ORPHA:557493,ORPHA:377788,ORPHA:101937",orphanet,ORPHA:103918,https://identifiers.org/orphanet:103918,,,,urn:miriam:icd:K86.1
,ORPHA:103916,OBSOLETE: Autoimmune enteropathy type 2,ORPHA:C052,orphanet,ORPHA:103916,https://identifiers.org/orphanet:103916,,,,
,ORPHA:103917,OBSOLETE: Autoimmune enteropathy type 3,ORPHA:C052,orphanet,ORPHA:103917,https://identifiers.org/orphanet:103917,,,,
,ORPHA:98293,Hodgkin lymphoma,"ORPHA:557492,ORPHA:289644,ORPHA:223735",orphanet,ORPHA:98293,https://identifiers.org/orphanet:98293,,,,
,ORPHA:98296,OBSOLETE: Ichthyosis associated with a cornified cell envelope and epidermal lipid metabolism anomaly,ORPHA:C051,orphanet,ORPHA:98296,https://identifiers.org/orphanet:98296,,,,
,ORPHA:103915,OBSOLETE: Immunoproliferative small intestinal disease,ORPHA:C052,orphanet,ORPHA:103915,https://identifiers.org/orphanet:103915,,,,
,urn:miriam:icd:A00,Cholera,urn:miriam:icd:A00-A09,ICD-10,A00,https://icd.who.int/browse10/2019/en#/A00,,,,
,urn:miriam:icd:A00-A09,Intestinal infectious diseases,urn:miriam:icd:I,ICD-10,A00-A09,https://icd.who.int/browse10/2019/en#/A00-A09,,,,
,urn:miriam:icd:A00.0,"Cholera due to Vibrio cholerae 01, biovar cholerae",urn:miriam:icd:A00,ICD-10,A00.0,https://icd.who.int/browse10/2019/en#/A00.0,,,,ORPHA:173
,urn:miriam:icd:A00.1,"Cholera due to Vibrio cholerae 01, biovar eltor",urn:miriam:icd:A00,ICD-10,A00.1,https://icd.who.int/browse10/2019/en#/A00.1,,,,ORPHA:173
,urn:miriam:icd:A00.9,"Cholera, unspecified",urn:miriam:icd:A00,ICD-10,A00.9,https://icd.who.int/browse10/2019/en#/A00.9,,,,ORPHA:173
,urn:miriam:icd:A01,Typhoid and paratyphoid fevers,urn:miriam:icd:A00-A09,ICD-10,A01,https://icd.who.int/browse10/2019/en#/A01,,,,
,urn:miriam:icd:A01.0,Typhoid fever,urn:miriam:icd:A01,ICD-10,A01.0,https://icd.who.int/browse10/2019/en#/A01.0,,ORPHA:99745,,
,urn:miriam:icd:A01.1,Paratyphoid fever A,urn:miriam:icd:A01,ICD-10,A01.1,https://icd.who.int/browse10/2019/en#/A01.1,,,,ORPHA:443227
,urn:miriam:icd:A01.2,Paratyphoid fever B,urn:miriam:icd:A01,ICD-10,A01.2,https://icd.who.int/browse10/2019/en#/A01.2,,,,ORPHA:443227
,urn:miriam:icd:A01.3,Paratyphoid fever C,urn:miriam:icd:A01,ICD-10,A01.3,https://icd.who.int/browse10/2019/en#/A01.3,,,,ORPHA:443227
,urn:miriam:icd:A01.4,"Paratyphoid fever, unspecified",urn:miriam:icd:A01,ICD-10,A01.4,https://icd.who.int/browse10/2019/en#/A01.4,,,,ORPHA:443227
,urn:miriam:icd:A02,Other salmonella infections,urn:miriam:icd:A00-A09,ICD-10,A02,https://icd.who.int/browse10/2019/en#/A02,,,,
,urn:miriam:icd:A02.0,Salmonella enteritis,urn:miriam:icd:A02,ICD-10,A02.0,https://icd.who.int/browse10/2019/en#/A02.0,,,,
,urn:miriam:icd:A02.1,Salmonella sepsis,urn:miriam:icd:A02,ICD-10,A02.1,https://icd.who.int/browse10/2019/en#/A02.1,,,,
,urn:miriam:icd:A02.2,Localized salmonella infections,urn:miriam:icd:A02,ICD-10,A02.2,https://icd.who.int/browse10/2019/en#/A02.2,,,,
,urn:miriam:icd:A02.8,Other specified salmonella infections,urn:miriam:icd:A02,ICD-10,A02.8,https://icd.who.int/browse10/2019/en#/A02.8,,,ORPHA:324648,
,urn:miriam:icd:A02.9,"Salmonella infection, unspecified",urn:miriam:icd:A02,ICD-10,A02.9,https://icd.who.int/browse10/2019/en#/A02.9,,,,
,urn:miriam:icd:A03,Shigellosis,urn:miriam:icd:A00-A09,ICD-10,A03,https://icd.who.int/browse10/2019/en#/A03,,,,
,urn:miriam:icd:A03.0,Shigellosis due to Shigella dysenteriae,urn:miriam:icd:A03,ICD-10,A03.0,https://icd.who.int/browse10/2019/en#/A03.0,,,,ORPHA:810
,urn:miriam:icd:A03.1,Shigellosis due to Shigella flexneri,urn:miriam:icd:A03,ICD-10,A03.1,https://icd.who.int/browse10/2019/en#/A03.1,,,,ORPHA:810
,urn:miriam:icd:A03.2,Shigellosis due to Shigella boydii,urn:miriam:icd:A03,ICD-10,A03.2,https://icd.who.int/browse10/2019/en#/A03.2,,,,ORPHA:810
,urn:miriam:icd:A03.3,Shigellosis due to Shigella sonnei,urn:miriam:icd:A03,ICD-10,A03.3,https://icd.who.int/browse10/2019/en#/A03.3,,,,ORPHA:810
,urn:miriam:icd:A03.8,Other shigellosis,urn:miriam:icd:A03,ICD-10,A03.8,https://icd.who.int/browse10/2019/en#/A03.8,,,,ORPHA:810
,urn:miriam:icd:A03.9,"Shigellosis, unspecified",urn:miriam:icd:A03,ICD-10,A03.9,https://icd.who.int/browse10/2019/en#/A03.9,,,,ORPHA:810
,urn:miriam:icd:A04,Other bacterial intestinal infections,urn:miriam:icd:A00-A09,ICD-10,A04,https://icd.who.int/browse10/2019/en#/A04,,,,
,urn:miriam:icd:A04.0,Other bacterial intestinal infections - Enteropathogenic Escherichia coli infection,urn:miriam:icd:A04,ICD-10,A04.0,https://icd.who.int/browse10/2019/en#/A04.0,,,,
,urn:miriam:icd:A04.1,Other bacterial intestinal infections - Enterotoxigenic Escherichia coli infection,urn:miriam:icd:A04,ICD-10,A04.1,https://icd.who.int/browse10/2019/en#/A04.1,,,,
,urn:miriam:icd:A04.2,Other bacterial intestinal infections - Enteroinvasive Escherichia coli infection,urn:miriam:icd:A04,ICD-10,A04.2,https://icd.who.int/browse10/2019/en#/A04.2,,,,
,urn:miriam:icd:A04.3,Other bacterial intestinal infections - Enterohaemorrhagic Escherichia coli infection,urn:miriam:icd:A04,ICD-10,A04.3,https://icd.who.int/browse10/2019/en#/A04.3,,,,
,urn:miriam:icd:A04.4,Other intestinal Escherichia coli infections,urn:miriam:icd:A04,ICD-10,A04.4,https://icd.who.int/browse10/2019/en#/A04.4,,,,
,urn:miriam:icd:A04.5,Other bacterial intestinal infections - Campylobacter enteritis,urn:miriam:icd:A04,ICD-10,A04.5,https://icd.who.int/browse10/2019/en#/A04.5,,,,
,urn:miriam:icd:A04.6,Other bacterial intestinal infections - Enteritis due to Yersinia enterocolitica,urn:miriam:icd:A04,ICD-10,A04.6,https://icd.who.int/browse10/2019/en#/A04.6,,,,
,urn:miriam:icd:A04.7,Other bacterial intestinal infections - Enterocolitis due to Clostridium difficile,urn:miriam:icd:A04,ICD-10,A04.7,https://icd.who.int/browse10/2019/en#/A04.7,,,,
,urn:miriam:icd:A04.8,Other specified bacterial intestinal infections,urn:miriam:icd:A04,ICD-10,A04.8,https://icd.who.int/browse10/2019/en#/A04.8,,,,
,urn:miriam:icd:A04.9,"Bacterial intestinal infection, unspecified",urn:miriam:icd:A04,ICD-10,A04.9,https://icd.who.int/browse10/2019/en#/A04.9,,,,
,urn:miriam:icd:A05,"Other bacterial foodborne intoxications, not elsewhere classified",urn:miriam:icd:A00-A09,ICD-10,A05,https://icd.who.int/browse10/2019/en#/A05,,,,
,urn:miriam:icd:A05.0,Foodborne staphylococcal intoxication,urn:miriam:icd:A05,ICD-10,A05.0,https://icd.who.int/browse10/2019/en#/A05.0,,,,
,urn:miriam:icd:A05.1,"Other bacterial foodborne intoxications, not elsewhere classified - Botulism",urn:miriam:icd:A05,ICD-10,A05.1,https://icd.who.int/browse10/2019/en#/A05.1,,ORPHA:1267,"ORPHA:178478,ORPHA:178481,ORPHA:178475,ORPHA:178487,ORPHA:254504,ORPHA:254509,ORPHA:228371,ORPHA:230800",
,urn:miriam:icd:A05.2,Foodborne Clostridium perfringens [Clostridium welchii] intoxication,urn:miriam:icd:A05,ICD-10,A05.2,https://icd.who.int/browse10/2019/en#/A05.2,,,,
,urn:miriam:icd:A05.3,Foodborne Vibrio parahaemolyticus intoxication,urn:miriam:icd:A05,ICD-10,A05.3,https://icd.who.int/browse10/2019/en#/A05.3,,,,
,urn:miriam:icd:A05.4,Foodborne Bacillus cereus intoxication,urn:miriam:icd:A05,ICD-10,A05.4,https://icd.who.int/browse10/2019/en#/A05.4,,,,
,urn:miriam:icd:A05.8,Other specified bacterial foodborne intoxications,urn:miriam:icd:A05,ICD-10,A05.8,https://icd.who.int/browse10/2019/en#/A05.8,,,,
,urn:miriam:icd:A05.9,"Bacterial foodborne intoxication, unspecified",urn:miriam:icd:A05,ICD-10,A05.9,https://icd.who.int/browse10/2019/en#/A05.9,,,,
,urn:miriam:icd:A06,Amoebiasis,urn:miriam:icd:A00-A09,ICD-10,A06,https://icd.who.int/browse10/2019/en#/A06,,,,
,urn:miriam:icd:A06.0,Amoebiasis - Acute amoebic dysentery,urn:miriam:icd:A06,ICD-10,A06.0,https://icd.who.int/browse10/2019/en#/A06.0,,,,ORPHA:67
,urn:miriam:icd:A06.1,Chronic intestinal amoebiasis,urn:miriam:icd:A06,ICD-10,A06.1,https://icd.who.int/browse10/2019/en#/A06.1,,,,ORPHA:67
,urn:miriam:icd:A06.2,Amoebiasis - Amoebic nondysenteric colitis,urn:miriam:icd:A06,ICD-10,A06.2,https://icd.who.int/browse10/2019/en#/A06.2,,,,ORPHA:67
,urn:miriam:icd:A06.3,Amoebiasis - Amoeboma of intestine,urn:miriam:icd:A06,ICD-10,A06.3,https://icd.who.int/browse10/2019/en#/A06.3,,,,ORPHA:67
,urn:miriam:icd:A06.4,Amoebiasis - Amoebic liver abscess,urn:miriam:icd:A06,ICD-10,A06.4,https://icd.who.int/browse10/2019/en#/A06.4,,,,ORPHA:67
,urn:miriam:icd:A06.5,Amoebiasis - Amoebic lung abscess,urn:miriam:icd:A06,ICD-10,A06.5,https://icd.who.int/browse10/2019/en#/A06.5,,,,ORPHA:67
,urn:miriam:icd:A06.6,Amoebiasis - Amoebic brain abscess,urn:miriam:icd:A06,ICD-10,A06.6,https://icd.who.int/browse10/2019/en#/A06.6,,,,ORPHA:67
,urn:miriam:icd:A06.7,Cutaneous amoebiasis,urn:miriam:icd:A06,ICD-10,A06.7,https://icd.who.int/browse10/2019/en#/A06.7,,,,ORPHA:67
,urn:miriam:icd:A06.8,Amoebiasis - Amoebic infection of other sites,urn:miriam:icd:A06,ICD-10,A06.8,https://icd.who.int/browse10/2019/en#/A06.8,,,,ORPHA:67
,urn:miriam:icd:A06.9,"Amoebiasis, unspecified",urn:miriam:icd:A06,ICD-10,A06.9,https://icd.who.int/browse10/2019/en#/A06.9,,,,ORPHA:67
,urn:miriam:icd:A07,Other protozoal intestinal diseases,urn:miriam:icd:A00-A09,ICD-10,A07,https://icd.who.int/browse10/2019/en#/A07,,,,
,urn:miriam:icd:A07.0,Other protozoal intestinal diseases - Balantidiasis,urn:miriam:icd:A07,ICD-10,A07.0,https://icd.who.int/browse10/2019/en#/A07.0,,ORPHA:1223,,
