id,PID,Name,Acronym,Description,URL,Juridical Person,Country,Head of Biobank,Latitude,Longitude,Also Known In,Contact Person,Networks,Commercial Collaboration,Non Profit Collaboration,Capabilities,National Node
bbmri-eric:ID:FR_BB-0033-00071,21.T12995/1.58e1-e21a-9754,LAG-CRB,-,"The studies included in the LAG-CRB have common objectives, which are to highlight gene-environment interactions in the occurrence of human diseases mainly orientated towards cardiovascular and metabolic diseases and neurodegenerative disorders. They all require a large number of patients in order to have a sufficient power to detect associations between genetic variations and phenotypes. All these studies require biological sampling allowing DNA extraction for high throughput genotyping and sequencing.As a prerequisite, the biological samples stored and informations need to be reliable. Thus quality requirements are our constant concern since the creation of the LAG-CRB.The growing number of samples to manage (more than 215 000 samples July 1st, 2010) reinforces the setting up of a quality management system (on the basis of the standart NF S 96-900) to maintain the satisfaction of our partners and the recognition of our services by the researchers and the institutions.",http://www.pasteur-lille.fr,LAG-CRB,FR,bbmri-eric:contactID:FR_BB-0033-00071,50.6280388,3.073893099999964,,bbmri-eric:contactID:FR_BB-0033-00071,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00072,21.T12995/1.359e-d7b9-6495,CelluloNet,-,"CelluloNet works as a repository for cell lines developed and/or used by researchers at IFR128 BioSciences Gerland-Lyon Sud in the fields of infectiology, Immmunology, Virology, Cancer and other Human Diseases researche as well as Cell Biology or Biotechnologies.Many cell lines have been extensively characterized onsite and are valuable in vitro and in vivo models that constitute an important and unique to highly original collection of biomolecular tools for biological and human health research.",http://www.sfr-biosciences.fr/plateformes/cellular-and-dna-technologies/Cellulonet,CelluloNet,FR,bbmri-eric:contactID:FR_BB-0033-00072,45.7277417,4.825997700000016,,bbmri-eric:contactID:FR_BB-0033-00072,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00073,21.T12995/1.8ef5-9013-d6ca,Goelamstheque CHU Cochin,GOELAMStheque,"Scientific activity (2008-2010)The biobanque Goelamstheque has been created in 2008 by the French Multicenter Group, Groupe Ouest Est des Leucemies et Autres Maladies du Sang (GOELAMS), which comprises 39 hematology departments scattered in France and taking care of patients with newly diagnosed acute myeloid leukaemia (AML). When the patients are included in various chemotherapy trials initiated by the GOELAMS, samples of bone marrow and blood before treatment are sent to the Goelamstheque in Hopital Cochin. Similarly, in the trials when it is required, patient samples are timely sent to the biobanque according to the protocol to perform biological studies, including the measurement of minimal residual disease. Following specific applications and approval by the GOELAMS scientific committee, many research projects have been conducted using samples frozen in the Goelamstheque.  These projects aimed to characterize the leukemic stem cells, to analyze the signalling pathways dysregulated in blast cells and thereby to identify some specific targets for new therapies in AML.The research group led by Dr P. Mayeux and Dr D. Bouscary (Paris, Cochin) studied protein synthesis and showed  an mTORC1-independent deregulation of oncogenic protein synthesis in human myeloid leukemogenesis. Furthermore, they demonstrated that the LKB1/AMPK signaling pathway has tumor suppressor activity in acute myeloid leukemia through the repression of mTOR-dependent oncogenic mRNA translation.A work in collaboration between Dr C. Recher (Toulouse) and Dr V. Bardet (Paris, Cochin) allowed the characterization of the leukemic stem cells in the population of the CD34+ CD38- CD123+ phenotype. They determined the prognostic value of the percentage of blasts within this phenotype and showed that overall, the percentage of CD34+ CD38- CD123+ leukemic cells at diagnosis significantly correlated with response to treatment and survival. In addition, Dr Patrick Mayeux and Dr Valerie BARDET belong to a large French network aiming at the characterization of leukemic stem cells (""reseau de cellules souches cancereuses"") directed by Pr. Christine CHOMIENNE, hospital St Louis, Paris.",,Goelamstheque CHU Cochin,FR,bbmri-eric:contactID:FR_BB-0033-00073,48.8367082,2.338535699999966,,bbmri-eric:contactID:FR_BB-0033-00073,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00074,21.T12995/1.29be-d564-9329,CRB IGR,-,"The BRC Gustave Roussy was created in 2001 to facilitating access of biological resources to the scientific community. It consists of 2 divisions: BRC Tissue and BCR ET-EXTRA. The expertise of BRC tissue is the collection, preservation and provision of annotated samples of human carcinogenesis (and their non-tumor tissue controls) in compliance with regulations. BRC ET-EXTRA manages blood samples in connection with treatment protocols.",https://www.gustaveroussy.fr/fr/content/centre-de-ressources-biologiques-activit%C3%A9s,CRB IGR,FR,bbmri-eric:contactID:FR_BB-0033-00074,48.7943873,2.348361000000068,,bbmri-eric:contactID:FR_BB-0033-00074,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00075,21.T12995/1.da83-887c-8da8,Yves-Jean BIGNON,CRB-CJP,"BRC CJP holds a pre analytical platform samples transformation with a cryobroyeur, a bioanalyzer, but also an analytical platform broadband pyrosequencing and a laboratory allowing immunohistochemical assays. In addition to its large number of tumors from a variety of bodies, the CRB has a collection of prophylactic oophorectomy in women at hereditary risk and the Werner syndrome.",,Yves-Jean BIGNON,FR,bbmri-eric:contactID:FR_BB-0033-00075,45.75838220000001,3.092466400000035,,bbmri-eric:contactID:FR_BB-0033-00075,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00076,21.T12995/1.aa9a-d36f-ce63,Biobanque d'ADN Hopital Debre,-,"Since December 1995, the UF Molecular Genetics offers clinicians (or laboratories) the ability to extract and preserve DNA from patients. It may be a request for preservation of DNA for diagnostic purposes or for DNA extraction for shipment to an outside laboratory or through a collaborative protocol. Currently we maintain about 61 000 DNA in our biobank.",,Biobanque d'ADN Hopital Debre,FR,bbmri-eric:contactID:FR_BB-0033-00076,48.8784443,2.4030290000000605,,bbmri-eric:contactID:FR_BB-0033-00076,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00077,21.T12995/1.5253-b28e-e54e,Hematobiobanque,-,"Our research team is devoted to characterize the physiopathology and the regulation of programmed cell death (PCD) of B-cell malignancies, with a special interest in the chronic lymphocytic leukemia (CLL), the most common hematological malignancy in Western countries. Our studies have been developed following 3 main directions:-) Identification of caspase-independent cell death as a new means to overcome apoptosis avoidance in chronic lymphocytic leukemia (CLL) : Drug resistance remains a major cause of treatment failure in CLL. In search for new molecules that induce PCD via caspase-independent PCD targets and that could open the way to novel therapeutic strategies in CLL treatment, we focused on CD47. This protein is a widely expressed member of the immunoglobulin (Ig) superfamily, functioning both as a receptor for thrombospondin-1 (TSP-1) and as a ligand for the transmembrane signal regulatory proteins SIRP? and ?. Our results demonstrate that CD47 engagement in CLL cells is a new and original approach that may be used to specifically eliminate malignant B-lymphocytes by induction of caspase-independent PCD, and this even in CLL cells from drug refractory patients. -) Characterization of various chromosomal aberrations in CLL and other lymphoproliferative disorders: We identified the gain of the short arm of chromosome 2 (2p) as a frequent recurring chromosome aberration, present in 28% of untreated patients with advanced stage CLL  and the deletion of the long arm of chromosome 14. We also described the clinical and biological features of CLL patients with translocations involving IG genes that are recurrent, but uncommon (<5%) in CLL: (14;19)(q32;q13) and t(14;18)(q32;q21).  We have reported the transcriptional activation of miR-125b-1 in the recurrent translocation, t(11;14)(q24;q32), involving IGH@ in B-cell precursor acute lymphoblastic leukemia.-)  Characterization of the B-Cell Receptor in CLL : We showed  evidence for a biaised Ig gene repertoire associated with increased proliferation as an indirect mechanism to overcome the homeostatic elimination of the malignant cells by programmed cell death in relation with poor prognosis in CLL .",,Hematobiobanque,FR,bbmri-eric:contactID:FR_BB-0033-00077,48.8370792,2.365042899999935,,bbmri-eric:contactID:FR_BB-0033-00077,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00078,21.T12995/1.bb92-1223-4fe3,Biobanque Hopital Beaujon,-,"Created 20 years ago, the Beaujon hospital tissue bank contains human biological samples from patients with gastrointestinal disorders (liver, pancreas, gastrointestinal tract) and brain tumors.",,Biobanque Hopital Beaujon,FR,bbmri-eric:contactID:FR_bedossa,48.9079966,2.307952300000011,,bbmri-eric:contactID:FR_BB-0033-00078,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00079,21.T12995/1.36f7-3319-613e,EVA (European Virus Archive),-,"Virus collections have been generated in small and large laboratories globally. However, their quality and the particular viruses collected usually reflect the interest of the laboratory.  Moreover, when laboratories are re-organized, closed down or the virologist leaves or retires, many of these collections are lost to science. The European Virus Archive (EVA) was conceived as a direct response to the need for a coordinated and readily accessible collection of viruses that could be made available to academia, public health organizations and industry, initially within Europe but ultimately throughout the World.  In preparing the FP7 proposal, it was emphasized that it would be impossible to generate a wide ranging viral archive in a single laboratory complex. Thus, the ""virology club tradition"" was retained by developing an integrated infrastructure via consortia, operating through validated networks. Initially, 9 laboratories within the EU were directly associated to compose the core of the network.  EVA provides access to viruses through European laboratories by integrating their collections and devising validated protocols and effective dissemination procedures, the partner laboratories work to identical high standards in producing and supplying authenticated viruses to the scientific community globally. This has been obtained through intense exchanges of know-how consisting of workshops, trainings and staff exchanges. The current EVA organization is satisfactorily operating: about 1000 products have been distributed worldwide. Ultimately, the EVA network should generate the largest collection of animal and plant viruses in Europe and ultimately in the world and should move beyond the current state-of-the-art to provide a valuable resource and service. To reach its objective to become the key provider of virus and viral derived products worldwide, EVA expands its network at the European level but also outside Europe.",http://www.european-virus-archive.com,EVA (European Virus Archive),FR,bbmri-eric:contactID:FR_BB-0033-00079,43.29171940000001,5.40274009999996,,bbmri-eric:contactID:FR_BB-0033-00079,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00080,21.T12995/1.4a80-4264-3525,INRA - CIRM,-,"The International Center of Microbial Resources (CIRM) is a BRC created by INRA in 2004. It preserves over 15.000 strains in five dedicated sites: food bacteria (Rennes), pathogenic bacteria (Tours), lignocellulotytic filamentous fungi (Marseilles), phytopathogenic bacteria (Angers) and hemiascomycetous yeasts (Grignon). The aim of this BRC is to gather all the microbial collections of INRA to make accessible a set of well characterized microbial resources to the scientific community. Since its creation, the CIRM has integrated over 12 Inra collections and has become a unique blend of collections associated to research on agro-food, biotechnology and human, animal and plant health. In addition to strain authentication, characterization, preservation, and distribution, the CIRM provides a number of services including taxonomic identification, full strain characterization, strain typing, confidential safe deposit and expertise in various fields. The CIRM is very active in the characterization and preservation of biodiversity from French oversea territories. The five sites are all ISO 9001 certified.The main research interests are: -Biodiversity and taxonomy: the five CIRM sites are involved in molecular taxonomy, design of new methods for identification and species description-Comparative genomics: the Grignon site, as a founder member of Genolevures, the French yeast genome sequencing consortium, has been involved in several comparative genomics projects since 1998.-Biotechnology: the Marseilles site is involved in several national and European projects studying the enzymatic potentiality of filamentous fungi for white and green biotechnologies. The Rennes site is involved in biotransformation of milk and cheese technology-Health: the Tours site studies biodiversity and molecular markers of bacterial pathogens and is involved in the determination of the antimicrobial spectrum of different molecules. The Rennes and Grignon sites are involved in projects on microbiological safety of foodstuff Since the start of 2009, the CIRM is coordinator, together with the Institut Pasteur, of the European project EMbaRC, which aims at establishing a self-sustainable community of European Microbial Resource Centers representing a large biodiversity and offering a wide-range of not only bioresources, but also expert services. Joint research to improve strain and DNA storage and to develop new microorganisms identification methods is ongoing.",http://www6.inra.fr/cirm,INRA - CIRM,FR,bbmri-eric:contactID:FR_BB-0033-00080,48.8480278,1.9397777777777778,,bbmri-eric:contactID:FR_BB-0033-00080,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00081,21.T12995/1.9387-a1ff-546f,CECOS Germetheque,CECOS Germetheque,"Founded in 2007, Germetheque is a distributed biological resource center grouping multiple hospitals with relevant collections: Bordeaux, Clermont-Ferrand, Grenoble, Lille, Marseille (APHM), Paris (Cochin et Tenon de l'APHP), Rennes, Rouen, Strasbourg and Toulouse. This biobank facilitates research in the field of human fertility. In this regard, it collects, stores and distributes human biological samples for researchers (male and female gametes, germinal tissue, DNA and others).",http://www.chu-toulouse.fr/-germetheque-centre-de-ressources-biologiques-,CECOS Germetheque,FR,bbmri-eric:contactID:FR_BB-0033-00081,43.6105035,1.4017814000000044,,bbmri-eric:contactID:FR_BB-0033-00081,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00082,21.T12995/1.321c-4a59-5c52,APHP - Neuropathologie du developpement,-,"The biobank  Development Neuropathology as the disctinction of being made of brain specimens, from pre- and postnatal and relatives to rare diseases (malformations, metabolic and degeneratives).
Most of specimens are included in parrafine and so suitable for DNA extraction.",,APHP - Neuropathologie du developpement,FR,bbmri-eric:contactID:FR_BB-0033-00082,48.8425755,2.4054146999999375,,bbmri-eric:contactID:FR_BB-0033-00082,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00083,21.T12995/1.c859-81b0-77ed,ANSES,ANSES,"The French agency for Food, Environmental and Occupational Health Safety implements independent, multi-disciplinary scientific expertise.Its principal mission is to contribute to the protection of human health with respect to the environment, the workplace and food. 
In its sphere of competence, the Agency's mission is to conduct risk assessments, to provide the competent authorities with any information about these risks as well as the expertise and scientific and technical support necessary to draft legislative and statutory provisions and implement risk management and mitigation strategies.",https://www.anses.fr/fr/content/pr%C3%A9sentation-de-lanses,ANSES,FR,bbmri-eric:contactID:FR_gardette,48.8107353,2.4251131999999416,,bbmri-eric:contactID:FR_BB-0033-00083,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00084,21.T12995/1.a1d2-0df4-369e,BIOMAX - Strasbourg,BIOMAX,"The Strasbourg Center for Biological Investigations, BIOMAX, is planned to be a hospital-wide translational R&D tool centred around a unique innovative BioBank coupled with a clinical/biological numerical database linked to proprietary (or external) research platforms.",,BIOMAX - Strasbourg,FR,bbmri-eric:contactID:FR_BB-0033-00084,48.5758121057535,7.747727036476135,,bbmri-eric:contactID:FR_BB-0033-00084,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00085,21.T12995/1.1f0f-dfe3-27b7,Reseau CRB Foie,-,"The BRC liver network is the French network of liver tumors. Most French hospitals with activities focusing on liver pathology are members of this network. It collects, stores and distributes liver tumor samples to researchers.",https://ssl3.isped.u-bordeaux2.fr/CRBFOIE_P/Default.aspx,Reseau CRB Foie,FR,bbmri-eric:contactID:FR_degos,48.9079966,2.307952300000011,,bbmri-eric:contactID:FR_BB-0033-00085,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00086,21.T12995/1.06ac-f882-4730,BIOCAP,Biotheque virtuelle Nationale des Cancers pediatriques,The aims of BIOCAP is to enable researchers from all disciplines involved in pediatric oncology to access data on tumor and constitutional samples (and annotations) stored in tumor banks and biobanks of French hospital  and gathered by the National Cancer Registry of Child.,http://rnce.inserm.fr/biotheque-virtuelle.php,BIOCAP,FR,bbmri-eric:contactID:FR_BB-0033-00086,48.7947182,2.360413200000039,,bbmri-eric:contactID:FR_BB-0033-00086,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00087,21.T12995/1.2c8c-e01a-c4ab,Cell&Co,Cell&Co,Cell & Co Biorepository is a private biobank. It ensures the management and conservation of biological resources from research projects and computer data and paper associated with those resources.,http://www.cell-and-co.com,Cell&Co,FR,bbmri-eric:contactID:FR_BB-0033-00087,45.7846208,3.220067599999993,,bbmri-eric:contactID:FR_BB-0033-00087,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00088,21.T12995/1.57fb-4997-ab14,Tumorotheque IRCNA-NANTES,-,The tumor bank have been constitued in 2002 and is one of the first functional units Regional cancer Institute - Nantes Atlantique ( IRCNA ).It is build by pooling tumor tissue cryopreservation of Nantes University Hospital and of the center of fight against cancer (PBC) Gauducheau Rene.,http://www.chu-nantes.fr/tumorotheque-de-l-institut-regional-du-cancer-nantes-atlantique-ircna--21685.kjsp?RH=ACCUEIL,Tumorotheque IRCNA-NANTES,FR,bbmri-eric:contactID:FR_BB-0033-00088,47.2092332,-1.5545164000000113,,bbmri-eric:contactID:FR_BB-0033-00088,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00089,21.T12995/1.221d-a6a4-29c7,"CRB Paris Sud/G H Paris Sud, Kremlin Bicetre",CRB PARIS SUD,"The biobank South of Paris was created in 2006 with the help of INSERM and the University Hospital center South of Paris. The mission of biobank is to collect, prepare, storage and the provision samples and data for the scientific community as research teams of the hospital group, partners teams and industry. Samples are tissus, plasma, sera, fluids, nucleic acids. These collections are established within the framework of protocols of research, arises from the care and requalified for research. The biobanks leans on a quality approach which allowed to obtain since 2011 the AFNOR certification according to the standard NF S96-900.",http://maladiesrares-paris-sud.aphp.fr/centre-de-ressources-biologiques/,"CRB Paris Sud/G H Paris Sud, Kremlin Bicetre",FR,bbmri-eric:contactID:FR_BB-0033-00089,48.8099698,2.357477700000004,,bbmri-eric:contactID:FR_BB-0033-00089,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00090,21.T12995/1.b6a2-9823-f385,CRB - Filiere Microbiologie,-,"The  Biological Resource  Center  - Microbiology collects, characterizes  and stores  pathogenic  micro- organisms  (bacteria,  yeast,  molds) isolated  from  patients  hospitalized  in  the  University  Hospital  of Besancon  or  isolated  from  the  environment.   The  collections  are  used  to  develop   new  tools  for epidemiology  (using   MALDI-TOF   MS,  whole  genome   sequencing  for  example)  and  for  antibiotic resistance  determination.   Collections  are  also  used  to  study  the  population  structure  of  multidrug resistant  bacteria and  to analyze the evolution  of pathogenic  bacteria  during  their spread  in hospital setting or during the patient infection.",https://www.chu-besancon.fr/la-recherche/les-acteurs-de-la-recherche-au-chru/centre-de-ressources-biologiques.html,CRB - Filiere Microbiologie,FR,bbmri-eric:contactID:FR_BB-0033-00090,47.22530159999999,5.961198500000023,,bbmri-eric:contactID:FR_BB-0033-00090,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00091,21.T12995/1.768c-e872-5488,CEPH Biobank,-,"The CEPH Biobank, one of the first French biobank using a ""professional"" organization, is a high throughput Biological Resource Centre since 2007.
Between 2012 and 2015 the biobank received more than 120000 biological samples for transformation and storage. The biobank was involved in the establishment of 9 new cohorts.",http://www.cephb.fr/collectionsBio.php,CEPH Biobank,FR,bbmri-eric:contactID:FR_BB-0033-00091,48.87567000000001,2.3686857000000145,,bbmri-eric:contactID:FR_BB-0033-00091,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00092,21.T12995/1.1920-4d04-a8b0,CRB-O CRCM,-,"Created from Institut Paoli-Calmettes (IPC) and the Centre for Research in Marseilles Cancer (CRCM), the tumor bank allows the use to scientists of biological resources for basic or translational research programs in oncology.
It also proposes a diversification of sample processing procedures, including the establishment of a centralized platform for nucleic acid extraction. More recently, the two  tumor banks of Marseilles have joined forces with the CHUN-CAL  tumor bank from Nice to build the first online catalog in France, establishing proof of concept for the interoperability of French tumor banks: the ""Virtual Tumor Library of the Canceropole PACA"" (www.biobank-paca.com) allows interested researchers to develop multicriteria research to identify sets of anonymized samples potentially used in the conduct of their scientific projects",http://crcm.marseille.inserm.fr/plateformestechnologiques/tumorotheque/,CRB-O CRCM,FR,bbmri-eric:contactID:FR_BB-0033-00092,43.2627511,5.410726999999952,,bbmri-eric:contactID:FR_BB-0033-00092,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00093,21.T12995/1.8811-74de-0b1b,BCB glioblastomes,Base Clinico-Biologique Glioblastomes,"BCB glioblastoma aims to establish a cohort of 1,200 patients with glioblastoma from 29 university hospitals and centers for the Fight against Cancer at national level.
The associated biological collection consists of frozen tumor and paraffin tissue , hair and blood (serum, plasma, and whole blood buffy coat).
Associated with biological material, clinical data  are also collected before, during and after surgery (karnofsky score, date of diagnostic, localization of tumor (initial MRIs are collected), date and type of surgery, type of tumors (immunohistochemistry and molecular biology), treatments received after surgery and follow up every 6 month, vital status...). All data are saved in a one secured database with a management system",,BCB glioblastomes,FR,bbmri-eric:contactID:FR_BB-0033-00093,"47,4803984","-0,5548479",,bbmri-eric:contactID:FR_BB-0033-00093,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00094,21.T12995/1.3084-f9e2-f3c1,CRB du CHU de Bordeaux - Bordeaux Biotheques Sante,BBS,"BRC Marie Lannelongue is a young structure, created at the end of 2009. This BRC collaborates with different structures and participates in several ongoing studies. The work focuses mainly on lung cancer, in terms of genetic abnormalities and immune response.",https://www.chu-bordeaux.fr/Professionnels-recherche/Centre-de-Ressources-Biologiques/,CRB du CHU de Bordeaux - Bordeaux Biotheques Sante,FR,bbmri-eric:contactID:FR_BB-0033-00094,44.8256062,-0.6102346999999781,,bbmri-eric:contactID:FR_BB-0033-00094,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00095,21.T12995/1.4bf8-e6e6-b3f9,Biobanque de la banque tissus et cellules des HCL,DERMOBIOTEC,"Dermobiotec is one of the functional units of the Tissue and Cell Bank of the Civil Hospitals of Lyon (BTC / HCL).The BTC / HCL is a hospital service whose main functions are: i. Reception, preservation, validation and distribution of corneal grafts, ii. The production of medicinal products for innovative therapies or tissue engineering intended for care (transplants). Dermobiotec is the key element of BTC / HCL's R & D sector and enables the reception, treatment, conditioning, preservation and scientific use of human biological samples related to the clinical activity.",http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques,Biobanque de la banque tissus et cellules des HCL,FR,bbmri-eric:contactID:FR_BB-0033-00095,45.7434472,4.880325999999968,,bbmri-eric:contactID:FR_BB-0033-00095,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00096,21.T12995/1.b071-5879-467c,CRB de l'hopital Marie Lannelongue,CRB Marie Lannelongue,-,http://www.hopitalmarielannelongue.fr/,CRB de l'hopital Marie Lannelongue,FR,bbmri-eric:contactID:FR_BB-0033-00096,48.7841386,2.2736483999999564,,bbmri-eric:contactID:FR_BB-0033-00096,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00097,21.T12995/1.6a63-77ee-b881,"CRB du CHU de la Timone, Marseille",CRB TBM- Tumorothéque et Banque de Muscles,"The AP-HM biobank was created following the call ""DHOS Tumorotheque"" 2002. It carries out the receipt, storage and transfer of the cryopreserved samples taken as part of the care. The AP-HM biobank houses the AP-HM tumor bank and muscle bank.
Since 2015, a virtual grouping of the AP-HM BRCs has been carried out. It includes three entities: CRB TBM (tumor bank and muscle bank), CRB HemoVasc and CRB TAC (Tissues, DNA, Cells);  www.biobank-paca.com",http://fr.ap-hm.fr/recherche-clinique-et-innovation/structures/crb-centre-de-ressources-biologiques,"CRB du CHU de la Timone, Marseille",FR,bbmri-eric:contactID:FR_BB-0033-00097,43.291719,5.402739999999994,,bbmri-eric:contactID:FR_BB-0033-00097,,true,true,,FR
bbmri-eric:ID:GR_HBOOCA,21.T12995/1.7ac8-40f1-8317,Hellenic Biobank of Overweight and Obesity in Childhood and Adolescence,HBOOCA,A collection of biological samples from patients living from overweight or obese children and adolescents living in Greece,,"Biomedical Research Foundation, Academy of Athens",GR,bbmri-eric:contactID:GR_echarmand,37.991916,23.7802807,,bbmri-eric:contactID:GR_echarmand,,true,true,"biomaterial-storage,nucleic-acid-extraction",GR
bbmri-eric:ID:GR_HBPD,21.T12995/1.5b7c-b907-94ed,Hellenic Biobank for Parkinson's Disease,HBPD,"A collection of biological samples from patients living in Greece, suffering from Parkinson's Disease (PD) and controls",http://biobank-informatics.bioacademy.gr/,"Biomedical Research Foundation, Academy of Athens",GR,bbmri-eric:contactID:GR_lstefanis,37.991916,23.7802807,,bbmri-eric:contactID:GR_lstefanis,,true,true,"biomaterial-storage,data-analytics,data-storage,nucleic-acid-extraction,recontact",GR
bbmri-eric:ID:GR_clINABdb,21.T12995/1.a22d-d5fe-6977,"Clinical-biological Biobank at INAB affiliated with Hematology Department and HCT Unit, “G. Papanicolaou” Hospital, Thessaloniki, Greece",clINABdb,,,INAB CERTH,GR,,40.567887,22.996468,,bbmri-eric:contactID:GR_clINABdb,,,,,GR
bbmri-eric:ID:HU_SCH,21.T12995/1.69c5-4dfa-5829,SCHIZOBANK,SCH,"SCHIZOBANK is a special, disease-based biobank that has the permission of the local ethics committee to maintain its collection with different types of biological materials of patients relating. With the aid of this biobank we try to releive the background of this psychiatric disorder at the molecular level. Data of SCHIZOBANK (based on the results of our investigations) contain biomarkers that help diagnosing, monitoring of drugs’ effects and eliminating adverse side effects individually.",http://www.schizobank.hu/schizobank/home.html,Gedeon Richter Plc.,HU,bbmri-eric:contactID:HU_GyorgyMolnar,47.4726481062,19.1383197321,,bbmri-eric:contactID:HU_GyorgyMolnar,bbmri-eric:networkID:HU_HBN,true,true,"PCR,TrialSetupClinical,biomaterial-storage,data-analytics,data-storage",HU
bbmri-eric:ID:HU_SUB,21.T12995/1.a47e-7ed1-f509,Semmelweis University Biobank,SUB,Semmelweis University Biobank has the permission of the local ethics committee to maintain numerous collections with different types of biological materials.,https://semmelweis.hu/biobank/,Semmelweis University,HU,bbmri-eric:contactID:HU_MariaJuditMolnar,47.487382,19.067405,,bbmri-eric:contactID:HU_MariaJuditMolnar,bbmri-eric:networkID:HU_HBN,true,true,"biomaterial-storage,data-analytics,data-storage,nucleic-acid-extraction",HU
bbmri-eric:ID:HU_UPB,21.T12995/1.8277-9418-6244,Biobank and Database Core Facility UOP SZKK,Biobank and Database CF UOP SZKK,"Biobank and Database Core Facility UOP SZKK is Biobank of University of Pécs, has numerous collections with different types of biological materials.",,University of Pécs SZKK,HU,bbmri-eric:contactID:HU_GyeneseiAttila,47.487382,19.067405,,bbmri-eric:contactID:HU_GyeneseiAttila,bbmri-eric:networkID:HU_HBN,true,true,"biomaterial-storage,cell-culture,data-analytics,data-storage,digital-imaging",HU
bbmri-eric:ID:IARC_IARC_Biobank,21.T12995/1.c29b-e703-27ce,IARC Biobank,IBB,"The IARC BioBank (IBB) is one of the largest, most varied and richest International collections of samples in the world. 

The Biobank is publicly funded, (approximately 60% of its budget is provided by IARC Participating States through the regular budget and the remainder is from research grants) and hosts over 50 different studies, led or coordinated by IARC scientists. 

The IBB contains both population-based collections from research projects focusing on gene-environment interactions and disease-based collections which focus on biomarkers. Study designs include case-series, prevalence studies, case-control and cohort studies, etc.",https://ibb.iarc.fr/,Zisis Kozlakidis,FR,,45.7640,4.8357,,bbmri-eric:contactID:IARC_FR_01,,,,,EXT
bbmri-eric:ID:IT_1382433386427702,21.T12995/1.9c81-27a9-ef80,Chirurgia Generale 3 Tumour Tissue Biobank,TTB,"The biobank of the Chirurgia Generale 3 - University Hospital of Padua was born in 1991. The biobank daily manages and stores neoplastic biological samples according to protocols authorized by the Local Ethics Committee, following national and international guidelines. This biobank, due to a large number of samples and related clinical data, represents one of the most important oncology biobank organizations in the regional territory. Currently, the biobank, operating with trained staff, retains more than 150,000 units of biological material (whole blood, serum, neoplastic and normal tissue, DNA and RNA) of approximately 25,000 patients with various types of cancers (colorectal, breast, stomach, liver, lung, pancreas, melanoma, and sarcoma) in cryo-container and refrigerators, in dedicated and remote-alarmed areas.",,Chirurgia Generale 3,IT,bbmri-eric:contactID:IT_7a9ff37a4e0d44f,37.0755392,15.1798698,,bbmri-eric:contactID:IT_9841a62da3c44f7,bbmri-eric:networkID:IT_68e869d490ef443,false,false,"biomaterial-storage,data-storage",IT
bbmri-eric:ID:IT_1382539370263740,21.T12995/1.e4ce-cb13-5eb7,Neuromed Biobanking Center,NBC,"The Neuromed Biobanking Center, a population biobank, was born from the collection of samples and information deriving from the Moli-sani project. The IT infrastructure for the management and storage of the samples, the laboratory for the handling and storage of the same and the biobank, are located on the campus of the Neuromed Foundation which recognizes and supports the biobank itself as a structure of the Neuromed group.",http://www.neuromed.it/biobanking-centre/,IRCCS Istituto Neurologico Mediterraneo Neuromed,IT,bbmri-eric:contactID:IT_144471729539952,41.5048927,14.089646,,bbmri-eric:contactID:IT_144471729539952,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",false,true,"BSL2,ProspectiveCollections,TrialSetupClinical",IT
