order,name,code,parent,ontologyTermURI,definition
10598,Y61.7 During removal of catheter or packing,Y61.7,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y61.7,
10599,Y61.8 During other surgical and medical care,Y61.8,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y61.8,
10600,Y61.9 During unspecified surgical and medical care,Y61.9,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y61.9,
10601,Y62 Failure of sterile precautions during surgical and medical care,Y62,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62,
10602,Y62.0 During surgical operation,Y62.0,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.0,
10603,Y62.1 During infusion or transfusion,Y62.1,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.1,
10604,Y62.2 During kidney dialysis or other perfusion,Y62.2,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.2,
10605,Y62.3 During injection or immunization,Y62.3,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.3,
10606,Y62.4 During endoscopic examination,Y62.4,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.4,
10607,Y62.5 During heart catheterization,Y62.5,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.5,
10608,"Y62.6 During aspiration, puncture and other catheterization",Y62.6,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.6,
10609,Y62.8 During other surgical and medical care,Y62.8,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.8,
10610,Y62.9 During unspecified surgical and medical care,Y62.9,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y62.9,
10611,Y63 Failure in dosage during surgical and medical care,Y63,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63,
10612,Y63.0 Excessive amount of blood or other fluid given during transfusion or infusion,Y63.0,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.0,
10613,Y63.1 Incorrect dilution of fluid used during infusion,Y63.1,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.1,
10614,Y63.2 Overdose of radiation given during therapy,Y63.2,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.2,
10615,Z03.0 Observation for suspected tuberculosis,Z03.0,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.0,
10616,Y63.3 Inadvertent exposure of patient to radiation during medical care,Y63.3,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.3,
10617,Y63.4 Failure in dosage in electroshock or insulin-shock therapy,Y63.4,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.4,
10618,Z00.0 General medical examination,Z00.0,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.0,
10619,Y63.5 Inappropriate temperature in local application and packing,Y63.5,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.5,
10620,"Y63.6 Nonadministration of necessary drug, medicament or biological substance",Y63.6,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.6,
10621,Y63.8 Failure in dosage during other surgical and medical care,Y63.8,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.8,
10622,Y63.9 Failure in dosage during unspecified surgical and medical care,Y63.9,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y63.9,
10623,Y64 Contaminated medical or biological substances,Y64,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y64,
10624,"Y64.0 Contaminated medical or biological substance, transfused or infused",Y64.0,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y64.0,
10625,"Y64.1 Contaminated medical or biological substance, injected or used for immunization",Y64.1,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y64.1,
10626,Y64.8 Contaminated medical or biological substance administered by other means,Y64.8,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y64.8,
10627,Y64.9 Contaminated medical or biological substance administered by unspecified means,Y64.9,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y64.9,
10628,Y65 Other misadventures during surgical and medical care,Y65,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65,
10629,Y65.0 Other misadventures during surgical and medical care - Mismatched blood used in transfusion,Y65.0,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65.0,
10630,Y65.1 Other misadventures during surgical and medical care - Wrong fluid used in infusion,Y65.1,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65.1,
10631,Y65.2 Failure in suture or ligature during surgical operation,Y65.2,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65.2,
10632,Z49.2 Other dialysis,Z49.2,Z40-Z54 Persons encountering health services for specific procedures and health care,http://identifiers.org/icd/Z49.2,
10633,Y65.3 Endotracheal tube wrongly placed during anaesthetic procedure,Y65.3,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65.3,
10634,Y65.4 Failure to introduce or to remove other tube or instrument,Y65.4,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65.4,
10635,Y65.5 Other misadventures during surgical and medical care - Performance of inappropriate operation,Y65.5,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65.5,
10636,Y65.8 Other specified misadventures during surgical and medical care,Y65.8,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y65.8,
10637,Y66 Nonadministration of surgical and medical care,Y66,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y66,
10638,Y69 Unspecified misadventure during surgical and medical care,Y69,Y60-Y69 Misadventures to patients during surgical and medical care,http://identifiers.org/icd/Y69,
10639,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y70-Y82,Y40-Y84 Complications of medical and surgical care,,
10640,Y70 Anaesthesiology devices associated with adverse incidents,Y70,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y70,
10641,Y71 Cardiovascular devices associated with adverse incidents,Y71,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y71,
10642,Y72 Otorhinolaryngological devices associated with adverse incidents,Y72,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y72,
10643,Y73 Gastroenterology and urology devices associated with adverse incidents,Y73,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y73,
10644,Y74 General hospital and personal-use devices associated with adverse incidents,Y74,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y74,
10645,Y75 Neurological devices associated with adverse incidents,Y75,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y75,
10646,Y76 Obstetric and gynaecological devices associated with adverse incidents,Y76,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y76,
10647,Y77 Ophthalmic devices associated with adverse incidents,Y77,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y77,
10648,Y78 Radiological devices associated with adverse incidents,Y78,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y78,
10649,Y79 Orthopaedic devices associated with adverse incidents,Y79,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y79,
10650,Y80 Physical medicine devices associated with adverse incidents,Y80,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y80,
10651,Y81 General- and plastic-surgery devices associated with adverse incidents,Y81,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y81,
10652,Y82 Other and unspecified medical devices associated with adverse incidents,Y82,Y70-Y82 Medical devices associated with adverse incidents in diagnostic and therapeutic use,http://identifiers.org/icd/Y82,
10653,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y83-Y84,Y40-Y84 Complications of medical and surgical care,,
10654,"Y83 Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y83,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83,
10655,Y83.0 Surgical operation with transplant of whole organ,Y83.0,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.0,
10656,Y83.1 Surgical operation with implant of artificial internal device,Y83.1,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.1,
10657,"Y83.2 Surgical operation with anastomosis, bypass or graft",Y83.2,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.2,
10658,Y83.3 Surgical operation with formation of external stoma,Y83.3,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.3,
10659,Y83.4 Other reconstructive surgery,Y83.4,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.4,
10660,Y83.5 Amputation of limb(s),Y83.5,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.5,
10661,Y83.6 Removal of other organ (partial) (total),Y83.6,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.6,
10662,Y83.8 Other surgical procedures,Y83.8,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.8,
10663,"Y83.9 Surgical procedure, unspecified",Y83.9,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y83.9,
10664,"Y84 Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y84,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84,
10665,Y84.0 Cardiac catheterization,Y84.0,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.0,
10666,"Y84.1 Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure - Kidney dialysis",Y84.1,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.1,
10667,Y84.2 Radiological procedure and radiotherapy,Y84.2,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.2,
10668,Y84.3 Shock therapy,Y84.3,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.3,
10669,Y84.4 Aspiration of fluid,Y84.4,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.4,
10670,Y84.5 Insertion of gastric or duodenal sound,Y84.5,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.5,
10671,Y84.6 Urinary catheterization,Y84.6,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.6,
10672,"Y84.7 Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure - Blood-sampling",Y84.7,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.7,
10673,Y84.8 Other medical procedures,Y84.8,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.8,
10674,"Y84.9 Medical procedure, unspecified",Y84.9,"Y83-Y84 Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",http://identifiers.org/icd/Y84.9,
10675,Y85-Y89 Sequelae of external causes of morbidity and mortality,,XX External causes of morbidity and mortality,,
10676,Y85 Sequelae of transport accidents,Y85,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y85,
10677,Y85.0 Sequelae of motor-vehicle accident,Y85.0,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y85.0,
10678,Y85.9 Sequelae of other and unspecified transport accidents,Y85.9,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y85.9,
10679,Y86 Sequelae of other accidents,Y86,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y86,
10680,"Y87 Sequelae of intentional self-harm, assault and events of undetermined intent",Y87,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y87,
10681,Y87.0 Sequelae of intentional self-harm,Y87.0,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y87.0,
10682,Y87.1 Sequelae of assault,Y87.1,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y87.1,
10683,Y87.2 Sequelae of events of undetermined intent,Y87.2,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y87.2,
10684,Y88 Sequelae with surgical and medical care as external cause,Y88,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y88,
10685,"Y88.0 Sequelae of adverse effects caused by drugs, medicaments and biological substances in therapeutic use",Y88.0,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y88.0,
10686,Y88.1 Sequelae of misadventures to patients during surgical and medical procedures,Y88.1,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y88.1,
10687,Y88.2 Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use,Y88.2,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y88.2,
10688,"Y88.3 Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y88.3,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y88.3,
10689,Y89 Sequelae of other external causes,Y89,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y89,
10690,Y89.0 Sequelae of legal intervention,Y89.0,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y89.0,
10691,Y89.1 Sequelae of war operations,Y89.1,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y89.1,
10692,Y89.9 Sequelae of unspecified external cause,Y89.9,Y85-Y89 Sequelae of external causes of morbidity and mortality,http://identifiers.org/icd/Y89.9,
10693,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,,XX External causes of morbidity and mortality,,
10694,Y90 Evidence of alcohol involvement determined by blood alcohol level,Y90,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90,
10695,Y90.0 Blood alcohol level of less than 20 mg/100 ml,Y90.0,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.0,
10696,Y90.1 Blood alcohol level of 20-39 mg/100 ml,Y90.1,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.1,
10697,Y90.2 Blood alcohol level of 40-59 mg/100 ml,Y90.2,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.2,
10698,Y90.3 Blood alcohol level of 60-79 mg/100 ml,Y90.3,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.3,
10699,Y90.4 Blood alcohol level of 80-99 mg/100 ml,Y90.4,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.4,
10700,Y90.5 Blood alcohol level of 100-119 mg/100 ml,Y90.5,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.5,
10701,Z01.5 Diagnostic skin and sensitization tests,Z01.5,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.5,
10702,Y90.6 Blood alcohol level of 120-199 mg/100 ml,Y90.6,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.6,
10703,Y90.7 Blood alcohol level of 200-239 mg/100 ml,Y90.7,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.7,
10704,Y90.8 Blood alcohol level of 240 mg/100 ml or more,Y90.8,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.8,
10705,"Y90.9 Presence of alcohol in blood, level not specified",Y90.9,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y90.9,
10706,Y91 Evidence of alcohol involvement determined by level of intoxication,Y91,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y91,
10707,Y91.0 Mild alcohol intoxication,Y91.0,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y91.0,
10708,Y91.1 Moderate alcohol intoxication,Y91.1,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y91.1,
10709,Y91.2 Severe alcohol intoxication,Y91.2,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y91.2,
10710,Y91.3 Very severe alcohol intoxication,Y91.3,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y91.3,
10711,"Y91.9 Alcohol involvement, not otherwise specified",Y91.9,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y91.9,
10712,Y95 Nosocomial condition,Y95,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y95,
10713,Y96 Work-related condition,Y96,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y96,
10714,Y97 Environmental-pollution-related condition,Y97,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y97,
10715,Y98 Lifestyle-related condition,Y98,Y90-Y98 Supplementary factors related to causes of morbidity and mortality classified elsewhere,http://identifiers.org/icd/Y98,
10716,XXI Factors influencing health status and contact with health services,,,,
10717,Z00-Z13 Persons encountering health services for examination and investigation,,XXI Factors influencing health status and contact with health services,,
10718,Z00 General examination and investigation of persons without complaint and reported diagnosis,Z00,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00,
10719,Z00.1 Routine child health examination,Z00.1,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.1,
10720,Z00.2 Examination for period of rapid growth in childhood,Z00.2,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.2,
10721,Z00.3 Examination for adolescent development state,Z00.3,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.3,
10722,"Z00.4 General psychiatric examination, not elsewhere classified",Z00.4,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.4,
10723,Z00.5 Examination of potential donor of organ and tissue,Z00.5,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.5,
10724,Z00.6 Examination for normal comparison and control in clinical research programme,Z00.6,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.6,
10725,Z00.8 Other general examinations,Z00.8,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z00.8,
10726,Z01 Other special examinations and investigations of persons without complaint or reported diagnosis,Z01,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01,
10727,Z01.0 Examination of eyes and vision,Z01.0,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.0,
10728,Z01.1 Examination of ears and hearing,Z01.1,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.1,
10729,Z01.2 Other special examinations and investigations of persons without complaint or reported diagnosis - Dental examination,Z01.2,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.2,
10730,Z01.3 Examination of blood pressure,Z01.3,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.3,
10731,Z01.4 Other special examinations and investigations of persons without complaint or reported diagnosis - Gynaecological examination (general)(routine),Z01.4,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.4,
10732,"Z01.6 Other special examinations and investigations of persons without complaint or reported diagnosis - Radiological examination, not elsewhere classified",Z01.6,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.6,
10733,Z01.7 Laboratory examination,Z01.7,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.7,
10734,Z01.8 Other specified special examinations,Z01.8,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.8,
10735,"Z01.9 Special examination, unspecified",Z01.9,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z01.9,
10736,Z02 Examination and encounter for administrative purposes,Z02,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02,
10737,Z02.0 Examination for admission to educational institution,Z02.0,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.0,
10738,Z02.1 Pre-employment examination,Z02.1,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.1,
10739,Z02.2 Examination for admission to residential institutions,Z02.2,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.2,
10740,Z02.3 Examination for recruitment to armed forces,Z02.3,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.3,
10741,Z02.4 Examination for driving licence,Z02.4,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.4,
10742,Z02.5 Examination for participation in sport,Z02.5,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.5,
10743,Z02.6 Examination for insurance purposes,Z02.6,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.6,
10744,Z02.7 Examination and encounter for administrative purposes - Issue of medical certificate,Z02.7,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.7,
10745,Z02.8 Other examinations for administrative purposes,Z02.8,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.8,
10746,"Z02.9 Examination for administrative purposes, unspecified",Z02.9,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z02.9,
10747,Z03 Medical observation and evaluation for suspected diseases and conditions,Z03,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03,
10748,Z03.1 Observation for suspected malignant neoplasm,Z03.1,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.1,
10749,Z03.2 Observation for suspected mental and behavioural disorders,Z03.2,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.2,
10750,Z03.3 Observation for suspected nervous system disorder,Z03.3,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.3,
10751,Z03.4 Observation for suspected myocardial infarction,Z03.4,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.4,
10752,Z03.5 Observation for other suspected cardiovascular diseases,Z03.5,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.5,
10753,Z03.6 Observation for suspected toxic effect from ingested substance,Z03.6,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.6,
10754,Z03.8 Observation for other suspected diseases and conditions,Z03.8,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.8,
10755,"Z03.9 Observation for suspected disease or condition, unspecified",Z03.9,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z03.9,
10756,Z04 Examination and observation for other reasons,Z04,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04,
10757,Z04.0 Blood-alcohol and blood-drug test,Z04.0,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.0,
10758,Z04.1 Examination and observation following transport accident,Z04.1,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.1,
10759,Z04.2 Examination and observation following work accident,Z04.2,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.2,
10760,Z04.3 Examination and observation following other accident,Z04.3,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.3,
10761,Z04.4 Examination and observation following alleged rape and seduction,Z04.4,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.4,
10762,Z04.5 Examination and observation following other inflicted injury,Z04.5,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.5,
10763,"Z04.6 General psychiatric examination, requested by authority",Z04.6,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.6,
10764,Z04.8 Examination and observation for other specified reasons,Z04.8,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.8,
10765,Z04.9 Examination and observation for unspecified reason,Z04.9,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z04.9,
10766,Z08 Follow-up examination after treatment for malignant neoplasms,Z08,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z08,
10767,Z08.0 Follow-up examination after surgery for malignant neoplasm,Z08.0,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z08.0,
10768,Z08.1 Follow-up examination after radiotherapy for malignant neoplasm,Z08.1,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z08.1,
10769,Z08.2 Follow-up examination after chemotherapy for malignant neoplasm,Z08.2,Z00-Z13 Persons encountering health services for examination and investigation,http://identifiers.org/icd/Z08.2,
