collection,dataset,name,useExternalDefinition.collection,useExternalDefinition.dataset,useExternalDefinition.name,label,description,collection event,format,unit,since version,until version,repeat unit,repeat min,repeat max,example values,keywords,vocabularies,notes
PELAGIE,pelagie_q12,SRA_Q11_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q11_3,,,,,,,,,1.0.0,,,,,,,,
RMR,RMR,luogoacc,,,,,,,,,1.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q12_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q12_A,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q13_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q13_A,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q1_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q1_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q1_3_A,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q1_4_A,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q7_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q7_2_A,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q8_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q8_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q8_4_2_A,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q9_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,SRA_Q9_2_A,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_10,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_11,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_12,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_13,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_14,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_15,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_16,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_18,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,AGE_Q2ANS,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,a8,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_19,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_21,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_22,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_23,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_24,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_25,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_3,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_5,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_6,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_7,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,VQ_Q7_8,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,app_q1_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,app_q3_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,date,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,sp_q1_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q12,sp_q2_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,A44,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,A5,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,A6,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,A8,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B117,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B121,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B126,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B127,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B128,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B129,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B130,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B134,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B138,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B142,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B143,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B144,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B145,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B146,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B147,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B150,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B151,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B152,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B153,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B154,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B155,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B162,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B164,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B21,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B22,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B23,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B24,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B295,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B295B,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B296,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B296B,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B298,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B298B,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B299,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B299B,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B3,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B301,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B302,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B303,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B304,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B306,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B307,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B308,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B309,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B310,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B311,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B312,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B313,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B314,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B315,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B316,,,,,,,,,1.0.0,,,,,,,,
Sepages,ddn_pere,ddn_pere,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B317,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B319,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B320,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B322,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B586,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B323,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B324,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B325,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B326,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B327,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B328,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B329,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,b462,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B330,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B331,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,b490,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,B332,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B333,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B413,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B441,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B442,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B458,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B459,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C618,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B460,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B461,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B462,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B463,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B488,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B490,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B492,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B502,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B510,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B559,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B560,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B568,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B569,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B570,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,b492,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,B571,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B572,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B573,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B574,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B575,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B576,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B577,,,,,,,,,1.0.0,,,,,,,,
OOM,EUROCAT,gestlength,,,,,,,,,2.2,,,,,,,,
PELAGIE,pelagie_q2,B578,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B579,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B580,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B581,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B582,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B583,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B584,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B585,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,b502,,,,,,,,,1.00,,,,,,,,
AP,AP,dat_acc,,,,,,,,,1.0,,,,,,,,
PELAGIE,pelagie_q2,B587,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B588,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B589,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B590,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B591,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,c618,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B592,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,B593,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C593,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C611,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C612,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C614,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C675,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C676,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,C7,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,a44,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,a5,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,a6,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,b21,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,b22,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q2,b23,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,b461,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,b463,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,b488,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,c593,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,c611,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,c612,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,c614,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QS6_B1_poids_4_mois,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q2,c7,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,AGE_ENFANT_QUEST,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A2_MOIS,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A2_SEMAINE,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_AGE_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_AGE_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_AGE_3,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_AGE_4,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_AGE_5,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_AGE_6,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_AGE_7,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_23,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_Age_1,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_Age_2,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_Age_3,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_Age_4,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_Age_5,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_Age_6,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_A3_Age_7,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_A4,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pepsy,OMISSION,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A4AUTRE,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A4_DATE_AAMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A6,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_A7,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_10,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_11,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_12,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_13,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_14,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_15,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_16,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_18,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_19,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_21,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_22,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_24,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_25,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_3,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_5,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_6,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_7,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B15_8,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_ASSISTANTE_A_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_ASSISTANTE_DE_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_CRECHE_A_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_CRECHE_DE_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_Creche_a_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_Creche_de_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_D4HHMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_EMPLOYEE_A_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_EMPLOYEE_DE_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_FAMILLE_A_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_FAMILLE_DE_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_VOUS_MEME_A_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_F3_1,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_VOUS_MEME_DE_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C33,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_assistante_a_AMM,,,,,,,,,1.00,,,,,,,,
MBRN,MBRN,TANG,,,,,,,,,1.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_assistante_de_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_employee_a_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_employee_de_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_famille_a_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_famille_de_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_vous_meme_a_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_B5_vous_meme_de_AMM,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_D3,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D4,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_1,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_10,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_11,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_12,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_F3_2,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_13,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_14,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_15,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_16,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_17,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_18,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_B1_date_4_mois,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_3,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_4,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_5,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_6,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_7,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C35,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_8,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_D6_9,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_DATE_REPONSE_JJMMAAAA,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_F3_3,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_F3_4,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_F3_5,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_G1,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_G2,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QE6_NB_DOMICILE,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QE6_Nb_Domicile,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QS6_B1_DATE_4_MOIS,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_B1_PERIMETRE_4_MOIS,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_B1_POIDS_4_MOIS,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_B1_TAILLE_4_MOIS,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_B1_taille_4_mois,,,,,,,,,1.00,,,,,,,,
PELAGIE,pelagie_q6,QS6_C15_SI_OUI,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C16,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C17,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C1_NB_ANGINE_V2,,,,,,,,,1.0.0,,,,,,,,
OOM,EUROCAT,illbef1,,,,,,,,,2.2,,,,,,,,
PELAGIE,pelagie_q6,QS6_C1_NB_BRONCHITE_V2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C1_NB_LARYNGITE_V2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C1_NB_OTITE_V2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C1_NB_PNEUMOPATHIE_V2,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C23,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C24,,,,,,,,,1.0.0,,,,,,,,
Sepages,PE_preg_mr_2021-12-02_379,mo_BUPA_LOD,,,,,,,,,1.0.0,,,,,,,,
Sepages,PE_preg_mr_2021-12-02_379,mo_ohMiNP_LOD,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C25,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C26,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C27,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C3,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C31,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C31_AGE_AMM,,,,,,,,,1.0.0,,,,,,,,
PELAGIE,pelagie_q6,QS6_C31_CONFIRME,,,,,,,,,1.0.0,,,,,,,,
Sepages,PE_preg_mr_2021-12-02_379,mo_oxoMiNP_LOD,,,,,,,,,1.0.0,,,,,,,,
