"id","label","synonyms","description","link","parents"
"ORPHA:261311","20q13.33 microdeletion syndrome","Del(20)(q13.33)|Monosomy 20q13.33","20q13.33 is a rare chromosomal anomaly syndrome resulting from the partial deletion of the long arm of chromosome 20 with a highly variable phenotype typically characterized by hypotonia, intellectual disability, cognitive and language deficits (including decreased or absent speech), pre and post-natal growth retardation, feeding difficulties, microcephaly, and malformed hands and feet. Neurodevelopmental disorders (including hyperactivity, social interactive problems and autism spectrum disorder), seizures and dysmorphic facial features (high forehead, hypertelorism, malformed ears, broad nasal bridge, bulbous nasal tip, thin upper lip, small chin) are frequently associated.","https://identifiers.org/orphanet:261311","ORPHA:377789"
"ORPHA:261552","Mowat-Wilson syndrome due to a ZEB2 point mutation","Hirschsprung disease and intellectual disability due to a ZEB2 point mutation","","https://identifiers.org/orphanet:261552","ORPHA:377795"
"ORPHA:261791","Partial deletion of chromosome 6","Partial monosomy of chromosome 6","","https://identifiers.org/orphanet:261791","ORPHA:98142,ORPHA:377794"
"ORPHA:251515","Distal arthrogryposis type 10","Short Achilles tendon|DA10|Short tendo calcaneus|Plantar flexion contracture","A rare, genetic, distal arthrogryposis syndrome characterized by plantar flexion contractures, typically presenting with toe-walking in infancy, variably associated with milder contractures of the hip, elbow, wrist and finger joints. No ocular or neurological abnormalities are associated and serum creatine phosphokinase levels are normal.","https://identifiers.org/orphanet:251515","ORPHA:377789"
"ORPHA:251995","Primary germ cell tumor of central nervous system","Primary germ cell tumor of CNS","","https://identifiers.org/orphanet:251995","ORPHA:363579,ORPHA:98062,ORPHA:377794"
"ORPHA:251510","46,XY partial gonadal dysgenesis","46,XY PGD|46,XY partial testicular dysgenesis","46,XY partial gonadal dysgenesis (46,XY PGD) is a disorder of sex development (DSD) associated with anomalies in gonadal development that results in genital ambiguity of variable degree ranging from almost female phenotype to almost male phenotype in a patient carrying a male 46,XY karyotype.","https://identifiers.org/orphanet:251510","ORPHA:377789"
"ORPHA:251992","Ganglioneuroma","","Ganglioneuroma is a rare tumor of neuroepithelial tissue, a benign and well-differentiated tumor of neural crest origin, arising from the sympathetic nervous system and composed of ganglion cells and stromal Schwann cells. It can arise anywhere from the base of the skull to the pelvis, with the most frequent locations being the adrenal glands, retroperitoneum, posterior mediastinum and the pelvis, or, in rare cases, the central nervous system, heart, bones, intestine or other sites. It may be asymptomatic or present with various symptoms due to mass effect. Association with neurofibromatosis type I, multiple endocrine neoplasia type 2B and Turner syndrome was reported.","https://identifiers.org/orphanet:251992","ORPHA:377788"
"ORPHA:263726","Partial deletion of chromosome X","Partial monosomy of chromosome X","","https://identifiers.org/orphanet:263726","ORPHA:377794,ORPHA:98159"
"ORPHA:262638","Partial duplication of chromosome 8","Partial trisomy of chromosome 8","","https://identifiers.org/orphanet:262638","ORPHA:377794,ORPHA:98132"
"ORPHA:262878","Partial duplication of the long arm of chromosome 6","Partial trisomy of the long arm of chromosome 6|Partial trisomy of chromosome 6q|Partial duplication of chromosome 6q","","https://identifiers.org/orphanet:262878","ORPHA:377794,ORPHA:262628"
"ORPHA:261786","Partial deletion of chromosome 5","Partial monosomy of chromosome 5","","https://identifiers.org/orphanet:261786","ORPHA:98142,ORPHA:377794"
"ORPHA:262633","Partial duplication of chromosome 7","Partial trisomy of chromosome 7","","https://identifiers.org/orphanet:262633","ORPHA:377794,ORPHA:98132"
"ORPHA:261304","Paternal 20q13.2q13.3 microdeletion syndrome","Paternal monosomy 20q13.2q13.3|Paternal del(20)(q13.2q13.3)","Paternal 20q13.2q13.3 microdeletion syndrome is a recently described syndrome characterized by severe pre- and post-natal growth retardation, microcephaly, intractable feeding difficulties, mild psychomotor retardation, hypotonia and facial dysmorphism.","https://identifiers.org/orphanet:261304","ORPHA:377789"
"ORPHA:263723","Polysomy of X chromosome","","","https://identifiers.org/orphanet:263723","ORPHA:377794,ORPHA:263717"
"ORPHA:263720","X chromosome number anomaly with male phenotype","","","https://identifiers.org/orphanet:263720","ORPHA:263714,ORPHA:377794"
"ORPHA:261781","Partial deletion of chromosome 4","Partial monosomy of chromosome 4","","https://identifiers.org/orphanet:261781","ORPHA:98142,ORPHA:377794"
"ORPHA:251503","phosphatidylinositol glycan anchor biosynthesis class V","GPI mannosyltransferase 2|FLJ20477|dol-P-Man dependent GPI mannosyltransferase","","https://identifiers.org/orphanet:251503","ORPHA:410298"
"ORPHA:268920","Isolated megalencephaly","Isolated macrencephaly","","https://identifiers.org/orphanet:268920","ORPHA:377796"
"ORPHA:262628","Partial duplication of chromosome 6","Partial trisomy of chromosome 6","","https://identifiers.org/orphanet:262628","ORPHA:377794,ORPHA:98132"
"ORPHA:263717","X chromosome number anomaly with female phenotype","","","https://identifiers.org/orphanet:263717","ORPHA:263714,ORPHA:377794"
"ORPHA:268926","Midline cerebral malformation","Midline brain malformation","","https://identifiers.org/orphanet:268926","ORPHA:377794,ORPHA:269553,ORPHA:199633"
"ORPHA:261537","Mowat-Wilson syndrome due to monosomy 2q22","Hirschsprung disease and intellectual disability due to del(2)(q22)|Hirschsprung disease and intellectual disability due to monosomy 2q22|Hirschsprung disease and intellectual disability due to 2q22 microdeletion|Mowat-Wilson syndrome due to 2q22 microdeletion|Mowat-Wilson syndrome due to del(2)q(22)","","https://identifiers.org/orphanet:261537","ORPHA:377795"
"ORPHA:262869","Partial trisomy of the long arm of chromosome 5","Partial trisomy of chromosome 5q|Partial duplication of chromosome 5q|Partial duplication of the long arm of chromosome 5","","https://identifiers.org/orphanet:262869","ORPHA:262211,ORPHA:377794"
"ORPHA:263714","X chromosome number anomaly","","","https://identifiers.org/orphanet:263714","ORPHA:98156,ORPHA:377794"
"ORPHA:261534","49,XXXYY syndrome","","49,XXXYY syndrome is a rare gonosome anomaly syndrome characterized by a eunuchoid habitus with gynecoid fat distribution and shape, normal to tall stature, moderate to severe intellectual disability, distinctive facial features (e.g. prominent forehead, epicanthic folds, broad nasal bridge, prognathism), gynecomastia, hypogonadism, cryptorchidism, small penis and behavioral abnormalities (incl. solitary, passive disposition but prone to aggressive outbursts, autistic). Skeletal malformations, such as delayed bone age, fifth finger clinodactyly, elbow malformations and slow molar development, may also be associated.","https://identifiers.org/orphanet:261534","ORPHA:377789"
"ORPHA:261776","Partial deletion of chromosome 3","Partial monosomy of chromosome 3","","https://identifiers.org/orphanet:261776","ORPHA:98142,ORPHA:377794"
"ORPHA:261771","Partial deletion of chromosome 2","Partial monosomy of chromosome 2","","https://identifiers.org/orphanet:261771","ORPHA:98142,ORPHA:377794"
"ORPHA:262860","Partial duplication of the long arm of chromosome 4","Partial duplication of chromosome 4q|Partial trisomy of chromosome 4q|Partial trisomy of the long arm of chromosome 4","","https://identifiers.org/orphanet:262860","ORPHA:377794,ORPHA:262206"
"ORPHA:251975","Rosette-forming glioneuronal tumor","RGNT","Rosette-forming glioneuronal tumor is a rare mixed neuronal-glial tumor characterized by the presence of uniform, rosette- (or pseudorosette-) forming neurocytes with an astrocytic component, together creating a biphasic pattern. It can present with signs of raised intracranial pressure (headache, vomiting, papilledema), hydrocephalus, seizures, ataxia and visual disturbances, or can be diagnosed incidentally in asymptomatic patients. The tumor usually arises in the midline, involving the fourth ventricle or the cerebellum.","https://identifiers.org/orphanet:251975","ORPHA:377788"
"ORPHA:276556","Hyperinsulinism due to UCP2 deficiency","Hyperinsulinemic hypoglycemia due to UCP2 deficiency","HyHyperinsulism due to UCP2 deficiency (HIUCP2) is a form of diazoxide-sensitive diffuse hyperinsulinism (DHI, see this term) characterized by hypoglycemic episodes from the neonatal period, a good clinical response to diazoxide and a probable transient nature of the disease with spontaneous resolution.","https://identifiers.org/orphanet:276556","ORPHA:377788"
"ORPHA:263708","Complex chromosomal rearrangement","","","https://identifiers.org/orphanet:263708","ORPHA:377794,ORPHA:98127"
"ORPHA:261529","Ring chromosome Y syndrome","r(Y)|Ring chromosome Y","Ring chromosome Y syndrome is a rare chromosome Y structural anomaly, with a highly variable phenotype, mostly characterized by short stature, partial to total gonadal failure, sexual infantilism, genital anomalies (e.g. ambiguous genitalia, hypospadias, cryptorchidism), and azoospermia or oligozoospermia. Additional reported features include speech delay, obesity, and acanthosis nigricans. Gender dysphoria and comorbid bipolar disorder have also been observed.","https://identifiers.org/orphanet:261529","ORPHA:377789"
"ORPHA:268936","Isolated arhinencephaly","","Isolated arhinencephaly is a rare non-syndromic central nervous system malformation defined by the agenesis of the olfactory bulbs and tracts and characterized by complete congenital anosmia.","https://identifiers.org/orphanet:268936","ORPHA:377791"
"ORPHA:261524","Paternal uniparental disomy of chromosome X","UPD(X)pat","A uniparental disomy of paternal origin that does not seem to have an adverse impact on the phenotype of an individual. There is a possibility of homozygosity for a recessive disease mutation for which the father is a carrier and specific phenotype depends on the inherited disorder.","https://identifiers.org/orphanet:261524","ORPHA:377789"
"ORPHA:261766","Partial deletion of chromosome 1","Partial monosomy of chromosome 1","","https://identifiers.org/orphanet:261766","ORPHA:98142,ORPHA:377794"
"ORPHA:262851","Partial duplication of the long arm of chromosome 3","Partial trisomy of chromosome 3q|Partial duplication of chromosome 3q","","https://identifiers.org/orphanet:262851","ORPHA:262201,ORPHA:377794"
"ORPHA:2590","Spinal muscular atrophy-progressive myoclonic epilepsy syndrome","Hereditary myoclonus-progressive distal muscular atrophy syndrome|Jankovic-Rivera syndrome","Spinal muscular atrophy-progressive myoclonic epilepsy syndrome is characterized by hereditary myoclonus and progressive distal muscular atrophy. Less than 10 cases have been reported. Treatment with clonazepam results in complete and lasting improvement of the myoclonus.","https://identifiers.org/orphanet:2590","ORPHA:377788"
"ORPHA:2591","Infantile myofibromatosis","","Infantile myofibromatosis (IM) is a rare benign soft tissue tumor characterized by the development of nodules in the skin, striated muscles, bones, and in exceptional cases, visceral organs, leading to a broad spectrum of clinical symptoms. IM contains myofibroblasts.","https://identifiers.org/orphanet:2591","ORPHA:377788"
"ORPHA:251957","Anaplastic ganglioglioma","","","https://identifiers.org/orphanet:251957","ORPHA:377788"
"ORPHA:279838","cytochrome P450 family 24 subfamily A member 1","CP24|P450-CC24","","https://identifiers.org/orphanet:279838","ORPHA:410298"
"ORPHA:251962","Papillary glioneuronal tumor","Pseudopapillary neurocytoma with glial differentiation|Pseudopapillary ganglioglioneurocytoma|PGNT","","https://identifiers.org/orphanet:251962","ORPHA:377788"
"ORPHA:268940","Bilateral polymicrogyria","","Bilateral polymicrogyria is a rare cerebral malformation due to abnormal neuronal migration defined as a cerebral cortex with many excessively small convolutions. It presents with developmental delay, intellectual disability, seizures and various neurological impairments and may be isolated or comprise a clinical feature of many genetic syndromes. It may also be associated with perinatal cytomegalovirus infection.","https://identifiers.org/orphanet:268940","ORPHA:377791"
"ORPHA:2593","Tubular aggregate myopathy","","","https://identifiers.org/orphanet:2593","ORPHA:377788"
"ORPHA:268943","Unilateral polymicrogyria","","Unilateral polymicrogyria is a cerebral cortical malformation characterized by unilateral excessive cortical folding and abnormal cortical layering. It comprises two sub-types depending on the areas affected: unilateral hemispheric and focal polymicrogyria (see these terms).","https://identifiers.org/orphanet:268943","ORPHA:377791"
"ORPHA:261519","Maternal uniparental disomy of chromosome X","UPD(X)mat","A uniparental disomy of maternal origin that does not seem to have an adverse impact on the phenotype of an individual. There is a possibility of homozygosity for a recessive disease mutation for which the mother is a carrier and specific phenotype depends on the inherited disorder.","https://identifiers.org/orphanet:261519","ORPHA:377789"
"ORPHA:2596","Myopathy and diabetes mellitus","","A rare, genetic, mitochondrial DNA-related mitochondrial myopathy disorder characterized by slowly progressive muscular weakness (proximal greater than distal), predominantly involving the facial muscles and scapular girdle, associated with insulin-dependent diabetes mellitus. Neurological involvement and congenital myopathy may be variably observed.","https://identifiers.org/orphanet:2596","ORPHA:377788"
"ORPHA:2597","Mitochondrial myopathy-lactic acidosis-deafness syndrome","Mitochondrial myopathy-lactic acidosis-hearing loss syndrome","Mitochondrial myopathy-lactic acidosis-deafness is a type of metabolic myopathy described only in two sisters to date, presenting during childhood, and characterized clinically by growth failure, severe muscle weakness, and moderate sensorineural deafness and biochemically by metabolic acidosis, elevated serum pyruvate concentration, hyperalaninemia and hyperalaninuria. There have been no further descriptions in the literature since 1973.","https://identifiers.org/orphanet:2597","ORPHA:377788"
"ORPHA:268947","Unilateral focal polymicrogyria","","Unilateral focal polymicrogyria (BFPP) is the mildest sub-type of polymicrogyria (PMG","https://identifiers.org/orphanet:268947",""
"ORPHA:2598","Mitochondrial myopathy and sideroblastic anemia","MSA|MLASA|Myopathy, lactic acidosis and sideroblastic anemia","Mitochondrial myopathy and sideroblastic anemia belongs to the heterogeneous family of metabolic myopathies. It is characterised by progressive exercise intolerance manifesting in childhood, onset of sideroblastic anaemia around adolescence, lactic acidaemia, and mitochondrial myopathy.","https://identifiers.org/orphanet:2598","ORPHA:377788"
"ORPHA:262842","Partial duplication of the long arm of chromosome 2","Partial trisomy of chromosome 2q|Partial duplication of chromosome 2q|Partial trisomy of the long arm of chromosome 2","","https://identifiers.org/orphanet:262842","ORPHA:377794,ORPHA:262196"
"ORPHA:261992","Partial monosomy of the short arm of chromosome 20","Partial deletion of chromosome 20p|Pure partial 20p deletion|Partial deletion of the short arm of chromosome 20|Partial monosomy of chromosome 20p","","https://identifiers.org/orphanet:261992","ORPHA:377794,ORPHA:261846"
"ORPHA:251949","Ganglioglioma","","Ganglioglioma is a rare, usually benign, well-circumscribed, often cystic, mixed neuronal-glial tumor (composed of both neoplastic glial and ganglionic elements) which is typically located in the temporal lobe and rarely invades the surrounding tissue. Patients usually present with seizures refractory to medical treatment. Association with neurofibromatosis type I and tuberous sclerosis has been reported.","https://identifiers.org/orphanet:251949","ORPHA:377788"
"ORPHA:251946","Dysembryoplastic neuroepithelial tumor","DNET","","https://identifiers.org/orphanet:251946","ORPHA:377788"
"ORPHA:2589","Myoclonus-cerebellar ataxia-deafness syndrome","","This syndrome is characterised by the association of myoclonus, cerebellar ataxia and sensorineural hearing loss.","https://identifiers.org/orphanet:2589","ORPHA:377789"
"ORPHA:279606","dedicator of cytokinesis 6","ZIR1|KIAA1395","","https://identifiers.org/orphanet:279606","ORPHA:410298"
"ORPHA:268950","Cerebral cortical dysplasia","Brain cortical dysplasia","","https://identifiers.org/orphanet:268950","ORPHA:377794,ORPHA:163209"
"ORPHA:279603","neurobeachin like 2","KIAA0540","","https://identifiers.org/orphanet:279603","ORPHA:410298"
"ORPHA:276575","Autosomal dominant hyperinsulinism due to SUR1 deficiency","Autosomal dominant hyperinsulinemic hypoglycemia due to SUR1 deficiency","Autosomal dominant hyperinsulinism due to SUR1 deficiency is a form of diazoxide-sensitive diffuse hyperinsulinism (DHI), characterized by hypoglycemic epiosodes that are usually mild, escaping detection during infancy and usually a good clinical response to diazoxide. Autosomal dominant hyperinsulinism due to SUR1 deficiency usually has a milder phenotype when compared to that resulting from recessive K-ATP mutations (recessive forms of Diazoxide-resistant hyperinsulinism, see this term).","https://identifiers.org/orphanet:276575","ORPHA:377788"
"ORPHA:2582","Myalgia-eosinophilia syndrome associated with tryptophan","","Myalgia-eosinophilia syndrome associated with tryptophan is a rare systemic disease characterized by severe myalgia and peripheral eosinophilia associated with tryptophan dietary supplementation. The symptoms do not subside after tryptophan discontinuation. Clinical presentation includes muscle tenderness and cramps, fatigue, weakness, paresthesia, peripheral edema, arthralgia, dyspnea, skin rash, dry mouth, and development of scleroderma-like skin abnormalities.","https://identifiers.org/orphanet:2582","ORPHA:377789"
"ORPHA:2583","Mycetoma","Madura foot","Mycetomas are subcutaneous inflammatory pseudotumors containing fungal or actinomycetic (bacteria with branched filaments) granules or grains.","https://identifiers.org/orphanet:2583","ORPHA:377788"
"ORPHA:2584","Classic mycosis fungoides","Mycosis fungoides, Alibert-Bazin type","Classical mycosis fungoides is the most common type of mycosis fungoides (MF","https://identifiers.org/orphanet:2584",""
"ORPHA:2585","Ataxia-pancytopenia syndrome","Myelocerebellar disorder","Ataxia-pancytopenia syndrome is a rare genetic disease characterized by cerebellar ataxia, cytopenias and predisposition to bone marrow failure and myeloid leukaemia. Neurologic features variably include slowly progressive cerebellar ataxia or balance impairment with cerebellar atrophy and periventricular white matter T2 hyperintensities in brain MRI, horizontal and vertical nystagmus, dysmetria, dysarthria, pyramidal tract signs and reduced nerve conduction velocity. Hematological abnormalities are variable and may be intermittent and include cytopenias of all cell lineages, immunodeficiency, myelodysplasia and acute myeloid leukemia.","https://identifiers.org/orphanet:2585","ORPHA:377789"
"ORPHA:2587","Myeloperoxidase deficiency","MPO deficiency","A rare primary immunodeficiency due to a defect in innate immunity characterized by a marked decrease or absence of myeloperoxidase activity in neutrophils and monocytes. Clinically, most patients are asymptomatic. Occasionally, severe infectious complications may occur, particularly recurrent candida infections, being especially severe in the setting of comorbid diabetes mellitus.","https://identifiers.org/orphanet:2587","ORPHA:377788"
"ORPHA:2588","Myhre syndrome","Facial dysmorphism-intellectual disability-short stature-hearing loss syndrome","Myhre syndrome is characterised by striking muscular build, short stature, reduced joint mobility, brachydactyly, mixed hearing loss and mental retardation of variable severity. Facial dysmorphism with short palpebral fissures, short philtrum, thin lips, maxillary hypoplasia and prognathism is present. Thick skin has been observed in six patients.","https://identifiers.org/orphanet:2588","ORPHA:377789"
"ORPHA:262833","Partial duplication of the long arm of chromosome 1","Partial trisomy of the long arm of chromosome 1|Partial trisomy of chromosome 1q|Partial duplication of chromosome 1q","","https://identifiers.org/orphanet:262833","ORPHA:377794,ORPHA:262191"
"ORPHA:261501","Atypical Norrie disease due to monosomy Xp11.3","Atypical Norrie disease due to Xp11.3 microdeletion|Atypical Norrie disease due to del(X)(p11.3)","Atypical Norrie disease due to monosomy Xp11.3 is a rare chromosomal anomaly syndrome, resulting from the partial deletion of the short arm of chromosome X, principally characterized by classical Norrie disease (bilateral, severe retinal malformations and opacity of the lens leading to congenital blindness, on occasion associated with progressive sensorineural deafness and intellectual disability), microcephaly, hypotonia, psychomotor and growth delay, moderate to severe mental handicap and disruptive behaviour. Clinical phenotype is highly variable and immunodeficiency, epilepsy and hypogonadism have also been reported.","https://identifiers.org/orphanet:261501","ORPHA:377789"
"ORPHA:261983","Partial deletion of the short arm of chromosome 19","Partial deletion of chromosome 19p|Partial monosomy of the short arm of chromosome 19|Partial monosomy of chromosome 19p","","https://identifiers.org/orphanet:261983","ORPHA:377794,ORPHA:261841"
"ORPHA:260894","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","PURH|phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase|IMPCHASE|AICARFT","","https://identifiers.org/orphanet:260894","ORPHA:410298"
"ORPHA:251937","Gangliocytoma","","Gangliocytoma is a rare, mixed neuronal-glial tumor characterized by slow growth and irregular arrangement of neoplastic ganglion cells (large, multipolar dysplastic neurons) within stroma composed of non-neoplastic glial elements. Most commonly it occurs in temporal lobe, but it can be located throughout central nervous system. Clinical manifestations vary depending on the location and include seizures, increased intracranial pressure, cerebellar signs and focal neurologic deficits. Memory disturbances, cranial nerve palsies and psychiatric symptoms have also been reported.","https://identifiers.org/orphanet:251937","ORPHA:377788"
"ORPHA:251934","Mixed neuronal-glial tumor","","","https://identifiers.org/orphanet:251934","ORPHA:377794,ORPHA:251558"
"ORPHA:2578","Mayer-Rokitansky-Küster-Hauser syndrome type 2","Müllerian duct aplasia-renal dysplasia-cervical somite anomalies syndrome|MRKH syndrome type 2|Atypical MRKH syndrome|MURCS association","Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome type 2, a form of MRKH syndrome (see this term), is characterized by congenital aplasia of the uterus and upper 2/3 of the vagina that is associated with at least one other malformation such as renal, vertebral, or, less commonly, auditory and cardiac defects. The acronym MURCS (MÜllerian duct aplasia, Renal dysplasia, Cervical Somite anomalies) is also used.","https://identifiers.org/orphanet:2578","ORPHA:377796"
"ORPHA:2579","Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome","Furukawa-Takagi-Nakao syndrome","This disorder is characterized by muscular atrophy, ataxia, retinitis pigmentosa, and diabetes mellitus.","https://identifiers.org/orphanet:2579","ORPHA:377788"
"ORPHA:251940","Desmoplastic infantile astrocytoma/ganglioglioma","DIA/DIG","Desmoplastic infantile astrocytoma/ganglioglioma are mixed neuronal-glial tumors representing a histological spectrum of the same tumor. They are usually supratentorially located, large, cystic masses with a peripheral solid component, characterized by prominent desmoplastic stroma and pleomorphic populations of neoplastic cells with either astrocytic or ganglionic differentiation and poorly differentiated cells in variable proportions. They usually present in the first 18 months of age with rapid head growth, bulging anterior fontanel and bone structures over the tumor, signs of raised intracranial pressure (headache, vomiting, papilledema), focal neurological signs and sometimes seizures.","https://identifiers.org/orphanet:251940","ORPHA:377788"
"ORPHA:268961","Isolated focal cortical dysplasia type I","FCD type I","","https://identifiers.org/orphanet:268961","ORPHA:377796"
"ORPHA:2570","Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome","Morse-Rawnsley-Sargent syndrome","Holoprosencephaly-hypokinesia syndrome is an extremely rare and fatal central nervous system malformation occurring during embryogenesis, presenting prenatally with holoprosencephaly and fetal hypokinesia as major features. Other manifestations include microcephaly, multiple contractures and intrauterine growth restriction. There have been no further descriptions in the literature since 1988.","https://identifiers.org/orphanet:2570","ORPHA:377789"
"ORPHA:2571","X-linked immunoneurologic disorder","Woods-Black-Norbury syndrome","X-linked immunoneurologic disorder is characterized by immune deficiency and neurological disorders in females, and by neonatal death in males.","https://identifiers.org/orphanet:2571","ORPHA:377788"
"ORPHA:2572","Spastic ataxia-corneal dystrophy syndrome","Bedouin spastic ataxia syndrome|Spastic ataxia-ocular anomalies syndrome|Mousa-Al Din-Al Nassar syndrome","Spastic ataxia-corneal dystrophy syndrome is a rare, hereditary ataxia disorder characterized by the presence of spastic ataxia in association with bilateral congenital cataract, macular corneal dystrophy (stromal with deposition of mucoid material) and nonaxial myopia. Patients present normal intellectual development. There have been no further descriptions in the literature since 1986.","https://identifiers.org/orphanet:2572","ORPHA:377788"
"ORPHA:2573","Moyamoya disease","Idiopathic Moyamoya disease","Moyamoya disease (MMD) is a rare intracranial arteriopathy involving progressive stenosis of the cerebral vasculature located at the base of the brain causing transient ischemic attacks or strokes.","https://identifiers.org/orphanet:2573","ORPHA:377788"
"ORPHA:276585","Diazoxide-resistant hyperinsulinism","Diazoxide-resistant hyperinsulinemic hypoglycemia","Diazoxide-resistant hyperinsulism (DRH) is form of congenital isolated hyperinsulism (see this term) caused by an abnormal insulin production by b-cells in the pancreas that can be diffuse or focal and is characterized by an excessive/ uncontrolled insulin secretion (inappropriate for the level of glycemia), recurrent episodes of profound hypoglycemia and resistance to medical management with diazoxide.","https://identifiers.org/orphanet:276585","ORPHA:657,ORPHA:377794"
"ORPHA:2574","Moynahan syndrome","Alopecia-epilepsy-intellectual disability syndrome, Moynahan type","A rare, genetic, epilepsy syndrome characterized by congenital alopecia, early-onset epilepsy, intellectual disability and speech delay. Large stature, delayed bone development and abnormal electroencephalogram have also been associated.","https://identifiers.org/orphanet:2574","ORPHA:377789"
"ORPHA:260889","tubulin alpha 8","","","https://identifiers.org/orphanet:260889","ORPHA:410298"
"ORPHA:2575","Cystic fibrosis-gastritis-megaloblastic anemia syndrome","Lubani-Al Saleh-Teebi syndrome","Cystic fibrosis-gastritis-megaloblastic anemia, or Lubani-Al Saleh-Teebi syndrome, is a rare genetic disease reported in two siblings of consanguineous Arab parents and is characterized by cystic fibrosis, gastritis associated with Helicobacter pylori, folate deficiency megaloblastic anemia, and intellectual disability. There have been no further descriptions in the literature since 1991.","https://identifiers.org/orphanet:2575","ORPHA:377788"
"ORPHA:2576","Mulibrey nanism","Muscle-liver-brain-eye nanism|MUL|Mulibrey growth disorder","A rare developmental defect during embryogenesis characterized by growth delay and multiorgan manifestations.","https://identifiers.org/orphanet:2576","ORPHA:377789"
"ORPHA:276580","Autosomal dominant hyperinsulinism due to Kir6.2 deficiency","Dominant KATP hyperinsulinism due to Kir6.2 deficiency|Autosomal dominant hyperinsulinemic hypoglycemia due to Kir6.2 deficiency","Autosomal dominant hyperinsulinism due to Kir6.2 deficiency is a form of diazoxide-sensitive diffuse hyperinsulinism (DHI) characterized by hypoglycemic epiosodes that are usually mild, escaping detection during infancy, and usually a good clinical response to diazoxide, (but some are diazoxide resistant). Autosomal dominant hyperinsulinism due to Kir6.2 deficiency usually has a milder phenotype when compared to that resulting from recessive K+ (K-ATP) channel mutations (Recessive forms of diazoxide-resistant hyperinsulinism, see this term).","https://identifiers.org/orphanet:276580","ORPHA:377788"
"ORPHA:261974","Partial deletion of the short arm of chromosome 18","Partial monosomy of the short arm of chromosome 18|Partial deletion of chromosome 18p|Partial monosomy of chromosome 18p","","https://identifiers.org/orphanet:261974","ORPHA:261836,ORPHA:377794"
"ORPHA:251927","Extraventricular neurocytoma","EVN","Extraventricular neurocytoma (EVN), a variant of central neurocytoma (see this term), is a rare neuronal neoplasm, composed of round cells with neuronal differentiation, which is located outside of the ventricular system, usually within the spinal cord or cerebral hemispheres and that manifests with headache, nausea, vomiting, complex partial seizures or focal neurological deficits. In some cases it may exhibit atypical features consistent with aggressive clinical behavior.","https://identifiers.org/orphanet:251927","ORPHA:377788"
"ORPHA:251924","Neuronal tumor","","","https://identifiers.org/orphanet:251924","ORPHA:377794,ORPHA:251558"
"ORPHA:251931","Cerebellar liponeurocytoma","","Cerebellar liponeurocytoma (cLPN) is a rare slow growing neuronal tumor seen more frequently in females than males, occurring most commonly in the cerebellum but occasionally in the supratentorial compartment or the fourth ventricle and presenting in the 4th to 6th decade of life with symptoms of dizziness, headache and gait instability. It often has a high rate of local recurrence.","https://identifiers.org/orphanet:251931","ORPHA:377788"
"ORPHA:2569","Moore-Federman syndrome","","","https://identifiers.org/orphanet:2569",""
"ORPHA:268973","Isolated focal cortical dysplasia type Ia","FCD type Ia","","https://identifiers.org/orphanet:268973","ORPHA:377797"
"ORPHA:2560","Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome","","This syndrome is characterized by the association of Möbius syndrome (congenital facial palsy with impaired ocular abduction","https://identifiers.org/orphanet:2560",""
"ORPHA:276598","Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency","Hyperinsulinemic hypoglycemia due to SUR1 deficiency, diazoxide-resistant focal form","A rare, congenital, isolated hyperinsulinism disorder characterized by diazoxide unresponsive recurrent episodes of hyperinsulinemic hypoglycemia resulting from an excessive insulin secretion by the pancreatic bêta-cells due to SUR1 deficiency. Hypoglycemia may lead to variable clinical manifestations, ranging from asymptomatic hypoglycemia revealed by routine blood glucose monitoring to macrosomia at birth, mild to moderate hepatomegaly and life-threatening hypoglycemic coma or status epilepticus, further leading to poor neurological outcome.","https://identifiers.org/orphanet:276598","ORPHA:377788"
"ORPHA:2561","Pyramidal molars-abnormal upper lip syndrome","Ackerman fused molar roots syndrome","Ackerman syndrome is characterized by pyramidal molar roots and taurodontism, associated with variable anomalies. It has been described in two generations of one family. Both parents and their six sibs had pyramidal, taurodont or fused molar roots. Some of the patients also had hypotrichosis, an abnormal upper lip, thickened and wide philtrum, and/or juvenile glaucoma. Other features included entropion of the eyelid, syndactyly and clinodactyly of the fifth fingers.","https://identifiers.org/orphanet:2561","ORPHA:377789"
"ORPHA:2563","MOMO syndrome","Macrocephaly-obesity-mental disability-ocular abnormalities syndrome|Macrosomia-obesity-macrocephaly-ocular abnormalities syndrome","MOMO syndrome is a very rare genetic overgrowth/obesity syndrome (see this term) characterized by macrocephaly, obesity, mental (intellectual) disability and ocular abnormalities. Other frequent clinical signs include macrosomia, downslanting palpebral fissures, hypertelorism, broad nasal root, high and broad forehead and delay in bone maturation, in association with normal thyroid function and karyotype.","https://identifiers.org/orphanet:2563","ORPHA:377789"
