"id","name","acronym","description","url","country"
"bbmri-eric:contactID:UK_GBR-1-24","SCOT translational sample collection","","The SCOT study  enrolled more than 6000 patients over a 5 year period and is the largest single trial ever conducted in CRC. Tissues collected from patients entered in to the study are physically hosted in two sites; blood samples and blood fractions e.g. DNA, are held at the University of Oxford and FFPE samples are housed at the Glasgow Biobank. There are approximately 3000 blood and 3000 tissue samples in the collection.    The associated clinical data is held by the Cancer Research UK Clinical Trials Unit, Glasgow.","http://www.crukctuglasgow.org/eng.php?pid=scot","UK"
"bbmri-eric:ID:IT_1384375808568138","Biobanca Genetica","","","","IT"
"bbmri-eric:contactID:UK_GBR-1-23","Northern Ireland Biobank (NIB)","","Northern Ireland Biobank was established in 2010 to collect, store and distribute human samples for translational research and is primarily funded by the Northern Ireland Health and Social Care Research & Development Division of the Public Health Agency.  Cancer Research UK (CR-UK), the Friends of the Cancer Centre and Prostate Cancer UK have also provided financial support. The NIB complies with approvals from both the Office of Research Ethics in Northern Ireland and HSC R&D governance to host and distribute cohorts of quality assured biological samples linked with well-defined clinical and pathological data sets.","http://www.nibiobank.org/","UK"
"bbmri-eric:ID:IT_1383661476989809","DNA and Cells Biobank from Patients with Neurodegenerative and metabolic Diseases","","","","IT"
"bbmri-eric:contactID:UK_GBR-1-22","NIHR Nottingham Digestive Diseases Collection","","The NIHR Nottingham Digestive Diseases Biomedical Research Unit (NDDBRU) has become the central hub to the gastroenterology and hepatology research within the partnership of University of Nottingham and Nottingham University Trust, bringing together 67 principal investigators bridging basic scientific and clinical fields. Among this large group, we have expertise in a wide range of areas, techniques and methodologies although we focus on early translational studies including pre-clinical and phase I/II studies. We host large deeply phenotyped cohort of patients, linked databases and biological samples. Our academic partnership extends to industry links and we do have experience in developing and evaluating, drugs, devices and health care interventions.    NIHR NDDBRU has a mission to take the most promising basic biomedical research breakthroughs and translate them into patient benefit. We focus on developing novel tests, techniques as well as new treatments. We perform experimental medicine investigations into mechanisms underlying disease processes using biological samples from people; we evaluate the efficacy of interventions in volunteers and patients.    Our research focus is on ’The infections, inflammation and consequences in the GI tract and liver’.","http://nddcbru.org.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-21","Nottingham Health Science Biobank","","The Nottingham Health Science Biobank (NHSB) and related bioinformatics strategy is led by Dr Brian Thomson, Director the NHSB and Clinical lead for the 100K Genome project. This is a Trust led Biobank which is working closely with the Biomedical Research Units (BRUs), University of Nottingham and Nottingham NHS Treatment Centre on behalf of the wider scientific community.  The aim is to provide a single, centralised, quality assured, biofluid and tissue resource to underpin translational studies in the Trust and University and to provide added value to clinical trials. Health research is one of the founding principles of the NHS; it is critical for improved quality of life and more effective healthcare delivery.   The NHSB is a unique facility which will take advantage of Nottingham University Hospitals very large and diverse patient population, which is a key strength of Nottingham as a future centre for research excellence.   Dr Brian Thomson and Dr Balwir Matharoo-Ball head a team based in the department of Pathology which consists of scientists, data analysts, a consent nurse and administration support sited at the City Hospital and Queen’s Medical Centre.  The NHSB is able to offer high quality samples, collected under strictly controlled sampling conditions. Specific quality control data and basic demographics are available for each sample. The NHSB can also offer fully validated clinical data.","","UK"
"bbmri-eric:ID:PL_PORT","Polish Center for Technology Development Ltd.","PORT","One of the largest population-based and disease-oriented biobanks in Poland holding over 138 thousand samples of biological material from healthy donors in population studies and patients suffering from cardiovascular, rheumatic and oncologic diseases. The diversity of collected biological material allows to run multifunctional analyses on each donor, including genetic, transcriptomic and metabolomic tests. Main field of interests of the EIT+ Biobank is studying the mechanisms underlying cardiovascular diseases. Since 2013 the Biobank has been involved in setting up a network of Polish biobanks and is a founding member of the BBMRI.pl Consortium, the core of the network. EIT+ Biobank has also been a beneficiary of FP7 - BBMRI-LPC and H2020 – Adopt BBMRI-ERIC. Currently it is extensively involved in coordinating the works of BBMRI.pl Consortium and running population studies in Lower Silesia.","http://www.biobank.eitplus.pl","PL"
"bbmri-eric:ID:SE_2219","ANGI","","","","SE"
"bbmri-eric:ID:IT_138437621598090","Plasma and DNA from patients with ischemic cerebrovascular diseases","","","","IT"
"bbmri-eric:ID:NL_AAAACXPF4GVAEACQK2ME25QAAE","Research Arthritis and Articular Cartilage Biobank","RAAK Biobank","","","NL"
"bbmri-eric:ID:NL_AAAACXPKUTPDUACQK2ME25QAAE","SMART Biobank","","","","NL"
"bbmri-eric:ID:NL_AAAACXPJYUZMIACQK2ME25QAAI","Ghana Study Biobank","","","","NL"
"bbmri-eric:ID:IT_1385547708942390","Cooperative Health Research in South Tyrol Study Biobank","","","","IT"
"bbmri-eric:contactID:UK_GBR-1-210","SWIFT-RTB","","Fetal tissue","","UK"
"bbmri-eric:ID:IT_1383731606990988","Tumor Skeletal Tumor Biobank","MUSCO*","Our biobank is the largest collection in the world of material, deriving from neoplasia of the musculoskeletal system, both in terms of fresh and paraffinated tissues, and in terms of related clinical information. . . In particular include:. . - fresh tissue samples from the dissection procedures of biopsies or surgical pieces, neoplastic diseases (benign and malignant) of the musculoskeletal system (bone, soft tissue, metastasis from sarcoma and bone metastases . . from carcinoma and normal tissue;. . - derived from whole blood;. . - formalin-fixed paraffin embedded tissues (E.E. slides);. . - DNA, cDNA, RNA;. . - demography and lifestyle donors informations, history of the desease, treatment and clinical outcomes.. . . .","http://www.ior.it/laboratori/lab-di-oncol-sperim/banca-dei-tessuti-di-tumori-muscolo-scheletrici","IT"
"bbmri-eric:ID:IT_1388827429929901","ARC-Net","","","","IT"
"bbmri-eric:ID:NL_AAAACXPF2EYBEACQK2ME25QAAM","Healthy LIfe in an Urban Setting Biobank","HELIUS Biobank","","","NL"
"bbmri-eric:contactID:UK_GBR-1-205","kings college Haemato -Oncology Tissue bank","","The objective of our Tissue Bank is to serve as an international bioresource to facilitate basic and translational research into the aetiology, diagnosis and prognosis of blood cancers and to pursue this aim in a manner that complies with all laws, regulations and industry standards that apply to research tissue banking.Thus, our bank is rich in material from adult patients with pre-leukaemic and bone marrow failure disorders, including myelodysplastic syndromes, aplastic anaemias and paroxysmal nocturnal haemoglobinurea. The bank is also populated with material from patients with chronic and acute myeloid leukaemia, myeloma and chronic lymphocytic leukaemia.","","UK"
"bbmri-eric:contactID:UK_GBR-1-204","Biliary Tract Cancer Virtual Tissue Bank","","We plan to create a national virtual tissue bank of tissue samples from Biliary Tract Cancer patients who have participated in a clinical trial, and their associated prospectively collected clinical trial data, for high quality, peer reviewed and ethically approved research.  Samples will be collected and stored in three  separate Biobanks:  1) UCL/UCLH Biobank for Studying Health  and Disease  2) Manchester Cancer Research Centre  (MCRC) Biobank  3) Southampton Biobank  Central Coordination of the BTC VTB will be  conducted by CR UK & UCL Cancer Trials Centre (UCL CTC).  To gain access to the samples Researchers will  be required to submit to the BTC VTB Scientific  Review Committee (SRC), via the UKCRC  directory in the first instance. If approved by the SRC it will then be submitted to the Access  Committee for each relevant Biobank.     Samples will be collected from the following trials:  • ABC-01  • ABC-02  • ABC-03  • ABC-04  • ABC-07  • Photostent-02  • BILCAP  • ACTICCA-1","","UK"
"bbmri-eric:contactID:UK_GBR-1-207","Ukall60 Trial","","The UKALL60+ trial is a multi-centre, prospective, non-randomised, multiple pathway trial to document the safety, tolerability and efficacy of standard ‘backbone’ chemotherapeutic regimens in older patients with de novo ALL.   Samples will be collected throughout the trial and sent to the central lab (Adult MRD lab at UCL CI) as follow:  1. At diagnosis (pre trial registration)  2. After Phase 1 Induction  3. After Phase 2 Induction  4. a) After Intensification (for patients on the pathway B ONLY)      b) After Consolidation 1 (Pathways A, C & D)  An additional bone marrow or peripheral blood sample is also sent to the MRD lab if the patient relapses. This sample should be from the routine sample taken to diagnose relapse.","","UK"
"bbmri-eric:contactID:UK_GBR-1-206","GlaxoSmithKline Research Tissue Bank","","GlaxoSmithKline R&D has a global biobank network storing human biological samples from GSK R&D sponsored clinical trials, collaborations and commercially procured samples. These samples span the following main therapy areas: Oncology, Cardiovascular and Metabolic Diseases, Respiratory, Inflammation and AutoImmunity. There are several million samples logged in the GlaxoSmithKline R&D sample tracking systems. Work needs to be done to identify which specific sample sets can be shared (both from closed clinical trials and from those that were commercially acquired), by establishing those that have the appropriate consent level and data available and to get the necessary approvals in place for access these samples.","","UK"
"bbmri-eric:ID:NL_AAAACXPFX7P3EACQK2ME25QAAE","Vrije Unversiteit Medisch Centrum Bacteriele Meningitis Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-201","Archival gastro-intestinal tissue, blood, saliva and urine collection","","Tissue bank contains paraffin blocks, a limited number of frozen tissue samples, frozen buffy coat, plasma and serum, frozen urine and  frozen saliva.","","UK"
"bbmri-eric:contactID:UK_GBR-1-200","Cardamon Clinical Trial Samples","","Samples taken as part of the Cardamon clinical trial","","UK"
"bbmri-eric:contactID:UK_GBR-1-203","Leeds Dental Institute/School of Dentistry Leeds,  Skeletal Tissues Bank","","Tissue bank which stores teeth.","","UK"
"bbmri-eric:contactID:UK_GBR-1-202","PORT Trial","","Skin biopsies will be obtained from patients for translational studies to identify biomarkers of immunological response to the combination of pembrolizumab and radiotherapy in patients with advanced Cutaneous T Cell Lymphoma (CTCL).","","UK"
"bbmri-eric:ID:CZ_MMCI","Bank of Biological Material, Masaryk Memorial Cancer Institute","MMCI","Biobank at MMCI was established to preserve patient-derived specimens such as tumours and blood-derived samples . Its structure comprises of a ""long-term storage repository"" designed to store a comprehensive set of patient samples such as tumours, adjacent tissues, genomic DNA and serum at surgery, and the ""short term storage repository"" designed to store serum aliquots from periodic determination of soluble blood tumour markers.  Comprehensive clinical data are available through the hospital infromation system to enable further translational and clinical research.","http://www.recamo.cz/en/bbmri/","CZ"
"bbmri-eric:ID:IT_1384423915353703","Biobanca per la ricerca Bruno Boerci","BBB","From the date of  inauguration (December 2009), more than 3000 samples of biological tissues (Right and Tumor Tissue, Blood, Plasma, PBMCs) from oncological patients have been collected, stored and characterized at the Biobank Bruno Boerci (for each sample is also available the paraffin tissue). . . These samples come from more than 1500 patients  who have freely decided to donate to the Biobank part of the biological material in excess of the diagnosis. . . The Biobank Bruno Boerci is proposed as a valuable and irreplaceable source of biological material for researchers, to further our understanding of the clinical and biological features of cancer and to offer an opportunity for medical development, directing efforts towards a more personalized therapy.. .","http://www.fondazionebrunoboerci.org","IT"
"bbmri-eric:ID:NL_AAAACXPKSH53MACQK2ME25QAAE","NELSON Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-209","PHOENIX DDR-Anti-PD-L1 Trial","","PHOENIX DDR/Anti-PD-L1 Trial: A pre-surgical window of opportunity and post-surgical adjuvant biomarker study of DNA damage response inhibition and/or anti-PD-L1 immunotherapy in patients with neoadjuvant chemotherapy resistant residual triple negative breast cancer","","UK"
"bbmri-eric:contactID:UK_GBR-1-208","Cardiff University Biobank","","The Cardiff University Biobank is a centralised biobanking facility sited at the University Hospital of Wales.  We offer high quality human biosamples for research undertaken for patient and public benefit to academic and commercial organisations. We have established collections from a number of different disease areas and welcome approaches to initiate new collections not already established within the facility.  The biobank also welcome applications to deposit samples from completed research projects or clinical trails.","https://www.cardiff.ac.uk/biobank","UK"
"bbmri-eric:ID:IT_1385470094236316","Banca Biologica Tumori Ovarici IRCCS-Istituto Mario Negri","","","","IT"
"bbmri-eric:ID:SE_2348","OPRA","","","","SE"
"bbmri-eric:ID:IT_1382517180530619","Trentino Biobank","","","","IT"
"bbmri-eric:ID:NL_AAAACXPKEJXLSACQK2ME25QAAE","Generation R Biobank","","","","NL"
"bbmri-eric:ID:NL_AAAACXPRDNXUMACQK2ME25QAAE","EUGENDA Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-100","BTNW Archival CNS tissue, blood & CSF  bank","","Collection covering both neuro-oncology and neuro-degenerative diseases. Comprises brain tumour samples of all types (PET, FF & cell culture) as well pre-/post-operative, neurological and control blood samples and CSF.","http://btnw.org.uk/","UK"
"bbmri-eric:ID:IT_1382977811547168","Cells tissues and DNA from patients with neuromuscular diseases","NeuMD-Besta","The biobank provides samples as a service to the scientific community conducting research on neuromuscular disorders. Samples are from patients affected by different forms of muscular dystrophy, including the severe congenital and Duchenne muscular dystrophies, as well as limb girdle muscular dystrophies, congenital myopathies, distal and myofibrillar myopathies, inflammatory myopathies, and metabolic myopathies. Different types of biomaterials are frequently available from a single patient.","http://biobanknetwork.telethon.it/Pages/View/Catalogue","IT"
"bbmri-eric:ID:SE_2352","PEAK 25","","","","SE"
"bbmri-eric:contactID:UK_GBR-1-212","Matt's Awesome Test Biobank","","Test","","UK"
"bbmri-eric:contactID:UK_GBR-1-211","National CJD Research & Surveillance Unit (NCJDRSU) BioResource","","BioResource for human prion disorders including cerebrospinal fluid, blood, and urine.","","UK"
"bbmri-eric:ID:NL_AAAACXPAJZC52ACQK2ME25QAAE","NeuroUnit Biomarkers for Inflammation and Neurodegeneration","NUBIN Biobank","The NUBIN Biobanks contain several collections:

1) Paired CSF, serum/plasma, DNA, MRI-scans and clinical measures of Alzheimer patients, patients with cognitive impairment and healthy controls. Size of the collection: samples from >1000 patients. 

2) Paired CSF, serum/plasma, DNA, MRI-scans and clinical measures of patients with Mutliple Sclerosis, inflammatory and non-inflammatory controls. Size of the collection: samples from >250 patients.

3) Serum from Multiple Sclerosis patients with extensive clinical data over several years of follow-up, annually collected. Size of the collection: samples from >360 patients.

4) Serum from Multiple Sclerosis patients before treatment with interferon and during two years of treatment. Size of the collection: samples from >300 patients.","https://www.vumc.nl/afdelingen/NUBIN/","NL"
"bbmri-eric:contactID:UK_GBR-1-213","Royal Papworth Hospital Research Tissue Bank","","We collect all tissue arising from cardio-thoracic procedures, including, but not limited to: aorta, myocardium, heart valves, cardiac and peripheral vessels, lung, airways, blood vessels pulmonary,blood, sputum and tumour samples. We also provide relevant routine clinical data such as previous medical history and certain treatment details.","","UK"
"bbmri-eric:ID:DE_ICBL","Interdisciplinary Center for Biobanking-Luebeck","ICB-L","The Interdisciplinary Centre for Biobanking-Lübeck (ICB-L) is a hospital-integrated central biobank of the University of Lübeck in cooperation with the University Medical Centre Schleswig-Holstein at the Campus Lübeck and the Fraunhofer Institute for Marine Biotechnology and Cell Technology. It is shared by over 40 disciplines. 

The ICB-L supports cutting-edge research for precision medicine for the benefit of patients and is involved in numerous national and international research networks. Certified according to DIN EN ISO 9001, it has been using Broad Consent since 2015. In addition to the use of the latest technologies, it also facilitates cooperation with academic and industrial partners in Germany and abroad. 

For sample storage of liquid and solid biomaterials, the ICB-L specialises in automated nitrogen storage below -150°C. The ICB-L performs pre-analytical research from sampling to storage within a cold chain to guarantee highest sample quality. Based on 2,800 parameters harmonised across campus, CentraXX manages sample, research and clinical data as the central database. The latter are provided via interfaces to the hospital information system.","https://www.biobank.uni-luebeck.de","DE"
"bbmri-eric:ID:SE_2358","UBR, Uppsala Bioresource","","","","SE"
"bbmri-eric:ID:NL_AAAACXPFOKGE6ACQK2ME25QAAE","Utrecht Clamp Cohort Biobank","","","","NL"
"bbmri-eric:ID:NL_AAAACXO74P6CWACQK2ME25QAAE","TRAILS biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-52","NHS Greater Glasgow & Clyde Bio-Repository","","The NHS Greater Glasgow & Clyde Bio-repository is part of NHS Scotland NHS Research Scotland Infrastructure. There is a network of Bio-repository across Scotland designed to encourage use of tissue in research and boost availability of tissue across Scotland.  Each Bio-repository node holds the responsibility for tissue governance for local and partner Health Boards with a main focus on facilitating access to surplus diagnostic and surgical tissue for use in research.","http://www.nhsresearchscotland.org.uk/about/infrastructur","UK"
"bbmri-eric:ID:IT_1460363555984857","banca di cellule staminali mesenchimali fetali","BCSMF","Within the BB are collected, characterized, stored and distributed amniotic fluids (AF)  from  amniocentesis performed for maternal age. Donors are between the ages of 36 and 45 and they  have no positive history for genetic diseases.Women choose to donate to the BB the first 3 ml of AF that cannot be used for prenatal diagnosis and would therefore be eliminated.. . AF are rich in fetal mesenchymal stem cells (FMSC). FMSC are able to regenerate tissues (adipose, cartilage, bone), have anti-inflammatory and immunosuppressive properties, and show a high  proliferative potential.. . For this reason, BCSMF is an important resource of FMSC  that could be employed  in regenerative medicine ,  autoimmune and chronic inflammatory diseases,  allogenic bone marrow transplantation, in-utero transplantation. .","http://www.ospedaliriunitipalermo.it/","IT"
"bbmri-eric:contactID:UK_GBR-1-51","Leeds Multidisciplinary Research Tissue Bank","","Background:  The Leeds Biobanking and Sample Processing Lab (LBSPL) is based at St James’s University Hospital and is an important element in the Leeds Clinical Research Facility (LCRF). LBSPL is dedicated to providing a sample processing service for clinical trials, and for many biobanking activities within the University and Leeds Teaching Hospitals Trust.  These currently include collections of tissue, and fluid samples such as blood and urine obtained from consented patients diagnosed with kidney, bladder, colorectal and ovarian cancer, brain tumours, and patients undergoing renal transplant. These are processed and stored in research tissue banks (Leeds Multidisciplinary RTB and Leeds NIHR Biomarker RTB) and used as a valuable resource for wider research activities.    The Leeds Multidisciplinary Research Tissue Bank (RTB) was given favourable ethical opinion by the Leeds (East) Research Ethics Committee on 3rd March 2010 and renewed 5 yeasr later (Current REC ref: 15/YH/0080).      Current situation:  The LBSPL provides ongoing sample processing support to a variety of local or commercial clinical trials requiring samples to be collected for PK/PD endpoints or other associated translational studies. The Leeds Multidisciplinary RTB currently holds matched normal and malignant frozen renal tissue samples from ~600 patients with renal cancer, and plasma, serum, buffy coat and urine samples from ~800 renal cancer patients either prior to surgery/treatment or during treatment, for example with sunitinib. In addition, fluid samples have been collected from patients with benign urological conditions, healthy controls, patients prior to and following renal transplant A population-based TMA including tissue from ~300 RCC patients has also been established.From having solely a renal focus, the RTB has expanded to now also include frozen normal tissue samples, and frozen tissue and urine samples from >1,000 patients with bladder cancer, frozen tissue from patients with brain tumours and limited samples from patients with ovarian cancer or colorectal cancer (no new collections ongoing in these areas). The Leeds NIHR BioRTB has closed to recruitment and contains a bank of fluid samples from patients with liver disease, renal cancer and patient undergoing renal transplantation. These were collected as part of a multicentre initiative in the UK, together with associated clinical data, and are intended for use in biomarker validation studies.      Sample processing and clinical data:  Samples are processed according to the relevant quality controlled Standard Operating Procedures (SOPs) within Good Clinical Practice (GCLP) laboratories. The dedicated sample processing team of laboratory technicians, administrative staff and a Quality Assurance manager works together to ensure that all samples are handled, processed, stored and tracked to the highest standards. The samples are stored accordingly at the correct temperature (e.g. snap frozen tissue in liquid nitrogen, plasma, serum and buffy coats at -80oC). All freezers and liquid nitrogen dewars which hold patient samples are monitored using the Tutela system, a 24/7 web-based alert response temperature monitoring system.    Full clinical data is being collected using CRFs. Follow-up data and data available later such as pathology results are obtained from the relevant hospital records/databases by trained personnel with appropriate access. We hope to move to more automated data linkage in the future through working with the Leeds Institute of Data Analytics.      To find further information about collaborative access to these RTB samples please e-mail Roz Banks or Jo Brown at rtb@leeds.ac.uk.","http://multirtb.leeds.ac.uk/index.php","UK"
"bbmri-eric:contactID:UK_GBR-1-50","CMFT Biobank","","Our biobank is a resource for health research available to all bona-fide researchers via our application process.  We hold a large collection of human biological samples with associated clinical information.    All human biological samples collected by The Biobank have full ethical approval, and is handled within the conditions of the ethical approval gained, in accordance with the requirements of the Human Tissue Act 2004 and under the governance of the Human Tissue Authority (HTA) Licence (#12552).    The Biobank has been ethically approved as a research tissue bank by the NRES Committee North West – Haydock (Ref: 14/NW/1260). The Biobank is authorised to ethically approve biomedical research projects that fall within this governance structure. Researchers receiving samples from The Biobank are not required to have individual project based ethical approval from NRES.      Tissue types    Uterus (tumour, associated normal, control normal, benign conditions)  Ovary (tumour, associated normal, control normal, benign conditions)  Colon, ileum (tumour, associated normal, control normal, crohn’s disease, ulcerative colitis)  Kidney (tumour, associated normal, control normal)  Liver (tumour, associated normal, control normal)  Prostate (tumour, associated normal)  Thyroid, parathyroid (tumour, associated normal, benign conditions)  Head & neck (tumour, associated normal, control normal)      Sample types    Fresh tissue in perfusion solution (medium of choice available 1hr post-surgical removal)  Frozen tissue  FFPE (formalin fixed paraffin embedded) tissue blocks  Frozen or FFPE tissue sections mounted on glass slides  Blood or tissue-derived DNA, RNA and protein  Case-matched serum and plasma","https://research.cmft.nhs.uk/facilities-services/biobank-and-pathology/biobank","UK"
"bbmri-eric:ID:IT_1385479071668828","Ematopatologia","","","","IT"
"bbmri-eric:ID:NL_aaaacz5nbabrsacqk2mgyyqaae","Parelsnoer","PSI","","","NL"
"bbmri-eric:ID:PL_PMUDRBL","Biobank Lab Dep of Rheumatology of Pomeranian Medical University in Szczecin, Poland","PMUDRBL","The Biobank of Laboratory of Department of Rheumatology of Pomeranian Medical University in Szczecin Poland was established in 2010 as an  bioresource to collect and store biospecimens of patients with rheumatic diseases+controls. The Biobank Lodz joined the BBMRI_PL (consortium of Polish biobanks) in 2018.","http://www.pum.edu.pl/","PL"
"bbmri-eric:ID:IT_1383661595116637","INGI-Val Borbera","","","","IT"
"bbmri-eric:ID:NL_AAAACXPKM4ZVGACQK2ME25QAAE","ORIGO Biobank","","","","NL"
"bbmri-eric:ID:IT_1539241927435687","Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","CRB-IGB","The CRB-IGB was created with the aim of coordinating the biobanking activities developed in the context of research projects involving the collections of biological samples present or in construction at the IGB. The CRB-IGB meets the high standards of quality and expertise required by the international community of scientists and industries for the provison of biological information  and materials. The CRB-IGB actually is composed of collections of samples of patients with rare genetic diseases, some unique in the world, and collections of samples of individuals belonging to populations with characteristics of genetic isolates.. .","http://www.igb.cnr.it/centro-di-risorse-biologiche","IT"
"bbmri-eric:ID:EE_EGCUT","Estonian Genome Center","EGCUT","The Estonian Biobank (EGCUT), one of the research institutes of the University of Tartu, is a population-wide collection of biosamples, health, genealogy and genomic data. Its current cohort of 52 000 adult individuals has been recruited by medical professionals, following the legal framework based mainly on the Human Genes Research Act (HGRA), Personal Data Protection Act, the Databases Act, the Council of Europe Convention on Human Rights and Biomedicine, and other related legislative guidelines. With the option of cyclic renewal from electronic medical records and national health-related registries, the dataset comprises a valuable multilayer basis for scientific research and developments for practical input into daily medical healthcare and prevention of disease both on individual and population level.","http://www.biobank.ee/en","EE"
"bbmri-eric:contactID:UK_GBR-1-59","ESPAC-TPlus","","To centralise tissue and other clinical samples from the ESPAC studies, and make them available for future studies. Storage of the samples is designed to facilitate specific studies on response to chemotherapeutics. These separate studies will be subject to individual ethics applications. If successful they will allow subgroups of patients to be identified who will be predicted to benefit from particular chemotherapeutic regimens, improving survival for individual patients and facilitating clinical trials.","","UK"
"bbmri-eric:contactID:UK_GBR-1-58","UK Biobank","","UK Biobank is a major national health resource, and a registered charity in its own right, with the aim of improving the prevention, diagnosis and treatment of a wide range of serious and life-threatening illnesses – including cancer, heart diseases, stroke, diabetes, arthritis, osteoporosis, eye disorders, depression and forms of dementia. UK Biobank recruited 500,000 people aged between 40-69 years in 2006-2010 from across the country to take part in this project. They have undergone measures, provided blood, urine and saliva samples for future analysis, detailed information about themselves and agreed to have their health followed. Over many years this will build into a powerful resource to help scientists discover why some people develop particular diseases and others do not.","http://www.ukbiobank.ac.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-57","Leicester Cardiovascular Bioresource","","The Leicester Cardiovascular Bioresource recruits both patient populations and healthy cohort through a number of recruitment protocols.","","UK"
"bbmri-eric:contactID:UK_GBR-1-56","Arden Tissue Bank","","Arden Tissue Bank operates under a Human Tissue Authority post mortem licence within a district general hospital. The biobank has generic , ethical approval and is able to collect tissues prospectively across a wide range of tissue types.  In addition the biobank has access to the full pathological archive across three hospital sites. The cellular pathology archive alone totals almost 2 million blocks, with full patient data available for the last 10 years.","http://www.uhcw.nhs.uk/research/facilities/arden-tissue-bank","UK"
"bbmri-eric:contactID:UK_GBR-1-55","CIGMR Biobank","","An ISO9000 accredited biobank for the processing, storage and distribution of large cohorts.","http://www.population-health.manchester.ac.uk/biobanking/","UK"
"bbmri-eric:contactID:UK_GBR-1-54","QUOD - Quality in Organ Donation","","Organ donation and transplant saves thousands of lives a year and could be considered one of the greatest successes in modern medicine. However, over the past decade, there has been an ever increasing need for organs throughout the UK, far surpassing the supply. This is a pattern that is predicted to worsen over the next 10 years.    As many as one in three patients on the transplant waiting list will die or become too unwell to receive a transplant as a result of this disparity.     To address this problem, the transplant community have been turning to organs previously considered to be unsuitable for transplantation, including organs from extended criteria donors and non-heart beating donors. In order to do this, QUOD aims to facilitate research by collecting blood, urine and tissue samples of appropriately consented / authorised organ donors. Through this, it may be possible to determine pathways of injury and repair in organs and identify biomarkers which can be used to better predict the outcomes of transplantation.    QUOD is a nationwide programme encompassing all retrieval zones in the UK. These regions include:     •Birmingham / Cardiff  •Cambridge  •Edinburgh  •London Kings  •Manchester / Leeds  •Newcastle  •Oxford / Royal Free    The QUOD team has a wide range of personnel, including specialist nurses, transplant surgeons, academics, management teams and a variety of healthcare professionals.     The samples collected throughout the QUOD programme are available for research purposes. Samples will be available to research projects based on scientific merit. More information about the access policy can be found on the website.","http://www.quod.org.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-53","The Christie NHS Foundation Trust","","Facilitating high quality cancer research by bringing a flexible and committed approach to ethical sample and data collection","http://www.mcrc.manchester.ac.uk/Our-Research/Biobank","UK"
"bbmri-eric:contactID:UK_GBR-1-7","Human Biomaterials Resource Centre","","The HBRC is an HTA-licensed biorepository dedicated to the collection of appropriately consented high quality human biomaterials, their processing, storage and distribution to biomedical researchers. The HBRC resides within the purpose-built Advanced Therapies Facility (ATF) within the College of Medical and Dental Sciences (CMDS) at the University of Birmingham (UoB). The ATF also houses both cell and gene therapy manufacturing units.  Samples are collected, processed and stored (or released) from patients in a variety of disease settings in response to local demand and research strategies in order to facilitate existing research and enable future research areas to be developed. Samples may comprise adult or paediatric tissue which is waste, or surplus to diagnosis taken at the time of surgery or treatment, additional samples taken specifically for research purposes, material taken from patients enrolled in clinical trials, and control material. The HBRC works with local researchers and carries out bespoke tissue collections. All samples can be annotated with the appropriate clinical data which makes them scientifically useful.   Although the HBRC is primarily a resource for local researchers within CMDS and local NHS Trusts, applications from other UK research groups and the commercial sector are also considered. The policy and procedures associated with the review of these applications, and the subsequent release of samples and associated data, are the same for both internal and external applicants. All samples and associated data are released for research in a fully anonymised form, and a Tissue Transfer Agreement ensures that they will only be used for the purposes approved at release and will not be transferred without written permission. In order to enhance the value of the HBRC collection, every attempt is made to secure the return of useful research data following the completion of research studies.","http://www.birmingham.ac.uk/facilities/hbrc/index.aspx","UK"
"bbmri-eric:contactID:UK_GBR-1-6","Leeds GIFT","","Cadaveric material collected on a bespoke basis.  All collections are on a bespoke basis and the majority of organs, tissues and joints are available consented for generic approved research.  All applications are reviewed and approved by our Access Committee.","http://www.gift.leeds.ac.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-62","UCL / UCLH Biobank for Studying Health and Disease","","The Biobank stores normal and pathological specimens, surplus to diagnostic requirements, from relevant tissues and bodily fluids. Stored tissues include; snap-frozen or cryopreserved tissue, formalin-fixed tissue, paraffin-embedded tissues, and slides prepared for histological examination. Tissues include resection specimens obtained surgically or by needle core biopsy. Bodily fluids include; whole blood, serum, plasma, urine, cerebrospinal fluid, milk, saliva and buccal smears and cytological specimens such as sputum and cervical smears. Fine needle aspirates obtained from tissues and bodily cavities (eg. pleura and peritoneum) are also collected. Where appropriate the Biobank also stores separated cells, protein, DNA and RNA isolated from collected tissues and bodily fluids described above. Some of the tissue and aspirated samples are stored as part of the diagnostic archive.","http://www.ucl.ac.uk/human-tissue/hta-biobanks/UCL-Cancer-Institute","UK"
