name,label,codesystem,code,definition
Exercise-induced asthma,Exercise-induced asthma,HPO,HP_0012652,Asthma attacks following exercise.
Status asthmaticus,Status asthmaticus,HPO,HP_0012653,"Severe asthma unresponsive to repeated courses of beta-agonist therapy such as inhaled albuterol, levalbuterol, or subcutaneous epinephrine."
Abnormal CSF dopamine level,Abnormal CSF dopamine level,HPO,HP_0012654,Abnormal concentration of dopamine in the cerebrospinal fluid (CSF).
Elevated CSF dopamine level,Elevated CSF dopamine level,HPO,HP_0012655,Increased concentration of dopamine in the cerebrospinal fluid (CSF).
Reduced CSF dopamine level,Reduced CSF dopamine level,HPO,HP_0012656,Decreased concentration of dopamine in the cerebrospinal fluid (CSF).
Abnormal brain positron emission tomography,Abnormal brain positron emission tomography,HPO,HP_0012657,"A functional brain anomaly detectable by positron emission tomography (PET). PET scanning is a method for functional brain imaging, and its measurements reflect the amount of brain activity in the various regions of the brain.|Note that while structural brain anomalies can cause abnormal brain PET scan results, structural abnormalities are detectable by multiple neuroimaging modalities and should be coded using terms from the hierarchy under 'Abnormality of nervous system morphology' (HP:0012639)."
Abnormal brain FDG positron emission tomography,Abnormal brain FDG positron emission tomography,HPO,HP_0012658,An anomaly detectable in [18F]-fluorodeoxyglucose (FDG) positron emission tomography (PET) brain scans. Glucose uptake measured with FDG-PET is a marker of neuronal metabolic activity.
Prefrontal hypometabolism in FDG PET,Prefrontal hypometabolism in FDG PET,HPO,HP_0012659,"Reduced uptake of [18F]-fluorodeoxyglucose (FDG) in the prefrontal cortex as measured by positron emission tomography (PET) brain scan.|Glucose uptake measured with FDG-PET is a marker of neuronal metabolic activity, thus this sign indicates reduced metabolic activity in the prefrontal cortex."
Thalamic hypometabolism in FDG PET,Thalamic hypometabolism in FDG PET,HPO,HP_0012660,"Reduced uptake of [18F]-fluorodeoxyglucose (FDG) in the thalamus as measured by positron emission tomography (PET) brain scan.|Glucose uptake measured with FDG-PET is a marker of neuronal metabolic activity, thus this sign indicates reduced metabolic activity in the thalamus."
Hypothalamic hypometabolism in FDG PET,Hypothalamic hypometabolism in FDG PET,HPO,HP_0012661,"Reduced uptake of [18F]-fluorodeoxyglucose (FDG) in the hypothalamus as measured by positron emission tomography (PET) brain scan.|Glucose uptake measured with FDG-PET is a marker of neuronal metabolic activity, thus this sign indicates reduced metabolic activity in the hypothalamus."
Parietal hypometabolism in FDG PET,Parietal hypometabolism in FDG PET,HPO,HP_0012662,"Reduced uptake of [18F]-fluorodeoxyglucose (FDG) in the parietal cortex as measured by positron emission tomography (PET) brain scan.|Glucose uptake measured with FDG-PET is a marker of neuronal metabolic activity, thus this sign indicates reduced metabolic activity in the parietal cortex."
Mildly reduced ejection fraction,Mildly reduced ejection fraction,HPO,HP_0012663,"A small reduction in the fraction of blood pumped from the left ventricle with each cardiac cycle. The normal range in adults is at least 50 percent, and a mild reduction is defined as 40-49 percent."
Reduced ejection fraction,Reduced ejection fraction,HPO,HP_0012664,A diminution of the volumetric fraction of blood pumped out of the ventricle with each cardiac cycle.|The normal range is at least 55 percent.
Moderately reduced ejection fraction,Moderately reduced ejection fraction,HPO,HP_0012665,"A medium reduction in the fraction of blood pumped from the left ventricle with each cardiac cycle.|The normal range in adults is over 50 percent, and a moderate reduction can be defined as 30-39 percent."
Severely reduced ejection fraction,Severely reduced ejection fraction,HPO,HP_0012666,"A large reduction in the fraction of blood pumped from the left ventricle with each cardiac cycle. The normal range in adults is at over 50 percent, and a severe reduction is defined as less than 30 percent."
Regional left ventricular wall motion abnormality,Regional left ventricular wall motion abnormality,HPO,HP_0012667,"An abnormal motion of a segment of the left ventricle during the cardiac cycle.|This feature can be appreciated using color kinesis, which tracks the motion of the endocardium in real time throughout systole and results in color-encoded images reflecting the magnitude and timing of endocardial motion."
Vasovagal syncope,Vasovagal syncope,HPO,HP_0012668,
Carotid sinus syncope,Carotid sinus syncope,HPO,HP_0012669,"An exaggerated response to carotid sinus baroreceptor stimulation resulting in syncope from transient diminished cerebral perfusion.|Carotid sinus syncope cam be elicited mechanical manipulation of the carotid sinuses (eg, taking pulses in the neck, shaving)."
Orthostatic syncope,Orthostatic syncope,HPO,HP_0012670,Syncope following a quick change in position from lying down to standing.
Abulia,Abulia,HPO,HP_0012671,"Poverty of behavior and speech output, lack of initiative, loss of emotional responses, psychomotor slowing, and prolonged speech latency.|Abulia is less severe thana kinetic mutism, and more so than apathy."
Akinetic mutism,Akinetic mutism,HPO,HP_0012672,Akinetic mutism is essentially characterized by a total absence of spontaneous behavior and speech occurring in the presence of preserved visual tracking.
Aplasia of the upper vagina,Aplasia of the upper vagina,HPO,HP_0012673,"A failure to develop of the upper vagina.|The female reproductive tract primarily develops from the Mullerian ducts (MD), which form as an invagination of the coelomic epithelium and further develop into the upper two-thirds of the vagina, the uterus and the Fallopian tubes. Complete aplasia of the uterus, cervix, and upper vagina is termed Mullerian aplasia. This term refers to the aplasia of the upper roughly two thirds of the vagina that is characteristic of Mullerian aplasia."
Aplasia of the lower vagina,Aplasia of the lower vagina,HPO,HP_0012674,A failure to develop of the lower part of the vagina.
Iron accumulation in brain,Iron accumulation in brain,HPO,HP_0012675,An abnormal build up of iron (Fe) in brain tissue.
Copper accumulation in brain,Copper accumulation in brain,HPO,HP_0012676,An anomalous build up of copper (Cu) in the brain.
Iron accumulation in globus pallidus,Iron accumulation in globus pallidus,HPO,HP_0012677,An abnormal build up of iron (Fe) in the globus pallidus.
Iron accumulation in substantia nigra,Iron accumulation in substantia nigra,HPO,HP_0012678,An anomalous build up of iron (Fe) in the substantia nigra.
Widened interpedicular distance,Widened interpedicular distance,HPO,HP_0012679,"An increase in the distance between vertebral pedicles, which are the two short, thick processes, which project backward, one on either side, from the upper part of the vertebral body, at the junction of its posterior and lateral surfaces."
Abnormality of the pineal gland,Abnormality of the pineal gland,HPO,HP_0012680,"An anomaly of the pineal gland,a small endocrine gland in the brain that produces melatonin."
Abnormality of pineal morphology,Abnormality of pineal morphology,HPO,HP_0012681,A structural abnormality of the pineal gland.|The pineal gland typically measures 7 x 6 x 3mm in size and is located in a groove between the laterally placed thalamic bodies.
Pineal gland calcification,Pineal gland calcification,HPO,HP_0012682,Accumulation of calcium salts in the pineal gland.|This feature can be appreciated on skull radiography.
Pineal cyst,Pineal cyst,HPO,HP_0012683,A glial uniloculated or multiloculated fluid-filled sac that either reside within or completely replace the pineal gland.|Pineal cysts are benign and often asymptomatic lesions. They are typically visualized by computed tomography or magnetic resonance imaging.
Abnormal pineal volume,Abnormal pineal volume,HPO,HP_0012684,An abnormal increase or decrease in the quantity of three-dimensional space taken up by the pineal gland.|This feature is typically assessed by magnetic resonance tomography of the brain.
Decreased pineal volume,Decreased pineal volume,HPO,HP_0012685,An abnormal reduction in the quantity of three-dimensional space taken up by the pineal gland.
Increased pineal volume,Increased pineal volume,HPO,HP_0012686,An abnormal elevation in the quantity of three-dimensional space taken up by the pineal gland.
Agenesis of pineal gland,Agenesis of pineal gland,HPO,HP_0012687,"Failure to develop of the pineal gland, defined clinically as the absence of the pineal gland with no indication of the pineal gland even having been present."
Abnormality of pineal physiology,Abnormality of pineal physiology,HPO,HP_0012688,A functional abnormality of the pineal gland.
Abnormal pineal melatonin secretion,Abnormal pineal melatonin secretion,HPO,HP_0012689,"An anomaly in the amount or timing of melatonin secretion by the pineal gland. Note that melatonin is also synthesized by multiple tissues outside of the pineal gland.|The rhythm of melatonin synthesized in and released from the pineal gland is characterized by a prominent nocturnal peak, which also contains temporal information that had originated in the suprachiasmatic nucleus. Strong reductions of circulating melatonin are also observed in numerous disorders and diseases, including Alzheimer's disease, various other neurological and stressful conditions, pain, cardiovascular diseases, cases of cancer, endocrine and metabolic disorders, in particular diabetes type 2."
T2 hypointense thalamus,T2 hypointense thalamus,HPO,HP_0012690,A darker than expected T2 signal on magnetic resonance imaging (MRI) of the thalamus. This term refers to a diffuse hypointensity affecting the entire thalamus.
Focal T2 hypointense thalamic lesion,Focal T2 hypointense thalamic lesion,HPO,HP_0012691,A darker than expected T2 signal on magnetic resonance imaging (MRI) of the thalamus. This term refers to a localized hypointensity affecting a particular region of the thalamus.
Focal T2 hyperintense thalamic lesion,Focal T2 hyperintense thalamic lesion,HPO,HP_0012692,"A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the thalamus. This term refers to a localized hyperintensity affecting a particular region of the thalamus.|The term ""unidentified bright object"" has been used to describe T2 hyperintense lesions in the thalamus and elsewhere in patients with neurofibromatosis."
Abnormal thalamic size,Abnormal thalamic size,HPO,HP_0012693,Deviation from the normal range of size of the thalamus.
Enlarged thalamic volume,Enlarged thalamic volume,HPO,HP_0012694,An increase in the quantity of space occupied by the thalamus.
Decreased thalamic volume,Decreased thalamic volume,HPO,HP_0012695,A reduction in the quantity of space occupied by the thalamus.
Abnormal thalamic MRI signal intensity,Abnormal thalamic MRI signal intensity,HPO,HP_0012696,A deviation from normal signal on magnetic resonance imaging (MRI) of the thalamus.
Small basal ganglia,Small basal ganglia,HPO,HP_0012697,Decreased size of the basal ganglia.
Cerebellar gliosis,Cerebellar gliosis,HPO,HP_0012698,Focal proliferation of glial cells in the cerebellum.
Anomaly of lower limb diaphyses,Anomaly of lower limb diaphyses,HPO,HP_0012699,A structural abnormality of a diaphysis of the leg.
Abnormal large intestine physiology,Abnormal large intestine physiology,HPO,HP_0012700,A functional anomaly of the large intestine.
Bowel urgency,Bowel urgency,HPO,HP_0012701,"A sudden, irresistible need to have a bowel movement."
Tenesmus,Tenesmus,HPO,HP_0012702,"A repeated, painful urge to defecate without excreting stool."
Abnormal subarachnoid space morphology,Abnormal subarachnoid space morphology,HPO,HP_0012703,Abnormality in the space in the meninges beneath the arachnoid membrane and above the pia mater that contains the cerebrospinal fluid.
Widened subarachnoid space,Widened subarachnoid space,HPO,HP_0012704,An increase in size of the anatomic space between the arachnoid membrane and pia mater.
Abnormal metabolic brain imaging by MRS,Abnormal metabolic brain imaging by MRS,HPO,HP_0012705,"An anomaly of metabolism in the brain identified by magnetic resonance spectroscopy (MRS).|MRS can only detect a few metabolites as least millimolar concentrations are necessary for the metabolites to be detected. The major brain metabolites detected are choline (Cho), creatine (Cr), N-acetyl aspartate (NAA), lactate, myo-inositol, glutamine and glutamate, lipids, and the amino acids leucine and alanine."
Elevated brain choline level by MRS,Elevated brain choline level by MRS,HPO,HP_0012706,"An increase in the level of choline-containing compounds in the brain identified by magnetic resonance spectroscopy (MRS).|The Choline (Cho) peak is a heterogeneous peak representing various choline-containing compounds such as acetylcholine, phosphocholine (lecithin), glycerophosphocholine, and various other intermediates of phospholipids metabolism. It is an indicator of cell density and cell wall turnover. Elevated levels are found in tumors, especially malignant ones, and in certain demyelinating diseases. Choline resonance presents at 3.22 ppm. Studies have shown there is also a direct association between Cho and levels of Ki-67, a protein expressed in all phases of the cell cycle except GO that serves as a good marker for cellular proliferation. This observation makes Cho a reliable predictor of cellular activity in tumor tissue."
Elevated brain lactate level by MRS,Elevated brain lactate level by MRS,HPO,HP_0012707,"An increase in the level of lactate in the brain identified by magnetic resonance spectroscopy (MRS).|Lactate (Lac) is absent in normal brain tissue and its presence is indicative of anerobic glycolysis at the cellular level. Elevated levels are associated with ischemic conditions or metabolic disorders (where anerobic glycolysis predominates) but is also noted at the edges of large brain tumours. The peak is very sensitive to the technique employed and unless the correct echo time is employed, it may be artifactually suppressed. The spectral peak lies at 1:33 ppm. The peak is often inverted or bifid."
Reduced brain N-acetyl aspartate level by MRS,Reduced brain N-acetyl aspartate level by MRS,HPO,HP_0012708,"A decrease in the level of N-acetyl aspartate in the brain identified by magnetic resonance spectroscopy (MRS).|N-Acetyl Aspartate (NAA) is an amino acid found exclusively in neurons. It is regarded as a non-specific marker and is thought to be involved in Coenzyme A interactions and lipogenesis within the brain. It is a marker of neuronal viability. Normal NAA concentration is in the range of 8-9 mmol/kg in healthy adult brain. Concentrations are decreased in conditions leading to axonal injury or neuronal loss. NAA is also decreased in other conditions such as neoplasm, infarction, and inflammatory conditions such as multiple sclerosis. NAA peak is seen at 2.0 ppm (parts per million) on MR spectra."
Abnormal brain choline/creatine ratio by MRS,Abnormal brain choline/creatine ratio by MRS,HPO,HP_0012709,"A deviation from normal in the ratio of choline to creatine in the brain identified by magnetic resonance spectroscopy (MRS).|Creatine (Cr) is related to cell energy pathways, being both the substrate and product of creatine kinase. Creatine reflects the energy potential available in brain tissue. Its concentration in normal brain remains very high and stable due to high metabolic energy needs of brain cells. Its peak is noticed at 3.0 ppm. Creatine-Choline ratios are an important indicator of disease states such as demyelization."
Ingrown nail,Ingrown nail,HPO,HP_0012710,Excessive growth of a nail laterally into the nail fold.
Delayed ossification of vertebral epiphysis,Delayed ossification of vertebral epiphysis,HPO,HP_0012711,A delay in the process of formation and maturation of the epiphysis of one or more vertebrae.
Mild hearing impairment,Mild hearing impairment,HPO,HP_0012712,The presence of a mild form of hearing impairment.
Moderate hearing impairment,Moderate hearing impairment,HPO,HP_0012713,The presence of a moderate form of hearing impairment.
Severe hearing impairment,Severe hearing impairment,HPO,HP_0012714,A severe form of hearing impairment.
Profound hearing impairment,Profound hearing impairment,HPO,HP_0012715,A profound (essentially complete) form of hearing impairment.
Moderate conductive hearing impairment,Moderate conductive hearing impairment,HPO,HP_0012716,The presence of a moderate form of conductive hearing impairment.|Conductive hearing impairment with 21-40 dB deficit.
Severe conductive hearing impairment,Severe conductive hearing impairment,HPO,HP_0012717,A severe form of conductive hearing impairment.|Conductive hearing impairment with 21-40 dB deficit.
Morphological abnormality of the gastrointestinal tract,Morphological abnormality of the gastrointestinal tract,HPO,HP_0012718,Abnormal structure of the gastrointestinal tract.
Functional abnormality of the gastrointestinal tract,Functional abnormality of the gastrointestinal tract,HPO,HP_0012719,Abnormal functionality of the gastrointestinal tract.
Neoplasm of the nose,Neoplasm of the nose,HPO,HP_0012720,Tumor (An abnormal mass of tissue resulting from abnormally dividing cells) of the nasal cavity.
Venous malformation,Venous malformation,HPO,HP_0012721,"A vascular malformation resulting from a developmental error of venous tissue composed of dysmorphic channels lined by flattened endothelium and exhibiting slow turnover. A venous malformation may present as a blue patch on the skin ranging to a soft blue mass. Venous malformations are easily compressible and usually swell in thewhen venous pressure increases (e.g., when held in a dependent position or when a child cries). They may be relatively localized or quite extensive within an anatomic region.|Venous malformations are always present at birth, and usually involve the skin of the face, limbs, or trunk."
Heart block,Heart block,HPO,HP_0012722,Impaired conduction of cardiac impulse occurring anywhere along the conduction pathway.
Sinoatrial block,Sinoatrial block,HPO,HP_0012723,Disturbance in the atrial activation that is caused by transient failure of impulse conduction from the sinoatrial node to the cardiac atria.|Sinoatrial block is characterized by a delayed in heartbeat and pauses between P waves as demonstrated by electrocardiography.
Upper eyelid edema,Upper eyelid edema,HPO,HP_0012724,Edema in the region of the upper eyelid.
Cutaneous syndactyly,Cutaneous syndactyly,HPO,HP_0012725,"A soft tissue continuity in the A/P axis between two digits that extends distally to at least the level of the proximal interphalangeal joints, or a soft tissue continuity in the A/P axis between two digits that lies significantly distal to the flexion crease that overlies the metacarpophalangeal or metatarsophalangeal joint of the adjacent digits."
Episodic hypokalemia,Episodic hypokalemia,HPO,HP_0012726,An abnormally decreased potassium concentration in the blood occurring periodically with a return to normal between the episodes.
Thoracic aortic aneurysm,Thoracic aortic aneurysm,HPO,HP_0012727,An abnormal localized widening (dilatation) of the thoracic aorta.|Aneurysm is considered a severe form of dilatation.
Fusiform descending thoracic aortic aneurysm,Fusiform descending thoracic aortic aneurysm,HPO,HP_0012728,A concentric abnormal localized widening (dilatation) of the descending thoracic aorta that involves the full circumference of the vessel wall|Aneurysm is considered a severe form of dilatation.
Saccular descending thoracic aortic aneurysm,Saccular descending thoracic aortic aneurysm,HPO,HP_0012729,An eccentric abnormal localized widening (dilatation) of the descending thoracic aorta that involves only a portion of the circumference of the vessel wall|Aneurysm is considered a severe form of dilatation.
Aglossia,Aglossia,HPO,HP_0012730,Absence of the tongue owing to a developmental abnormality.
Ectopic anterior pituitary gland,Ectopic anterior pituitary gland,HPO,HP_0012731,Abnormal anatomic location of the anterior pituitary gland.
Anorectal anomaly,Anorectal anomaly,HPO,HP_0012732,An abnormality of the anus or rectum.
Macule,Macule,HPO,HP_0012733,"A flat, distinct, discolored area of skin less than 1 cm wide that does not involve any change in the thickness or texture of the skin."
Ketotic hypoglycemia,Ketotic hypoglycemia,HPO,HP_0012734,Low blood glucose is accompanied by elevated levels of ketone bodies in the body.
Cough,Cough,HPO,HP_0012735,"A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation.|The European Respiratory Society Task Force recommended two possible definitions of cough: (1) A three-phase expulsive motor act characterized by an inspiratory effort (inspiratory phase) followed by a forced expiratory effort against a closed glottis (compressive phase) and then by opening of the glottis and rapid expiratory airflow (expulsive phase);and (2) A forced expiratory manoeuvre, usually against a closed glottis and associated with a characteristic sound. The term Cough or any of its more specific descendents can be modified by the terms Acute (HP:0011009), Subacute (HP:0011011), and Chronic (HP:0011010). There is agreement that an actue cough lasts less than 3 weeks, a subacute cough from 3 to 8 weeks, and a chronic cough longer than 8 weeks."
Profound global developmental delay,Profound global developmental delay,HPO,HP_0012736,A profound delay in the achievement of motor or mental milestones in the domains of development of a child.
Small intestinal polyp,Small intestinal polyp,HPO,HP_0012737,"A discrete abnormal tissue mass that protrudes into the lumen of the small intestine and is attached to the intestinal wall either by a stalk, pedunculus, or a broad base."
Agenesis of canine,Agenesis of canine,HPO,HP_0012738,Agenesis of canine tooth.
Agenesis of the small intestine,Agenesis of the small intestine,HPO,HP_0012739,Failure to develop of the small intestine.
Papilloma,Papilloma,HPO,HP_0012740,A tumor of the skin or mucous membrane with finger-like projections.|The vast majority of papillomas are benign. Papillomas on the skin (cutaneous papillomas) are commonly referred to as warts.
Unilateral cryptorchidism,Unilateral cryptorchidism,HPO,HP_0012741,Absence of a testis from the scrotum on one side owing to failure of the testis or testes to descend through the inguinal canal to the scrotum.
Thin fingernail,Thin fingernail,HPO,HP_0012742,"Fingernail that appears thin when viewed on end.|No objective standard for nail thickness could be identified. An unsupported claim suggests that nails are 0.5 mm in females and 0.6 mm in males (http://www.emedicine.com/orthoped/topic421.htm). Thin nails are usually brittle, may easily fray, or break at the free edge. Thin nails usually grow slowly but this definition does not require slow growth of the nail. Note that the term koilonychia is an abnormal shape of the fingernail where the nail has raised ridges and is thin and concave. Since it include other characteristics besides thin nails, it should not be used to indicate this. The affected digits should be specified."
Abdominal obesity,Abdominal obesity,HPO,HP_0012743,Excessive fat around the stomach and abdomen.
Femoral aplasia,Femoral aplasia,HPO,HP_0012744,Failure of the femur to develop.
Short palpebral fissure,Short palpebral fissure,HPO,HP_0012745,"Distance between the medial and lateral canthi is more than 2 SD below the mean for age (objective); or, apparently reduced length of the palpebral fissures."
Thin toenail,Thin toenail,HPO,HP_0012746,"Toenail that appears thin when viewed on end.|No objective standard for nail thickness could be identified. An unsupported claim suggests that nails are 0.5 mm in females and 0.6 mm in males (http://www.emedicine.com/orthoped/topic421.htm). Thin nails are usually brittle, may easily fray, or break at the free edge. Thin nails usually grow slowly but this definition does not require slow growth of the nail. Note that the term koilonychia is an abnormal shape of the fingernail where the nail has raised ridges and is thin and concave. Since it include other characteristics besides thin nails, it should not be used to indicate this. The affected digits should be specified."
Abnormal brainstem MRI signal intensity,Abnormal brainstem MRI signal intensity,HPO,HP_0012747,A deviation from normal signal on magnetic resonance imaging (MRI) of the brainstem.
Focal T2 hyperintense brainstem lesion,Focal T2 hyperintense brainstem lesion,HPO,HP_0012748,A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the brainstem. This term refers to a localized hyperintensity affecting a particular region of the brainstem.
Focal T2 hypointense brainstem lesion,Focal T2 hypointense brainstem lesion,HPO,HP_0012749,A darker than expected T2 signal on magnetic resonance imaging (MRI) of the brainstem. This term refers to a localized hypointensity affecting a particular region of the brainstem.
T2 hypointense brainstem,T2 hypointense brainstem,HPO,HP_0012750,A darker than expected T2 signal on magnetic resonance imaging (MRI) of the brainstem. This term refers to a diffuse hypointensity affecting the entire brainstem.
Abnormal basal ganglia MRI signal intensity,Abnormal basal ganglia MRI signal intensity,HPO,HP_0012751,A deviation from normal signal on magnetic resonance imaging (MRI) of the basal ganglia.
Focal T2 hypointense basal ganglia lesion,Focal T2 hypointense basal ganglia lesion,HPO,HP_0012752,A darker than expected T2 signal on magnetic resonance imaging (MRI) of the basal ganglia. This term refers to a localized hypointensity affecting a particular region of the basal ganglia.
T2 hypointense basal ganglia,T2 hypointense basal ganglia,HPO,HP_0012753,A darker than expected T2 signal on magnetic resonance imaging (MRI) of the basal ganglia. This term refers to a diffuse hypointensity affecting all of the basal ganglia.
CNS hypermyelination,CNS hypermyelination,HPO,HP_0012754,Increased amount of myelin in the central nervous system.
Enlarged brainstem,Enlarged brainstem,HPO,HP_0012755,"Abnormal increase in size of the brainstem.|An enlarged brainstem may be observed with diffuse infiltrating tumor, PNET (primitive neuroectodermal tumor), ganglionoma, hamartoma, vascular malformation, or inflammatory process."
CSF polymorphonuclear pleocytosis,CSF polymorphonuclear pleocytosis,HPO,HP_0012756,An increased polymorphonuclear cell count in the cerebrospinal fluid.
Abnormal neuron morphology,Abnormal neuron morphology,HPO,HP_0012757,A structural anomaly of a neuron.
Neurodevelopmental delay,Neurodevelopmental delay,HPO,HP_0012758,
Neurodevelopmental abnormality,Neurodevelopmental abnormality,HPO,HP_0012759,"A deviation from normal of the neurological development of a child, which may include any or all of the aspects of the development of personal, social, gross or fine motor, and cognitive abilities.|This term should be used to describe abnormalities with onset in the developmental period."
Impaired social reciprocity,Impaired social reciprocity,HPO,HP_0012760,"A reduced ability to participate in the back and forth flow of social interaction, which is normally characterized by an influence of the behavior of one person on the behavior of another person who is in conversation with the first."
Absent mastoid,Absent mastoid,HPO,HP_0012761,A developmental anomaly in which the mastoid process fails to form and is thus found to be congenitally absent.
Cerebral white matter atrophy,Cerebral white matter atrophy,HPO,HP_0012762,The presence of atrophy (wasting) of the cerebral white matter.
Paroxysmal dyspnea,Paroxysmal dyspnea,HPO,HP_0012763,"A sudden attack of dyspnea that occurs while the affected person is at rest.|Paroxysmal nocturnal dyspnea (PND) is a sensation of shortness of breath that awakens the patient, often after 1 or 2 hours of sleep, and is usually relieved in the upright position."
Orthopnea,Orthopnea,HPO,HP_0012764,"A sensation of breathlessness in the recumbent position, relieved by sitting or standing."
Widened cerebellar subarachnoid space,Widened cerebellar subarachnoid space,HPO,HP_0012765,An increase in size of the anatomic space between the arachnoid membrane and pia mater in the region surrounding the cerebellum.
Widened cerebral subarachnoid space,Widened cerebral subarachnoid space,HPO,HP_0012766,An increase in size of the anatomic space between the arachnoid membrane and pia mater in the region surrounding the cerebrum.
Abnormal placental size,Abnormal placental size,HPO,HP_0012767,A deviation from normal size of the placenta.
Neonatal asphyxia,Neonatal asphyxia,HPO,HP_0012768,Respiratory failure in the newborn.
Abnormal arm span,Abnormal arm span,HPO,HP_0012769,"A deviation from normal of the length of the arm span (length from one end of an individual's arms measured at the fingertips to the other when raised parallel to the ground at shoulder height at a one-hundred eighty degree angle)"
Reduced arm span,Reduced arm span,HPO,HP_0012770,"Decreased length of the arm span (length from one end of an individual's arms measured at the fingertips to the other when raised parallel to the ground at shoulder height at a one-hundred eighty degree angle)."
Increased arm span,Increased arm span,HPO,HP_0012771,"Increased length of the arm span (length from one end of an individual's arms measured at the fingertips to the other when raised parallel to the ground at shoulder height at a one-hundred eighty degree angle)."
Abnormal upper to lower segment ratio,Abnormal upper to lower segment ratio,HPO,HP_0012772,"A deviation from normal of the relation between the upper and the lower segment of the body, where the lower segment is defined as the length between the top of pubic symphysis to floor, and the upper segment is defined as the top of head to top of pubic symphysis."
Reduced upper to lower segment ratio,Reduced upper to lower segment ratio,HPO,HP_0012773,"Decreased ratio between the upper and the lower segment of the body, where the lower segment is defined as the length between the top of pubic symphysis to floor, and the upper segment is defined as the top of head to top of pubic symphysis. Consider the term Disproportionate tall stature (HP:0001519) if tall stature is also present.|A ratio of less than 0.86 (or according to other sources 0.89) is considered abnormally reduced."
Increased upper to lower segment ratio,Increased upper to lower segment ratio,HPO,HP_0012774,"Elevated ratio between the upper and the lower segment of the body, where the lower segment is defined as the length between the top of pubic symphysis to floor, and the upper segment is defined as the top of head to top of pubic symphysis."
Stellate iris,Stellate iris,HPO,HP_0012775,A lacy pattern or iris pigmentation that resembles the spokes of a bicycle wheel.
Abnormal ciliary body morphology,Abnormal ciliary body morphology,HPO,HP_0012776,A structural anomaly of the ciliary body.
Retinal neoplasm,Retinal neoplasm,HPO,HP_0012777,A tumor (abnormal growth of tissue) of the retina.
Retinal astrocytic hamartoma,Retinal astrocytic hamartoma,HPO,HP_0012778,"A glial tumor of the retinal nerve fiber layer arising from a retinal astrocyte.|Classically retinal astrocytic hamartomas appear as a cream-white, well-circumscribed, elevated lesions that may present as multiple or solitary sites. A lesion is commonly seen with a multilobulated, ""mulberry"" appearance, but can also appear flat and semitranslucent. It is most frequently associated with tuberous sclerosis but may also be found rarely in patients with neurofibromatosis. Although the finding may point toward a systemic association, it can also be found incidentally on retinal examination as an isolated presentation."
Transient hearing impairment,Transient hearing impairment,HPO,HP_0012779,Hearing loss that occurs acutely and resolves completely.|Transient hearing loss is particularly common in childhood as a result of inadequate ventilation of the middle ear.
Neoplasm of the ear,Neoplasm of the ear,HPO,HP_0012780,A tumor (abnormal growth of tissue) of the ear.
Mid-frequency hearing loss,Mid-frequency hearing loss,HPO,HP_0012781,A type of hearing impairment affecting primarily the middle frequencies of sound (1000 Hz to 3000 Hz).
Perilobar nephrogenic rest,Perilobar nephrogenic rest,HPO,HP_0012782,A type of nephrogenic rest associated with multiple lesions in the periphery of the renal lobe.|Perilobar nephrogenic rests are associated with Beckwith-Wiedemann syndrome (BWS) and hemi-hyperplasia.
Intralobar nephrogenic rest,Intralobar nephrogenic rest,HPO,HP_0012783,"A type of nephrogenic rest usually representing single lesions within the renal lobe, renal sinus, or calyceal walls.|Intralobar nephrogenic rests are associated WAGR (Wilms tumor-aniridia-genital anomalies-retardation) syndrome and Denys-Drash syndrome (DDS)."
Perinephritis,Perinephritis,HPO,HP_0012784,Inflammation of the connective and adipose tissues surrounding the kidney.
Flexion contracture of finger,Flexion contracture of finger,HPO,HP_0012785,Chronic loss of joint motion in a finger due to structural changes in non-bony tissue.|Note that the term camptodactyly refers to a painless flexion contracture of the proximal interphalangeal (PIP) joint and not to a finger joint contracture in general.
Recurrent cystitis,Recurrent cystitis,HPO,HP_0012786,"Repeated infections of the urinary bladder.|One definition of recurrent cystitis involves 3 or more diagnosed cystitis episodes (ICD-9 codes 595.0, 595.9, 597.81, 599.0 with episodes separated by 30 days or more) within a 12-month period or 2 episodes within 6 months."
Recurrent pyelonephritis,Recurrent pyelonephritis,HPO,HP_0012787,Repeated episodes of pyelonephritis.
Reticulate pigmentation of oral mucosa,Reticulate pigmentation of oral mucosa,HPO,HP_0012788,A net-like pattern of increased pigmentation of the oral cavity.
Hypoplasia of the calcaneus,Hypoplasia of the calcaneus,HPO,HP_0012789,Underdevelopment of the heel bone.
Abnormal intramembranous ossification,Abnormal intramembranous ossification,HPO,HP_0012790,"An anomaly in the process of intramembranous ossification by which flat bones (cranial bones of the skull, i.e., the frontal, parietal, occipital, and temporal bones, and the clavicles) are formed."
Abnormal humeral ossification,Abnormal humeral ossification,HPO,HP_0012791,An anomaly of the process of formation of bone in the humerus.
Absent ossification of thoracic vertebral bodies,Absent ossification of thoracic vertebral bodies,HPO,HP_0012792,A lack of bone mineralization of one or more body of thoracic vertebra.
